k,name,in_iM,gene_weight,regulator,function,category
7,Zinc - Steady,False,-0.01142589316703379,,,
6,Iron,False,-0.010855077700689436,,,
3,Cadmium,False,-0.008689321707934142,,,
10,Copper,False,-0.004495372800156474,,,
8,Zinc - Fast,False,-0.0037294804025441407,,,
4,UC-4,False,0.0030929264845326538,,,
14,UC-7,False,-0.0020980307669378816,,,
5,Lead,False,-0.0020302565791644155,,,
11,Chromium,False,0.0016677569563034922,,,
9,UC-5,False,-0.0014438083611361414,,,
1,UC-2,False,0.0014131364604691044,,,
0,UC-1,False,0.001067907540127635,,,
12,Zinc - Intermediate,False,0.0008443983998261841,,,
13,UC-6,False,-0.0003018081313348375,,,
2,UC-3,False,-0.00018150739473639987,,,
