,BSU_misc_RNA_46
M9exp_1,14.7758
M9exp_2,14.3102
M9exp_3,14.1294
M9tran_1,14.4224
M9tran_2,13.5364
M9tran_3,14.332
M9stat_1,13.4165
M9stat_2,12.5995
M9stat_3,12.3506
MG-0.1_1,14.4182
MG-0.1_2,11.9974
MG-0.1_3,14.9579
MG-0.2_2,13.3109
MG-0.2_3,14.1741
MG+5_1,14.8014
MG+5_2,14.2242
MG+5_3,14.2079
MG+10_1,14.4981
MG+10_2,14.4226
MG+10_3,12.1124
MG+15_1,13.9188
MG+15_2,14.4031
MG+15_3,14.6061
MG+25_1,14.3123
MG+25_2,14.6102
MG+25_3,14.6283
MG+45_1,14.9035
MG+45_2,14.0625
MG+45_3,15.0088
MG+60_2,13.3653
MG+60_3,13.7428
MG+90_2,14.0894
MG+90_3,14.5474
MG+120_1,14.2631
MG+120_2,15.4393
MG+120_3,14.5017
MG+150_1,13.9978
MG+150_3,14.8179
GM-0.1_1,14.7347
GM-0.1_2,14.8162
GM-0.1_3,14.9461
GM-0.2_1,14.8482
GM-0.2_2,14.7094
GM-0.2_3,14.8678
GM+5_1,13.4848
GM+5_2,14.3093
GM+5_3,14.952
GM+10_2,14.403
GM+10_3,13.4503
GM+15_1,14.4287
GM+15_2,14.5569
GM+15_3,14.4733
GM+25_1,14.5843
GM+25_2,14.7254
GM+25_3,12.4946
GM+45_1,14.7399
GM+45_2,11.9398
GM+45_3,12.0335
GM+60_1,14.5034
GM+60_2,12.5975
GM+60_3,12.2605
GM+90_1,14.8293
GM+90_2,14.6884
GM+90_3,12.9234
GM+120_1,13.8674
GM+120_3,13.2673
GM+150_1,13.7916
GM+150_2,13.6255
GM+150_3,13.7423
BT_1,13.118
BT_2,11.6564
B36_1,14.9525
B36_2,14.3971
B60_1,14.715
B60_2,14.8981
S0_1,12.0061
S0_2,12.1772
S0_3,12.1539
S1_1,13.9811
S1_2,14.3007
S1_3,14.657
S2_1,14.1628
S2_2,13.1892
S2_3,13.01
S3_1,13.6266
S3_2,13.7634
S4_1,14.6274
S4_2,13.747
S4_3,13.9356
S5_1,13.1084
S5_2,13.2393
S5_3,13.6876
S6_1,12.7965
S6_2,10.8918
S6_3,12.8493
S6/t_1,13.1295
S6/t_2,10.9913
S6_4,12.6057
S6_5,13.9496
S6_6,13.8936
S7_4,14.0699
S7_5,13.2429
S7_6,13.1933
S8_4,12.8289
S8_5,11.9451
G135_1,11.4995
G135_3,9.8808
G150_1,11.4725
G150_2,12.7279
G150_3,11.5444
G180_1,11.9169
G180_2,12.1762
G180_3,11.072
T-5.40H_1,14.5832
T-4.40H_1,14.4075
T-3.40H_1,14.4881
T-2.40H_1,14.029000000000002
T-1.40H_1,14.31
T-1.10H_1,14.4933
T-0.40H_1,14.5432
T0.0H_1,14.203
T0.30H_1,12.7509
T1.0H_1,12.9857
T1.30H_1,13.3026
T2.0H_1,13.2975
T2.30H_1,13.9598
T3.0H_1,13.8542
T3.30H_1,14.0787
T4.0H_1,13.7982
T5.0H_1,13.8318
LBexp_1,13.0497
LBexp_2,12.9627
LBexp_3,12.4733
LBtran_1,13.1279
LBtran_2,12.7703
LBtran_3,12.6068
LBstat_1,12.3247
LBstat_2,11.9764
LBstat_3,11.4543
LBGexp_1,13.1863
LBGexp_2,13.2793
LBGexp_3,12.8639
LBGtran_2,11.8023
LBGtran_3,13.7388
LBGstat_1,11.7473
LBGstat_2,11.5366
LBGstat_3,12.2597
Mt0_1,12.4101
Mt0_3,12.9366
M0t45_1,12.964
M0t45_2,12.1873
M0t45_3,12.9887
M0t90_1,12.1331
M0t90_2,12.7918
M0t90_3,12.6069
M40t45_1,12.4526
M40t45_2,13.1344
M40t45_3,13.3843
M40t90_1,12.4603
M40t90_2,13.1251
M40t90_3,13.145
dia0_1,12.5712
dia0_2,12.6355
dia0_3,13.2588
dia5_1,12.3542
dia5_2,12.9038
dia5_3,13.122
dia15_1,13.0074
dia15_2,13.6563
dia15_3,12.7501
C30_1,13.5103
C30_2,14.0336
C90_1,14.4535
C90_2,14.431
SMM_1,14.3928
SMM_2,14.1247
SMM_3,13.9992
Salt_1,12.5186
Salt_2,12.5892
Salt_3,12.2498
M+G_1,12.8507
M+G_2,13.6736
M+G_3,13.0332
Glu_1,14.338
Glu_2,14.4987
Glu_3,14.845
Fru_1,15.3232
Fru_2,14.1158
Fru_3,13.5612
Mal_1,12.4493
Mal_2,13.1416
Mal_3,12.5118
G+S_2,13.4219
