,Value,list
TF,YcjW,
reg_genes,73,"['ybhA' 'argG' 'citT' 'yghA' 'folC' 'ydfG' 'yebS' 'dinB' 'lptD' 'malP'
 'feoB' 'yggE' 'paaH' 'metL' 'ribD' 'rho' 'flhA' 'ydfU' 'gfcC' 'cysD'
 'ycaC' 'pheP' 'thiP' 'pphC' 'ppa' 'maa' 'umuC' 'lsrD' 'metE' 'mpl' 'yrbL'
 'ygiV' 'ilvB' 'ycgV' 'narG' 'mngA' 'rpsN' 'eptB' 'rhtB' 'ypjA' 'asnS'
 'yfbS' 'metG' 'allA' 'hybE' 'cyaA' 'nrfE' 'acnA' 'narP' 'yhcD' 'cadC'
 'cysG' 'cpxA' 'alsB' 'yhcG' 'wecB' 'ascF' 'pykF' 'hcaE' 'cmoB' 'argT']"
comp_genes,17,['ydiJ' 'metQ' 'ynfM' 'menI' 'ycjW']
both_genes,12,"['ycjS' 'ompG' 'ycjN' 'ymjB' 'ycjO' 'ycjP' 'ycjR' 'ycjQ' 'ycjU' 'ycjV'
 'ycjM' 'ycjT']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
