,new_663937_664318
M9exp_1,10.0937
M9exp_2,9.726
M9exp_3,9.625
M9tran_1,9.5128
M9tran_2,9.5315
M9tran_3,9.6505
M9stat_1,8.1815
M9stat_2,8.176
M9stat_3,7.9023
MG-0.1_1,9.441
MG-0.1_2,8.6094
MG-0.1_3,10.0438
MG-0.2_2,9.1696
MG-0.2_3,9.6544
MG+5_1,9.4793
MG+5_2,9.2699
MG+5_3,9.7515
MG+10_1,10.0804
MG+10_2,9.5737
MG+10_3,8.5894
MG+15_1,9.5451
MG+15_2,10.5308
MG+15_3,10.0271
MG+25_1,9.9882
MG+25_2,9.4761
MG+25_3,10.2227
MG+45_1,9.7963
MG+45_2,8.926
MG+45_3,10.3274
MG+60_2,9.425
MG+60_3,9.4203
MG+90_2,9.0454
MG+90_3,10.1043
MG+120_1,8.7314
MG+120_2,9.6819
MG+120_3,9.6829
MG+150_1,9.7095
MG+150_3,9.836
GM-0.1_1,9.3847
GM-0.1_2,10.0648
GM-0.1_3,10.069
GM-0.2_1,9.2985
GM-0.2_2,10.1132
GM-0.2_3,9.9262
GM+5_1,9.4487
GM+5_2,9.648
GM+5_3,9.7023
GM+10_2,9.5496
GM+10_3,8.789
GM+15_1,9.7405
GM+15_2,9.7333
GM+15_3,9.6422
GM+25_1,10.1961
GM+25_2,10.1015
GM+25_3,9.3878
GM+45_1,10.0706
GM+45_2,8.8746
GM+45_3,9.1221
GM+60_1,10.0118
GM+60_2,8.8854
GM+60_3,9.1349
GM+90_1,10.002
GM+90_2,10.0475
GM+90_3,9.9278
GM+120_1,8.5267
GM+120_3,10.0386
GM+150_1,9.7676
GM+150_2,8.9467
GM+150_3,9.9744
BT_1,7.809
BT_2,7.2903
B36_1,8.2121
B36_2,8.2241
B60_1,8.1109
B60_2,8.7696
S0_1,9.5072
S0_2,9.4822
S0_3,9.0477
S1_1,10.275
S1_2,9.9037
S1_3,10.0628
S2_1,9.2615
S2_2,8.725
S2_3,8.2344
S3_1,9.1509
S3_2,8.6544
S4_1,8.7266
S4_2,7.911
S4_3,7.7421
S5_1,7.9333
S5_2,7.792000000000002
S5_3,8.0977
S6_1,7.4766
S6_2,7.2746
S6_3,7.3446
S6/t_1,8.4951
S6/t_2,7.4471
S6_4,7.9419
S6_5,8.1993
S6_6,8.0264
S7_4,9.4482
S7_5,9.5288
S7_6,9.8714
S8_4,9.0499
S8_5,9.8677
G135_1,10.2299
G135_3,9.0211
G150_1,9.8413
G150_2,10.8142
G150_3,10.1928
G180_1,10.0304
G180_2,10.3011
G180_3,9.506
T-5.40H_1,10.0853
T-4.40H_1,10.1303
T-3.40H_1,10.1123
T-2.40H_1,9.7758
T-1.40H_1,9.5629
T-1.10H_1,9.8066
T-0.40H_1,9.6755
T0.0H_1,9.3815
T0.30H_1,8.4281
T1.0H_1,8.3603
T1.30H_1,8.4817
T2.0H_1,8.6154
T2.30H_1,8.6598
T3.0H_1,8.3181
T3.30H_1,8.4799
T4.0H_1,8.4285
T5.0H_1,8.2514
LBexp_1,10.3458
LBexp_2,10.2385
LBexp_3,10.0451
LBtran_1,8.4691
LBtran_2,8.8259
LBtran_3,8.9419
LBstat_1,8.8608
LBstat_2,8.7536
LBstat_3,8.4566
LBGexp_1,10.0085
LBGexp_2,10.0431
LBGexp_3,10.3032
LBGtran_2,8.3697
LBGtran_3,9.1802
LBGstat_1,7.9191
LBGstat_2,7.7719
LBGstat_3,8.2607
Mt0_1,10.236
Mt0_3,10.3713
M0t45_1,9.3228
M0t45_2,10.3394
M0t45_3,9.8699
M0t90_1,8.1428
M0t90_2,8.9807
M0t90_3,8.4248
M40t45_1,9.0546
M40t45_2,8.6816
M40t45_3,10.0383
M40t90_1,7.9912
M40t90_2,8.6272
M40t90_3,8.5746
dia0_1,9.7651
dia0_2,10.2943
dia0_3,10.1741
dia5_1,9.4268
dia5_2,10.7329
dia5_3,10.4951
dia15_1,12.6352
dia15_2,12.4772
dia15_3,10.3312
C30_1,9.8107
C30_2,9.7215
C90_1,9.6716
C90_2,8.9636
SMM_1,10.0092
SMM_2,10.0512
SMM_3,10.1901
Salt_1,9.4667
Salt_2,9.5093
Salt_3,9.7322
M+G_1,10.1406
M+G_2,10.1271
M+G_3,9.8587
Glu_1,10.1612
Glu_2,10.3198
Glu_3,10.2511
Fru_1,9.9755
Fru_2,10.6644
Fru_3,9.842
Mal_1,8.7505
Mal_2,9.8408
Mal_3,9.3366
G+S_2,9.3981
G+S_3,9.4989
Pyr_1,9.0351
Pyr_2,9.5706
Pyr_3,9.4126
