,-0.13183419069677743,-0.10546735255742196,-0.07910051441806648,-0.052733676278711006,-0.02636683813935553,-5.551115123125783e-17,0.02636683813935542,0.052733676278710895,0.07910051441806637,0.10546735255742185,0.13183419069677732,0.1582010288361328,0.18456786697548827,0.21093470511484375,0.23730154325419922,0.2636683813935547,0.29003521953291017,0.31640205767226565,0.3427688958116211,0.3691357339509766
thresh,-0.09228393348774419,0.09228393348774419,1,,,,,,,,,,,,,,,,,
unreg,1,0,2,22,414,3384,403,18,4,4,3,0,0,0,0,0,1,1,0,0
unreg_genes,['malE'],[],[],[],[],[],[],[],[],['uxuA' 'rhaS' 'yeiQ' 'fur'],['uxaA' 'ibpB' 'uxaC'],[],[],[],[],[],['rspB'],['rspA'],[],[]
