,PSPTOB0026
SRX1828913,-0.08570185520000001
SRX1828914,1.1757275008999999
SRX1828915,0.296194133
SRX1828916,1.2992546662
SRX1828917,-0.21049227780000002
SRX1828918,0.5451852581000001
SRX3983989,1.9242344571
SRX3983990,0.3820587656
SRX3983993,2.3176738899
SRX3983994,1.6731484065000002
SRX3983995,1.1920115639
SRX3983996,1.909235795
SRX3983997,2.8324986099
SRX3983998,0.9994142332
SRX3983999,1.6508181756
SRX3984000,1.9547475086000001
SRX3984001,3.0873269699
SRX3984002,3.1737353618
SRX3984003,2.8482465957
SRX3984004,0.7803575547
SRX3984005,1.847303299
SRX3984006,3.1295317055
SRX3984007,1.0773372537
SRX3984008,1.5794696161
SRX3984009,0.36378324040000004
SRX3984010,4.2867675858
SRX3984011,1.0826374577
SRX3984012,0.5205127899
SRX3984013,0.7598166686000001
SRX3984014,0.6946542633
SRX3984015,2.5407926889
SRX3984016,0.8947913545
SRX3984017,4.4014092152
SRX3984019,0.2576734509
SRX3984020,3.8558762526
SRX3984021,4.0102744587
SRX3984022,4.0805044048
SRX3984023,-0.0007687468
SRX3984024,1.2181364895
SRX3984025,1.6127899584
SRX3984026,1.8212759016
SRX3984027,1.6770040597
SRX3984028,1.5572754699
SRX3984029,1.7220278297
SRX3984031,3.8803627009
SRX3984032,4.0576542563
SRX3984034,0.18037972200000002
SRX3984035,-0.4881827946
SRX3984036,5.2233896129
SRX3984037,5.2251108691
SRX3984038,5.215247975
SRX3984039,5.2394274436
SRX3984040,1.9247092759000002
SRX3984041,5.2576973278
SRX3984042,1.1773820714
SRX3984043,-0.10182036400000001
SRX3984045,0.8038540995
SRX3984046,0.051031776
SRX3984047,3.4397158962
SRX3984048,2.8342192849
SRX3984049,2.2702164738
SRX3984050,1.9706812052
SRX3984051,3.4076476462
SRX3984052,0.9785924223
SRX3984056,3.764366781
SRX3984057,3.8162725881
SRX3984058,4.223251898
SRX3984059,0.8318101560000001
SRX3984061,0.4281637804
SRX3984062,1.0632222199
SRX3984063,1.1366369933
SRX3984064,1.100211416
SRX3984065,0.9298626948000001
SRX3984066,0.7186041694
SRX3984067,0.7000544157
SRX3984068,0.8383110053
SRX3984069,1.9701919330000002
SRX3984070,2.8549941728
SRX3984071,2.585636514
SRX3984073,1.6589333171
SRX3984074,1.7476919306
SRX3984077,0.0196492574
SRX3984078,0.1782963574
SRX3984079,3.0204052338
SRX3984080,-0.2306427512
SRX3984082,1.0965822162
SRX3984084,3.9708536087
SRX6997963,0.1162582625
SRX6997964,-0.1658277877
SRX6997965,0.015749572400000002
SRX6997967,-0.1826531736
SRX6997968,-0.12153687980000001
SRX6997969,-0.423350426
SRX6997971,0.06639491110000001
SRX6997972,-0.134379215
SRX6997973,-0.3067683373
SRX3159100,0.1748465692
SRX3159101,0.1158608124
SRX3159102,-0.157615955
SRX3159103,-0.1330914266
SRX3159000,-0.1047228619
SRX3159001,-0.2409293375
SRX3159002,-0.2201260771
SRX3159003,0.011241931200000001
SRX3159004,-0.2992069503
SRX3159005,-0.6694191408
SRX3159006,0.2787151024
SRX3159007,0.3820628018
SRX3159008,-0.0236788492
SRX3159009,-0.20358134700000002
SRX3159010,-0.1392184643
SRX3159012,-0.49600964270000003
SRX3159013,-0.600218035
SRX3159014,0.1827508199
SRX3159015,-0.2263252684
SRX3159016,0.24880007580000002
SRX3159017,-0.6137209786000001
SRX3159018,-0.21380283600000002
SRX3159019,0.6931853238
SRX3159020,0.0809899577
SRX3159021,-0.3105486844
SRX3159022,-0.0892483406
SRX3159023,-0.2334188546
SRX3159024,0.6109767522
SRX3159025,-0.09746257
SRX3159026,-1.321304555
SRX3159027,-0.5120296203
SRX3159028,-0.3927109466
SRX3159029,0.047570404000000004
SRX3159030,-0.12653435470000002
SRX3159034,-0.4778203331
SRX3159036,0.0794854291
SRX3159037,0.022228243
SRX3159041,-0.0862901877
SRX3159042,0.0423396917
SRX3159043,-0.2527045602
SRX3159045,0.06292382
SRX3159047,0.37295881200000003
SRX3159048,0.8939070318000001
SRX3159049,-0.358977195
SRX3159050,-0.15580274730000002
SRX3159051,-0.4105878563
SRX3159052,0.2002361808
SRX3159053,-0.42665309760000003
SRX3159054,-0.1819674811
SRX3159055,-0.3430776259
SRX3159056,-0.1535243396
SRX3159057,0.3924096555
SRX3159058,0.0654078881
SRX3159060,-0.4767533078
SRX3159061,-0.178548367
SRX3159062,0.1405372954
SRX3159063,-0.40522199280000004
SRX3159066,0.3523908818
SRX3159069,0.0923413018
SRX3159070,0.2996073515
SRX3159071,-0.022330219300000002
SRX3159073,-0.3613917451
SRX3159074,0.1177907951
SRX3159075,-0.3057153493
SRX3159076,-0.1278983455
SRX3159080,-0.0537836297
SRX3159082,-0.18263532600000001
SRX3159083,-0.2687868825
SRX3159086,0.9286455491000001
SRX3159087,0.2642203204
SRX3159088,0.1708935893
SRX3159089,-0.4107775241
SRX3159090,-0.2683409382
SRX3159091,-0.1752130468
SRX3159092,0.32131257490000004
SRX3159093,-0.1146229182
SRX3159094,0.1566295462
SRX3159095,-0.4916704273
SRX3159096,0.11711233100000001
SRX3159097,-0.2075794258
SRX3159098,0.0419513195
SRX3159099,0.32155595200000003
SRX3158988,-0.2890333311
SRX3158989,0.9932327505
SRX3158990,1.3472022823
SRX3158991,0.7543452071000001
SRX3158992,0.23340375400000002
SRX3158996,0.0556295771
SRX3644656,-0.0757942676
SRX3644657,-0.035670781400000004
SRX3644658,0.1114650491
SRX3644659,-0.3220402955
SRX3644660,-0.1370620512
