,-0.06825564372451434,-0.059154891227912426,-0.05005413873131051,-0.040953386234708594,-0.03185263373810668,-0.022751881241504762,-0.013651128744902846,-0.00455037624830093,0.004550376248300986,0.013651128744902902,0.022751881241504818,0.031852633738106734,0.04095338623470865,0.050054138731310566,0.05915489122791248,0.0682556437245144,0.07735639622111631,0.08645714871771823,0.09555790121432015,0.10465865371092206
thresh,-0.06370526747621338,0.06370526747621338,1,,,,,,,,,,,,,,,,,
unreg,1,1,3,12,49,194,697,1270,941,365,145,100,38,15,20,7,11,11,5,1
unreg_genes,['yibD'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['STM4496' 'rffG' 'yhbG' 'aat' 'yliD' 'mreD' 'sufI'],"['yhdE' 'pqiA' 'bcsC' 'yejE' 'yejF' 'sapF' 'ksgA' 'yibR' 'STM2303' 'nth'
 'STM2300']","['pdxA' 'recG' 'yhjN' 'holA' 'cafA' 'rfaB' 'apaG' 'ydgQ' 'pqaB' 'nadD'
 'mraY']",['murE' 'apaH' 'murF' 'ydgO' 'ydgP'],['sapD']
