,ABUW_1746
SRX3737100,-0.8065941679
SRX3737101,-1.0390236076
SRX3737103,-1.3804385174
SRX3737104,0.1035871851
SRX3737105,-0.0041558273000000005
SRX3737106,-0.0594385663
SRX3737107,-0.0399927915
SRX3737108,-0.2506442884
SRX3737109,-0.25085464560000004
SRX3737110,-0.0153029939
SRX3737111,-0.1716836933
Abaum_0017,0.012530877900000001
Abaum_0018,0.9471356065000001
Abaum_0019,0.9593990803
Abaum_0020,0.0732560762
Abaum_0021,-0.0111609134
Abaum_0022,0.13136009170000001
Abaum_0023,-0.012530877900000001
Abaum_0024,0.34794445560000004
Abaum_0025,0.09778599800000001
Abaum_0026,-0.0392697688
SRX3141471,-0.3373488222
SRX3141472,-0.43976871160000003
SRX3141473,0.0393767742
SRX3141474,0.4003919374
SRX3141475,-0.399992459
SRX3141476,0.2361006535
SRX3141477,0.16407719780000002
SRX3141478,-0.5735586856
SRX3141479,-0.1170715313
SRX8944518,0.1109935212
SRX8944519,0.19748554510000002
SRX8944520,-0.0575309493
SRX8944521,0.5034292598
SRX8944522,-0.0534625719
SRX8944523,0.3451210752
SRX5930997,0.6521517938
SRX5930998,-1.4958470916
SRX5930999,0.8436952978000001
SRX5931001,-0.8149064915
SRX5931002,-0.7610295711
SRX4488546,0.7556304085000001
SRX4488547,-0.1532643749
SRX4488548,1.5024964029999999
SRX4488549,-0.6023660336000001
SRX4488550,1.1356725199
SRX4488551,1.6795574628
SRX4488552,1.2954032308
SRX4488553,1.5972023227
SRX4488554,1.4607510993
SRX4488555,1.0555522198
SRX4488556,1.3319861327
SRX4488557,0.8437407799000001
SRX2568047,-1.1967519867
SRX2568048,-1.4942704402
SRX2568049,-1.3082329332
SRX2568050,0.8317833104
SRX2568051,0.7864756312000001
SRX2568052,0.8194985884
SRX2568053,-0.8995400444
SRX2568054,0.2795157412
SRX2568055,-1.3296841744
SRX2568056,0.7081968643000001
SRX2568057,0.941468245
SRX2568058,0.6500979308
SRX2568059,-0.3546778199
SRX2568060,-0.3302553934
SRX2568061,-0.43887605
SRX2568062,-0.1158329994
SRX2568063,0.464927042
SRX2568064,-0.3490940426
Abaum_0001,-0.3477065179
Abaum_0002,0.36500870090000004
Abaum_0003,0.4304974589
Abaum_0004,-0.2080680873
Abaum_0005,0.1818942621
Abaum_0006,-0.1794217458
Abaum_0007,-0.2755181776
Abaum_0008,-0.0040693358
Abaum_0009,0.0159684914
Abaum_0010,0.21799600700000002
Abaum_0011,0.0666394054
Abaum_0012,-0.0666394054
Abaum_0013,-0.3810587275
Abaum_0014,0.013880344800000001
Abaum_0015,-0.0714511869
Abaum_0016,0.157581366
ERX1221046,0.39588301940000004
ERX1221048,-0.1339067351
ERX1221049,-0.26197628440000004
ERX1221050,0.7055254141
ERX1221052,-0.0952536268
ERX1221053,-0.1753997358
ABNM035,0.1622557875
ABNM036,-0.1622557875
ABNM037,-0.0305591485
ABNM038,-0.0622219135
ABNM041,-0.1425158635
ABNM042,-0.2080434375
ABNM019,-0.5044198894
ABNM020,0.5044198894
ABNM021,-0.0803452281
ABNM022,0.6368806599
ABNM023,0.6067586135
ABNM024,0.7990721229000001
ABNM025,0.3417473828
ABNM026,0.2279961081
ABNM027,-0.0889548574
ABNM028,0.0889548574
ABNM029,-0.3407988576
ABNM030,0.08217242500000001
ABNM031,-0.10842267450000001
ABNM032,0.0053777939
ABNM033,0.1346104715
ABNM034,-0.07600279800000001
ABNM001,0.2447032661
ABNM002,-0.2447032661
ABNM003,-1.0234187382
ABNM004,-0.8125084861
ABNM005,-1.609752885
ABNM006,-1.5289799114
ABNM007,-0.6049858845
ABNM008,-1.452341504
ABNM009,-0.9617230343000001
ABNM010,-2.3519501857
ABNM043,0.062398727
ABNM044,-0.062398727
ABNM045,-0.173473662
ABNM046,-0.33290388
ABNM047,0.7670120060000001
ABNM048,0.6744458040000001
ABNM011,-0.0032012383
ABNM012,0.0032012383
ABNM013,0.4857276153
ABNM014,0.5649542804000001
ABNM015,0.2089973232
ABNM016,0.4942523361
ABNM017,0.6282911427
ABNM018,0.7710420530000001
