,-0.1666848595712105,-0.1333478876569684,-0.1000109157427263,-0.06667394382848421,-0.03333697191424212,-2.7755575615628914e-17,0.033336971914242064,0.06667394382848416,0.10001091574272625,0.13334788765696837,0.16668485957121043,0.2000218314854525,0.23335880339969461,0.26669577531393673,0.3000327472281788,0.33336971914242086,0.366706691056663,0.4000436629709051,0.4333806348851472,0.46671760679938923
thresh,-0.05000545787136315,0.05000545787136315,3,,,,,,,,,,,,,,,,,
unreg,1,0,1,15,121,5308,102,4,5,0,1,1,2,3,0,0,0,0,0,0
GlcC,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MexS,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
unreg_genes,['lecA'],[],['lecB'],"['PA0122' 'rhlA' 'PA4141' 'mexG' 'PA3520' 'PA3734' 'PA2563' 'csaA' 'pqsB'
 'PA2788' 'rubA1' 'PA4384' 'lasB' 'PA1914' 'PA2565']",[],[],[],['PA1332' 'PA2297' 'PA2496' 'PA2497'],['PA4354' 'PA1743' 'PA2486' 'PA1744' 'PA3230'],[],['mexS'],['PA1942'],['PA2759' 'PA4881'],['PA1970' 'PA3229' 'PA4623'],[],[],[],[],[],[]
GlcC_genes,[],[],['PA5352' 'glcF' 'glcE' 'glcD'],[],[],['glcC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
MexS_genes,[],[],[],[],[],[],[],[],[],['oprN'],['mexF' 'mexE'],[],[],[],[],[],[],[],[],[]
