,SP5448_04970
SRX1726505,0.0052050925
SRX1726506,0.2359304495
SRX1726507,-0.241135542
SRX1726508,0.9385109690000001
SRX1726509,0.9698816971
SRX1726510,0.8539854654
SRX1726511,0.7298503339
SRX1726512,0.6686208275000001
SRX1726513,1.1184455815
SRX1081650,0.3695874058
SRX1081651,0.1031110772
SRX1081652,-0.7678013953
SRX1081653,0.39091405830000003
SRX1081654,-0.6109352041
SRX1081655,-0.7465061009
SRX1081656,-0.0412891756
SRX1081657,-0.42327870970000003
SRX1081658,-0.5375217615
SRX1081659,0.47625168970000004
SRX1081660,0.09582630980000001
SRX1081661,-0.1393941361
SRX1081662,-0.1851052054
SRX1081663,-0.1541030599
SRX1081664,0.2649898149
SRX1081665,0.1052134871
SRX1081666,0.3238301924
SRX1081668,0.6323487363
SRX1081669,0.2757145737
SRX1081670,0.45766435440000003
SRX1081671,0.1104830489
SRX1081672,-0.0116709477
SRX1081673,1.5150970321
SRX1081674,0.9501933442
SRX1081675,0.7305714141
SRX1081676,1.3529326309
SRX1081677,0.6272624982
SRX1081678,0.3543520929
SRX1081679,0.7144169848
SRX1081680,-0.6023918537
SRX1081681,0.4686945632
SRX1081682,0.49437940210000003
SRX1081683,0.9625242578000001
SRX1081684,1.2655525964
SRX1081685,0.2163121318
SRX1081686,1.0401201962
SRX1081687,1.0240340105
SRX1081688,-0.5353099893000001
SRX1081689,1.0062409273
SRX1081690,0.0062866656000000005
SRX1081691,-0.3203161848
SRX1081692,0.4091694174
SRX1962715,-0.1137908994
SRX1962716,0.15008982540000002
SRX1962717,-0.0362989259
SRX1962718,2.1599750663
SRX1962719,1.3944349027
SRX1962720,1.5066271683
SRX1962721,1.6947488034
SRX4892146,0.0493141249
SRX4892147,-0.1315112659
SRX4892148,0.2731972441
SRX4892149,-0.1910001031
SRX4892150,0.49441172
SRX4892151,0.5966909684
SRX4892152,0.5830243698
SRX4892153,0.7428158222
SRX4892154,0.4970143024
SRX4892155,0.1292913923
SRX4892156,0.4394678053
SRX4892157,0.5117941561
SRX4892158,0.44229550440000004
SRX4892159,0.19187206410000002
SRX4892160,-0.2874013939
SRX4892161,-0.32022019360000004
SRX7620814,-0.3863838645
SRX7620815,-0.0549334612
SRX7620816,-0.015459113600000001
SRX7620817,1.0819697066
SRX7620818,1.1404881013
SRX7620819,1.0639089908
SRX7620856,0.19846976160000002
SRX7620857,1.0756413362
SRX7620858,0.6208410651
SRX7620859,1.2935667126000001
SRX7620860,0.0861241797
SRX7620861,0.9194155545
SRX7620862,-0.08287509500000001
SRX7620863,1.046596499
SRX7620864,0.0409903593
SRX7620865,0.9000330672
SRX7620866,0.498661175
SRX7620867,0.5548309812000001
SRX2161502,0.053031315200000005
SRX2161503,-0.3826882442
SRX2161504,0.3296569291
SRX2161505,-0.20833518780000002
SRX2161506,-0.2543229171
SRX2161507,-0.2741654705
SRX2161508,-0.321933954
SRX2161509,-0.5560717516
SRX2161510,-0.2841778674
SRX2161511,-0.6915257077
SRX2161512,-0.4712852711
SRX2161513,-0.6563959869
SRX2161514,1.2959560218
SRX2161515,1.299136533
SRX2161516,1.4366815488
SRX2161517,1.3650110563
SRX2161518,1.2080617009
SRX2161519,1.3871426303
SRX2161520,0.47515462410000003
SRX2161521,0.4305724235
SRX2161522,0.5868978759
SRX2161523,1.5265107291
SRX2161524,1.7813711855
SRX2161525,1.652360931
