,A,TdcA,Fnr,Crp,ihfB
tcs__del_btsR_lb__1,15.974239798926938,10.039269531,-1.810002138000001,0.9059306429999996,-0.6853542480000012
tcs__del_btsR_lb__2,16.277167843182216,9.981150531,-1.9117865330000023,0.882795573000001,-0.7342108110000005
tcs__del_btsR_pyruvate__1,-1.402003606816269,0.874314875,-0.7551962090000011,-1.2074819320000003,1.1005735849999994
tcs__del_btsR_pyruvate__2,-1.3327096230617106,0.628859829,-0.8057040050000008,-1.2602474279999996,1.0428346649999989
tcs__del_cpxR_etoh__1,16.165703159934697,11.078459181,-1.2727007130000008,1.209290043000001,-1.2457668860000002
tcs__del_cpxR_etoh__2,16.145697664573603,11.056003040999999,-1.2851437090000015,1.1967784130000003,-1.3651073150000013
tcs__del_cpxR_lb__1,1.7102868337802004,8.522538750999999,-1.7675928730000017,0.5608460330000007,0.4965709849999982
tcs__del_cpxR_lb__2,1.543818111944663,8.485593503999999,-1.6631403190000018,0.6407895630000002,0.5211792949999996
tcs__del_cusR_CuSO4__1,-0.5907749357501204,6.7425232689999985,-1.0926421110000015,1.0462541129999998,0.18434866499999814
tcs__del_cusR_CuSO4__2,-0.5315871741216827,6.884647509999999,-1.0322193899999998,1.048489943,0.17225255499999825
tcs__del_cusR_lb__1,19.317520556435703,9.798137251,-1.8242592770000008,0.9952246930000008,-1.0449315200000004
tcs__del_cusR_lb__2,19.353163427897325,10.298556511000001,-1.8247372120000012,1.0406022430000004,-0.9400837300000012
tcs__del_kdpE_01-kcl__1,-0.3045077869128149,0.3848547240000002,-0.4977526880000021,0.08810516099999965,1.1887485049999995
tcs__del_kdpE_01-kcl__2,-0.3183750438806386,0.14983962500000006,-0.4884508090000015,0.12273579200000027,1.1328524549999983
tcs__del_kdpE_115-kcl__1,-0.0359266977575152,-0.26122075,-0.6295196410000017,0.04519701000000076,0.3157582949999984
tcs__del_kdpE_115-kcl__2,-0.2683431754226268,-0.5302858770000001,-0.5103477260000009,-0.003365354999999681,0.3274617949999996
tcs__del_phoB_m9__1,-0.153791384707118,0.970948376,-1.3300138630000014,0.7310639430000005,0.3449078549999989
tcs__del_phoB_m9__2,0.3437866357328526,1.023862422,-1.3406291760000002,0.7578592129999997,0.3593822249999992
tcs__del_phoB_m9p__1,-4.156142391923084,0.03401490699999998,-2.154292839000002,-0.5173016199999996,0.04294616499999826
tcs__del_phoB_m9p__2,-3.941485169728443,0.0900940320000001,-2.186921256000001,-0.4868159799999994,0.14834499499999865
tcs__del_rcsB_etoh__1,12.41895312684957,9.799526021,-0.3636075890000008,0.8584217130000003,-1.1136557640000009
tcs__del_rcsB_etoh__2,12.58122498927662,9.753698011000001,-0.26936122900000115,0.921416013,-1.2868625240000018
tcs__del_rcsB_lb__1,5.2100619933826255,10.395728591000001,-1.5861596310000008,0.6655188230000011,-0.13048377500000186
tcs__del_rcsB_lb__2,5.200169409572101,10.437473341,-1.5541120410000016,0.7005509330000006,-0.11948199500000099
tcs__del_zraR_lb__1,10.982273291839563,4.3081484219999995,-0.9824707280000008,0.5367675730000006,-1.0089287450000004
tcs__del_zraR_lb__2,11.197856168971327,4.2568309860000015,-0.9951957260000004,0.5696375729999996,-1.091690486000001
tcs__del_zraR_zncl2__1,2.161607704951322,5.568309861,-1.3584999920000005,0.8338904830000011,-0.3816540650000011
tcs__del_zraR_zncl2__2,2.2156012107493366,5.635108507000001,-1.3886336390000018,0.8158754130000005,-0.3490349750000004
tcs__wt_01-kcl__1,-0.5204592388913589,0.3819265920000001,-0.9898353210000009,-0.042192379999999474,1.4550383449999984
tcs__wt_01-kcl__2,0.0468703418493539,-0.07024666899999987,-1.0465266270000004,-0.04159150899999986,1.3666007949999983
tcs__wt_01xlb__1,-0.7946053629812172,1.211346632,-0.627626621000001,-1.1868215099999997,1.2327071049999994
tcs__wt_01xlb__2,-0.6369405202175253,1.3198273140000003,-0.5947041530000003,-1.1874649749999993,1.1960583349999985
tcs__wt_115-kcl__1,-0.4131401566363441,-0.578293909,-0.6038745640000016,-0.09970663000000002,0.32144473499999826
tcs__wt_115-kcl__2,-0.2726895493820793,-0.334127611,-0.6195910710000003,-0.12142913199999937,0.2549986949999994
tcs__wt_CuSO4__1,2.347620773903436,6.736451719,-0.914868342000002,0.7338502030000011,-0.3476380850000016
tcs__wt_CuSO4__2,2.306602812346159,7.166299055,-0.9852227830000012,0.7305206129999995,-0.3372910050000009
tcs__wt_etoh__1,10.362789564697795,9.507945501,-0.4921995730000006,0.5754630630000008,-0.7482089750000007
tcs__wt_etoh__2,10.463484296707414,9.452122831,-0.5109897880000016,0.5394844130000003,-0.7733814200000015
tcs__wt_lb__1,4.74318125516131,9.374053061,-1.3424401160000006,0.9893765630000004,0.7751741049999996
tcs__wt_lb__2,4.50446064738177,9.309057431,-1.3812576320000003,1.0922559429999996,0.7787220749999992
tcs__wt_LiAcet__1,0.596016000813527,1.319094481,-1.6471715220000007,0.6491752730000009,0.017340904999999296
tcs__wt_LiAcet__2,0.962113093150393,1.6930090190000002,-1.672436319000001,0.4062179429999997,0.2681002649999993
tcs__wt_LiCl__1,0.8080529648244985,2.220270747,-1.5925883790000022,0.5743156230000004,0.2962828949999992
tcs__wt_LiCl__2,1.1356894291965018,2.2682926890000004,-1.6184163230000017,0.6016396030000006,0.3996346949999996
tcs__wt_m9p__1,-2.7068352852571023,-0.05529741399999999,-1.822635071,-0.39549780799999995,0.07657937499999967
tcs__wt_m9p__2,-2.465350391772465,-0.13936927499999996,-1.7440959740000022,-0.4201194360000001,0.13100470499999872
tcs__wt_pyr__1,-0.8221206814831935,1.071080082,-0.5684677490000016,-1.287916309,1.2105728949999983
tcs__wt_pyr__2,-0.6804998307678153,1.6320619809999999,-0.5462287930000009,-1.1631474849999996,1.2221056149999985
tcs__wt_zncl2__1,3.2378907527920058,4.044074201000002,-1.0341375050000003,0.6655301930000004,-0.7767742820000016
tcs__wt_zncl2__2,2.9550252087936717,3.932134932,-1.0302515140000017,0.6831118230000008,-0.8528359900000009
ros_tale__0_0_0pq__1,-1.0543605829826128,-0.11065166300000008,-0.6543361290000007,0.3292272530000009,-0.29706712500000165
ros_tale__0_0_0pq__2,-0.9404754878421562,-0.16566669099999998,-0.677531934000001,0.30771033300000106,-0.2938017850000012
ros_tale__0_0_250pq__1,1.858086194371039,-0.08397569700000007,-0.2756863840000019,1.4522597630000007,1.4636231749999986
ros_tale__0_0_250pq__2,1.747836380130437,0.442217394,-0.2388917940000006,1.4384985730000004,1.4943809649999995
ros_tale__1_mid_250pq__1,-1.0937831478292863,-0.488141308,-0.4448806110000003,0.6546866229999999,-0.32276307500000107
ros_tale__1_mid_250pq__2,-1.2043990229789328,-0.09341621900000008,-0.5664061580000013,0.6257248529999995,-0.2930924750000017
ros_tale__1_0_0pq__3,-2.008943562470115,-0.27324338600000003,-0.7177004590000013,0.6079365029999995,-0.2918646050000007
ros_tale__1_0_0pq__4,-2.084548783084584,-0.24658516099999994,-0.6418674300000013,0.6228776230000008,-0.2922434550000013
ros_tale__1_0_250pq__1,-1.7514910656771323,-0.0565016519999999,-0.6791878660000013,0.4961959629999999,-0.4652354850000009
ros_tale__1_0_250pq__2,-1.594129746708474,-0.03270457299999996,-0.6098498250000013,0.6021915230000001,-0.4838349040000018
ros_tale__1_0_750pq__1,-0.6659902272277718,-0.212455906,-0.36624948600000096,0.6259014130000011,-0.2302758950000001
ros_tale__1_0_750pq__2,0.5819503436249853,-0.21515762800000005,-0.16303300300000068,1.045357503,0.08051488499999948
ros_tale__1_1_0pq__1,1.065780952334602,1.2206999290000002,-0.029437925000001638,0.7677037930000008,-1.0700173100000008
ros_tale__1_1_0pq__2,0.712156469254163,0.6727266279999999,0.023303833999998247,0.727341753000001,-1.1030725730000004
ros_tale__1_1_250pq__1,0.5247728932507795,0.445567754,-0.12311351100000145,0.616797033000001,-1.1488553770000005
ros_tale__1_1_250pq__2,0.7983961995532779,-0.031490588000000035,-0.2588717060000008,0.8796841830000002,-0.9061221570000004
ros_tale__1_1_750pq__1,1.527195749052782,0.05067920699999995,-0.12083388000000105,0.9722065830000002,-0.9090295740000016
ros_tale__1_1_750pq__2,1.1634892961521763,0.2890550890000001,-0.1400300820000009,1.0968635530000004,-0.6581965830000005
ros_tale__1_2_0pq__1,-0.8376190481259308,0.609862042,-0.7469103590000009,0.4026113930000008,-1.1304818590000014
ros_tale__1_2_0pq__2,-0.6877853239703645,0.17242128600000006,-0.4607050050000012,0.2011867830000007,-1.0979514990000006
ros_tale__1_2_250pq__1,-0.5021807937370686,0.8655918029999999,-0.5614698010000012,0.6133156930000006,-0.7678107230000002
ros_tale__1_2_250pq__2,-0.9013120519180704,0.3640090079999998,-0.6291280470000018,0.8060088329999999,-0.5014282960000003
ros_tale__1_2_750pq__1,0.2674459453746311,0.7851168419999999,-0.5068758120000005,1.0991647330000005,-0.5396704150000016
ros_tale__1_2_750pq__2,0.5646659599224833,0.520393511,-0.4695970820000017,1.1248291229999996,-0.4184585450000018
ros_tale__1_3_0pq__1,0.6177045236389076,0.6945542809999999,-1.7787047730000012,1.6003325529999994,0.4144101549999988
ros_tale__1_3_0pq__2,0.8274627965742586,0.559867431,-1.874588590000001,1.5980901030000003,0.4207752549999988
ros_tale__1_3_250pq__1,-0.4702016429473342,-0.15078996100000008,-0.8703407090000024,0.982030343,-0.09119649500000017
ros_tale__1_3_250pq__2,-0.5699714789733833,-0.08636229399999995,-0.9554763430000008,1.2771547729999997,0.18637689499999865
ros_tale__1_3_250pq__3,0.0300527491448724,0.4999857270000001,-1.0004178030000013,1.2324065130000008,-0.25625172500000026
ros_tale__1_3_250pq__4,-0.3784361378647464,-1.218417149,-0.6838976960000007,0.6953416529999998,0.16089092499999855
ros_tale__1_3_750pq__1,-0.9325268891263996,0.4796638870000001,-0.9480534160000004,1.0045313030000005,-0.5423704530000002
ros_tale__1_3_750pq__2,-0.4795217817478595,0.6082261419999999,-0.9457819960000008,0.8300577430000011,-0.4106519150000008
ros_tale__1_4_0pq__1,-0.3415653463505363,0.24514648399999994,-1.9003157510000008,0.9822872229999984,0.7322895249999988
ros_tale__1_4_0pq__2,-0.0544258240777332,0.0981105400000002,-1.9069165040000016,0.8874455430000001,0.4307701549999994
ros_tale__1_4_250pq__1,-1.4756781127278935,0.4284858870000001,-1.4960609020000015,0.5704754429999994,0.39407791499999867
ros_tale__1_4_250pq__2,-1.346644138048188,0.15090710200000013,-1.7788410200000015,0.5921552030000008,-0.033236975000001216
ros_tale__1_4_750pq__1,-2.3070585787363056,-0.014691017000000084,-1.3624810130000018,0.3072018029999999,-0.0832875650000009
ros_tale__1_4_750pq__2,-1.2831608171486375,0.04472861200000011,-1.310339443000002,0.4223943630000005,-0.4445194470000011
ros_tale__1_4_750pq__3,-1.9124300605777669,-0.4765808880000001,-0.6301287150000014,0.6522730330000002,0.36094371499999933
ros_tale__1_4_750pq__4,-0.8281739916688045,0.843810414,-0.7915381390000018,0.2525884729999994,-0.0008650550000002255
ros_tale__2_mid_250pq__1,-0.0370915031686722,0.423401025,-0.674096929000001,0.4665373430000006,0.5566811749999996
ros_tale__2_mid_250pq__2,-0.5336467172944811,-0.24952798,-0.7700295950000005,0.22496456300000034,0.044054444999998665
ros_tale__2_0_0pq__1,-0.7939689518248799,0.807394183,-1.0332000470000011,1.323272493000001,0.15041881499999832
ros_tale__2_0_0pq__2,-0.9755943674962236,0.27927749299999993,-1.2030837790000015,1.432955703000001,0.2961731849999989
ros_tale__2_0_250pq__1,-1.9530427262524823,0.01493211799999994,-0.8948849500000016,0.4367484630000007,-0.5350269250000004
ros_tale__2_0_250pq__2,-1.97135915393604,-0.12704287700000005,-0.9689770120000016,0.4668021630000006,-0.4748101150000004
ros_tale__2_0_750pq__1,0.846359680861835,0.17795089799999994,-0.641609003000001,0.39065801299999947,0.6769577349999985
ros_tale__2_0_750pq__2,1.3195176479854445,-0.1329708399999998,-0.5827253830000014,0.5452427929999999,0.7600181149999994
ros_tale__2_1_0pq__1,-2.423611730700517,0.5158516590000002,-0.004000038000000927,0.040594261000000735,-0.8659966050000012
ros_tale__2_1_0pq__2,-2.076424283002405,0.18960288399999992,-0.2982868750000005,0.21928040300000085,-0.9510845130000014
ros_tale__2_1_250pq__1,-1.1506699464537875,0.04459687800000012,-0.3908430820000017,1.1107003029999998,-0.8926500670000017
ros_tale__2_1_250pq__2,-0.8614322447612485,0.1358948750000002,-0.35773280200000107,0.8431179929999999,-0.6502119170000018
ros_tale__2_1_750pq__1,-0.2780904087059438,0.6952314359999999,-0.11330932800000147,0.9049245530000009,-0.4490783360000013
ros_tale__2_1_750pq__2,-0.5086136272216496,0.6323147720000001,-0.34476941800000205,1.0484879629999997,-0.7560188510000003
ros_tale__2_1_750pq__3,-1.0505422569087222,1.090097988,-0.2464773900000008,0.7018120830000001,-0.9738206110000008
ros_tale__2_2_0pq__1,-2.7614413446509185,1.0665220830000002,-0.8299582590000014,0.07986402600000098,-0.8101516240000013
ros_tale__2_2_0pq__2,-1.6771690129377257,0.655218509,-0.8454112730000016,0.7592634930000006,-0.8215792280000009
ros_tale__2_2_250pq__1,-2.237136249851531,1.0388379479999998,-0.6476073540000016,0.17330999300000016,-0.6815045200000007
ros_tale__2_2_250pq__2,-1.2835759315983173,0.6838527510000001,-0.6126834980000009,0.4292550130000006,-1.0306508920000006
ros_tale__2_2_750pq__1,-0.7043280328273348,0.6160400159999999,-0.6184409880000015,0.5576607930000002,-0.9141063800000016
ros_tale__2_2_750pq__2,-0.1793579730011154,0.300528433,-0.6966102150000015,0.305956793,-0.3966197850000004
ros_tale__2_3_0pq__1,-2.987139393330005,0.5606894419999999,-0.24007157800000198,0.860010453000001,-1.1432706060000015
ros_tale__2_3_0pq__2,-2.2767384855638357,0.6491464370000001,-0.5949751230000011,0.9657211629999995,-0.5396704520000011
ros_tale__2_3_250pq__1,-2.546742898455759,0.07363577899999996,-0.5962753010000004,0.8571940530000006,-0.4605642280000009
ros_tale__2_3_250pq__2,-1.7198801498059393,-0.15490995799999996,-0.16395242800000176,0.8164901330000003,-1.3851055860000017
ros_tale__2_3_750pq__1,-2.3560865708132788,0.4595310579999998,-0.10994565100000032,1.0268770230000008,-0.6647747530000014
ros_tale__2_3_750pq__2,-2.5125487900097623,0.013684326999999996,-0.3576800360000014,0.8530044829999994,-0.6939882440000016
ros_tale__3_0_0pq__1,-1.8477717234090767,0.24921749400000004,-0.021811511000001005,-0.037079375999999435,-0.8597776440000011
ros_tale__3_0_0pq__2,-1.6651793508257549,0.728123155,0.1209169449999994,-0.11367244899999918,-0.8969574320000007
ros_tale__3_0_250pq__1,-0.3082806626858261,-0.3033356039999999,0.583430697999999,0.40781697300000097,-0.7157152090000007
ros_tale__3_0_250pq__2,-0.7295264511661507,0.1916975700000001,0.6844449279999996,0.32149887299999946,-0.8278185830000009
ros_tale__3_0_750pq__1,-0.7603900833469996,-0.306196024,2.044364117999999,0.9638811429999999,1.0848845849999993
ros_tale__3_0_750pq__2,-1.0805485062562106,-0.4817888819999999,2.0072407479999987,1.2263716430000002,1.1105349249999996
ros_tale__3_1_0pq__1,-2.7855083180424964,0.1890465400000001,0.8087902079999996,-0.3878339709999992,-1.2394694250000011
ros_tale__3_1_0pq__2,-2.0976237614121067,0.3096601720000001,-0.15626136300000049,-0.1844513249999995,-0.9061142330000004
ros_tale__3_1_250pq__1,-2.5000750901812347,0.472226066,0.05210373499999932,0.006036631000000625,-0.664380941000001
ros_tale__3_1_250pq__2,-1.254705227395664,0.8068812570000001,-0.1814581300000011,0.018638845999999987,-0.7515438030000006
ros_tale__3_1_750pq__1,-2.064056611675469,0.44143328,0.8123256179999991,0.2312163030000001,-0.5822830690000007
ros_tale__3_1_750pq__2,-0.5600807751804231,0.850090453,0.1798249719999987,-0.14456363200000055,-0.6685993090000011
ros_tale__3_2_0pq__1,-1.540789641954363,-0.413625126,0.5296092979999987,0.4066879429999997,0.6099334249999995
ros_tale__3_2_0pq__2,-1.8731095209771933,-0.09105313800000013,0.4875684279999994,0.36532405300000015,0.5490627649999986
ros_tale__3_2_0pq__3,-1.2987326291898869,-0.34842983200000005,0.3922573579999984,0.38919050299999997,0.2003355649999996
ros_tale__3_2_0pq__4,-1.0480792749269126,0.2915155810000001,0.3502411479999985,0.4372882229999995,0.21333680499999907
ros_tale__3_2_250pq__1,-4.070224138653887,-0.055035833999999895,0.9029290279999992,-0.6105627419999989,-0.1016371550000006
ros_tale__3_2_250pq__2,-2.896019487575645,0.3153474340000002,0.6096105479999991,-0.7734190759999997,-0.4974436600000018
ros_tale__3_2_750pq__1,-2.6501313495797287,-0.18710996200000007,0.6418914279999992,0.05165385599999972,-1.2498803800000005
ros_tale__3_2_750pq__2,-2.419038388818228,-0.033182502000000065,0.6362542679999983,-0.942500268,-1.0981923300000016
ros_tale__3_3_0pq__1,-0.218535830426226,0.5026409890000001,-0.06992816900000065,0.7026568829999995,-0.10574536500000063
ros_tale__3_3_0pq__2,0.5879021993197827,1.043969819,-0.35693888800000195,0.9474771730000012,-0.10138283500000078
ros_tale__3_3_0pq__3,-0.0520903706412713,0.2928844370000001,-0.20300362200000066,0.7939082030000009,-0.14054390500000125
ros_tale__3_3_0pq__4,0.5310821048363009,1.046906308,-0.5671932900000005,1.056964733000001,-0.15111671500000054
ros_tale__3_3_250pq__1,-3.9030380081135663,-0.118629565,0.17681958499999872,-0.2424749009999996,-0.2845421150000007
ros_tale__3_3_250pq__2,-3.437334954201837,0.1828796210000001,-0.014051734000000593,-0.20438087800000027,-0.2187099750000012
ros_tale__3_3_750pq__1,-2.911058444164424,0.609546369,0.16454690599999822,0.08859772899999996,0.05928978499999892
ros_tale__3_3_750pq__2,-3.455443811808606,0.2880707360000001,0.049420889999998614,0.14973729299999938,0.08908384499999933
ros_tale__3_4_0pq__1,-6.693706484802454,0.4616746690000002,1.140941987999998,-0.77576,-0.5184502370000015
ros_tale__3_4_0pq__2,-6.422474305973292,-0.2459334879999999,1.045733607999999,-0.5738246280000006,-0.4754345670000006
ros_tale__3_4_250pq__1,-5.700018264074503,0.4967234810000001,1.6871186179999995,-0.9101530370000006,-0.8697443310000015
ros_tale__3_4_250pq__2,-3.924827318580433,0.4233979240000001,1.9246012179999996,-0.9544832509999992,-1.050985093000001
ros_tale__3_4_750pq__1,-5.653732839362416,0.24461671899999995,1.2535135879999988,-0.5881765019999996,-0.7252045100000011
ros_tale__3_4_750pq__2,-6.843745839709382,0.22259554199999987,1.4200948579999988,-0.8824148349999987,-0.7641835720000003
pcoli__atASMT_325G__1,-1.1955386694430798,0.4492339510000005,-0.4602264240000018,0.39244801300000104,0.2294886849999997
pcoli__atASMT_325G__2,-1.0090609282941605,0.26888993000000005,-0.4407618760000016,0.3862526830000004,0.2382061749999984
pcoli__bpTDC__1,-1.807284060281942,0.18776026599999995,-0.3905470610000013,0.4069758429999997,0.5143308249999983
pcoli__bpTDC__2,-1.4012333703631998,0.15712643700000006,-0.33950688700000065,0.4233997630000008,0.3707379249999985
pcoli__BRCA__1,-0.9986135886268112,0.7878961999999999,-0.43615873400000105,0.1922484830000002,0.08331476499999901
pcoli__BRCA__2,-1.323327980060271,0.3455176179999999,-0.4686541300000009,0.13060547899999975,0.06908284499999873
pcoli__BRCActrl__1,-1.8564012844816435,2.782286333,-0.4039888910000009,0.5297558630000001,0.1894734949999997
pcoli__BRCActrl__2,-1.6541464840041216,3.367158126,-0.4444890530000016,0.6039318930000004,0.13358924499999958
pcoli__BRCAswap__1,-1.414996773248272,0.583675199,-0.5007945340000006,0.5027589629999998,0.9174961749999984
pcoli__BRCAswap__2,-1.548338019659608,0.4186211000000002,-0.5053284840000014,0.5975511529999995,1.0355499849999994
pcoli__btAANAT__1,-1.2184060090078346,0.2836436,-0.4664706570000003,0.4415692730000007,0.5520848149999988
pcoli__btAANAT__2,-1.856089347753627,0.2419038499999999,-0.3767592230000005,0.5931168230000008,0.5551159849999987
pcoli__btASMT__1,-1.3354473013475363,0.6520166089999999,-0.5001192040000007,0.5267685130000004,0.6867043349999982
pcoli__btASMT__2,-1.3070694220711403,0.3449836100000001,-0.4153459760000011,0.4398579030000001,0.7940552549999982
pcoli__CC1__1,-1.7825427390032202,-0.019386641999999957,-0.5118250530000008,0.5250160430000008,1.1382838349999993
pcoli__CC1__2,-1.3596809071523135,0.413368261,-0.3148570140000011,0.7535511330000002,1.028434794999999
pcoli__ccCOMT__1,-0.5767724686048675,0.2934579690000001,-0.4821603170000017,0.32429840300000023,0.4107827149999999
pcoli__ccCOMT__2,-0.90956363043871,0.10771739599999997,-0.4097629730000012,0.3246729930000001,0.35958486499999864
pcoli__ckDDC__1,-2.267740173729786,1.5509676280000002,-0.6301229880000019,0.4412481530000001,1.0989126649999983
pcoli__ckDDC__2,-2.4703697300586205,2.337374385,-0.6381489420000008,0.3277997730000006,0.8824161149999998
pcoli__CNTF_belt__1,-1.164793890947079,0.12598506300000012,-0.2983868250000015,0.4538994830000007,0.4792530549999992
pcoli__CNTF_belt__2,-1.220495112257202,-0.07175313500000002,-0.3800616630000011,0.7698701030000006,0.672856444999999
pcoli__cobPNMT__1,-0.8825543059295808,0.5756605969999999,-0.4008976880000006,0.31993813300000085,0.2845649749999985
pcoli__cobPNMT__2,-0.762350822749064,0.533285612,-0.4210134200000013,0.31512674300000043,0.28185787499999826
pcoli__cvPhhB__1,-0.9030149899270108,0.1670850629999998,-0.5254932990000007,0.3107973630000007,0.2542827749999983
pcoli__cvPhhB__2,-2.044378721407077,0.937105701,-0.7439974980000006,0.44784689299999947,0.4859822649999988
pcoli__ggAANAT__1,-1.0028313628218342,0.17073007699999998,-0.4627207230000003,0.30753451300000023,0.2609595349999996
pcoli__ggAANAT__2,-0.8669998149793163,0.570269465,-0.4205303770000004,0.22264438300000045,0.2951621049999993
pcoli__ggTPH__1,-1.2535494308735493,0.396503496,-0.4549850710000012,0.34126333300000056,0.22412060499999956
pcoli__ggTPH__2,-1.1750164207007625,0.7237838609999999,-0.4975143120000016,0.2785746030000009,0.1132577649999984
pcoli__hsAANAT__1,-2.9517480537702974,0.018265632999999948,0.02233214599999833,0.7291858229999999,1.2467476249999994
pcoli__hsAANAT__2,-2.3070282772327677,0.13885384099999998,-0.17518171200000054,0.8515544630000011,1.2629522249999994
pcoli__hsASMT__1,-0.9054138961677528,0.68146021,-0.4829606560000013,0.3583849729999997,0.4648737349999994
pcoli__hsASMT__2,-1.5518085677007,0.6815948890000001,-0.4025945610000008,0.4368300129999998,0.37343606499999815
pcoli__hsPNMT_mb__1,-0.95697232001831,0.4083814940000001,-0.3763032000000006,0.30390439299999983,0.2914652749999984
pcoli__hsPNMT_mb__2,-0.964920972764704,0.03828406399999995,-0.4244936110000008,0.3157969930000011,0.2760435249999986
pcoli__hsTPH__1,-0.7808132001813254,0.3003329109999999,-0.4364301220000009,0.05462641999999995,0.06470883499999935
pcoli__hsTPH__2,-1.728473971069221,0.9412786560000002,-0.5736641880000004,0.23617991300000085,0.09849440499999852
pcoli__hsTPH_E2K__1,-2.6494321279112736,0.050151298999999934,-0.1253592690000005,0.7089765630000002,0.901946924999999
pcoli__hsTPH_E2K__2,-3.1256032609640627,0.7711618809999999,-0.08738553500000101,0.6612184729999999,0.8548870149999992
pcoli__hsTPH_E2K_N91I_P99C__1,-0.8227766334323572,0.229385733,-0.3295064520000004,0.18841008300000084,0.2488908549999991
pcoli__hsTPH_E2K_N91I_P99C__2,-0.8689331450531459,0.386741689,-0.4272124510000008,0.04870661100000007,0.16713879499999962
pcoli__hsTPH_N158trunc__1,-2.755300940785625,2.1508143840000002,-0.04011854100000178,0.4504965429999999,0.30525573499999936
pcoli__hsTPH_N158trunc__2,-2.37331468267408,2.445719375,-0.0891516370000005,0.3858976930000004,0.3628533449999996
pcoli__hsTPH_N174trunc__1,-1.9902791315724229,0.1915824100000001,-0.4509407600000017,0.3836390329999997,0.9229170049999986
pcoli__hsTPH_N174trunc__2,-2.614337471770839,1.339491965,-0.2544656520000004,0.6533793929999998,0.6854901049999995
pcoli__hsTPH_Ntermtrunc__1,-3.459910232724693,2.34440015,0.08120852199999895,0.5076168729999999,1.0945708049999985
pcoli__hsTPH_Ntermtrunc__2,-1.3796325232607716,0.0891462810000001,-0.3630076400000011,0.580596903,1.3859715649999984
pcoli__hsTPH1__1,-1.5032177199827756,0.581415582,-0.4578139740000005,0.5255677930000004,0.8930052949999983
pcoli__hsTPH1__2,-1.1158792252147398,0.16719269600000009,-0.4164835860000018,0.5415309229999998,0.8963619449999989
pcoli__MBP__1,-2.044684769002149,0.45683596,-0.9117002910000008,-0.3459770999999989,0.10761562499999933
pcoli__MBP__2,-2.971993907089199,1.2173803559999998,-0.3261531160000004,0.026489270000000783,0.8126329749999996
pcoli__msCOMT__1,-0.909359345476497,0.16204899900000025,-0.4175279690000018,-0.10757294999999978,0.14669211499999868
pcoli__msCOMT__2,-0.4211597658922943,0.06747011199999986,-0.3509913490000009,-0.09238089099999948,0.008338234999998306
pcoli__ocAANAT__1,-0.7653022018772563,0.45239225,-0.3931989210000015,0.3196315130000009,0.3438339049999985
pcoli__ocAANAT__2,-0.7179178217052193,0.20386694900000024,-0.40912006900000186,0.2939196830000004,0.3139215049999997
pcoli__osTDC_K374H__1,-1.0561452617347122,0.3482927410000001,-0.4867337290000009,0.6863196630000008,1.2839606549999996
pcoli__osTDC_K374H__2,-1.1767876604397185,0.217675375,-0.5400144710000011,0.6933763230000007,1.6466498449999991
pcoli__osTDC_K374L__1,-0.735885512268336,0.9154322220000002,-0.3414374370000015,-0.030107002999999462,-0.002575395000000924
pcoli__osTDC_K374L__2,-0.547266507010056,0.13964274799999998,-0.2780145520000019,0.15281107300000052,0.044617884999999184
pcoli__osTDC_K374Q__1,-1.226406372461682,-0.04256332299999999,-0.5542566460000007,0.4485571030000006,0.7409232449999994
pcoli__osTDC_K374Q__2,-1.200086254656703,-0.244514959,-0.5038226680000015,0.4643148630000002,0.7893113849999995
pcoli__osTDC_L360V__1,-1.0817238695278846,0.5470972470000001,-0.5578479170000019,0.2966241729999997,0.21303473499999906
pcoli__osTDC_L360V__2,-1.88611898675298,1.008404804,-0.4621018020000012,0.3820168630000005,0.28664729499999986
pcoli__pmTPH__1,0.0761290171606713,-0.1903948849999999,-0.3615149380000009,-0.10026360400000024,-0.5422877960000019
pcoli__pmTPH__2,-0.066047314955136,0.9844655459999999,-0.25580899000000196,0.08226395500000018,-0.4181322750000014
pcoli__RFC__1,-1.7901817058627278,0.027273149,-0.3978887450000013,0.06813715200000026,-0.04249276500000043
pcoli__RFC__2,-1.3817059092559858,0.5764941920000001,-0.3922490920000019,0.008882815999999849,-0.05563172500000135
pcoli__RFCctrl__1,-1.1931039332705249,-0.3889960530000001,-0.44447988700000174,0.4522689930000006,1.2445997549999994
pcoli__RFCctrl__2,-1.215117330667755,-0.011052652000000052,-0.4408784980000018,0.5165584929999998,1.1952123949999989
pcoli__RFCnopause__1,-2.3122095773577183,0.526395508,-0.2864244790000008,0.6708687229999999,1.277978395
pcoli__RFCnopause__2,-3.889422468122938,-0.09435462800000004,-0.08273235300000081,0.6748039729999995,1.2688223649999983
pcoli__RFCpluspause__1,-2.917114489160625,2.413488536,0.1545512699999989,0.7640610930000005,0.7064890449999996
pcoli__RFCpluspause__2,-2.437788296991369,3.5972713069999998,0.07042016199999956,0.5214214130000006,0.7123646449999992
pcoli__rnCOMT_sol__1,-2.1142618051661426,-0.01261235199999988,-0.17274806600000048,0.8270174130000001,1.3218476649999982
pcoli__rnCOMT_sol__2,-1.4748808397017796,-0.007988475999999967,-0.4337834540000003,0.6395325229999997,1.3586548249999986
pcoli__rnPNMT__1,-0.4632889046590408,1.4547487159999999,-0.3179635610000009,0.1635869329999995,-0.13856641500000144
