,A,BirA
R2,,0.015620393567053137
xmin,,-1.453812627
xmid,,0.4032145775657311
xmax,,1.5860022599999999
ystart,,-1.80959494488451
yend,,-6.119489647595577
ecoli_00001,-0.1167789355,-0.094741923
ecoli_00002,0.1167789355,0.094741923
ecoli_00003,2.8108924885,-0.21201808500000002
ecoli_00004,2.3649043997,-0.090712525
ecoli_00005,-0.5053905001,-0.160201683
ecoli_00006,-0.9855433466,-0.420641301
ecoli_00007,3.4478231073,-0.23051955100000002
ecoli_00008,3.2815989376,-0.091774202
ecoli_00009,2.150525548,-0.19451114200000003
ecoli_00010,2.3983700939,0.019896298
ecoli_00011,0.16673684190000002,0.29445013600000003
ecoli_00012,0.16099591060000001,0.301342171
ecoli_00014,0.387003566,0.23311637000000002
ecoli_00015,-0.23151289390000002,0.096126549
ecoli_00016,0.117908758,0.038016045000000005
ecoli_00017,-0.0583741539,0.33759101700000005
ecoli_00018,-0.1574768456,0.286035346
ecoli_00019,0.6074988637000001,-0.09820273
ecoli_00020,1.091809698,-0.24208068300000002
ecoli_00021,2.063583372,0.28721245700000003
ecoli_00022,1.9849252621,0.25544504500000004
ecoli_00023,2.0716136371,0.06266942
ecoli_00024,1.785194629,-0.087014621
ecoli_00025,1.6307353836,-0.027417353000000002
ecoli_00026,1.5355698160000002,0.10852635000000001
ecoli_00027,-0.022426220900000002,-0.069838733
ecoli_00028,0.1141443523,0.026825328000000002
ecoli_00029,-2.3818298935,-0.159961487
ecoli_00030,-2.1557082124,-0.152261366
ecoli_00031,-3.3167295322,-0.058652349000000006
ecoli_00032,-3.8446721716,-0.079950699
ecoli_00033,1.7872437288,0.508385725
ecoli_00034,3.3051002138,0.32197393500000004
ecoli_00035,-1.0217089908,0.17662033200000002
ecoli_00036,-1.1011679173,0.08081485000000001
ecoli_00037,-0.8206033021,0.09778829600000001
ecoli_00038,-1.2031498424,0.00951621
ecoli_00039,-0.2753982122,0.024794683
ecoli_00040,0.4045162988,-0.078376632
ecoli_00041,1.5596076605,0.13280687200000002
ecoli_00042,1.4108296511,0.14179238400000002
ecoli_00043,1.024771388,0.05785051
ecoli_00044,0.9642472446,0.132613207
ecoli_00045,1.5889991861000001,0.0007743110000000001
ecoli_00046,1.267928417,0.05615652
ecoli_00047,0.35597868460000004,-0.025325964000000003
ecoli_00048,0.6984734449000001,-0.038773256
ecoli_00049,0.8421801284,-0.036221336
ecoli_00050,0.1541271669,-0.41941029300000005
ecoli_00051,0.0789611175,-0.022246867
ecoli_00052,0.42102913810000003,-0.033685568
ecoli_00053,0.5976098186000001,0.09378195800000001
ecoli_00054,-2.9917370792,-0.9452751450000001
ecoli_00055,-2.5214088848,-0.917587915
ecoli_00056,1.4956966916,0.12867730800000002
ecoli_00057,1.0108303523,0.014360292
ecoli_00058,0.46519726770000003,0.17658931900000002
ecoli_00059,0.4378645398,-0.057658687
ecoli_00060,0.9352151449,0.23783130800000002
ecoli_00061,0.7349806397,0.23011979000000002
ecoli_00062,0.228116495,0.415980791
ecoli_00063,0.252133648,0.333916745
ecoli_00064,2.1408102319,-1.007089115
ecoli_00065,2.5621826604,-1.057119333
ecoli_00066,-2.4642608832,-1.352655487
ecoli_00067,-2.4102539718,-1.314772828
ecoli_00068,1.8438534805,0.46848634
ecoli_00070,-0.2689198208,0.20113037900000003
ecoli_00071,0.277566441,0.193876042
ecoli_00072,0.2783152708,0.16288739900000002
ecoli_00073,-2.543754708,-0.152873057
ecoli_00074,-3.0486909515,0.435178754
ecoli_00075,-7.7482292180000005,0.142369356
ecoli_00077,-2.9999381848,-0.07915477900000001
ecoli_00078,-7.5646735452,0.29622321300000004
ecoli_00079,-4.6725148588,-0.124173375
ecoli_00080,1.5646955363,0.45007786600000005
ecoli_00081,-3.9229441773,0.25036614100000004
ecoli_00082,-1.2928815339,-0.325775813
ecoli_00083,-1.1082434195,-0.648136747
ecoli_00084,-1.0527546253,-0.448231227
ecoli_00085,-1.3089856981999999,-0.377587975
ecoli_00086,0.5028105307,0.190891617
ecoli_00087,0.9016643408,0.313745834
ecoli_00088,1.8793299665,0.37137867100000005
ecoli_00089,1.711671742,0.17733567800000002
ecoli_00090,-0.3963364438,0.051378948
ecoli_00091,-0.2077324979,0.24423667100000002
ecoli_00092,-0.7505015719,-0.25001500400000004
ecoli_00093,0.2030837967,-0.163540452
ecoli_00094,-9.2440787429,-0.418771918
ecoli_00095,-10.1174607349,-0.37687670100000004
ecoli_00096,-0.32673192640000004,-0.332135876
ecoli_00097,-0.6475863446,-0.36566879999999996
ecoli_00098,-8.6526640752,0.023452142000000002
ecoli_00099,-9.9217491357,0.12476269400000001
ecoli_00100,-0.282556146,0.33965469200000004
ecoli_00101,2.8996153717,0.18244132100000002
ecoli_00102,2.9971270482000003,0.128699182
ecoli_00103,-7.8407716339,0.13696491400000002
ecoli_00104,-7.502896011,0.01773653
ecoli_00105,-0.2719107362,0.220276788
ecoli_00106,-0.5542283144,-0.09607731800000001
ecoli_00107,-1.0689880815,-0.08110887700000001
ecoli_00108,-2.4449509108000003,-0.519987763
ecoli_00109,-3.7579567579,-0.122059147
ecoli_00110,0.2204922815,0.264139263
ecoli_00111,0.1308183706,0.29180232500000003
ecoli_00112,-0.5379336721,0.27152809
ecoli_00113,-3.0882100319,-0.208747385
ecoli_00114,-2.6946239317,-0.26529260800000004
ecoli_00115,-2.3512890603,-0.265972301
ecoli_00116,0.4593264976,0.26692740600000003
ecoli_00117,0.7431621617,0.11772485
ecoli_00118,0.4148149413,0.217261915
ecoli_00119,-0.4050163138,0.010021866
ecoli_00120,0.18022946880000001,0.18675656200000001
ecoli_00121,-0.4025975281,0.168211348
ecoli_00122,4.5220263029000005,0.16645879700000002
ecoli_00123,5.5328218975,0.010185237000000001
ecoli_00124,4.9426630294,-0.08061744200000001
ecoli_00125,-2.6716273221,-0.6909824440000001
