,A,TdcA,Crp,Fnr,ihfB
pal__lyx_ale4__2,1.0372142558051898,1.576753584,-0.07060586499999921,-0.7546695460000006,-0.25435758500000105
pal__5drib_ale10_f18__1,5.383796090704715,5.201393746000001,-0.06913953699999986,-0.8584368649999998,-0.2652826550000018
pal__5drib_ale10_f18__2,4.651177789784316,5.059193242000001,-0.022394786999999642,-0.7536076010000006,-0.279414645000001
pal__5drib_ale10__1,3.386987801511127,3.912944092000001,0.4018362730000007,-0.6081119500000014,-0.027787695000000667
pal__arab_ale14_f9__1,0.3869376303278036,1.0224524229999998,0.24554710299999985,-0.6507291250000016,0.35386881499999845
pal__arab_ale14_f9__2,-0.0423674885947897,0.5855425940000001,0.4127220729999994,-0.5790906580000019,0.4197409349999983
pal__arab_ale14__1,0.866990536649937,0.8992788709999999,0.3767839330000005,-0.5612669600000011,-0.07372504500000154
pal__arab_ale14__2,0.1473654876147911,0.6256177949999999,0.3756092130000006,-0.6327277780000014,-0.2081712850000006
pal__arab_ale16__1,1.3771057772965216,1.9910429109999999,0.02985453700000029,-0.6648468970000003,-0.6507081960000018
pal__arab_ale16__2,1.4952836261536058,1.7888934680000002,0.10976642500000013,-0.6864830750000017,-0.4782767980000013
pal__tartr_ale26_f10__1,4.591795284621947,4.046930529999999,0.3119472930000011,-0.703734273000002,0.1868565149999988
pal__tartr_ale26_f10__2,4.035563412172557,4.065643472,0.19927317299999991,-0.6609027810000008,0.2504594549999997
pal__tartr_ale26__1,5.316394610321457,4.032738697999998,0.3850793330000002,-0.7898414690000024,0.13564000499999904
pal__tartr_ale26__2,4.849748442776828,4.297050611,0.334463263,-0.7943045050000013,-0.011190665000000877
pal__tartr_ale28_f10__1,-0.6526079375403762,2.312764476,-0.003712276999999986,-0.6169361680000005,0.4280308849999983
pal__tartr_ale28_f10__2,-1.0630150688552988,2.6792491569999997,-0.0986905509999989,-0.6927632880000019,0.20570409499999973
pal__tartr_ale28__1,2.5503326746296398,3.1840972840000004,0.27296854300000106,-0.7137339220000012,-0.16646052500000152
pal__tartr_ale28__2,1.1841299535371432,3.0438265270000016,0.2684948929999997,-0.6521569950000004,-0.06146080500000117
efeU__delmenFentC_citr__1,1.7029066717007344,0.772299947,0.4221979430000005,-1.164833993000002,-0.14562678500000106
efeU__delmenFentC_citr__2,1.2287597552166367,0.2857792979999998,0.5677252629999998,-1.2848913940000024,-0.11630271500000156
efeU__delmenFentC__1,0.2271995893155172,-0.267434697,0.6961985229999996,-0.5161069770000015,0.5495783949999993
efeU__delmenFentC__2,0.0180607878109576,0.06256839199999997,0.7362106530000005,-0.5080433480000011,0.4305821349999999
efeU__menFentC_ale39__1,0.7631106975417252,2.33815497,0.5420487930000011,-2.109849670000001,0.19065538499999946
efeU__menFentC_ale39__2,0.6256343938398786,1.954189525,0.5730386230000004,-2.0968477890000026,0.2521241949999986
efeU__menFentC_ale29__1,1.000356910592365,0.4620475069999999,0.9115027730000004,-2.366996998000001,0.5006850849999989
efeU__menFentC_ale29__2,1.1521805734845856,0.026866569000000062,0.9432762930000004,-2.3954243040000014,0.5216775849999991
efeU__menFentC_ale30__1,3.0773805541683386,0.8572942829999999,0.10668520800000003,-0.5423336000000011,-0.1897157650000008
efeU__menFentC_ale30__2,1.890021241510616,-0.17687203100000004,0.06397155600000026,-0.4112517400000009,-0.22000278500000012
efeU__menFentCubiC_ale36__1,-0.155011059919103,-0.209524101,0.8218575829999999,-0.4590538350000006,0.2871915549999997
efeU__menFentCubiC_ale36__2,-0.2586229508408886,0.09633252399999992,0.6481697730000011,-0.5276504510000013,0.25688472499999904
efeU__menFentCubiC_ale37__1,0.7963477613895483,0.3767249420000001,0.8430776529999999,-0.4292119980000013,0.3463923049999984
efeU__menFentCubiC_ale37__2,0.6289763125681196,0.14163383300000001,0.8884085729999995,-0.37967822400000095,0.4903697649999987
efeU__menFentCubiC_ale38__1,1.84800700128634,0.7320924369999999,0.3484389429999997,-0.4036745170000007,-0.3222252850000018
efeU__menFentCubiC_ale38__2,1.9634428675124809,0.5736847640000002,0.30990829299999945,-0.3732575010000012,-0.26249254500000063
misc2__salc_glc__1,-0.5301094152375359,0.32615857000000004,-0.03094168600000025,-0.22932395800000194,-0.24330995500000085
misc2__salc_glc__2,-0.4445786342249275,0.16320465100000006,-0.041858421999998896,-0.03345726400000082,-0.07304562500000067
misc2__dbcn_glc__1,0.4533307767984019,-0.949861405,-0.41418928399999894,-0.7301900130000014,-1.2718927590000018
misc2__dbcn_glc__2,0.8534399260339524,-0.6961305059999999,-0.32218037899999885,-0.8092735110000007,-0.6345241590000015
misc2__tyr_glc__1,0.5272672609440509,0.06198401700000011,0.4823384130000008,-0.5575643070000016,0.2544356249999993
misc2__tyr_glc__2,0.5513921645126505,0.764696424,0.5197261330000007,-0.5539005700000015,0.4108888149999999
misc2__arg_cytd__1,0.9111499999335372,0.4456146509999999,0.10509646700000096,-1.1034638080000008,-0.4898077300000008
misc2__arg_cytd__2,0.936433643332346,-0.407040189,0.09710128400000073,-0.7432087820000017,-0.5114058730000011
misc2__delyheO_pyr__1,2.332985605129778,1.1750042340000002,1.0004127829999998,-0.7526202150000003,0.11592525499999873
misc2__delyheO_pyr__2,2.4690753947481,1.13220746,1.0134814930000005,-0.4191611070000008,0.0593419949999987
misc2__dellon_glc__1,-1.4793191088835838,-0.704259495,0.4872481129999997,0.3493916779999981,0.25172330499999873
misc2__dellon_glc__2,-0.6062815385144369,0.05302510599999999,0.2154419530000009,0.5194171779999994,0.6127397649999988
nquinone__delubiC__1,1.586331592044712,-0.6366833510000001,0.4464799330000009,-0.6095067330000017,-0.3165028550000013
nquinone__delubiC__2,0.456091558045898,-0.02164802499999996,0.6182852329999999,-0.6044100700000019,-0.02727430500000061
nquinone__ubiC_ale1__1,1.303062395277084,0.2705916070000001,0.4621411030000005,-0.4323583200000005,0.21852216499999955
nquinone__ubiC_ale1__2,1.1861400814363003,0.202663375,0.5186398529999998,-0.6067025980000018,0.08954444499999957
nquinone__ubiC_ale2__1,1.6082179485932502,0.345195817,0.4747234030000005,-0.5499352390000016,0.2511572449999981
nquinone__ubiC_ale2__2,1.2799644747812138,-0.014534838999999966,0.4297995330000006,-0.5028724020000013,0.2315929149999985
nquinone__ubiC_ale3__1,1.121654503397194,-0.037496693999999886,0.026469302000000642,-0.5823368140000014,-0.3982712850000016
nquinone__ubiC_ale3__2,0.9103235611070732,0.034634358999999997,0.09906102300000086,-0.5599778960000013,-0.3618970550000018
nquinone__ubiC_ale4__1,1.599951859532434,0.423536827,0.493212583,-0.6001517920000019,0.2344778549999997
nquinone__ubiC_ale4__2,1.641600857513386,0.7916346920000001,0.5086079229999996,-0.5363889490000009,0.15228342499999847
nquinone__delpdhR__1,1.384038431217441,0.32243644799999993,0.3856681930000008,-0.8817682130000009,-0.06809953500000178
nquinone__delpdhR__2,1.6045201985870343,0.5385418710000001,0.36299017299999997,-0.8676659450000006,-0.036035855000001504
quinone__glu_ale4__1,0.7198026716951155,-0.363558934,0.3684261329999998,-0.7937296570000019,-0.18176504500000054
quinone__glu_ale4__2,-1.0933101872679338,-0.08579035200000007,0.7361257729999995,-1.3345289250000008,0.2692058249999985
quinone__delmenF__1,1.2284902340547876,0.513485602,0.5532796730000005,-0.6263961320000018,0.14804228499999894
quinone__delmenF__2,1.664180577801799,0.300574578,0.4243016730000004,-0.5904860330000012,-0.2509082750000005
quinone__menF_ale5__1,0.1989170272301433,2.041285891,0.9045305230000018,-1.5730570960000012,0.4851317649999984
quinone__menF_ale5__2,0.8995714150026743,1.865386245,0.9292543930000008,-1.5773257790000024,0.2662817649999987
quinone__menF_ale6__1,0.6797596388310267,2.671077501,0.928937233000001,-2.032580734000001,0.3820239249999986
quinone__menF_ale6__2,-0.0981491773622198,2.63044554,0.9358953230000004,-2.029661312000001,0.4210743349999984
quinone__menF_ale7__1,1.65729688748909,3.9130149889999997,0.8647486830000002,-2.266448492000001,0.6367400649999997
quinone__menF_ale7__2,1.5475842815749044,3.934728813,0.8297670830000001,-2.358642473000001,0.6910517749999983
quinone__menF_ale8__1,1.793300085252878,2.901768213,1.0002332430000005,-2.309375750000001,0.695164694999999
quinone__menF_ale8__2,1.8001780421923046,1.5641603970000002,0.9954071830000012,-0.8210202880000015,0.9719048149999984
quinone__delmenFubiC__1,0.9200278157082816,-0.30420031000000003,0.5032428030000009,-0.5446679390000018,0.04541585499999812
quinone__delmenFubiC__2,0.3091968272654877,-0.2047131499999999,0.5733612729999997,-0.5307565460000011,0.1522571149999994
quinone__menFubiC_ale1__1,-0.0272714842229092,1.5465176239999998,0.6889852029999997,-2.5481107570000012,0.5501011249999994
quinone__menFubiC_ale1__2,-0.3089033630738405,1.669785493,0.6891632330000004,-2.5745257670000012,0.5323446749999992
quinone__menFubiC_ale2__1,-0.6385275210067086,0.9714592590000001,0.5664049030000005,-2.5041279210000007,0.6266830349999992
quinone__menFubiC_ale2__2,-1.1474345339966383,0.747392974,0.587592463,-2.4451129780000027,0.5967368449999988
quinone__menFubiC_ale3__1,1.445391166210996,-0.15466534199999993,0.1084791789999997,-0.5054432390000017,-0.15358316500000058
quinone__menFubiC_ale3__2,1.433316492251675,0.173967945,0.1436014399999994,-0.5051048730000005,-0.03658966500000105
quinone__menFubiC_ale4__1,0.2563592956729664,1.733033401,1.042582673,-1.639778015000001,0.7750295049999991
quinone__menFubiC_ale4__2,0.540956348415462,1.877698002,1.0279896629999996,-1.525707863000001,0.8413603549999991
oxyR__wt_glc__1,1.5558755439616732,-0.3596198749999999,0.09382866099999987,-0.8089780310000005,-0.4855698300000011
oxyR__wt_glc__2,1.6967884415977514,-0.08599351300000002,0.13043923000000035,-0.6878140150000007,-0.46299467600000105
oxyR__wt_h2o2__1,2.1170293539667515,0.10985441899999993,0.05757602200000101,-0.7709993870000016,-0.5230424000000014
oxyR__wt_h2o2__2,1.8913579693582288,-0.10951545499999993,0.4618741830000008,-0.5165665970000006,0.050135134999999664
oxyR__glu_ale4__1,-0.4689919305337409,-0.4940985219999999,0.7723290729999999,-0.4998186800000006,0.5308955750000006
oxyR__glu_ale4__2,-0.1494850613003381,-0.783869447,0.49579595299999996,-1.0535432470000003,0.2399631049999993
oxyR__glu_ale4_h2o2__1,-0.1881360752455843,-0.069200484,0.6213283730000008,-0.8761725550000001,0.32139321499999873
oxyR__glu_ale4_h2o2__2,-0.2816825362273263,-0.533811358,0.4863484329999999,-1.0044108940000012,0.1753315449999988
oxyR__oxyR_ale17__1,0.6805266650005452,-0.02691324599999989,0.13801763000000022,-0.9421467330000012,-0.012998075000000496
oxyR__oxyR_ale17__2,0.6788367033081998,-0.60635917,0.15520324300000074,-1.093086918000001,-0.17918820500000088
oxyR__oxyR_ale17_h2o2__1,0.4308172891950423,-0.11435853800000008,0.21122745300000112,-0.9796284760000002,0.11520936499999836
oxyR__oxyR_ale17_h2o2__2,1.5306930241609058,-0.403004804,0.156206473000001,-0.5898082770000013,-0.10849309500000183
oxyR__oxyR_ale18__1,1.2515340089922795,-0.056399984999999875,-0.2332659079999999,-1.166562635,-0.7126828950000004
oxyR__oxyR_ale18__2,1.5078296316576458,-0.4040953319999999,-0.08594182799999928,-0.6725769710000016,-0.4551578200000002
oxyR__oxyR_ale18_h2o2__1,1.5506175489361504,-0.19891967199999994,0.027939159000000657,-1.0918933600000005,-0.19995716500000071
oxyR__oxyR_ale18_h2o2__2,1.4785818711151328,-0.6157876689999999,0.09512536300000107,-1.1393528260000014,-0.057134725000000934
oxyR__oxyR_ale19__1,1.2322878157946306,-0.198945202,-0.1866830670000006,-1.0451964960000009,-0.6934130190000012
oxyR__oxyR_ale19__2,0.7220340455649237,-0.272937935,-0.08065952299999958,-0.725073354000001,-0.6157795100000012
oxyR__oxyR_ale19_h2o2__1,1.2575979170116167,0.16122835000000002,-0.3216936859999997,-0.7358367710000007,-0.8395102720000018
oxyR__oxyR_ale19_h2o2__2,0.9521318571088352,-0.02003676100000007,-0.22926116100000016,-0.8039380640000022,-0.7059307200000013
oxyR__oxyR_ale20__1,0.7365129387688707,-0.346107744,-0.29073972199999965,-1.4027556840000024,-0.6174351720000004
oxyR__oxyR_ale20__2,0.9403685297790972,-0.384046716,-0.3286302970000001,-1.4280679270000007,-0.7454431260000014
oxyR__oxyR_ale20_h2o2__1,0.9323329876223316,-0.357153694,-0.1032146049999998,-1.0986975080000008,-0.5537788040000002
oxyR__oxyR_ale20_h2o2__2,0.2027683663998888,-0.142537723,-0.05797147799999891,-1.127493234000001,-0.3934294450000007
svns_pgi__BmePgi24_15__1,2.353830863155788,0.391729022,0.20789728299999946,-0.5360552860000016,-0.24206837500000056
svns_pgi__BmePgi24_15__2,1.7196067008466698,0.05985368000000003,0.2882144130000004,-0.5360455760000011,-0.145811075000001
svns_pgi__BmePgi24_26__1,2.7485170761315705,0.448375735,0.16856253300000112,-0.524884001000002,-0.22252184500000105
svns_pgi__BmePgi24_26__2,1.625720148447383,0.8083086590000002,0.14498237199999942,-0.4864099500000005,-0.29012591500000084
svns_pgi__BmePgi24_41__1,2.355527998000377,0.7368664950000001,0.4958493130000008,-0.44696534900000096,0.8187271749999994
svns_pgi__BmePgi24_41__2,2.460428895033607,0.26309144799999995,0.08223337899999983,-0.4670558630000006,-0.4369876700000006
svns_pgi__BmePgi24_52__1,2.883285618545889,0.21897254500000016,0.2600776430000007,-0.4944578470000014,-0.2328075750000007
svns_pgi__BmePgi24_52__2,2.1307921750242684,0.237959523,0.11009234900000033,-0.541468839000002,-0.44035611500000016
svns_pgi__PaePgi2_34__1,0.6151315409161041,-0.011044987000000006,0.9464174330000006,-0.35587768100000083,0.4863356349999997
svns_pgi__PaePgi2_34__2,0.9990893815590424,0.738883126,0.980365153000001,-0.3716520780000003,0.4692240849999987
svns_pgi__PaePgi2_63__1,1.382036883331707,0.836158647,0.998691483,-0.3306225780000016,0.3104227549999994
svns_pgi__PaePgi2_63__2,0.970493015080666,1.127030933,0.974959343,-0.3901852840000011,0.4064369049999996
svns_pgi__PaePgi24_54__1,0.4265146363728482,0.683122687,0.8303385730000006,-0.8311115560000015,0.1076003649999997
svns_pgi__PaePgi24_54__2,0.519185259058405,1.005304552,0.9265034130000008,-0.8662979580000005,0.14424013499999866
svns_pgi__PaePgi24_90__1,1.0789640467750732,0.5045004450000001,0.809689723,-0.7702927290000012,0.21443858499999813
svns_pgi__PaePgi24_90__2,0.7673121864622773,0.6406474870000001,0.9991721830000008,-0.7893792930000014,0.2561814749999982
abx_media__m9_ctrl__1,-0.6938074259060981,0.020514901000000085,-0.21908725299999965,-0.8938289440000009,-0.7748466310000008
abx_media__m9_ctrl__2,-0.7591202205249874,-0.331545137,0.06872792999999966,-0.8991160770000004,-0.6426665800000002
abx_media__rpmi_ctrl__1,2.434381145910288,5.573179409,0.1818832429999997,-1.557518067000002,-1.9395773050000005
abx_media__rpmi_ctrl__2,2.6830679759529685,4.405873983000001,0.4604582229999998,-1.5839219300000007,-2.2417902950000013
abx_media__camhb_ctrl__1,3.9246590724745727,3.960712359,-1.4667156490000008,-1.179529736000001,-1.209246395000001
abx_media__camhb_ctrl__2,3.269056003940416,3.3994906020000006,-1.5642143070000003,-1.261389653000002,-1.4088831260000008
abx_media__m9_mero__1,-1.5330446368391994,-0.293005675,0.10006032100000084,-0.9119070650000012,-0.6924105510000018
abx_media__m9_mero__2,-1.0736078493896593,0.27486123100000004,-0.24440689100000054,-1.133278434000001,-0.7606332670000011
abx_media__rpmi_mero__1,0.2894707519485761,3.31505307,-0.15585906599999966,-1.6535658390000023,-2.122024952000002
abx_media__rpmi_mero__2,0.972777719479026,4.898847025,0.12222331400000107,-1.8328940680000023,-1.9855761210000007
abx_media__camhb_mero__1,3.0941812323543174,0.9622373740000004,-2.568928611,-1.4644877940000018,-1.8093093730000012
abx_media__camhb_mero__2,3.595207089023349,0.951329953,-2.3720532899999998,-1.4166246660000006,-1.769452582000001
abx_media__m9_trisulf__1,0.0534254922135389,-0.770801023,-0.13952741599999996,-0.4676025150000012,-0.6541391340000011
abx_media__m9_trisulf__2,-0.4727976609462205,-0.12414788100000007,-0.12156318199999915,-0.5692284570000012,-0.6735024630000002
abx_media__rpmi_trisulf__1,0.6158424520282187,-0.428088344,-1.1385435739999998,-0.7884398340000018,-1.4955450310000007
abx_media__rpmi_trisulf__2,0.8620271691403739,-0.10490202299999997,-1.1257448149999991,-0.7543595560000007,-1.372559379
abx_media__camhb_trisulf__1,4.515245915241736,0.7593768830000001,-0.6163487490000001,-0.6868955570000015,-1.6427038780000007
abx_media__camhb_trisulf__2,3.897634691934008,0.723969995,-0.6510849729999997,-0.7414238250000018,-1.6088839750000012
abx_media__m9_cef__1,-0.0769699501672368,-0.01740609999999987,-0.4245596339999995,-0.6019969600000009,-0.7174840370000002
abx_media__m9_cef__2,-0.3630924797133419,-0.4084227580000001,-0.35219075799999894,-0.8015251920000015,-0.7950130220000009
abx_media__rpmi_cef__1,-0.6253521133346335,-0.09381904299999988,0.17718560299999986,-0.8307925950000001,-2.3858350260000005
abx_media__rpmi_cef__2,-1.3297803848720129,0.03669560399999994,0.25364192300000177,-0.7416807140000009,-2.3775118020000012
abx_media__camhb_cef__1,3.9537908857401582,-0.5079354349999999,-0.8382274849999991,-1.0817596130000011,-1.4990258550000009
abx_media__camhb_cef__2,3.911863444394217,0.14520784899999994,-0.9034556939999998,-1.061934583000001,-1.4296273730000006
abx_media__m9_cipro__1,-1.259767056637662,-1.069510816,-0.29610201100000033,-0.7758492030000017,-0.7975387430000005
abx_media__m9_cipro__2,-1.2278751051431371,-0.906455569,-0.23094071100000055,-0.853964598000001,-0.7153731150000002
abx_media__rpmi_cipro__1,-0.2754353854594695,0.7311442930000001,-0.7087974589999995,-1.0100535220000015,-1.9697559320000015
abx_media__rpmi_cipro__2,-0.0448067622686302,0.5538480790000002,-0.9681077109999999,-0.9865308030000008,-1.8929784500000009
abx_media__camhb_cipro__1,3.4099914809665397,-0.12514115800000014,-1.3565894469999993,-0.6598682350000011,-1.2859188550000002
abx_media__camhb_cipro__2,2.358310816083697,-0.21249988199999992,-1.1236836730000004,-0.7293645650000009,-1.3209167520000005
hot_tale__42c_ale3_30c__1,-0.1339781037408625,-0.7895587399999999,0.06220796800000095,-0.31695025400000176,-0.31172612500000163
hot_tale__42c_ale3_30c__2,0.2519232240006345,-0.28874542400000003,0.017358810000001057,-0.3400038020000018,-0.3136982150000005
hot_tale__42c_ale3_37c__1,-0.1728427233198152,0.20110111100000005,0.4355665230000003,-0.3753982770000004,-0.3565505050000013
hot_tale__42c_ale3_37c__2,-0.3635794311265961,0.299293493,0.4006368030000012,-0.3437324220000004,-0.28684450500000125
hot_tale__42c_ale3_44c__1,2.600443166656946,1.554655211,0.3718853430000007,-0.6295553280000004,0.8838351349999982
hot_tale__42c_ale3_44c__2,2.6615414223040568,0.650293937,0.3553441930000005,-0.7233255390000011,0.9156934849999984
hot_tale__hot_ale3_mid_30c__1,-0.7316361294622071,0.09341018300000004,0.7396188830000003,-0.4170887780000019,0.005993264999998971
hot_tale__hot_ale3_mid_30c__2,-0.1729708303264452,-0.35933588899999996,0.5625003330000009,-0.4165719660000011,-0.007385775000001259
hot_tale__hot_ale3_mid_37c__1,0.3334788375930093,-0.7736418159999999,0.5847484430000005,-0.3567725280000005,-0.5016858060000011
hot_tale__hot_ale3_mid_37c__2,0.3319603203101273,-0.328294609,0.1894337430000004,-0.5292693580000005,-0.5289926170000019
hot_tale__hot_ale3_mid_44c__1,2.029710374834515,0.7697930669999999,-0.07124534099999913,-1.1714352350000006,0.11469567499999833
hot_tale__hot_ale3_mid_44c__2,1.0495513520177022,1.024009994,-0.002275452999999317,-1.2013848630000012,0.2311697149999983
hot_tale__hot_ale3_30c__1,-0.0488738611229596,0.12453763400000015,0.5150203330000007,-0.6191741980000014,-0.4534518090000006
hot_tale__hot_ale3_30c__2,-0.7869752036341008,-0.3648670649999999,0.5286701730000001,-0.5715778280000006,-0.32907377500000123
hot_tale__hot_ale3_37c__1,0.274542302488939,-0.09425983700000007,0.3493771030000001,-0.7227219680000019,-0.4036383050000012
hot_tale__hot_ale3_37c__2,0.2699722139868481,0.09246848900000004,0.3963193829999998,-0.6857150900000004,-0.27703634500000085
hot_tale__hot_ale3_44c__1,2.373204088187083,1.370275533,0.28643448300000074,-1.5972039140000014,0.2275033649999987
hot_tale__hot_ale3_44c__2,3.177372533858596,0.5770453950000001,0.30231870300000097,-1.0994406470000015,0.2383969849999996
hot_tale__hot_ale4_30c__1,-0.941096132182736,-0.449994761,-0.0598787810000001,-0.5107969040000011,-0.5464939170000012
hot_tale__hot_ale4_30c__2,-0.8185423079290465,-0.24394081199999995,0.0276806220000001,-0.4443462910000005,-0.4072694250000009
hot_tale__hot_ale4_37c__1,0.1899579710265236,0.21290731099999996,-0.15436083400000022,-0.4454435780000008,-0.4599738540000011
hot_tale__hot_ale4_37c__2,0.360920212590354,0.06892820999999992,-0.04945322999999924,-0.3388817700000004,-0.4451768880000007
hot_tale__hot_ale4_44c__1,2.2633855901846824,0.8103896389999998,0.16471379300000066,-0.3646092800000016,0.08278536499999943
hot_tale__hot_ale4_44c__2,2.756580448192727,0.8067999600000002,0.0758041020000011,-0.5246024060000014,0.2592138049999981
hot_tale__hot_ale8_30c__1,-0.1553698111734563,-0.7212676570000001,-0.056768664999999885,-0.6861498490000013,-0.9095089900000008
hot_tale__hot_ale8_30c__2,-1.057211102608931,-0.264140704,-0.10699186199999923,-0.6402435630000003,-0.7777570690000015
hot_tale__hot_ale8_37c__1,0.3859554936038931,-0.019173134999999952,-0.007091699000000062,-0.5045901850000014,-0.7274897240000016
hot_tale__hot_ale8_37c__2,0.2636596089387444,0.14588849400000006,-0.04404757799999892,-0.5124674050000007,-0.7036689320000011
hot_tale__hot_ale8_44c__1,2.1973310091995755,0.322516598,0.07381628000000083,-0.32521259600000185,0.012718264999998395
hot_tale__hot_ale8_44c__2,2.060600705879102,0.620316943,0.1405062560000001,-0.3328383620000004,-0.09703083500000176
hot_tale__hot_ale9_mid_30c__1,0.7810247636221592,0.419912487,0.11993167500000013,-0.632539361000001,-0.04958338500000181
hot_tale__hot_ale9_mid_30c__2,0.5365692229038428,-0.07591978399999988,0.10594186400000004,-0.553225578000001,0.13507165499999907
hot_tale__hot_ale9_30c__1,-0.9332562390094276,-0.12108642900000001,0.057352916000001024,-0.4970335490000011,-0.5928422380000011
hot_tale__hot_ale9_30c__2,-0.7508562386928963,-0.10976788999999987,0.17408408300000033,-0.4297348410000019,-0.5899957500000017
hot_tale__hot_ale9_mid_37c__1,1.439509527252437,0.15400621599999995,-0.07088768000000023,-0.5066094210000003,-0.3676396550000014
hot_tale__hot_ale9_mid_37c__2,1.3711627677639813,0.8404909100000002,0.028525377000001132,-0.4761660850000009,-0.2984976250000013
hot_tale__hot_ale9_37c__1,0.1302831942380921,0.3214184419999999,0.032825572000000136,-0.5408338400000012,-0.38001561500000136
hot_tale__hot_ale9_37c__2,0.0881523974987543,0.224506377,0.03721724300000062,-0.5423655520000015,-0.3762937550000007
hot_tale__hot_ale9_mid_44c__1,2.400123068251475,0.84070519,0.2861256930000007,-0.4461392180000008,0.19238305499999875
hot_tale__hot_ale9_mid_44c__2,3.767755187304158,1.1340422980000002,0.3056119630000005,-0.680025241000001,0.5108909249999982
hot_tale__hot_ale9_44c__1,2.0382838411008777,0.6376371820000001,-0.02729796100000037,-0.6060665230000009,0.24630422499999935
hot_tale__hot_ale9_44c__2,2.134895548518848,0.8051835359999999,-0.08631352099999923,-0.6258130630000007,0.3875115949999994
hot_tale__hot_ale10_30c__1,-0.268779902408256,-0.4410888,0.23749544300000025,-0.5646101130000005,-0.4586983730000007
hot_tale__hot_ale10_30c__2,-0.744290443119571,-0.700497112,0.4220348329999997,-0.5686878670000013,-0.3554030950000016
hot_tale__hot_ale10_37c__1,0.5387575190016475,0.411030832,0.06875389400000033,-0.6518988060000019,-0.4472314330000007
hot_tale__hot_ale10_37c__2,0.5084762791371894,0.4411232460000001,0.12083432100000024,-0.6178540090000021,-0.37138930500000106
hot_tale__hot_ale10_44c__1,2.498958672056252,1.580781526,-0.03575344399999913,-1.0294929110000002,0.17887464499999872
hot_tale__hot_ale10_44c__2,2.898653445316303,1.012375532,0.11004349699999948,-0.6899675100000007,0.3118577949999999
hot_tale__hot_ale16_30c__1,0.1805642959246812,-0.631565911,0.12930916100000012,-0.6833289310000019,-0.4670126030000006
hot_tale__hot_ale16_30c__2,0.3306666439017213,-0.49064066,0.25108644300000016,-0.4706665020000021,-0.37262998500000144
hot_tale__hot_ale16_37c__1,1.005419023424614,0.5741056329999998,-0.02264786099999938,-0.7201027580000012,-0.4319210530000017
hot_tale__hot_ale16_37c__2,0.9942660795307384,0.2760470880000001,-0.007290675000000134,-0.7577169790000013,-0.4244327150000018
hot_tale__hot_ale16_44c__1,2.7035479827638405,0.8617475319999999,0.039920518000000633,-0.6132700370000013,0.14055384499999946
hot_tale__hot_ale16_44c__2,2.690378988887645,0.8360073749999999,0.206041613,-0.6345339150000004,0.24958026499999875
pdhr_ale__pdhR-13_51__1,0.0440022916253312,0.6667114350000001,0.42604259299999997,-1.4739400540000016,0.6700591549999988
pdhr_ale__pdhR-13_51__2,0.09957764661074,0.6323059040000001,0.3453698430000003,-1.5672037760000013,0.5846834149999989
pdhr_ale__pdhR-14_46__1,1.08100746251012,0.7963479530000002,0.4137442230000001,-1.124824807000001,1.1272351649999983
pdhr_ale__pdhR-14_46__2,0.8522576297306094,0.4271895379999999,0.3746890430000001,-1.181267665,1.086679904999999
pdhr_ale__pdhR-15_51__1,0.3111399051905767,0.8010403850000003,0.20815125300000048,-1.3757046910000008,0.4198660549999982
pdhr_ale__pdhR-15_51__2,0.455118271940992,0.391119767,0.29122772299999866,-1.3769132070000012,0.6336586649999987
pdhr_ale__pdhR-16_49__1,0.8110511923633911,0.447554475,0.3586398129999999,-1.4417818780000022,0.9927493249999984
pdhr_ale__pdhR-16_49__2,0.8719293235540344,0.300275592,0.2910247429999995,-1.4356569600000009,0.9785652549999996
tcs__del_atoC_LiAcet__1,-0.2242094731985152,1.34873502,0.3723211630000005,-1.5293521880000007,0.07488206499999883
tcs__del_atoC_LiAcet__2,-0.531050523056025,1.086007785,0.5545006830000005,-1.4608699120000015,0.07669799499999819
tcs__del_atoC_LiCl__1,0.1208158516602702,1.741536939,0.7297175930000002,-1.573940725,0.35601839499999954
tcs__del_atoC_LiCl__2,0.4389105399013404,1.7545862529999998,0.803204053,-1.5873975410000014,-0.0036651750000018532
tcs__del_atoC_m9__1,-0.188958434305938,1.973987199,0.6994936329999994,-1.6109603370000016,0.3904161849999994
tcs__del_atoC_m9__2,-0.0035926636551534,1.341694301,0.8078232029999999,-1.537168137000002,0.4528970749999992
tcs__del_baeR_etoh__1,37.248116420350726,11.093441280999999,0.725387413,-0.7947728310000013,-1.0046969490000013
tcs__del_baeR_etoh__2,37.44936401793898,10.137597431,0.8432000029999998,-0.7115958160000009,-1.0394935290000014
tcs__del_baeR_lb__1,29.7543774778983,7.622171258,0.452954033000001,-1.9598796140000017,0.5605656749999994
tcs__del_baeR_lb__2,29.21200146088136,7.698854767,0.5136486629999997,-1.9921486990000008,0.6126008349999985
tcs__del_btsR_01xlb__1,4.130472117754959,1.6760093040000001,-1.0043266899999992,-0.9138769640000016,0.9432713449999994
tcs__del_btsR_01xlb__2,-2.797831240383984,0.7694601050000001,-1.1325108709999991,-0.8770422170000014,0.9366931949999984
tcs__del_btsR_lb__1,26.373285296072105,10.039269531,0.9059306429999996,-1.810002138000001,-0.6853542480000012
tcs__del_btsR_lb__2,26.31833881755613,9.981150531,0.882795573000001,-1.9117865330000023,-0.7342108110000005
