,PSPTO_4476
SRX1828913,-0.0130469556
SRX1828914,-0.8449372665
SRX1828915,0.1894773617
SRX1828916,-1.4537396313
SRX1828917,-0.1764304062
SRX1828918,-1.1808288287
SRX3983989,0.1791831543
SRX3983990,0.44064071250000003
SRX3983993,-1.7886250488000002
SRX3983994,-1.3645324858
SRX3983995,0.2214087374
SRX3983996,-0.7415449988
SRX3983997,-2.1181238014
SRX3983998,0.1395751658
SRX3983999,-0.0515512874
SRX3984000,0.0687524642
SRX3984001,-2.3189469312
SRX3984002,-2.5525292327
SRX3984003,-2.3230792174
SRX3984004,0.22328181400000002
SRX3984005,0.5315061212000001
SRX3984006,-2.8676653648
SRX3984007,-1.2926126264
SRX3984008,0.4253052371
SRX3984009,0.3055226568
SRX3984010,-3.5226266901
SRX3984011,0.2096427268
SRX3984012,0.6698679116
SRX3984013,0.45073196
SRX3984014,0.1583179127
SRX3984015,-2.1605114193
SRX3984016,0.2455420936
SRX3984017,-2.9582569938
SRX3984019,0.462833567
SRX3984020,-3.6218922632
SRX3984021,-2.0587154277
SRX3984022,-2.5559427113
SRX3984023,0.036510287700000005
SRX3984024,0.0455568414
SRX3984025,-0.0049471110000000006
SRX3984026,0.1827347451
SRX3984027,0.2125323224
SRX3984028,0.1652314694
SRX3984029,0.32067324480000003
SRX3984031,-2.7270672417
SRX3984032,-3.1779952674
SRX3984034,-0.1070005688
SRX3984035,-1.034278304
SRX3984036,-2.6276741872000002
SRX3984037,-1.7780505238000002
SRX3984038,-3.8562688794
SRX3984039,-2.4926783542
SRX3984040,0.2599713429
SRX3984041,-3.4731634352
SRX3984042,-0.5288185277
SRX3984043,-0.7797950457
SRX3984045,0.1227350073
SRX3984046,0.0549190482
SRX3984047,-2.9806961827
SRX3984048,-2.4591304672
SRX3984049,-1.6194552481
SRX3984050,-2.26505761
SRX3984051,-2.428013802
SRX3984052,0.2309354596
SRX3984056,-2.5254091369
SRX3984057,-2.0189663712
SRX3984058,-3.0352317967
SRX3984059,0.2239683006
SRX3984061,0.1787821679
SRX3984062,0.1425348522
SRX3984063,-0.06278704560000001
SRX3984064,0.0782095164
SRX3984065,0.2773972877
SRX3984066,0.2149283385
SRX3984067,0.33328449920000003
SRX3984068,0.5043771252
SRX3984069,-2.0500007844
SRX3984070,-2.3811753394
SRX3984071,-2.3629232447
SRX3984073,-0.09434343760000001
SRX3984074,0.1600569761
SRX3984077,0.1153780452
SRX3984078,0.2628838593
SRX3984079,-1.1920377149
SRX3984080,0.0155712329
SRX3984082,0.0703395921
SRX3984084,-3.3830540561
SRX6997963,0.2994768444
SRX6997964,0.0840314294
SRX6997965,-0.0114669899
SRX6997967,-0.1525489147
SRX6997968,0.3341955144
SRX6997969,0.1993013122
SRX6997971,-0.1469279298
SRX6997972,1.0780136537
SRX6997973,0.4338836474
SRX3159100,0.1079586161
SRX3159101,0.106614465
SRX3159102,0.0608265823
SRX3159103,-0.2753996633
SRX3159000,0.4425162154
SRX3159001,0.2311653293
SRX3159002,0.5121277446
SRX3159003,0.0008070491
SRX3159004,-0.0374001294
SRX3159005,-0.125796601
SRX3159006,0.09987125050000001
SRX3159007,-0.7484758446
SRX3159008,0.5676291028
SRX3159009,-0.5521151739
SRX3159010,0.7406596736000001
SRX3159012,-0.090086869
SRX3159013,0.7338507201000001
SRX3159014,-0.21829749750000002
SRX3159015,0.3112229226
SRX3159016,0.4130273444
SRX3159017,0.48831008610000004
SRX3159018,-0.0700690739
SRX3159019,-0.6831584586
SRX3159020,-0.2368445082
SRX3159021,-0.5834792707
SRX3159022,0.2933636085
SRX3159023,0.0035688601
SRX3159024,0.3745433584
SRX3159025,0.1141618085
SRX3159026,0.9058328645
SRX3159027,0.4837776392
SRX3159028,0.191355889
SRX3159029,0.15716525720000002
SRX3159030,-0.0666915103
SRX3159034,-0.4983810964
SRX3159036,-0.1436853612
SRX3159037,0.165666896
SRX3159041,-0.0606599155
SRX3159042,-0.0556520651
SRX3159043,-0.0134340198
SRX3159045,-0.2573935839
SRX3159047,-0.0704899301
SRX3159048,-0.1253275526
SRX3159049,-0.030831224600000002
SRX3159050,0.5197549229
SRX3159051,0.3138152997
SRX3159052,-0.0244217259
SRX3159053,0.31731948130000004
SRX3159054,0.271752981
SRX3159055,-0.07776473240000001
SRX3159056,-0.24998322650000002
SRX3159057,-0.7043467760000001
SRX3159058,-0.5775070852
SRX3159060,-0.9393164629
SRX3159061,-0.6039947058
SRX3159062,-0.8847383726
SRX3159063,1.0281893066
SRX3159066,-0.1745339619
SRX3159069,0.37389665800000005
SRX3159070,-0.129564695
SRX3159071,-0.3690783029
SRX3159073,0.06627799770000001
SRX3159074,-0.0066750798
SRX3159075,0.2082806966
SRX3159076,0.4551970715
SRX3159080,0.6407158881
SRX3159082,-0.2838161893
SRX3159083,0.4123871545
SRX3159086,0.2602682837
SRX3159087,0.0696436272
SRX3159088,0.1163866097
SRX3159089,0.2655875715
SRX3159090,0.6793094705
SRX3159091,0.7679399857
SRX3159092,-0.9163225666
SRX3159093,-0.7637375725000001
SRX3159094,-0.7190139832
SRX3159095,-0.9985296352
SRX3159096,-1.0322964543
SRX3159097,-0.3930656132
SRX3159098,-0.5856019976
SRX3159099,-0.6734815274
SRX3158988,0.1971695609
SRX3158989,-0.5563388133
SRX3158990,-0.75167133
SRX3158991,-0.3506664454
SRX3158992,0.0665017552
SRX3158996,-0.2636713161
SRX3644656,0.2866137992
SRX3644657,-0.0930691231
SRX3644658,-0.1935446761
SRX3644659,0.0795907455
SRX3644660,-0.2815624658
