,SP5448_03545
SRX1726505,0.24594520450000001
SRX1726506,0.21689836380000002
SRX1726507,-0.4628435683
SRX1726508,0.9847540337
SRX1726509,1.0833183458
SRX1726510,1.4733258499000002
SRX1726511,1.1634962163
SRX1726512,1.5980543666
SRX1726513,2.0171275075
SRX1081650,0.5507840273
SRX1081651,0.0618992073
SRX1081652,0.2852837444
SRX1081653,0.4228408786
SRX1081654,-0.24525321060000002
SRX1081655,-0.204141797
SRX1081656,-0.2177825294
SRX1081657,-0.2209782113
SRX1081658,-0.3648092908
SRX1081659,0.2844828672
SRX1081660,-0.16029124960000002
SRX1081661,-0.41094858310000004
SRX1081662,-0.1673902938
SRX1081663,0.42580940240000004
SRX1081664,0.2312582441
SRX1081665,0.3728086369
SRX1081666,0.5168427793
SRX1081668,-0.1945981698
SRX1081669,-0.4395643354
SRX1081670,-0.3690929693
SRX1081671,-0.1571591473
SRX1081672,1.3422054043
SRX1081673,1.4984917245
SRX1081674,1.184293772
SRX1081675,1.8069684653
SRX1081676,0.8709764641000001
SRX1081677,1.1659688639
SRX1081678,-0.2388503781
SRX1081679,-0.5304245375000001
SRX1081680,0.49333360660000003
SRX1081681,1.4780484981
SRX1081682,1.2766944153
SRX1081683,1.5503327433
SRX1081684,1.0066012548
SRX1081685,1.7300103624
SRX1081686,1.7233564545000002
SRX1081687,0.48032307970000004
SRX1081688,1.6674923655
SRX1081689,1.4894547053
SRX1081690,1.633361341
SRX1081691,2.013883391
SRX1081692,1.3265412136
SRX1962715,-0.0388204235
SRX1962716,-0.0930495581
SRX1962717,0.1318699816
SRX1962718,-1.3993389958
SRX1962719,-1.1139689795
SRX1962720,-1.2197924987
SRX1962721,-1.3149385268
SRX4892146,-0.0875581207
SRX4892147,0.044809818
SRX4892148,-0.11750043730000001
SRX4892149,0.1602487401
SRX4892150,-1.5266067135
SRX4892151,-2.400422001
SRX4892152,-1.0877363255
SRX4892153,-0.3209866646
SRX4892154,-0.94107726
SRX4892155,-1.3097389851
SRX4892156,-1.3329357616
SRX4892157,-1.4082349247
SRX4892158,0.8057886384
SRX4892159,0.9068360835
SRX4892160,0.8900152849
SRX4892161,0.6560101092
SRX7620814,-0.6612418627000001
SRX7620815,-0.0327171509
SRX7620816,-0.5811784873
SRX7620817,-0.0904360478
SRX7620818,-0.037234597
SRX7620819,-0.2573280253
SRX7620856,0.1080589002
SRX7620857,1.5414018823
SRX7620858,0.1373770393
SRX7620859,1.5203559831
SRX7620860,0.7190401577000001
SRX7620861,1.4262332691
SRX7620862,0.0073481619000000005
SRX7620863,1.0630826092
SRX7620864,0.140624688
SRX7620865,0.8016188754
SRX7620866,1.1271646511
SRX7620867,1.170246114
SRX2161502,0.1817051373
SRX2161503,-0.1612061501
SRX2161504,-0.0204989873
SRX2161505,0.7070962062
SRX2161506,0.3797810643
SRX2161507,0.0258326439
SRX2161508,1.648490667
SRX2161509,1.8936572827
SRX2161510,2.2660536993
SRX2161511,1.3747113061
SRX2161512,0.9096494414
SRX2161513,0.5444942164000001
SRX2161514,0.2681062128
SRX2161515,0.4319854279
SRX2161516,0.1248045633
SRX2161517,0.9049142621
SRX2161518,1.2108368845
SRX2161519,0.6556631946
SRX2161520,1.8211060140000002
SRX2161521,2.1549733389
SRX2161522,2.0647309125
SRX2161523,1.1719912575
SRX2161524,1.1929792686
SRX2161525,0.43642448450000004
