,PA0032a
SRX7442752,0.16618159700000001
SRX7442753,-0.16618159700000001
SRX7442754,0.8341035830000001
SRX7442755,1.079522637
SRX7442756,1.042873661
SRX7442757,-0.303177474
SRX7442758,0.49727856800000003
SRX7442759,0.43942238400000005
SRX7442761,0.6658352350000001
SRX7874204,-0.057674611
SRX7874205,0.057674611
SRX7874206,-0.548653829
SRX7874207,-0.07063823100000001
SRX8639787,0.022101237000000003
SRX8639788,-0.022101237000000003
SRX8639789,-0.091354821
SRX8639790,0.302218374
SRX8639791,-0.37644090300000005
SRX8639792,-0.10441096200000001
SRX8639793,-2.820392888
SRX8639794,-2.238975282
SRX8639795,-2.397772355
SRX8639796,-2.987608039
SRX8639797,-0.086379333
SRX8639798,0.23009706900000002
SRX8639800,0.40888535800000003
SRX1156127,0.23589885600000002
SRX1156135,-0.23589885600000002
SRX1156136,-0.132400549
SRX1156137,-0.39715650700000005
SRX1156138,0.233441175
SRX1156140,0.095192524
ERX2195929,0.054269660000000004
ERX2195930,-0.054269660000000004
ERX2195931,-0.5297232150000001
ERX2195932,-0.49982076900000005
ERX2195933,0.041938347
ERX2195934,-0.280679565
SRX4579961,-0.139806721
SRX4579962,0.146317382
SRX4579963,-0.00651066
SRX4579964,-0.28044201700000004
SRX4579965,-0.315334432
SRX4579966,-0.014516715000000001
SRX5630349,0.41500921
SRX5630350,-0.41500921
SRX5630351,0.797998517
SRX5630352,0.340535307
SRX1411278,0.060318441
SRX1411287,0.011436155
SRX1411289,0.209539732
SRX1411279,-0.035460474
SRX1411280,-0.024857968
SRX1411281,-0.463424922
SRX1411282,-0.570766071
SRX1411283,-0.5769503970000001
SRX1411284,0.040391493
SRX1411285,-0.11127540500000001
SRX1411286,-0.305486625
SRX1411288,0.386512721
SRX2711962,0.05049601
SRX2711963,-0.05049601
SRX2711964,0.062835559
SRX2711965,0.014922959000000001
SRX2711966,-0.547211569
SRX2711967,-0.599040425
ERX3558798,-0.267217894
ERX3558799,-0.42175979700000005
ERX3558800,-0.335249479
ERX3558801,-0.07546556800000001
ERX3558802,0.094146407
ERX3558803,-0.092303508
ERX3558804,0.023345489
ERX3558805,-0.025188387000000003
ERX3593017,-0.15555006600000001
ERX3593018,-0.086387802
ERX3593020,0.08574980600000001
ERX3593021,-0.100694483
ERX3593022,0.014944678000000001
SRX7058492,0.234052597
SRX7058494,0.808027728
SRX7058495,0.7637333430000001
SRX7058509,-0.234052597
SRX2662717,0.13833298600000002
SRX2662718,0.05206496
SRX2662721,-0.125138768
SRX2662722,0.125138768
SRX8143226,-0.200619591
SRX8143227,0.200619592
SRX8143228,0.12990390400000001
SRX8143229,0.41978598500000003
ERX2456848,-0.10961532800000001
ERX2456849,-0.400220173
ERX2456850,0.286253315
ERX2456851,-1.207300964
ERX2456852,-0.25260481700000004
ERX2456853,0.03676022
ERX2456854,-0.004998634
ERX2456855,0.457573282
ERX2456856,0.250186361
ERX2456857,-0.549810056
ERX2456858,0.147394466
ERX2456859,-0.30034542000000003
SRX540108,0.056536722000000005
SRX540109,-0.056536721000000005
SRX540110,1.225962411
SRX540111,0.45105592400000005
SRX540112,1.238048551
SRX540113,1.212150694
SRX540114,-0.044365444000000004
SRX540115,0.633381446
SRX1737662,0.800352936
SRX1737664,0.602403111
SRX1737665,0.672094108
SRX1737667,0.014608992000000001
SRX1737668,0.009922926
SRX1737670,-0.024531919000000003
SRX1516139,0.11846516
SRX1516140,-0.11846516100000001
SRX1516141,-0.117551338
SRX1516142,0.296859769
SRX591667,0.15334693800000002
SRX591668,0.42456040100000003
SRX591669,0.847493688
SRX591670,-0.33941096800000004
SRX591671,0.687934288
SRX591675,-0.15334693800000002
SRX591676,0.617461613
SRX591677,0.501839075
SRX591678,-1.027159094
SRX591679,0.389628884
SRX2520351,-0.099756774
SRX2520352,0.15621463500000002
SRX2520353,-0.23314499500000002
SRX2520354,-0.819003738
SRX2520355,-0.09946007200000001
SRX2520356,-0.01202479
SRX2520357,0.055027
SRX2520358,-0.6452247320000001
SRX2520359,-0.6222822840000001
SRX2520360,-0.29599230800000004
SRX2652927,0.8153842210000001
SRX2652931,0.629686878
SRX2652933,0.11700278600000001
SRX2652935,-0.038001025
SRX2652937,-0.07900176
SRX2940624,0.6161229570000001
SRX2940626,0.574009956
SRX2940627,-0.180350964
SRX2940628,0.08577372700000001
SRX2940629,0.09457723600000001
