,A,CymR
R2,,0.06270889336538021
xmin,,-2.625729702890358
xmid,,0.31030944368985125
xmax,,1.4509888761349383
ystart,,-0.08652491157105002
yend,,6.665617739919611
amb:ctrl:1,3.1972292379229854,0.024521560359136
amb:ctrl:2,-2.392938372196401,-0.1165293159695091
amb:ctrl:3,-0.8042908657265554,0.09200775561037401
amb:amb:1,-1.8326392180153703,-0.1739666717307724
amb:amb:2,0.4878250827082361,-0.17545759620274204
amb:amb:3,-2.446626460706668,0.11389667396922755
ave1:ctrl_5m:1,0.0597943931729188,0.0703518801766867
ave1:vdave1_5m:1,0.4227141863699769,-0.07192522152305436
ave1:ctrl_20m:1,-1.5033129687061273,-0.056435523828420216
ave1:vdave1_20m:1,0.09274796635158067,0.1786921868793474
ave1:supernatant_5m:1,0.15404272810635866,-0.12846567338527315
ave1:vnave1_20m:1,-0.8237185256759324,0.04682727841557277
ave1:supernatant_20m:1,-0.2328154572659745,-0.09695100272613112
ave1:ctrl_5m:2,-0.059794393172939886,-0.0703518801766867
ave1:vdave1_5m:2,1.0834667645058282,-0.15598631184079714
ave1:ctrl_20m:2,-1.056038651259498,0.14329987697163735
ave1:vdave1_20m:2,0.411012354202673,0.1765517788458162
ave1:supernatant_5m:2,0.4741959292708342,-0.0009437225983024432
ave1:vnave1_20m:2,-0.27913169903472257,0.20283791126415893
ave1:supernatant_20m:2,-0.4252240596551861,0.2009957167151457
biofilm_time:8h:1,-1.097255296755656,-0.07056998671238103
biofilm_time:8h:2,0.7393282448876326,-0.018442785189451527
biofilm_time:8h:3,0.2612851083646321,0.06052769370404665
biofilm_time:8h:4,0.09664194350338598,0.02848507819778323
biofilm_time:12h:1,-2.824406496861654,-0.6919538177234514
biofilm_time:12h:2,-0.16394815075386532,-0.34042403415871103
biofilm_time:12h:3,-1.7965524113788318,-0.4667962052971859
biofilm_time:12h:4,-1.2287692769535754,-0.7522149444569886
biofilm_time:16h:1,-3.4899825618024987,-0.6433356288840955
biofilm_time:16h:2,-3.2411106973951918,-0.9230948415860992
biofilm_time:16h:3,-5.193278545590854,-0.9238237891613696
biofilm_time:16h:4,-5.176742115851981,-0.9619183104881
biofilm_time:20h:1,-6.527299026998818,-0.5519597931783649
biofilm_time:20h:2,-2.8116215564119047,-0.7837423617082866
biofilm_time:20h:3,-7.6283426009287325,-0.4428894096253764
biofilm_time:20h:4,-4.337324596437503,-0.5405510203607199
biofilm_time:24h:1,-3.949662140191733,-0.8653600430838644
biofilm_time:24h:2,-0.20211863207529596,-0.4256693511994989
biofilm_time:24h:3,-5.210944558566509,-0.6770641958518331
biofilm_time:24h:4,-5.112581314572453,-0.5188141057994091
biofilm_time:28h:1,-10.956031191651498,-0.23635903948848114
biofilm_time:28h:2,-5.72269078858895,-0.27580363115575235
biofilm_time:28h:3,-4.346189674878571,-0.16545582347051013
biofilm_time:28h:4,-7.128998075574678,-0.3421653340769071
biofilm_time:32h:1,-4.573833429109465,-0.050107037980995806
biofilm_time:32h:2,-11.257346037067746,0.09050042605668727
biofilm_time:32h:3,-11.376534549165006,0.11464770747360298
biofilm_time:32h:4,-9.543905627621337,0.10563629844940436
codY:wt:1,0.057802898005339914,-0.0722282843826676
codY:wt:2,-0.0578028980053414,0.0722282843826676
codY:ctrl:1,1.0117368905493818,-0.13601080627277273
codY:ctrl:2,0.98646276353823,-0.31306225903818685
codY:codYR61K:1,1.4141512411683808,0.0147679759453343
codY:codYR61K:2,0.7972470545125658,-0.09060162853738253
codY:codYR61H:1,1.7513393311499836,-0.1332420654588482
codY:codYR61H:2,0.6534837628448079,-0.28804955119433817
codY:codYF71Y:1,0.7123935593722247,-0.19091893493466827
codY:codYF71Y:2,1.4112818880353055,-0.01079727256515639
decay:wt:1,0.8298790263341733,-0.2348047883091784
decay:wt:2,-0.4993506095130029,0.2586191577760495
decay:wt:3,-0.3305284168211869,-0.02381436946687021
decay:delpnpA:1,2.4225407733981204,0.3317703249792441
decay:delpnpA:2,1.03247292754209,0.4567567893813509
decay:delpnpA:3,-0.6544372079501996,0.3763984373065634
ecm_tasA:deltasA:1,-1.5717142357060792,-0.05114432734127483
ecm_tasA:deltasA:2,-3.6352318801634866,0.2940913216609964
ecm_tasA:deltasA:3,-4.807231254903502,-0.015145368908415337
ecm_tasA:delcssRS:1,-7.91647190523342,0.8596318512933765
ecm_tasA:delcssRS:2,-4.718684535715626,0.39765733368146
ecm_tasA:delcssRS:3,-7.059457563125777,0.5261071274817626
ecm_tasA:wt:1,-0.6997580820540179,-0.023485746857295986
ecm_tasA:wt:2,0.699758082054016,0.023485746857295098
heatshock:wt_37C:1,1.4619028610849854,-0.14229444719872042
heatshock:wt_37C:2,0.3885599322093933,0.0658898330419948
heatshock:wt_37C:3,-1.8504627932943576,0.07640461415672561
heatshock:wt_48C:1,1.218428644435845,0.7103957307365381
heatshock:wt_48C:2,1.7792003095506854,0.6500697259724504
heatshock:wt_48C:3,0.5202548766132586,0.6519919082063783
heatshock:wt_53C:1,8.986943536525986,-0.4601914926005275
heatshock:wt_53C:2,9.31865198276157,-0.6417695294220884
heatshock:wt_48_53C:1,5.179089411714032,1.131710682027018
heatshock:wt_48_53C:2,4.3217638946145955,0.7871776655125302
heatshock:wt_48_53C:3,2.3735971337913866,0.6536660105939127
heatshock:delrelA_37C:1,-0.7144394710060121,-0.5931019587749233
heatshock:delrelA_37C:2,-0.793479662962505,-0.8139079616732339
heatshock:delrelA_48C:1,1.3219245323838762,-0.6355447619480028
heatshock:delrelA_48C:2,0.5770478125043642,-0.7139406869148548
heatshock:delrelA_48C:3,1.2495610227739702,-1.5337103753043655
heatshock:ppGpp_null_37C:1,0.47543986992852,-0.8295135917939138
heatshock:ppGpp_null_37C:2,1.9780307994082875,-0.1128039672041794
heatshock:ppGpp_null_37C:3,0.2471114181076787,-0.5034147720401396
heatshock:ppGpp_null_48C:1,2.3089837951629493,-0.2222438733234462
heatshock:ppGpp_null_48C:2,3.300225555191669,0.2427001725327749
heatshock:ppGpp_null_48C:3,1.3323085766427512,0.7452388160937033
ldar:yfiJKplus:1,4.884328037197437,-0.889681880014078
ldar:yfiJKplus:2,4.506563807209312,-1.196569228480036
ldar:yfiJ_A152E:1,3.9933133548649393,-0.9543324521170408
ldar:yfiJ_A152E:2,4.622209923571797,-1.0207625060340568
ldar:wt:1,0.0648390882942919,-0.06562540644518577
ldar:wt:2,0.1079885452368508,0.04823018008005775
ldar:wt:3,-0.1728276335311412,0.017395226365127137
mk7:shake:1,1.523786700818388,-0.08283191639399412
mk7:shake:2,1.4922601751250897,0.06224074684470082
mk7:shake:3,-1.3485548870076374,-0.03886416498528966
mk7:shake:4,-1.6674919889358248,0.059455334534579414
mk7:static:1,19.94927425408777,-2.2687081724516363
mk7:static:2,19.737877027363915,-2.1221084761422957
mk7:static:3,-5.67052554343242,-2.1062625175583958
mk7:static:4,-5.506094802084171,-1.8236858195068173
nusA:nusA_induced:1,1.6400521367924077,0.5418701397822625
nusA:nusA_induced:2,1.1630956316180314,0.7353545274918236
nusA:nusA_induced:3,0.6288265848481768,0.9635969192910911
nusA:nusA_induced:4,-0.08263151539987439,-0.07228068163231871
nusA:nusA_induced:5,1.5521965193598672,-0.4614915876647636
nusA:nusA_induced:6,2.082963228283612,-0.6174485100253051
nusA:no_nusA:1,0.2683027996145844,0.33847341023655186
nusA:no_nusA:2,-0.9661762466875148,0.3194702130898053
nusA:no_nusA:3,0.03824577584123998,-0.10497741927496483
nusA:no_nusA:4,-0.2572661677858064,-0.15952176940837148
nusA:no_nusA:5,0.6512390788501989,-0.27307586841801346
nusA:no_nusA:6,0.2656547601672921,-0.12036856622499847
pamR:wt_exp:1,0.6990249972636035,-0.21482718305755102
pamR:wt_exp:2,-0.6990249972636045,0.21482718305755188
pamR:delydhC_exp:1,2.5640429547410464,-1.9096554061306852
pamR:delydhC_exp:2,0.4133832393883008,-0.6752576688199792
pamR:delydhC_exp:3,-0.11629646288299345,-0.4254662775053175
pamR:wt_stat:1,1.656685652779467,-1.5265889150538428
pamR:wt_stat:2,6.684493722426393,-1.6346623797639843
pamR:wt_stat:3,2.213077737497753,-2.4806435837847083
pamR:delydhC_stat:1,2.8040160027274434,-1.6848473863441988
pamR:delydhC_stat:2,3.5764745698325515,-2.2009737677461683
rho_strains:ncib3610:1,-0.5711385080451716,-0.11725109588602578
rho_strains:ncib3610:2,0.5711385080451761,0.11725109588602667
rho_strains:ncib3610_delrho:1,1.04437541274752,0.5482753226352717
rho_strains:ncib3610_delrho:2,7.303502911684593,0.7036336752259018
rnase_j1:delrnjA:1,-0.5268622269300635,1.1612276865445221
rnase_j1:delrnjA:2,0.4844007306102065,1.4509888761349383
rnase_j1:delrnjA:3,1.110576303019127,1.1820032937690872
rnase_j1:wt:1,0.9048646595756864,-0.3987168483061652
rnase_j1:wt:2,-0.8740122232181876,-0.11012612824752743
rnase_j1:wt:3,-0.030852436357498163,0.5088429765536926
sigI:delrsgI_37C:1,2.482181813104518,-0.08586540162367662
sigI:delrsgI_37C:2,-0.00015817190619561106,0.08163393121124063
sigI:delrsgI_37C:3,0.224604521644947,-0.2982303334668934
sigI:delrsgI_52C:1,-1.4345782658005108,0.6958887413176669
sigI:delrsgI_52C:2,-0.2702348136480488,0.7033349510444333
sigI:delrsgI_52C:3,0.1443212928290072,0.6054870128738097
sigI:delrsgI_sigI_37C:1,1.1273076285012749,0.006309439502206082
sigI:delrsgI_sigI_37C:2,-0.8595413178113879,-0.0646399864705911
sigI:delrsgI_sigI_37C:3,1.27355632544705,-0.11398127125006675
sigI:delrsgI_sigI_52C:1,0.955283470411264,0.8754895829042573
sigI:delrsgI_sigI_52C:2,1.0129097984168676,0.9734464990585936
sigI:delrsgI_sigI_52C:3,-0.2189203540334189,1.001442867549593
sigI:wt_37C:1,0.8023446081397752,-0.08435885060197545
sigI:wt_37C:2,-0.3143869595019603,0.0693831723135947
sigI:wt_37C:3,-0.4879576486378181,0.014975678288383419
sigI:wt_52C:1,-2.0343206436454087,0.8174095423877539
sigI:wt_52C:2,-0.1511274384863544,1.0899432530790891
sigI:wt_52C:3,-0.2351890852208757,0.8503542413573886
spbeta:spbeta_nopep_20m:1,-1.5270609116774672,0.38685845126928703
spbeta:spbeta_pep_20m:1,-0.3109555183174293,0.21855953407663972
spbeta:spbeta_nopep_20m:2,-1.1934637508036714,0.3001886928081232
spbeta:spbeta_pep_20m:2,-2.326779527668684,0.5350800286801176
spbeta:phi3T_pep_10m:1,2.5310447424262854,-0.15132892895156402
spbeta:phi3T_pep_20m:1,-0.12468064613328445,0.1268569625163698
spbeta:phi3T_nopep_10m:1,2.3272979612392954,-0.18610101203478013
spbeta:phi3T_nopep_20m:1,0.6299774726358377,0.12507844860345596
spbeta:phi3T_pep_10m:2,-0.8729072553111037,0.04765997984461645
spbeta:phi3T_pep_20m:2,-2.095951673794452,-0.07075042721621827
spbeta:phi3T_nopep_10m:2,-1.5929709377488517,0.04993908314076556
spbeta:phi3T_nopep_20m:2,-0.2649814959869215,-0.09422630085116168
spbeta:phi3T_pep_10m:3,-1.6581374871151755,0.10366894910694756
spbeta:phi3T_pep_20m:3,-0.5719690995407999,0.12531242691065805
spbeta:phi3T_nopep_10m:3,-1.319890814144813,-0.13776485848799336
spbeta:phi3T_nopep_20m:3,-1.6691732202332237,-0.10784714146524976
spore_genes:wt_0h:1,0.05176300776578045,0.11701202156309165
spore_genes:delyphF_0h:1,-1.449440466524018,0.16642643158009562
spore_genes:delyphF_0h:2,-0.8890253842397999,0.057788418306949474
spore_genes:delyphF_0h:3,-3.353348106296209,-0.34407101430546305
spore_genes:delygaB_0h:1,-6.108691724351491,-0.6226111652120245
spore_genes:delygaB_0h:2,-5.391407617400988,-0.7731352390105809
spore_genes:delygaB_0h:3,-5.365407681491087,-0.9468205201382968
spore_genes:wt_3h:1,1.0354278774529078,0.0015984447244070663
spore_genes:wt_3h:2,-0.9176059003457722,0.17372475681750646
spore_genes:wt_3h:3,0.02675345619275491,0.10765581983831662
spore_genes:delyizD_3h:1,-0.16935201497853222,0.22025417825892912
spore_genes:wt_0h:2,-0.4755788896051227,-0.0586349376212576
spore_genes:delyizD_3h:2,-0.25577528430330604,0.2832353205407179
spore_genes:delyizD_3h:3,0.1630563936911001,0.2389374707169241
spore_genes:delykzB_3h:1,0.6695923750329853,-0.06270697044481377
spore_genes:delykzB_3h:2,2.083539008095622,0.2472548181905099
spore_genes:delykzB_3h:3,0.8165092624399481,0.2878805019644801
spore_genes:delyphF_3h:1,0.8815181530516486,-0.3643602886674424
spore_genes:delyphF_3h:2,0.6167772881333345,-0.2414533033783819
spore_genes:delyphF_3h:3,0.6518413857457651,-0.08206650011110561
spore_genes:delygaB_3h:1,-0.5253760029240306,0.21662640986867387
spore_genes:delygaB_3h:2,-1.083626573673805,0.2924146398937486
