,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,Control__wt_glc,3.1483634925999997,0.2796324752651966,2.0,0.0,2.9506334731,1.0,3.3460935121,,,,,,,,
1,Fur__wt_dpd,5.2706557782,0.20812407774261593,2.0,2.0,5.1234898315,3.0,5.4178217249,,,,,,,,
2,Fur__wt_fe,2.8819292487499997,0.023158478302981792,2.0,4.0,2.8983047658,5.0,2.8655537317,,,,,,,,
3,Fur__delfur_dpd,5.2952789653,0.20443161803289817,2.0,6.0,5.1507239819,7.0,5.4398339487000005,,,,,,,,
4,Fur__delfur_fe2,3.63633758345,0.13132350547420613,2.0,8.0,3.5434778422,9.0,3.7291973247,,,,,,,,
5,Acid__wt_ph5,3.7450876411,0.06266594972493983,2.0,10.0,3.7007761231,11.0,3.7893991591000002,,,,,,,,
6,Acid__delgadx_ph5,3.7177767611,0.390825024102113,2.0,12.0,3.4414217363,13.0,3.9941317859,,,,,,,,
7,Acid__delgadw_ph5,3.7341548916000002,0.13658513490414453,2.0,14.0,3.8307351667000002,15.0,3.6375746165000002,,,,,,,,
8,Acid__delgade_ph5,3.61919536445,0.06257069289557211,2.0,16.0,3.5749512032,17.0,3.6634395257,,,,,,,,
9,Oxidative__wt_pq,4.250770161749999,0.38694342428858214,2.0,18.0,4.524380481,19.0,3.9771598425,,,,,,,,
10,Oxidative__deloxyr_pq,4.149593439749999,0.6828201724212025,2.0,20.0,4.632420214,21.0,3.6667666655,,,,,,,,
11,Oxidative__delsoxr_pq,4.11812130415,0.04471098551331712,2.0,22.0,4.0865058631,23.0,4.1497367452,,,,,,,,
12,Oxidative__delsoxs_pq,4.50504402945,0.004111024002798911,2.0,24.0,4.5021370965,25.0,4.5079509624,,,,,,,,
13,Nac/NtrC__wt_csn,5.6589911653,0.18889397578095402,2.0,26.0,5.5254229541,27.0,5.7925593765,,,,,,,,
14,Nac/NtrC__wt_cytd,4.0561400808000005,0.16108227092500552,2.0,28.0,4.1700424469,29.0,3.9422377147,,,,,,,,
15,Nac/NtrC__wt_gln,4.95058193535,0.03410920470813136,2.0,30.0,4.9747007853,31.0,4.9264630854,,,,,,,,
16,Nac/NtrC__bw_delnac_csn,5.630072714200001,0.06459461727032977,2.0,32.0,5.6757480061,33.0,5.5843974223,,,,,,,,
17,Nac/NtrC__bw_delnac_cytd,3.8817928009,0.21044443125025256,2.0,34.0,4.0305994853,35.0,3.7329861165000002,,,,,,,,
18,Nac/NtrC__bw_delnac_gln,4.594300335850001,0.2568417534410362,2.0,36.0,4.7759148814,37.0,4.4126857903,,,,,,,,
19,Nac/NtrC__bw_delnac_nh4,3.03515534315,0.4293515640460326,2.0,38.0,2.7315579407,39.0,3.3387527456,,,,,,,,
20,Misc__wt_no_te,3.5344674667000002,0.6840957994891351,2.0,40.0,4.0181962455,41.0,3.0507386879,,,,,,,,
21,Misc__bw_delcbl,2.69365825705,0.9602430495866918,2.0,42.0,3.372652629,43.0,2.0146638851,,,,,,,,
22,Misc__bw_delfabr,1.79088975965,0.8860575138293124,2.0,44.0,2.4174270362,45.0,1.1643524831,,,,,,,,
23,Misc__bw_delfadr,2.7239029818000002,0.22070127009406926,2.0,46.0,2.8799623465,47.0,2.5678436171,,,,,,,,
24,Misc__nitr_031,4.3565932654,,1.0,48.0,4.3565932654,,,,,,,,,,
25,Omics__wt_glu,4.477306089500001,0.4472291034592277,2.0,49.0,4.1610673577,50.0,4.7935448213,,,,,,,,
26,Omics__wt_gly,3.72904348205,0.3965347905156454,2.0,51.0,4.0094359214,52.0,3.4486510427,,,,,,,,
27,Omics__wt_thr,4.060396964,0.10728998762067475,2.0,53.0,4.1362624418,54.0,3.9845314862,,,,,,,,
