,b4658_2
42c__42c_ale3__1,2.6791819884
42c__42c_ale4__1,1.4693668168
42c__42c_ale5__1,1.3737691405999999
42c__42c_ale6__1,3.1405067021
42c__42c_ale8__1,1.0669476393
42c__42c_ale9__1,1.7586004832
42c__42c_ale10__1,1.1307509938
ssw__wt_ac__1,4.9298614922
ssw__wt_glc__1,2.5637740130999997
ssw__wt_glyc__1,4.9896962995
ssw__wt_xyl__1,4.2240730061
ssw__glc_ale1__1,4.0163814899
ssw__glc_ale2__1,1.072023609
ssw__glc_ale3__1,2.9304575492
ssw__glyc_ale1__1,2.9941059365
ssw__glyc_ale2__1,1.8428725836000002
ssw__xyl_ale1__1,3.6605953618
ssw__xyl_ale2__1,2.2955405323
ssw__xyl_ale3__1,2.6077067276
ssw__glc_ac_ac2__1,4.2490628236
ssw__glc_ac_glc1__1,2.4188058865
ssw__glc_ac_glc2__1,3.6255185257
ssw__glc_glyc_glc__1,1.5848413889000001
ssw__glc_glyc_glyc__1,1.2996212523000001
ssw__glc_xyl_glc__1,0.9830445359000001
ssw__glc_xyl_xyl__1,2.1495919031
pgi__glu4_delpgi__1,3.1073176792
pgi__pgi_ale1__1,1.8755640750000002
pgi__pgi_ale2__1,3.6158989399
pgi__pgi_ale3__1,2.13978093
pgi__pgi_ale5__1,1.7761603179
pgi__pgi_ale6__1,2.3559245818
pgi__pgi_ale7__1,3.3877037854
pgi__pgi_ale8__1,2.0032022625
ica__wt_glc__1,2.194227161
ica__wt_glc__2,1.755811901
ica__wt_glc__3,2.4264874575
ica__wt_glc__4,2.3470222304
ica__arg_sbt__1,2.6102946322
ica__arg_sbt__2,2.8584320095
ica__cytd_rib__1,5.3006722878
ica__cytd_rib__2,5.5691452862
ica__gth__1,6.5448602943
ica__gth__2,6.3452839275
ica__leu_glcr__1,2.1405099918
ica__leu_glcr__2,2.6394602017
ica__met_glc__1,1.2240776316
ica__met_glc__2,1.8428173876
ica__no3_anaero__1,3.7610483881
ica__no3_anaero__2,3.9571513304
ica__phe_acgam__1,2.4305194365
ica__phe_acgam__2,1.7537992367
ica__thm_gal__1,4.4854249791
ica__thm_gal__2,4.1834805516
ica__tyr_glcn__1,1.9722063203
ica__tyr_glcn__2,1.7924968209
ica__ura_pyr__1,2.9056874679
ica__ura_pyr__2,3.8247760874
ica__wt_glc__5,2.3505354711
ica__wt_glc__6,2.2631839895
ica__bw_delpurR_cytd__1,2.5142400441
ica__bw_delpurR_cytd__2,1.6752000358
ica__ade_glc__1,2.2077472574
ica__ade_glc__2,2.3294259731
ytf__wt_glc__1,3.2419128221
ytf__wt_glc__2,3.0512024297
ytf__delyafC__1,4.0163158783
ytf__delyafC__2,4.3609366281
ytf__delyeiE__1,3.8489169138
ytf__delyeiE__2,3.3778986855
ytf__delyiaJ__1,4.1170092182
ytf__delyiaJ__2,4.6270553625
ytf__delyieP__1,3.3149936938
ytf__delyieP__2,3.7479840052
ytf__wt_ph5__1,3.7403917537
ytf__wt_ph5__2,4.1487299855
ytf__wt_ph8__1,3.24973401
ytf__wt_ph8__2,3.2795608921
ytf__delybaO__1,4.0734924352
ytf__delybaO__2,4.0228943287
ytf__delybaQ__1,3.8106410184
ytf__delybaQ__2,3.3589979025
ytf__delybiH__1,3.4117044319
ytf__delybiH__2,4.1506262811
ytf__delydcI_ph5__1,3.7039439553999998
ytf__delydcI_ph5__2,3.7466681102
ytf__delydcI_ph8__1,3.4086213893
ytf__delydcI_ph8__2,2.5407049206
ytf__delyddM__1,3.2108681975
ytf__delyddM__2,4.043418346
ytf__delyheO__1,3.9026936007
ytf__delyheO__2,3.9744303506
fps__bw_glc__1,3.3103122392
fps__bw_glc__2,3.2308034373
fps__fps_thrA_ale1__1,3.1300939834
fps__fps_thrA_ale1__2,2.7640176126
fps__fps_thrA_ale2__1,3.5887632252
fps__fps_thrA_ale2__2,3.6821706656
fps__fps_serB_ale1__1,4.0102217819
fps__fps_serB_ale1__2,3.9571054952
fps__fps_serB_ale4__1,5.4135501299
fps__fps_serB_ale4__2,5.5818304095
fps__fps_ptsI_ale1__1,4.445647247
fps__fps_ptsI_ale1__2,4.6530566951
fps__fps_ptsI_ale3__1,3.7531679344
fps__fps_ptsI_ale3__2,3.5617646783
pal__lyx_ale2_f6__1,6.2642459814
pal__lyx_ale2__1,2.6248697306
pal__lyx_ale2__2,2.3732875735
pal__lyx_ale4__1,2.6248697306
pal__lyx_ale4__2,2.3732875735
pal__5drib_ale10_f18__1,5.8736464371
pal__5drib_ale10_f18__2,5.572531058
pal__5drib_ale10__1,5.4866857665
pal__arab_ale14_f9__1,4.0247920543
pal__arab_ale14_f9__2,4.1741972988
pal__arab_ale14__1,2.4870161189
pal__arab_ale14__2,3.4863859712
pal__arab_ale16__1,2.9689046161
pal__arab_ale16__2,3.7005476436
pal__tartr_ale26_f10__1,5.50876528
pal__tartr_ale26_f10__2,6.3628476736
pal__tartr_ale26__1,4.6005725652
pal__tartr_ale26__2,5.0408663523
pal__tartr_ale28_f10__1,5.8750062459
pal__tartr_ale28_f10__2,6.0458141767
pal__tartr_ale28__1,3.7586120134
pal__tartr_ale28__2,4.6755487998
efeU__delmenFentC_citr__1,2.6562528622
efeU__delmenFentC_citr__2,2.5855112250000003
efeU__delmenFentC__1,4.731556785
efeU__delmenFentC__2,4.995990251
efeU__menFentC_ale39__1,0.8065048399
efeU__menFentC_ale39__2,1.9802102522
efeU__menFentC_ale29__1,2.2775190284
efeU__menFentC_ale29__2,2.2554898971
efeU__menFentC_ale30__1,0.7852277629000001
efeU__menFentC_ale30__2,0.7712254890000001
efeU__menFentCubiC_ale36__1,2.8370101679
efeU__menFentCubiC_ale36__2,3.4358126516
efeU__menFentCubiC_ale37__1,3.573096025
efeU__menFentCubiC_ale37__2,3.3173603109
efeU__menFentCubiC_ale38__1,1.9029611477000001
efeU__menFentCubiC_ale38__2,2.2578249632
