,new_3646537_3646664_c
LBexp_1,12.479
LBexp_2,12.6724
LBexp_3,12.2462
LBtran_1,13.4203
LBtran_2,13.0424
LBtran_3,12.8263
LBstat_1,12.4939
LBstat_2,12.1382
LBstat_3,11.6853
LBGexp_1,12.3964
LBGexp_2,12.3773
LBGexp_3,12.4675
LBGtran_2,12.2593
LBGtran_3,11.905100000000001
LBGstat_1,12.4418
LBGstat_2,12.0299
LBGstat_3,12.0558
S0_1,10.9593
S0_2,11.2696
S0_3,11.1426
S1_1,12.2829
S1_2,11.7434
S1_3,12.498
S2_1,11.6969
S2_2,11.9989
S2_3,11.6469
S3_1,10.8444
S3_2,11.7528
S4_1,11.8081
S4_2,10.9065
S4_3,11.2593
S5_1,10.5715
S5_2,10.5759
S5_3,11.1329
S6_1,9.4978
S6_2,7.9778
S6_3,10.3295
S6/t_1,9.9093
S6/t_2,8.046
S6_4,9.0251
S6_5,9.3024
S6_6,9.6464
S7_4,10.2083
S7_5,10.1162
S7_6,10.1276
S8_4,9.21
S8_5,9.6222
G135_1,11.9049
G135_3,9.8613
G150_1,11.707
G150_2,11.9022
G150_3,12.3126
G180_1,11.3867
G180_2,11.9374
G180_3,11.1271
C30_1,11.6472
C30_2,11.4873
C90_1,12.3127
C90_2,12.0488
BI_1,11.5348
BI_2,11.6461
BC_2,12.4547
BC/t_1,11.2433
BC/t_2,12.4227
BC_1,11.9323
Sw_1,10.7722
Sw_2,11.7845
BT_1,10.6291
BT_2,10.1506
B36_1,10.208
B36_2,10.2625
B60_1,11.9383
B60_2,12.8038
M9exp_1,12.5548
M9exp_2,12.3698
M9exp_3,12.1209
M9tran_1,12.2969
M9tran_2,11.5753
M9tran_3,12.5126
M9stat_1,11.4893
M9stat_2,12.4537
M9stat_3,11.6259
M+G_1,11.6221
M+G_2,12.2705
M+G_3,12.0267
Glu_1,12.5249
Glu_2,12.1809
Glu_3,12.2633
Fru_1,11.9544
Fru_2,12.2201
Fru_3,11.9434
Mal_1,11.4328
Mal_2,11.1019
Mal_3,11.9113
G+S_2,11.1983
G+S_3,11.3357
Pyr_1,11.1305
Pyr_2,11.5358
Pyr_3,11.4236
Gly_1,11.5258
Gly_2,12.2381
Gly_3,10.5818
Glucon_1,11.6633
Glucon_2,11.3095
Glucon_3,8.6423
aero_1,12.791
aero_2,12.1239
aero_3,12.8545
nit_1,12.3505
nit_2,12.5046
nit_3,12.4083
ferm_1,12.3306
ferm_2,12.2797
ferm_3,12.4174
T-5.40H_1,13.1846
T-4.40H_1,12.7436
T-3.40H_1,13.1801
T-2.40H_1,12.7599
T-1.40H_1,13.0316
T-1.10H_1,12.9643
T-0.40H_1,13.0192
T0.0H_1,12.9832
T0.30H_1,13.5329
T1.0H_1,12.6806
T1.30H_1,12.2972
T2.0H_1,11.868
T2.30H_1,12.9362
T3.0H_1,12.7202
T3.30H_1,12.862
T4.0H_1,12.7742
T5.0H_1,11.8786
HPh_1,12.0006
HPh_2,11.9123
HPh_3,12.3168
LPh_1,11.8087
LPh_2,11.816
LPh_3,12.0178
LPhT_1,11.5856
LPhT_2,11.515
LPhT_3,11.3324
SMMPr_1,12.2987
SMMPr_2,12.4982
SMMPr_3,12.7445
HiTm_1,12.0178
HiTm_2,12.4662
HiTm_3,12.6602
LoTm_1,12.5245
LoTm_2,12.4952
LoTm_3,12.1062
HiOs_1,13.4077
HiOs_2,12.9998
HiOs_3,13.2334
BMM_1,12.524000000000001
BMM_2,12.2757
BMM_3,12.5113
Heat_1,12.8639
Heat_2,12.5298
Heat_3,12.6603
Cold_1,13.3069
Cold_2,12.7038
Cold_3,12.1385
Etha_1,12.5453
Etha_2,12.1132
Etha_3,12.4026
SMM_1,12.7777
SMM_2,12.7429
SMM_3,12.654
Salt_1,12.8459
Salt_2,12.7561
Salt_3,12.9138
Mt0_1,12.025
Mt0_3,11.989
M0t45_1,11.8459
M0t45_2,12.2333
M0t45_3,12.6783
M0t90_1,11.6986
M0t90_2,12.731300000000001
M0t90_3,12.803
M40t45_1,12.0368
M40t45_2,13.1418
M40t45_3,12.7344
M40t90_1,11.3842
M40t90_2,12.7286
M40t90_3,13.1562
dia0_1,12.3643
dia0_2,12.6338
dia0_3,12.7429
dia5_1,12.742
dia5_2,12.7009
dia5_3,12.7135
dia15_1,13.3032
dia15_2,13.207
dia15_3,12.1926
Diami_1,11.6872
Diami_2,12.5927
Diami_3,12.223
Paraq_1,11.74
Paraq_2,12.6906
Paraq_3,11.0029
H2O2_1,12.4725
H2O2_2,12.7733
H2O2_3,12.5541
Oxctl_1,11.6033
Oxctl_2,11.1733
Oxctl_3,12.464
GM-0.1_1,11.7564
GM-0.2_1,11.4907
GM+5_1,12.0634
GM+15_1,11.8925
GM+25_1,12.0839
GM+45_1,12.2055
GM+60_1,12.2581
GM+90_1,11.8382
GM+120_1,10.2092
GM+150_1,12.127
GM-0.1_2,12.1064
GM-0.2_2,12.9449
GM+5_2,11.9148
GM+10_2,11.325
GM+15_2,11.1502
GM+25_2,12.565
GM+45_2,11.5876
GM+60_2,11.7466
GM+90_2,12.3934
GM+150_2,11.2377
GM-0.1_3,12.7121
GM-0.2_3,12.4826
GM+5_3,12.2319
GM+10_3,11.1158
GM+15_3,12.2719
