,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X
0,algU_regulon__empty_vector,0.0,0.18525606073762285,3.0,0.0,0.14972508610000002,2.0,0.0574499922,4.0,-0.2071750783,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,0.08773597733333334,0.09778553650047758,3.0,1.0,0.1502466355,3.0,-0.024952295700000002,5.0,0.13791359220000002,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-0.25348424202500003,0.1563941868817203,4.0,6.0,-0.4199923696,20.0,-0.26604315030000003,40.0,-0.0425788973,63.0,-0.2853225509,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,0.5882035317750001,0.5128839439944508,4.0,7.0,0.0539582053,33.0,0.6075605682,81.0,1.2762298877,82.0,0.41506546590000004,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-0.6324334273250001,0.3724211214957341,4.0,8.0,-0.9992474095,51.0,-0.19472947770000001,65.0,-0.4587820978,76.0,-0.8769747243,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-0.36909585996666666,0.5945746391228967,3.0,9.0,-0.8312007766,22.0,-0.5777743262,49.0,0.3016875229,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,1.00951788375,0.2355886290193157,2.0,10.0,0.8429315666,26.0,1.1761042009,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-0.5385491140666667,0.2723798622410037,3.0,11.0,-0.565219043,54.0,-0.7966129807000001,83.0,-0.2538153185,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-0.60656636795,0.2065076184836171,4.0,12.0,-0.5637188639,48.0,-0.43797740020000003,64.0,-0.518215866,78.0,-0.9063533417,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,1.001624468725,0.21720123669451538,4.0,13.0,1.3180846217,38.0,0.8310200341,67.0,0.9000672117,72.0,0.9573260074000001,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,0.31481842323333337,0.289995975278695,3.0,14.0,-0.0154082468,41.0,0.4318648728,85.0,0.5279986437,,,,,,,,,,,,,,,,,,,,,,
