,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-32.95636106196667,0.5727356804431744,3.0,0.0,-32.5257840235,1.0,-33.6063664087,2.0,-32.7369327537,,,,,,,,,,
1,LB__LBtran,-30.618048805433336,1.216271640757079,3.0,3.0,-29.2200380985,4.0,-31.433206006,5.0,-31.2009023118,,,,,,,,,,
2,LB__LBstat,-27.388263200566666,0.9862816670374006,3.0,6.0,-28.5192968822,7.0,-26.9381744109,8.0,-26.7073183086,,,,,,,,,,
3,LB__LBGexp,-31.887367723833336,0.46200273981794127,3.0,9.0,-32.0631315774,10.0,-32.2356931244,11.0,-31.3632784697,,,,,,,,,,
4,LB__LBGtran,-28.960073159350003,3.6768736022969746,2.0,12.0,-26.3601309016,13.0,-31.5600154171,,,,,,,,,,,,
5,LB__LBGstat,-27.76782169093333,0.9022564782327789,3.0,14.0,-28.7696773475,15.0,-27.5144432215,16.0,-27.0193445038,,,,,,,,,,
6,Life Cycle__S0,2.8670988168666667,0.5786498230662217,3.0,17.0,3.1314655304,18.0,3.2663458867,19.0,2.2034850335,,,,,,,,,,
7,Life Cycle__S1,-4.890706793500001,0.8016336493531525,3.0,20.0,-5.0231974252,21.0,-4.0310818824,22.0,-5.6178410729,,,,,,,,,,
8,Life Cycle__S2,-3.251968285466667,0.4826851734222723,3.0,23.0,-3.3734709207,24.0,-2.7201407438,25.0,-3.6622931919,,,,,,,,,,
9,Life Cycle__S3,-6.63097922975,1.349747513591173,2.0,26.0,-7.5853948495,27.0,-5.67656361,,,,,,,,,,,,
10,Life Cycle__S4,-4.538357588099999,0.3078440109451054,3.0,28.0,-4.743886892,29.0,-4.1844232445,30.0,-4.6867626278,,,,,,,,,,
11,Life Cycle__S5,-1.5364539614333335,0.432211873868032,3.0,31.0,-1.2001768051,32.0,-2.023959663,33.0,-1.3852254162,,,,,,,,,,
12,Life Cycle__S6,-6.5892352150875,4.319548100300601,8.0,34.0,-3.6160301737,35.0,-13.698489707,36.0,-2.5235729313,37.0,-4.4238308437,38.0,-13.050975995,39.0,-5.7507408661,40.0,-5.6400038981,41.0,-4.0102373058
13,Life Cycle__S7,-8.480480212566667,0.24989342721670438,3.0,42.0,-8.3116356565,43.0,-8.7675483933,44.0,-8.3622565879,,,,,,,,,,
14,Life Cycle__S8,-10.77189050475,2.0467295337225564,2.0,45.0,-9.3246341722,46.0,-12.2191468373,,,,,,,,,,,,
15,Life Cycle__G135,-25.0584034847,3.6752553866604614,2.0,47.0,-27.6572014912,48.0,-22.4596054782,,,,,,,,,,,,
16,Life Cycle__G150,-27.9560204401,0.9230167374806625,3.0,49.0,-27.152329603,50.0,-28.9641006947,51.0,-27.7516310226,,,,,,,,,,
17,Life Cycle__G180,-28.017178615966667,1.1371421418105057,3.0,52.0,-28.3473278832,53.0,-28.9527144251,54.0,-26.7514935396,,,,,,,,,,
18,Stress Time Course__C30,-27.55111567865,0.7340629788318518,2.0,55.0,-27.0320547685,56.0,-28.0701765888,,,,,,,,,,,,
19,Stress Time Course__C90,-29.8618193026,0.44968663992505525,2.0,57.0,-29.5438428301,58.0,-30.1797957751,,,,,,,,,,,,
20,Biofilm__BI,-33.6464049425,1.105811731416156,2.0,59.0,-32.8644779685,60.0,-34.4283319165,,,,,,,,,,,,
21,Biofilm__BC,-28.30308757935,1.0317327528483107,4.0,61.0,-29.1493583128,62.0,-28.8543319087,63.0,-26.8307510993,64.0,-28.3779089966,,,,,,,,
22,Biofilm__Sw,-31.93381666705,0.38762295927931273,2.0,65.0,-31.659725844,66.0,-32.2079074901,,,,,,,,,,,,
23,Life Cycle__BT,-6.70935388845,0.7978869673732571,2.0,67.0,-7.2735451737,68.0,-6.1451626032,,,,,,,,,,,,
24,Life Cycle__B36,-2.3409597712999997,0.49624935955383775,2.0,69.0,-2.6918610586,70.0,-1.990058484,,,,,,,,,,,,
25,Life Cycle__B60,-3.2487771659,0.05237854307923674,2.0,71.0,-3.2858143889,72.0,-3.2117399429,,,,,,,,,,,,
26,M9__M9exp,0.0,0.20223587625977676,3.0,73.0,0.0985355806,74.0,-0.2326182857,75.0,0.1340827051,,,,,,,,,,
27,M9__M9tran,0.46218521873333335,0.7856230423041525,3.0,76.0,0.40496194560000004,77.0,-0.2932616166,78.0,1.2748553272,,,,,,,,,,
28,M9__M9stat,-20.798137282866666,2.1723516901292874,3.0,79.0,-18.2898362882,80.0,-22.0315162679,81.0,-22.0730592925,,,,,,,,,,
29,Supplement__M+G,-0.4527972598,0.7530992967358582,3.0,82.0,-1.0229184979000001,83.0,-0.7364016398000001,84.0,0.4009283583,,,,,,,,,,
30,Supplement__Glu,0.8547812714666666,0.2697075833507702,3.0,85.0,0.5558543209,86.0,1.0799031183,87.0,0.9285863752,,,,,,,,,,
31,Supplement__Fru,-1.2183515259666666,0.5169311768022319,3.0,88.0,-1.2201877438,89.0,-1.7343621479,90.0,-0.7005046862000001,,,,,,,,,,
32,Supplement__Mal,-1.2141833498,1.042127593470312,3.0,91.0,-0.9423222568,92.0,-2.3652979095,93.0,-0.3349298831,,,,,,,,,,
33,Supplement__G+S,-4.69736513725,1.0750592316119374,2.0,94.0,-5.4575468101,95.0,-3.9371834644,,,,,,,,,,,,
34,Supplement__Pyr,-3.2357732200333333,0.29197623668498923,3.0,96.0,-2.9271356661,97.0,-3.2725876651,98.0,-3.5075963289,,,,,,,,,,
35,Supplement__Gly,-3.4023364269333336,2.0797233465305047,3.0,99.0,-2.7658729710000003,100.0,-1.7152165897,101.0,-5.7259197201,,,,,,,,,,
36,Supplement__Glucon,-1.1793518495333333,1.325172131650981,3.0,102.0,-1.9416950892,103.0,0.3508218448,104.0,-1.9471823042,,,,,,,,,,
37,Stressors__aero,5.980097946633333,1.3118056792727137,3.0,105.0,4.6493541761,106.0,6.0188320553,107.0,7.2721076085,,,,,,,,,,
38,Stressors__nit,2.1322538963,0.25582157506051867,3.0,108.0,1.8492877038,109.0,2.3471691292,110.0,2.2003048559,,,,,,,,,,
39,Stressors__ferm,-0.05291410770000001,0.8682763371395563,3.0,111.0,-0.7778181128,112.0,0.9093623985,113.0,-0.2902866088,,,,,,,,,,
