,STM2116
SRX3136375,0.0528241386
SRX3136376,0.1785422964
SRX3136377,-0.23603967080000002
SRX3136378,0.0046732359
SRX3136379,0.2365060404
SRX3136380,-0.1310127022
SRX3136381,0.1120716878
SRX3136382,0.1909027034
SRX8914620,-0.024598810000000002
SRX8914621,0.120862382
SRX8914622,-0.096263572
SRX8914623,0.2716895245
SRX8914625,0.46964039230000004
ERX3503512,0.10094725360000001
ERX3503513,-0.056778626400000004
ERX3503514,-0.044168627200000005
ERX3503515,0.6756891946
ERX3503516,0.8729340779
ERX3503517,0.8029589117
ERX3503518,0.5604955786
ERX3503519,0.8244856435
ERX3503520,0.4101351126
SRX2195704,0.4857326711
SRX2195705,-0.4857326711
SRX2195706,0.1970723495
SRX2195707,-0.17438650700000002
SRX2195708,0.4784952501
SRX2195709,0.3903137121
SRX2195710,0.3951439754
SRX2195711,0.1815430921
ERX3467881,0.1818710083
ERX3467883,-0.1818710083
SRX3798491,0.6968838172
SRX3798492,0.498205706
SRX3798499,0.6777198162
SRX3798500,0.6906418681000001
SRX3798501,0.8358587966000001
SRX3798502,0.7302319255
SRX3798503,0.9305556930000001
SRX3798504,1.2709247612
SRX3798506,1.3476435576
SRX3798507,0.4419993186
SRX3798508,0.9611189964
SRX3798509,0.1591794122
SRX3798510,-0.1024438488
SRX3798517,0.5286587994
SRX3798518,-0.0567355634
SRX4341761,0.1248906921
SRX4341762,-0.1712787711
SRX4341763,0.3252459733
SRX4341764,-0.6518774660000001
SRX4341765,-0.0714475289
SRX4341766,0.064459324
SRX4341767,-0.1593521141
SRX4341768,0.0685802323
SRX4341769,0.09077188180000001
SRX1258665,3.7930660202
SRX1258666,3.3899436967
SRX1258667,3.2698501271
SRX1258669,-0.810552838
SRX1258670,0.810552838
ERX2079594,0.5350191669000001
ERX2079595,-0.030151527
ERX2079596,0.6630184986000001
ERX2079597,0.048470819000000005
ERX2079598,-0.36954973
ERX2079599,0.321078911
SRX2804001,-0.29019682410000003
SRX2804004,2.6779966422
SRX2804005,2.3732699702
SRX2804006,0.12698661960000002
SRX2804007,1.9785583753
SRX2804008,1.7351299997
SRX2804009,-0.0510813762
SRX2804010,-0.24142293010000002
SRX2804011,0.1353602585
SRX2804012,-0.0824380094
SRX2804013,1.5580760556
SRX2804014,2.425771499
SRX2804015,1.5509287167
SRX2804016,1.0410958247
SRX2804017,2.2911433095
SRX2804019,2.4060206223
SRX2804020,0.1597930916
SRX2804021,-0.17091407390000002
SRX2804022,-0.15216017340000002
SRX2804023,1.1408983987
SRX2804024,0.032290681200000004
SRX2804027,-0.1294835014
SRX2804028,0.1197959936
SRX2804029,0.0096875078
SRX2804030,2.3853927655
SRX2804031,1.8276684484999999
SRX2804032,1.5686970533
SRX2804033,0.1460057499
SRX2804034,1.8742275708
SRX2804035,2.1965633357
SRX2804036,1.0975912667
SRX2804037,1.386648017
SRX2804038,1.4070220914
SRX2804039,-0.042847951
SRX2804040,-0.11040412220000001
SRX2804041,1.9627366404000002
SRX2804042,1.9363136812000001
SRX2804043,1.0383607148
SRX2804044,1.5500275897
SRX2804045,-0.0455289227
SRX2804046,-0.094856808
SRX2804047,2.6344470909
SRX2804048,0.2873403838
SRX2804049,1.1891140507
SRX2804050,1.5958967119
SRX2804051,2.3797431244
SRX2804052,0.0015838315000000001
SRX2804053,0.20701486400000002
SRX2804054,-0.099728387
SRX2804055,1.4304501538
SRX2804056,1.4348282269000001
SRX2804057,1.66848817
SRX2804058,-0.0050403001
SRX2804059,-0.10574432090000001
SRX2070419,1.178978826
SRX2070420,0.9545306899
SRX2070421,1.1277667649
SRX2070422,0.199659883
SRX2070423,0.26998597010000003
SRX2070424,0.40822473410000004
SRX2070425,-0.0561163196
SRX2070426,0.07073205910000001
SRX2070427,-0.0146157396
SRX1470895,0.1667601266
SRX1470896,-0.1667601266
SRX2409106,0.028301708000000002
SRX2409107,-0.114796062
SRX2409108,0.08649435400000001
SRX2409109,-0.39568956240000003
SRX2409110,-0.42536615200000005
SRX2409111,-0.2878927611
SRX7973255,-0.2998065165
SRX7973256,0.1477695571
SRX7973257,0.1520369594
SRX7973258,-0.4095716039
SRX7973259,-0.1478019525
SRX7973260,-0.4043510289
SRX7973261,0.36692944050000004
SRX7973262,0.1192605416
SRX7973264,-0.31769873930000003
SRX7973265,-0.2384793091
SRX7973266,0.3867375069
ERX3475890,-0.1360400705
ERX3475891,0.0930048039
ERX3475892,-0.3637255267
ERX3475894,0.1511071565
ERX3475895,0.3094329167
ERX3475896,-0.08219022420000001
ERX3475897,0.4849258453
ERX3475899,-0.4027356211
ERX3475900,-0.1740542622
ERX3475901,0.4308592342
SRX8524961,0.2321301715
SRX8524962,0.5541166667
SRX8524963,0.8999178772
SRX8524964,0.7838868887
SRX8524965,-0.0510666781
SRX8524966,0.0510666781
SRX8524967,0.3411676406
SRX8524968,0.9420973328000001
SRX8524969,0.5810840829
SRX8524970,0.1410248523
SRX8524971,0.49618870400000004
SRX8524972,0.6592313852
SRX3266937,-0.1347982613
SRX3266939,0.1347982613
SRX4401053,-0.07617864540000001
SRX4401054,0.07617864540000001
SRX4401055,-0.40680542280000004
SRX4401056,0.1319128431
SRX4401057,-0.136780744
SRX4401058,-0.2278075683
SRX4401081,-0.3170906996
SRX4401082,-0.1140787057
SRX4401083,0.2189861288
SRX4401084,1.3757633009
SRX4401085,1.371709175
SRX4401086,1.3025462774
SRX4401087,0.1538119541
SRX4401088,0.07866642210000001
SRX4401089,-0.14152517550000002
SRX4401090,0.545060363
SRX4401091,0.5283491076
SRX4401092,0.6609238175000001
SRX4401093,0.4445761485
SRX4401094,-0.034275814700000004
SRX4401095,0.0228380536
SRX4401096,1.1986939504
SRX4401097,1.283322826
SRX4401098,1.18624928
SRX4401099,-0.2125953965
SRX4401100,0.3275992203
SRX4401101,-0.1150038238
SRX4401102,0.5454939313
SRX4401103,0.736709421
SRX4401104,0.8080552528
SRX8757611,-1.0247558112
SRX8757612,-0.5708167989
SRX8757613,-3.1727596919
SRX8757614,-2.905697534
SRX8757615,-3.1186845367
SRX8757616,-1.4881515218
SRX8757617,-2.8209826138
SRX8757618,-2.3726395645
SRX8757619,-1.4474252655
SRX8757620,0.6716300893
SRX8757621,-2.8212898081
SRX8757622,-2.9266049786
SRX8757623,-2.8679998815000003
SRX8757625,-2.4508095605
SRX8757626,-2.7564697294
SRX8757628,-0.1008132904
SRX8757630,-3.0980121446
SRX8757631,-3.2689628698
SRX8757632,-2.4656215931
SRX8757633,-2.2806794417000003
SRX8757634,-2.9822074427
SRX6054568,-0.056045788900000004
SRX6054569,0.056045788900000004
ERX540771,-0.1669715391
ERX540772,0.1669715391
ERX540773,0.1652646241
ERX540774,0.2898096221
SRX4702827,-0.09874345250000001
SRX4702828,0.0246789785
SRX4702829,0.074064474
SRX4702830,-0.2148517701
SRX4702831,-0.2030537784
SRX4702832,-0.0503007176
SRX2993586,-0.08293323350000001
SRX2993587,0.08293323350000001
SRX2993588,0.06684442730000001
SRX2993589,-0.2645463449
SRX2993590,0.51248089
SRX1462169,0.7192419372000001
SRX1462104,0.2613432034
SRX1462103,-0.0242451116
SRX1462105,0.0731546347
SRX1462171,0.6982688936
SRX1462102,0.0242451116
ERX1045682,-0.8564348288
ERX1045674,0.3318141717
ERX1045681,0.017866170900000002
ERX1045662,-0.4048400475
ERX1045684,-0.16275681590000002
ERX1045660,0.0445575343
ERX1045664,-0.1691905447
ERX1045670,-0.2218223916
