,b4596
p1k_00001,0.4007503585000008
p1k_00002,-0.4007503584999999
p1k_00003,1.2138766235000018
p1k_00004,1.1146098605
p1k_00005,0.15893186850000074
p1k_00006,0.3698201295000008
p1k_00007,1.6029109995000006
p1k_00008,1.5564447814999989
p1k_00009,0.8366967675000003
p1k_00010,0.9315961145000003
p1k_00011,0.3286037875000005
p1k_00012,0.7685336825000002
p1k_00014,0.4181929354999996
p1k_00015,0.6291338535000017
p1k_00016,0.3694702535000003
p1k_00017,0.8170657895000009
p1k_00018,0.8756953085000001
p1k_00019,0.4489325805000002
p1k_00020,0.6492365485000002
p1k_00021,1.2520079065000005
p1k_00022,1.2990537625000007
p1k_00023,0.2965865354999995
p1k_00024,0.8086508564999999
p1k_00025,1.0236302975000005
p1k_00026,0.4188551945000008
p1k_00027,0.6974563625000005
p1k_00028,0.5482113635000001
p1k_00029,0.4169559535000005
p1k_00030,0.7393454885000006
p1k_00031,0.5057895495000011
p1k_00032,0.5903437645000009
p1k_00033,0.3791333315000003
p1k_00034,-1.7247684175
p1k_00035,0.3596366265000004
p1k_00036,0.4953428675000007
p1k_00037,-0.014476923499999296
p1k_00038,0.4881559535000006
p1k_00039,-0.19102503749999933
p1k_00040,-0.16160804250000016
p1k_00041,0.4766887125000006
p1k_00042,0.11871850250000016
p1k_00043,0.3545574365000004
p1k_00044,0.3097591075000006
p1k_00045,0.3586017985000005
p1k_00046,0.2842227775000001
p1k_00047,0.6620198425000003
p1k_00048,0.5039116395000011
p1k_00049,0.049748367500000334
p1k_00050,0.9281747965000005
p1k_00051,0.4847164604999996
p1k_00052,-0.0936798794999998
p1k_00053,-0.4301400424999997
p1k_00054,1.6737524265
p1k_00055,1.5635224405
p1k_00056,1.5844918615
p1k_00057,1.6541064375000003
p1k_00058,1.2396136825000008
p1k_00059,0.9705254265
p1k_00060,0.8354332525000006
p1k_00061,0.9649795145000004
p1k_00062,1.8599293185
p1k_00063,1.3566767435000004
p1k_00064,-0.7431104794999994
p1k_00065,-0.8646047684999996
p1k_00066,-1.2495870164999996
p1k_00067,-1.1540477925
p1k_00068,2.8658058064999987
p1k_00070,1.3733588765000002
p1k_00071,1.5201390965000003
p1k_00072,1.3827398464999991
p1k_00073,2.7575951435
p1k_00074,2.8875964585000014
p1k_00075,2.7309082975000014
p1k_00077,2.5105064085000013
p1k_00078,3.0692848995000013
p1k_00079,2.6873346464999996
p1k_00080,3.1772608495
p1k_00081,1.9561575104999989
p1k_00082,1.2092453095000009
p1k_00083,1.3384524065
p1k_00084,0.7041610745000009
p1k_00085,1.0224172155
p1k_00086,1.0072598915000004
p1k_00087,0.8681125985000007
p1k_00088,0.7059930345000005
p1k_00089,0.8276276895000008
p1k_00090,-0.06875322850000032
p1k_00091,0.2806680685000007
p1k_00092,1.0519411615000005
p1k_00093,0.8465252135000005
p1k_00094,-0.8578660905
p1k_00095,-0.6301692425000001
p1k_00096,0.4522714465000002
p1k_00097,1.0063158215000003
p1k_00098,-0.9860440935000004
p1k_00099,-0.26841531949999986
p1k_00100,0.8520255985000018
p1k_00101,-0.6415250204999996
p1k_00102,-0.3656384474999994
p1k_00103,-0.5472121234999996
p1k_00104,-0.30910168049999953
p1k_00105,0.8353623415000007
p1k_00106,0.6519709725
p1k_00107,0.8254814404999999
p1k_00108,0.6070060055000006
p1k_00109,0.6506824154999995
p1k_00110,-0.3965307045
p1k_00111,-0.15218592549999954
p1k_00112,0.004633168500000728
p1k_00113,0.5376027475000003
p1k_00114,0.4512568965000003
p1k_00115,0.3554347165000005
p1k_00116,-0.0852926285000013
p1k_00117,-0.8223214844999998
p1k_00118,-0.4816314454999997
p1k_00119,-0.8245659864999997
p1k_00120,-0.5690115024999995
p1k_00121,-0.5172390064999997
p1k_00122,-0.8135856644999997
p1k_00123,-0.3832944784999999
p1k_00124,-0.3669242764999998
p1k_00125,2.0953707305
p1k_00126,0.8279083915000003
p1k_00127,0.0691049915000006
p1k_00128,-0.03334786249999944
p1k_00129,2.7262863685000003
p1k_00130,2.0732416545000003
p1k_00131,2.0662616445000013
p1k_00132,-0.005992626499999432
p1k_00133,1.8857226835000016
p1k_00134,0.9992226095000004
p1k_00135,0.8730198554999999
p1k_00136,2.227307944500001
p1k_00137,0.9571928085000004
p1k_00138,2.4993213295000007
p1k_00139,2.021942210499999
p1k_00140,0.7401525245000009
p1k_00141,2.3682041425
p1k_00142,1.3667828525
p1k_00143,2.0106335635
p1k_00144,1.7505885525
p1k_00145,3.236211367500001
p1k_00146,1.5577228875000009
p1k_00147,2.8769376485
p1k_00148,3.1507134264999994
p1k_00149,1.5507767515000002
p1k_00150,3.2976260985000003
p1k_00151,2.2918125285000013
p1k_00152,2.4507648455
p1k_00153,1.7563578895000012
p1k_00154,3.0420818005
p1k_00155,2.8671213105
p1k_00157,2.6386319665
p1k_00158,2.4895031555
p1k_00159,2.047977779500001
p1k_00160,1.2342361085000002
p1k_00161,0.15144151450000098
p1k_00162,-0.13346768950000065
p1k_00163,0.36678360950000055
p1k_00164,1.2389713295000009
p1k_00165,0.5754060154999996
p1k_00166,1.1798026115000004
p1k_00167,0.7324365025000006
p1k_00168,0.4622759875
p1k_00169,0.5949564294999998
p1k_00170,1.0153542945000007
p1k_00171,2.3223865355
p1k_00172,2.2563764875000007
p1k_00173,0.8310451255000002
p1k_00174,0.8441947985000002
p1k_00175,1.3828905725
p1k_00176,1.3775183325000002
p1k_00177,0.3670407375
p1k_00178,0.17449120950000108
p1k_00179,0.11418365150000033
p1k_00180,0.03601917049999948
p1k_00181,1.1558321625000003
p1k_00182,1.0152493235000015
p1k_00183,1.3525773495000006
p1k_00184,1.4724303405
p1k_00185,1.0724046995000007
p1k_00186,0.7154039645000009
p1k_00187,0.6814973335000003
p1k_00188,0.8847120175000001
p1k_00189,0.9760570165000004
p1k_00190,0.3040618235000005
p1k_00191,1.0915198945000009
