,Value,list
TF,SigB,
reg_genes,221,"['yhdF' 'spdL' 'dacC' 'ydaM' 'yfhO' 'yvbG' 'rsbU' 'ytkK' 'rbfA' 'ydaN'
 'rulQ' 'brxJ' 'yfkR' 'yfkJ' 'yfkT' 'nusA' 'ydfP' 'yhcM' 'yqjL' 'fin'
 'yflB' 'yocB' 'yacL' 'suhB' 'rsbT' 'yuzH' 'csbX' 'glxK' 'ylxP' 'pgl'
 'ytxG' 'ypuB' 'ispF' 'ypuD' 'mcsB' 'ctc' 'ydbD' 'yfkI' 'ytkL' 'estA'
 'trxA' 'bofC' 'yfhD' 'ydfO' 'clpP' 'cypE' 'yoaA' 'yybO' 'ycdG' 'bmrR'
 'yebG' 'ydzE' 'yflI' 'era' 'nnrA' 'yvrE' 'ytiB' 'yceG' 'dctB' 'ipi'
 'epsK' 'aldY' 'ephM' 'rsbRA' 'clpC' 'spo0E' 'yycD' 'yxjJ' 'yebE' 'yugU'
 'ypuC' 'pth' 'yfkD' 'rpmEB' 'disA' 'ydaL' 'yuzA' 'yceE' 'yceF' 'yjgB'
 'gtaB' 'yqhQ' 'yvzE' 'ywlB' 'ytfP' 'luxS' 'rnr' 'yjbC' 'ykzC' 'ysnF'
 'aag' 'ispD' 'ypuC' 'ydeC' 'phoR' 'katX' 'nadE' 'ywsA' 'menC' 'smpB'
 'yqzL' 'yydC' 'pgoN' 'yjgC' 'yaaI' 'phoP' 'ctsR' 'mscT' 'ywjA' 'yfhE'
 'galM' 'sufL' 'yfkQ' 'ymaE' 'ywmF' 'yjgD' 'hpf' 'gabD' 'ysdB' 'ytxH'
 'mapB' 'sodA' 'yceC' 'guaN' 'radA' 'lyxE' 'yflD' 'yqhP' 'yxaB' 'ymzB'
 'yceD' 'recO' 'sleL' 'rbn' 'mcsA' 'plsC' 'opuD' 'farP' 'ppuG' 'yocK'
 'yyzG' 'ywjB' 'rimP' 'spxA' 'opuE' 'menE' 'rulR' 'cdd' 'bmr' 'ygxB'
 'iolW' 'ydaT' 'infB' 'ytkC' 'yxnA' 'epsJ' 'ydhK' 'rsbS' 'yceH' 'yitT'
 'ydaF' 'yfhF' 'yxjI' 'yxiS' 'secG' 'yhxD' 'csbA' 'yxzF' 'yflH' 'yfkS']"
comp_genes,53,['efp' 'cydA']
both_genes,51,"['ycdF' 'sufLB' 'yxbG' 'ydaS' 'ybyB' 'gsiB' 'ytaB' 'poxB' 'akrN' 'yqhB'
 'rsbRD' 'ywsB' 'chaA' 'yerD' 'rsbV' 'yczO' 'ykzN' 'rsbW' 'dps' 'yyzH'
 'yoxC' 'ywjC' 'rsbX' 'yflT' 'yvgO' 'ykzI' 'csbC' 'ywmE' 'yoxB' 'mgsR'
 'cypC' 'ohrB' 'sigB' 'ywzA' 'ycbP' 'csbD' 'ywtG' 'yqxL' 'clsC' 'gspA'
 'yjzE' 'katE' 'ydaG' 'ydaC' 'csbB' 'bmrU' 'ddaH' 'yfhK' 'ydaD' 'nhaX'
 'yflA']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
