,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-0.04228839750000001,0.8224822538951957,3.0,0.0,-0.8626241117000001,1.0,0.7823237200000001,2.0,-0.0465648008,,,,,,,,,,
1,LB__LBtran,3.1270863289000004,1.4128562777035238,3.0,3.0,4.7397330407,4.0,2.5345170341000003,5.0,2.1070089119,,,,,,,,,,
2,LB__LBstat,4.2755897528,0.8724334780131708,3.0,6.0,5.2495226023,7.0,4.0116284335,8.0,3.5656182226,,,,,,,,,,
3,LB__LBGexp,-1.7497993760333335,1.3457443682494017,3.0,9.0,-3.1506585471,10.0,-0.4669411753,11.0,-1.6317984057000001,,,,,,,,,,
4,LB__LBGtran,3.0998876213499997,0.15248443646526752,2.0,12.0,3.2077104004,13.0,2.9920648423,,,,,,,,,,,,
5,LB__LBGstat,-0.722229143,1.2520022912377458,3.0,14.0,-0.7834252752,15.0,-1.9425111720000001,16.0,0.5592490182000001,,,,,,,,,,
6,Life Cycle__S0,-2.1686030036333332,0.6257031164119063,3.0,17.0,-2.8423271442,18.0,-1.6057404318000001,19.0,-2.0577414349,,,,,,,,,,
7,Life Cycle__S1,4.6797441215,0.39566007450737267,3.0,20.0,4.8686115748,21.0,4.2250414559,22.0,4.9455793338,,,,,,,,,,
8,Life Cycle__S2,5.248288839333333,0.9564713870361263,3.0,23.0,4.8818327935,24.0,6.3338028419,25.0,4.5292308826,,,,,,,,,,
9,Life Cycle__S3,-3.7525632166,2.1781330818459157,2.0,26.0,-5.2927358891,27.0,-2.2123905441,,,,,,,,,,,,
10,Life Cycle__S4,-7.648900035133334,1.4790708860731168,3.0,28.0,-6.0678663227,29.0,-8.9987915298,30.0,-7.8800422529,,,,,,,,,,
11,Life Cycle__S5,-8.917348093533333,1.216272470978761,3.0,31.0,-9.6979733405,32.0,-9.53811751,33.0,-7.5159534301,,,,,,,,,,
12,Life Cycle__S6,-21.38147880355,6.471639532393491,8.0,34.0,-15.8175964151,35.0,-15.7729379728,36.0,-14.3646649046,37.0,-19.5699670462,38.0,-18.8707343963,39.0,-30.2978639793,40.0,-28.0654244571,41.0,-28.292641257
13,Life Cycle__S7,-31.742683569633332,0.47676529299752457,3.0,42.0,-32.2372780688,43.0,-31.7047600425,44.0,-31.2860125976,,,,,,,,,,
14,Life Cycle__S8,-32.26660908755,1.3974280218213773,2.0,45.0,-33.254739918,46.0,-31.2784782571,,,,,,,,,,,,
15,Life Cycle__G135,-3.15849627055,1.6536970416092036,2.0,47.0,-1.9891558784,48.0,-4.3278366627,,,,,,,,,,,,
16,Life Cycle__G150,-1.512953237266667,0.9249271257186358,3.0,49.0,-1.0499562324,50.0,-2.5779477013000003,51.0,-0.9109557781000001,,,,,,,,,,
17,Life Cycle__G180,-1.6311568890333332,0.13520539112575108,3.0,52.0,-1.736952464,53.0,-1.6776873170000002,54.0,-1.4788308861,,,,,,,,,,
18,Stress Time Course__C30,-3.3150638958,0.34496084394875626,2.0,55.0,-3.5589880477999998,56.0,-3.0711397438,,,,,,,,,,,,
19,Stress Time Course__C90,2.79414222995,0.3379546518405619,2.0,57.0,3.033112256,58.0,2.5551722038999998,,,,,,,,,,,,
20,Biofilm__BI,-1.01317174675,0.8682685495106668,2.0,59.0,-0.3992131675,60.0,-1.627130326,,,,,,,,,,,,
