,-0.09067474417136,-0.06800605812852,-0.04533737208567999,-0.02266868604283999,1.3877787807814457e-17,0.022668686042840017,0.04533737208568002,0.06800605812852002,0.09067474417136002,0.11334343021420003,0.13601211625704002,0.15868080229988002,0.18134948834272002,0.20401817438556002,0.22668686042840003,0.24935554647124003,0.27202423251408003,0.29469291855692004,0.31736160459976004,0.34003029064260004
thresh,-0.0566717151071,0.0566717151071,2,,,,,,,,,,,,,,,,,
unreg,1,0,25,335,2989,234,23,4,5,4,0,1,1,0,0,1,0,0,0,0
Fnr,0,0,1,39,197,31,9,8,3,5,3,1,2,1,0,0,0,0,0,0
unreg_genes,['iscR'],[],[],[],[],[],[],['yfcC' 'abrB' 'hybO' 'ycbJ'],['ynjE' 'yoeA_1' 'cdgI' 'yecH' 'yjjI'],['yhbV' 'ydjY' 'yhcC' 'bssR'],[],['ttdR'],['ydjX'],[],[],['yhbU'],[],[],[],[]
Fnr_genes,[],[],['moaD'],"['ydhT' 'narJ' 'ccmE' 'fnr' 'napB' 'ybdN' 'nrfC' 'amtB' 'ydeJ' 'narI'
 'nrfE' 'ccmC' 'fdnI' 'aldA' 'narH' 'citF' 'ytfE' 'fixB' 'dmsD' 'ccmG'
 'soxR' 'garR' 'cydB' 'tdcD' 'gadA' 'garL' 'ndh' 'nikR' 'tdcG' 'dpiA'
 'sdhC' 'ydhW' 'gadW' 'ccmH' 'fepE' 'ssuB' 'gdhA' 'fixC' 'argK']","['ychO' 'moaE' 'glpB' 'pstS' 'hyfI' 'tdcC' 'entF' 'aspC' 'gnd' 'ygbA'
 'ydhX' 'pstC' 'narL' 'ssuA' 'dcuR' 'cyoA' 'fdhF' 'uxaA' 'cheR' 'nuoK'
 'norV' 'sodA' 'ccmF' 'ydhV' 'narX' 'emrK' 'tar' 'zwf' 'aer' 'tdcF' 'xdhB'
 'mltA' 'purN' 'nikD' 'sdhD' 'tpx' 'hmp' 'msrB' 'ubiA' 'uxaC' 'hyfB'
 'yecR' 'emrY' 'yibN' 'garD' 'lpd' 'glnK' 'bcsB' 'napG' 'rplM' 'ccmB'
 'dppA' 'dpiB' 'nirC' 'gadX' 'uraA' 'upp' 'nikE' 'aceE' 'frdD' 'moaC'
 'rplC' 'malQ' 'rpsI' 'ssuD' 'ynfH' 'gcvT' 'rimM' 'rplD' 'prmC' 'rplW'
 'napH' 'pitA' 'fhlA' 'soxS' 'xdhC' 'dcuA' 'ssuE' 'norW' 'cydC' 'acrF'
 'tdcB' 'nrfD' 'moeB' 'cheB' 'dcuS' 'aceF' 'pstB' 'scpC' 'rpsP' 'rplV'
 'trmD' 'glpC' 'rplS' 'cysG' 'cydA' 'caiC' 'rplB' 'glnD' 'hyfG' 'puuP'
 'dppF' 'dppD' 'dppC' 'pykA' 'nfeR' 'tap' 'hypE' 'ysgA' 'gcvH' 'gltF'
 'glpA' 'scpB' 'nrfG' 'rplT' 'ycaC' 'ynfG' 'acnA' 'ung' 'pstA' 'caiF'
 'rpsC' 'rpsJ' 'nac' 'glpQ' 'ccmA' 'puuA' 'rplP' 'bcsZ' 'caiB' 'moaB'
 'phoU' 'tdcE' 'cheZ' 'prfA' 'feoC' 'dmsC' 'ynfF' 'arcA' 'yffS' 'citC'
 'purM' 'fumB' 'focB' 'hypC' 'sdhA' 'dppB' 'nuoN' 'thrA' 'fumA' 'garK'
 'rpsS' 'nuoJ' 'cyoB' 'nrfB' 'acrE' 'katG' 'gltD' 'nuoM' 'yeiL' 'gltB'
 'fixA' 'malP' 'rpmC' 'ompX' 'nuoA' 'fumC' 'rpsQ' 'moeA' 'nuoC' 'scpA'
 'hyfR' 'napC' 'gcvP' 'ydhU' 'cyoC' 'ackA' 'glpT' 'nuoG' 'nuoL' 'aroP'
 'nuoE' 'nuoF' 'nuoI' 'xdhA' 'poxB' 'nuoH' 'viaA' 'ubiC' 'caiA' 'frdC'
 'ssuC' 'cheY' 'hyfD' 'caiD' 'hlyE' 'sucD']","['fes' 'cyoE' 'hyfF' 'pdeF' 'nuoB' 'fdnH' 'sucB' 'sdhB' 'sucC' 'cyoD'
 'dcuB' 'iraD' 'sucA' 'hemA' 'tdcA' 'cydD' 'dmsB' 'pflB' 'nrfA' 'pdhR'
 'ansB' 'ccp' 'caiT' 'moaA' 'frdB' 'hypD' 'adhE' 'garP' 'napA' 'cadC'
 'pepT']",['ravA' 'hcr' 'nikC' 'ybdZ' 'nrdG' 'hcp' 'ydfO' 'ydhY' 'yfcZ'],['nirD' 'dcuC' 'frdA' 'aspA' 'feoB' 'nikB' 'hypB' 'narG'],['nrdD' 'fdnG' 'napD'],['dmsA' 'focA' 'ynfE' 'ydfZ' 'napF'],['narK' 'nirB' 'feoA'],['grcA'],['ompW' 'ynfK'],['nikA'],[],[],[],[],[],[]
