,-0.09820979615625,-0.08511515666875,-0.07202051718125,-0.05892587769374999,-0.045831238206249986,-0.03273659871874998,-0.019641959231249978,-0.006547319743749974,0.00654731974375003,0.019641959231250034,0.03273659871875004,0.04583123820625004,0.058925877693750045,0.07202051718125005,0.08511515666875005,0.09820979615625006,0.11130443564375006,0.12439907513125006,0.13749371461875007,0.15058835410625007
thresh,-0.05237855795,0.05237855795,1,,,,,,,,,,,,,,,,,
unreg,1,2,1,1,14,55,431,2776,2026,430,107,31,12,10,4,2,2,1,0,0
unreg_genes,['PSPTO_3414'],['PSPTO_RS04130' 'PSPTO_RS08865'],['PSPTO_RS06010'],['kdpF'],[],[],[],[],[],[],[],[],"['PSPTO_3203' 'PSPTO_0558' 'nusA' 'PSPTO_2890' 'PSPTO_4055' 'hflK'
 'PSPTO_0719' 'PSPTO_RS16605' 'PSPTO_2912' 'PSPTO_1608' 'PSPTO_3016' 'ohr']","['PSPTO_1607' 'PSPTO_3211' 'PSPTO_1303' 'PSPTO_2457' 'PSPTO_1786'
 'PSPTO_3162' 'lptC' 'PSPTO_RS11625' 'pqqC' 'PSPTO_RS29130']",['ettA' 'PSPTO_3492' 'PSPTO_RS29985' 'PSPTO_4387'],['PSPTO_2011' 'PSPTO_RS11325'],['PSPTO_4330' 'qor'],['PSPTO_RS12390'],[],[]
