,PSPTO_3689
SRX1828913,0.017700716000000002
SRX1828914,-0.2163949736
SRX1828915,0.002685068
SRX1828916,-0.5037749365
SRX1828917,-0.020385784
SRX1828918,-0.2940686809
SRX3983989,0.2559289419
SRX3983990,0.4023065997
SRX3983993,-0.1591621521
SRX3983994,0.0697683352
SRX3983995,0.2134323529
SRX3983996,1.0008911872
SRX3983997,-0.41429094240000003
SRX3983998,0.0993513312
SRX3983999,-0.2020619374
SRX3984000,-0.1898978137
SRX3984001,-0.2624846823
SRX3984002,-0.3296908731
SRX3984003,0.4345943089
SRX3984004,0.2420804145
SRX3984005,-0.2508814156
SRX3984006,0.5551080817
SRX3984007,0.1772288596
SRX3984008,-0.0445384049
SRX3984009,0.3058932265
SRX3984010,-0.2988950682
SRX3984011,0.2441952151
SRX3984012,0.5633037091
SRX3984013,0.3370534224
SRX3984014,0.2819852024
SRX3984015,0.2174554031
SRX3984016,0.5120577709
SRX3984017,-0.32197543230000003
SRX3984019,0.3306604747
SRX3984020,-0.19716627790000002
SRX3984021,0.12057187600000001
SRX3984022,-0.24412749520000002
SRX3984023,0.0954106945
SRX3984024,0.4254878958
SRX3984025,0.034545387000000004
SRX3984026,-0.2675389576
SRX3984027,-0.09110295410000001
SRX3984028,0.1403790179
SRX3984029,0.09261491520000001
SRX3984031,-0.24511780090000002
SRX3984032,-0.3031245896
SRX3984034,-0.0621054843
SRX3984035,-0.1339826456
SRX3984036,0.3509219491
SRX3984037,1.1112145189
SRX3984038,-0.07876537410000001
SRX3984039,0.5349995503
SRX3984040,-0.1890630878
SRX3984041,0.0171054742
SRX3984042,1.0234734427
SRX3984043,0.7673333203
SRX3984045,0.0358883357
SRX3984046,0.1383185169
SRX3984047,0.21590083200000001
SRX3984048,0.4819367452
SRX3984049,0.5847169602
SRX3984050,0.19007026470000002
SRX3984051,-0.0768181689
SRX3984052,0.4817622449
SRX3984056,-0.4164728398
SRX3984057,-0.167366928
SRX3984058,0.2444976976
SRX3984059,0.320677971
SRX3984061,0.33870420760000003
SRX3984062,0.3807179028
SRX3984063,0.0081159351
SRX3984064,0.36434574140000003
SRX3984065,0.2434791501
SRX3984066,0.3794885747
SRX3984067,0.30317857740000004
SRX3984068,0.39937112410000003
SRX3984069,-0.1445652908
SRX3984070,-0.012595238
SRX3984071,-0.2221178691
SRX3984073,0.0370733975
SRX3984074,-0.0036280877
SRX3984077,0.015649586400000002
SRX3984078,0.2309830616
SRX3984079,0.6890557575
SRX3984080,-0.171623727
SRX3984082,0.23315552120000002
SRX3984084,-0.13374231450000001
SRX6997963,-0.0671692779
SRX6997964,0.0494090395
SRX6997965,0.054156506400000005
SRX6997967,0.16490031030000002
SRX6997968,0.1995443554
SRX6997969,-0.0220562686
SRX6997971,-0.0977310324
SRX6997972,-0.0045236342
SRX6997973,0.0480064786
SRX3159100,0.09129204190000001
SRX3159101,-0.15244023980000002
SRX3159102,0.1093664647
SRX3159103,-0.0482182668
SRX3159000,0.10651056880000001
SRX3159001,-0.11658137780000001
SRX3159002,-0.44029903810000004
SRX3159003,-0.2139147506
SRX3159004,-0.288059658
SRX3159005,-0.0492544225
SRX3159006,-0.1712259464
SRX3159007,-0.3911006469
SRX3159008,-0.2355956505
SRX3159009,-0.5448938787000001
SRX3159010,0.3352779462
SRX3159012,-0.0449888286
SRX3159013,-0.067349248
SRX3159014,-0.13719251300000002
SRX3159015,-0.0593404614
SRX3159016,-0.4953799296
SRX3159017,-0.239441647
SRX3159018,0.2209627432
SRX3159019,0.345389469
SRX3159020,0.1072493647
SRX3159021,0.41269359520000004
SRX3159022,-0.8801625536000001
SRX3159023,0.33587760040000003
SRX3159024,-0.14470624070000002
SRX3159025,0.062485908300000004
SRX3159026,0.2905155949
SRX3159027,-0.16565395830000001
SRX3159028,-0.7095260482
SRX3159029,-0.2025837437
SRX3159030,0.0178043099
SRX3159034,-0.15237949080000002
SRX3159036,-0.17446184650000002
SRX3159037,-0.2111169196
SRX3159041,-0.7261340795
