,BSU25240
M9exp_1,12.3651
M9exp_2,11.9794
M9exp_3,11.6876
M9tran_1,11.6842
M9tran_2,11.575
M9tran_3,11.741
M9stat_1,9.525
M9stat_2,9.3373
M9stat_3,9.185
MG-0.1_1,12.0383
MG-0.1_2,11.1051
MG-0.1_3,12.4003
MG-0.2_2,11.4718
MG-0.2_3,12.0202
MG+5_1,12.2269
MG+5_2,11.9341
MG+5_3,11.6833
MG+10_1,12.5749
MG+10_2,12.0559
MG+10_3,11.5523
MG+15_1,11.6007
MG+15_2,12.8383
MG+15_3,12.3711
MG+25_1,12.1344
MG+25_2,11.9934
MG+25_3,12.3822
MG+45_1,12.0366
MG+45_2,11.4688
MG+45_3,12.6098
MG+60_2,11.8784
MG+60_3,11.6875
MG+90_2,11.4421
MG+90_3,12.1469
MG+120_1,10.9045
MG+120_2,11.9401
MG+120_3,11.6718
MG+150_1,11.8404
MG+150_3,11.8902
GM-0.1_1,11.7939
GM-0.1_2,11.9791
GM-0.1_3,11.7026
GM-0.2_1,11.9332
GM-0.2_2,12.1261
GM-0.2_3,11.5561
GM+5_1,11.6112
GM+5_2,11.6799
GM+5_3,11.7468
GM+10_2,11.9935
GM+10_3,10.7602
GM+15_1,12.095999999999998
GM+15_2,11.9878
GM+15_3,11.7262
GM+25_1,12.3894
GM+25_2,12.0301
GM+25_3,11.5684
GM+45_1,12.4308
GM+45_2,11.2912
GM+45_3,11.588
GM+60_1,12.3486
GM+60_2,11.2741
GM+60_3,11.3428
GM+90_1,12.6315
GM+90_2,12.2912
GM+90_3,12.1871
GM+120_1,11.609000000000002
GM+120_3,11.9173
GM+150_1,11.9661
GM+150_2,11.4325
GM+150_3,12.2333
BT_1,11.5672
BT_2,10.9726
B36_1,11.2251
B36_2,11.1004
B60_1,10.7526
B60_2,10.8796
S0_1,11.336
S0_2,11.5888
S0_3,11.6466
S1_1,11.6919
S1_2,11.5718
S1_3,11.9007
S2_1,10.6944
S2_2,10.7567
S2_3,10.7053
S3_1,11.0576
S3_2,10.9634
S4_1,11.1076
S4_2,11.1891
S4_3,11.0322
S5_1,10.77
S5_2,10.9602
S5_3,11.2092
S6_1,10.0404
S6_2,8.7175
S6_3,10.4681
S6/t_1,10.0872
S6/t_2,8.435
S6_4,10.1036
S6_5,10.2929
S6_6,10.4588
S7_4,10.2844
S7_5,10.1101
S7_6,10.5238
S8_4,9.9152
S8_5,9.7855
G135_1,13.1102
G135_3,11.2136
G150_1,12.5635
G150_2,13.4135
G150_3,13.2209
G180_1,12.783
G180_2,13.1854
G180_3,11.7398
T-5.40H_1,12.1194
T-4.40H_1,12.0307
T-3.40H_1,12.0065
T-2.40H_1,11.8995
T-1.40H_1,11.5451
T-1.10H_1,11.8987
T-0.40H_1,11.2901
T0.0H_1,11.422
T0.30H_1,10.3645
T1.0H_1,10.4815
T1.30H_1,10.0033
T2.0H_1,9.9726
T2.30H_1,10.6743
T3.0H_1,10.0552
T3.30H_1,10.4558
T4.0H_1,10.3113
T5.0H_1,10.0394
LBexp_1,12.5874
LBexp_2,12.6215
LBexp_3,12.4536
LBtran_1,11.265999999999998
LBtran_2,11.9078
LBtran_3,12.0721
LBstat_1,11.6764
LBstat_2,11.518
LBstat_3,11.2131
LBGexp_1,12.8367
LBGexp_2,12.6043
LBGexp_3,12.9344
LBGtran_2,12.3874
LBGtran_3,12.8794
LBGstat_1,11.6027
LBGstat_2,11.4756
LBGstat_3,11.6393
Mt0_1,12.4065
Mt0_3,12.8023
M0t45_1,12.3222
M0t45_2,12.4167
M0t45_3,12.6821
M0t90_1,10.7972
M0t90_2,12.1186
M0t90_3,11.6773
M40t45_1,12.1246
M40t45_2,11.6432
M40t45_3,12.6572
M40t90_1,11.1398
M40t90_2,11.9967
M40t90_3,12.1756
dia0_1,12.3148
dia0_2,12.5403
dia0_3,12.9398
dia5_1,12.32
dia5_2,12.6673
dia5_3,12.8515
dia15_1,13.6565
dia15_2,13.5374
dia15_3,11.6563
C30_1,11.2014
C30_2,11.479
C90_1,11.6828
C90_2,11.7858
SMM_1,12.1037
SMM_2,11.9889
SMM_3,11.9618
Salt_1,11.3117
Salt_2,11.0728
Salt_3,11.3795
M+G_1,11.7835
M+G_2,11.952
M+G_3,11.9486
Glu_1,12.2892
Glu_2,12.3176
Glu_3,12.3896
Fru_1,12.0022
