sample,new_3446078_3446175_c
LBexp_1,11.3493
LBexp_2,11.1412
LBexp_3,11.1444
LBtran_1,11.7698
LBtran_2,11.9106
LBtran_3,11.807
LBstat_1,11.9226
LBstat_2,11.7468
LBstat_3,10.9152
LBGexp_1,7.782999999999999
LBGexp_2,11.1767
LBGexp_3,11.1083
LBGtran_2,10.8806
LBGtran_3,11.1792
LBGstat_1,9.5253
LBGstat_2,9.1705
LBGstat_3,10.1835
S0_1,10.0496
S0_2,10.3247
S0_3,10.2356
S1_1,11.8513
S1_2,11.5726
S1_3,12.4247
S2_1,12.4545
S2_2,12.762
S2_3,12.0732
S3_1,13.2749
S3_2,13.4128
S4_1,14.3689
S4_2,14.0779
S4_3,13.6703
S5_1,13.5831
S5_2,14.4486
S5_3,13.9673
S6_1,13.22
S6_2,10.0808
S6_3,13.262
S6/t_1,13.0224
S6/t_2,9.7394
S6_4,10.2852
S6_5,12.8883
S6_6,13.1554
S7_4,12.3956
S7_5,12.4673
S7_6,12.5761
S8_4,12.0521
S8_5,11.3988
G135_1,10.5817
G135_3,9.5891
G150_1,10.8258
G150_2,12.1701
G150_3,10.9298
G180_1,11.3543
G180_2,12.3916
G180_3,10.9575
C30_1,9.6415
C30_2,9.9597
C90_1,11.8645
C90_2,11.5999
BI_1,10.9864
BI_2,11.5963
BC_2,11.4522
BC/t_1,11.4858
BC/t_2,11.5606
BC_1,11.0368
Sw_1,10.3073
Sw_2,10.8239
BT_1,13.102
BT_2,12.1169
B36_1,11.2959
B36_2,11.0435
B60_1,10.9965
B60_2,10.9903
M9exp_1,13.433
M9exp_2,13.3047
M9exp_3,13.5547
M9tran_1,13.1358
M9tran_2,13.128
M9tran_3,13.5826
M9stat_1,11.8559
M9stat_2,11.3584
M9stat_3,11.2963
M+G_1,13.5382
M+G_2,13.4496
M+G_3,13.5467
Glu_1,14.2724
Glu_2,14.2779
Glu_3,14.1186
Fru_1,14.797
Fru_2,14.4712
Fru_3,13.4163
Mal_1,13.1484
Mal_2,13.4402
Mal_3,13.2588
G+S_2,14.8426
G+S_3,14.4536
Pyr_1,13.4605
Pyr_2,14.0189
Pyr_3,13.5783
Gly_1,12.5856
Gly_2,13.7049
Gly_3,11.5752
Glucon_1,13.5695
Glucon_2,14.015
Glucon_3,12.3614
aero_1,11.8546
aero_2,10.8049
aero_3,11.5672
nit_1,12.7131
nit_2,12.56
nit_3,12.4206
ferm_1,9.0447
ferm_2,12.1344
ferm_3,12.6433
T-5.40H_1,13.7919
T-4.40H_1,13.3203
T-3.40H_1,13.5797
T-2.40H_1,12.9073
T-1.40H_1,13.1369
T-1.10H_1,12.9092
T-0.40H_1,13.0088
T0.0H_1,12.8764
T0.30H_1,11.5587
T1.0H_1,11.7527
T1.30H_1,11.5204
T2.0H_1,11.4442
T2.30H_1,12.7063
T3.0H_1,12.4187
T3.30H_1,12.4291
T4.0H_1,12.8894
T5.0H_1,12.3773
HPh_1,11.566
HPh_2,10.8629
HPh_3,11.3193
LPh_1,11.6028
LPh_2,11.5533
LPh_3,11.3655
LPhT_1,10.4981
LPhT_2,10.0419
LPhT_3,10.3737
SMMPr_1,13.8028
SMMPr_2,13.9064
SMMPr_3,14.1709
HiTm_1,13.1081
HiTm_2,14.5351
HiTm_3,14.5533
LoTm_1,12.1631
LoTm_2,12.2275
LoTm_3,12.3158
HiOs_1,12.8583
HiOs_2,12.3926
HiOs_3,12.9933
BMM_1,13.6069
BMM_2,13.3382
BMM_3,13.4468
Heat_1,15.479
Heat_2,14.9665
Heat_3,14.7308
Cold_1,12.2158
Cold_2,11.8214
Cold_3,9.0377
Etha_1,14.0196
Etha_2,13.4329
Etha_3,13.6037
SMM_1,14.2214
SMM_2,14.1427
SMM_3,14.2862
Salt_1,14.4159
Salt_2,14.5199
Salt_3,14.3868
Mt0_1,11.2602
Mt0_3,11.0945
M0t45_1,11.4976
M0t45_2,11.0197
M0t45_3,11.8756
M0t90_1,10.9003
M0t90_2,11.6423
M0t90_3,11.7457
M40t45_1,11.2751
M40t45_2,12.015999999999998
M40t45_3,11.8719
M40t90_1,11.6629
M40t90_2,12.0605
M40t90_3,12.5838
dia0_1,11.0801
dia0_2,11.421
dia0_3,11.532
dia5_1,12.4984
dia5_2,12.7356
dia5_3,12.4054
dia15_1,13.2121
dia15_2,13.4381
dia15_3,12.1674
Diami_1,11.4371
Diami_2,11.8049
Diami_3,11.6891
Paraq_1,10.4877
Paraq_2,10.9845
Paraq_3,8.4781
H2O2_1,11.1151
H2O2_2,11.7062
H2O2_3,11.6186
Oxctl_1,10.3752
Oxctl_2,10.3482
Oxctl_3,11.2436
GM-0.1_1,13.3706
GM-0.2_1,12.9979
GM+5_1,13.3793
GM+15_1,13.5164
GM+25_1,14.3049
GM+45_1,14.1323
GM+60_1,13.9715
GM+90_1,14.0342
GM+120_1,12.296
GM+150_1,13.383
GM-0.1_2,14.7597
GM-0.2_2,14.9681
GM+5_2,14.3723
GM+10_2,14.2279
GM+15_2,14.2841
GM+25_2,14.7306
GM+45_2,12.1417
