,-0.16954270201466987,-0.11302846800977992,-0.056514234004889974,-2.7755575615628914e-17,0.05651423400488992,0.11302846800977989,0.1695427020146698,0.22605693601955973,0.2825711700244497,0.3390854040293397,0.39559963803422965,0.4521138720391195,0.5086281060440094,0.5651423400488995,0.6216565740537894,0.6781708080586792,0.7346850420635693,0.7911992760684592,0.8477135100733493,0.9042277440782391
thresh,-0.08477135100733493,0.08477135100733493,1,,,,,,,,,,,,,,,,,
unreg,2,2,50,4213,55,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
unreg_genes,['BSU_27185' 'yrzI'],['bmrC' 'bmrD'],[],[],[],['yqjD' 'sigH'],[],[],[],[],[],[],[],[],['raeA'],[],[],[],[],[]
