,STM2153
SRX3136375,0.23226545710000002
SRX3136376,-0.1691300637
SRX3136377,0.5867790714000001
SRX3136378,-0.6499144648
SRX3136379,0.526751961
SRX3136380,0.45807055690000004
SRX3136381,0.6691974378000001
SRX3136382,0.7416805341
SRX8914620,-0.2645143447
SRX8914621,-0.14649648070000001
SRX8914622,0.4110108254
SRX8914623,-0.3800836341
SRX8914625,-0.3948413965
ERX3503512,0.3876835161
ERX3503513,0.0014791397
ERX3503514,-0.38916265580000003
ERX3503515,0.8685905978
ERX3503516,0.8486135849
ERX3503517,0.42648701310000003
ERX3503518,0.7956821123000001
ERX3503519,0.8611283063
ERX3503520,0.6151774446
SRX2195704,1.0434870003
SRX2195705,-1.0434870003
SRX2195706,0.23058524760000002
SRX2195707,-1.0517068157
SRX2195708,-0.1881041847
SRX2195709,0.0526514344
SRX2195710,0.07703076340000001
SRX2195711,0.7235030848
ERX3467881,-0.28946190580000003
ERX3467883,0.28946190580000003
SRX3798491,3.0930591132
SRX3798492,3.3169757943000002
SRX3798499,4.8416997264
SRX3798500,-0.10317340300000001
SRX3798501,4.9226651833
SRX3798502,3.6596216223
SRX3798503,3.6805084915
SRX3798504,3.5638605256
SRX3798506,4.6031144867
SRX3798507,-0.016019068100000002
SRX3798508,0.0019240482
SRX3798509,-0.0929965449
SRX3798510,0.5018113292
SRX3798517,3.2806709006
SRX3798518,-0.4088147843
SRX4341761,-0.8214858325000001
SRX4341762,-1.0864628089
SRX4341763,-1.1863337714
SRX4341764,-1.7701965434
SRX4341765,-1.6041566117000001
SRX4341766,-1.4997554817
SRX4341767,-0.0560236901
SRX4341768,0.2630452924
SRX4341769,-0.2070216023
SRX1258665,3.6043832594
SRX1258666,4.0438351014
SRX1258667,3.5078856076
SRX1258669,-0.4774339926
SRX1258670,0.4774339926
ERX2079594,-0.32005664770000003
ERX2079595,0.528890097
ERX2079596,0.5287694659000001
ERX2079597,-0.1682675911
ERX2079598,0.0284089226
ERX2079599,0.1398586684
SRX2804001,1.1945879598
SRX2804004,3.5088467538
SRX2804005,3.0121492894
SRX2804006,0.042966206900000005
SRX2804007,3.2425131359
SRX2804008,3.233514462
SRX2804009,-0.6431922259
SRX2804010,1.3280226366
SRX2804011,1.9195272651000002
SRX2804012,-1.1017560505
SRX2804013,2.70354057
SRX2804014,2.9363784103
SRX2804015,2.9328473252
SRX2804016,1.451697443
SRX2804017,3.4339239903
SRX2804019,2.7507348808
SRX2804020,1.0115595656
SRX2804021,0.1454176909
SRX2804022,0.8721837775
SRX2804023,3.1967080013
SRX2804024,1.1487995752
SRX2804027,0.025176705900000002
SRX2804028,-0.7205099971000001
SRX2804029,0.6953332913
SRX2804030,3.2946621559000002
SRX2804031,3.0909660618
SRX2804032,2.901554446
SRX2804033,0.585621852
SRX2804034,1.9481386766000002
SRX2804035,2.7386489915
SRX2804036,2.1817144196
SRX2804037,2.9524933203
SRX2804038,3.036012071
SRX2804039,0.41673106400000004
SRX2804040,0.2380603651
SRX2804041,3.2462438421
SRX2804042,3.2857110305
SRX2804043,2.4005587286
SRX2804044,2.6209841212000002
SRX2804045,-1.0250258256
SRX2804046,0.4525302619
SRX2804047,3.0577099609
SRX2804048,0.333459749
SRX2804049,3.9540612716
SRX2804050,2.0896390968
SRX2804051,3.0907818825
SRX2804052,-0.7567690671
SRX2804053,-0.1079548634
SRX2804054,0.4086622815
SRX2804055,3.1920049527
SRX2804056,3.4328423179
SRX2804057,3.0758411892
SRX2804058,-1.1379387099
SRX2804059,-0.25189540390000004
SRX2070419,1.8877950596000002
SRX2070420,3.1418403054
SRX2070421,3.5959640526000003
SRX2070422,0.7934984664
SRX2070423,0.41399543040000003
SRX2070424,0.1561631583
SRX2070425,-0.0996139864
SRX2070426,-0.1895735695
SRX2070427,0.2891875558
SRX1470895,-0.048028981000000005
SRX1470896,0.048028981000000005
SRX2409106,0.1899886747
SRX2409107,-0.14148179630000002
SRX2409108,-0.0485068783
SRX2409109,0.3362570883
SRX2409110,-0.6701252225000001
SRX2409111,0.21146902080000002
SRX7973255,0.737385002
SRX7973256,-0.9616440268
SRX7973257,0.2242590247
SRX7973258,-1.3529250125
SRX7973259,-1.9589416412
SRX7973260,-1.857048886
SRX7973261,3.9815767346
SRX7973262,3.6048779206
SRX7973264,0.488423847
SRX7973265,1.4046688332000001
SRX7973266,0.1103440781
ERX3475890,-0.859134147
ERX3475891,-0.48480282300000005
ERX3475892,-0.2813943994
ERX3475894,1.1854528428
ERX3475895,0.6305096576
ERX3475896,0.3815737359
ERX3475897,-0.1302856782
ERX3475899,-0.2512880577
ERX3475900,-0.3690648729
ERX3475901,0.9358047277
SRX8524961,0.5203082341
SRX8524962,1.3143662645
SRX8524963,0.6158949379
SRX8524964,-0.3862142136
SRX8524965,-0.3877129835
SRX8524966,0.3877129835
SRX8524967,-0.3039669451
SRX8524968,-0.6771747525
SRX8524969,1.0033749686
SRX8524970,1.2941054586
