,A,Lrp,ihfB
hns_stpA__evo100G4_delhns_delstpA__1,2.1836885392,-0.6266583480000001,-2.0371496979
hns_stpA__evo100G4_delhns_delstpA__2,1.7237012392,-0.6146984647,-2.2684730482
hns_stpA__evo100G12_delhns_delstpA__1,-1.7106383362000002,-0.0193616986,-1.3068979798
hns_stpA__evo100G12_delhns_delstpA__2,-1.629587576,-0.0946316615,-1.0530082661
hns_stpA__delhns_delstpA_delrpoS__1,-0.3764553114,-0.5132170620000001,-1.886946245
hns_stpA__delhns_delstpA_delrpoS__2,-1.9366605429,-0.3202209545,-2.0984424845
hns_stpA__wt__1,0.35052243,0.013805922600000001,-0.2592372978
hns_stpA__wt__2,-0.35052243,-0.013805922600000001,0.2592372978
hns_stpA__delhns_delstpA__1,-0.1776389,-0.5226067915,-1.4481975116
hns_stpA__delhns_delstpA__2,0.2296613577,-0.22355910550000002,-1.5487593325
hu__wt_log_pH7__1,-0.7594911728,-1.0526250567,0.5725168552000001
hu__wt_log_pH7__2,-1.6751350547000001,-0.6706287682000001,0.5767602426
hu__wt_log_pH7__3,-1.0305151643,-1.103046825,0.5408314315
hu__wt_lag_pH7__1,-0.5775144709000001,-0.0248023115,-0.3724250743
hu__wt_lag_pH7__2,0.422478151,-0.19088164230000002,-0.5506885260000001
hu__wt_lag_pH7__3,0.1550363199,0.2156839538,0.9231136003
hu__delhupA_lag_pH7__1,0.3604356264,0.0004790787,-0.015400114400000001
hu__delhupA_lag_pH7__2,0.8368037359,-0.24924416500000002,-0.1280760356
hu__delhupA_lag_pH7__3,0.4146646695,-0.0365342997,0.8585979411
hu__delhupB_lag_pH7__1,0.4847130818,-0.21305829140000002,-0.1118771202
hu__delhupB_lag_pH7__2,0.6604088475000001,-0.1375155357,-0.3732720155
hu__delhupB_lag_pH7__3,-0.2147001016,0.08779719450000001,0.8058659089
hu__delhupAhupB_lag_pH7__1,1.988458434,0.044947880700000005,0.4054833875
hu__delhupAhupB_lag_pH7__2,1.9964248617,0.1083608974,-0.02338005
hu__delhupAhupB_lag_pH7__3,2.3204081664,0.7463370904000001,0.9979107099000001
hu__hupAE34K_hupB_lag_pH7__1,0.0648490164,0.1030981291,-0.5737993512
hu__hupAE34K_hupB_lag_pH7__2,0.7155478307,0.0029131278,-0.3996532846
hu__hupAE34K_hupB_lag_pH7__3,0.1409032808,0.21920162070000002,0.6080325268
hu__hupAE34K_delhupB_lag_pH7__1,-0.1507998189,0.0792283838,-0.1255185965
hu__hupAE34K_delhupB_lag_pH7__2,0.6888999456,0.22465055990000002,-0.7386780321
hu__hupAE34K_delhupB_lag_pH7__3,-0.1698774188,0.09611450220000001,0.6323031777
hu__wt_lag_pH5__1,-0.7337817994,-0.4607745046,0.41266472940000004
hu__wt_lag_pH5__2,0.9636951638000001,-0.4113752311,0.5379466454
hu__wt_lag_pH5__3,0.6707746717,0.4200371873,0.917368182
hu__delhupA_lag_pH5__1,0.1329227774,-0.340999967,0.714406406
hu__delhupA_lag_pH5__2,0.9900342274,-0.3799230141,0.48906684650000004
hu__delhupA_lag_pH5__3,0.8474464547,-0.2324251337,1.106647775
hu__delhupAhupB_lag_pH5__1,2.0457861222,-0.055215711300000005,0.8958872998
hu__delhupAhupB_lag_pH5__2,2.5725606396,-0.0798295879,0.7264677902000001
hu__delhupAhupB_lag_pH5__3,2.5098872805,0.8923981296,1.4966062456
hu__hupAE34K_hupB_lag_pH5__1,-0.6660126435,-0.6426236984,0.4676500039
hu__hupAE34K_hupB_lag_pH5__2,-0.015558363,0.2923435379,0.9145932295
hu__hupAE34K_hupB_lag_pH5__3,0.5778699061,0.3822452958,0.8961990470000001
hu__hupAE34K_delhupB_lag_pH5__1,-0.582139965,0.45637266930000003,0.9549122993
hu__hupAE34K_delhupB_lag_pH5__2,0.6554794732,-0.326722685,-0.0356378772
hu__hupAE34K_delhupB_lag_pH5__3,-0.1703369764,0.18155045890000002,0.7947546427000001
hyperpersistence__low_GFP__1,0.11701153210000001,0.9404696237,0.6483579828
hyperpersistence__wt__1,0.4430445476,-0.1515388614,0.1013773724
hyperpersistence__high_GFP__1,1.23717363,0.7117004582,0.7561082961000001
hyperpersistence__pth_mut__1,1.2519270039000001,-0.4722923062,0.4480533525
hyperpersistence__pth_mut__2,2.2752325125,-0.9211709592,0.4746197462
hyperpersistence__metG_mut__1,1.8826764294,-0.28827429400000004,0.9323482898000001
hyperpersistence__metG_mut__2,0.8369050682,-0.6354277109,0.5534249098
hyperpersistence__high_GFP__2,1.5786240455,0.47840596560000004,1.5819909601000002
hyperpersistence__wt__2,-0.4430445476,0.1515388614,-0.1013773724
hyperpersistence__low_GFP__2,-0.1548499107,0.5557090716,1.5114326746
kan_efg__cpxAF218Y__1,-0.34464397690000004,0.6857922788,-0.22883507590000002
kan_efg__cpxAF218Y__2,-0.6631447918000001,0.8760484215000001,-0.16930334090000002
kan_efg__cyaAN600Y__1,-0.4303421704,0.64876325,-0.0495267151
kan_efg__cyaAN600Y__2,0.2141883893,1.2056140604,-0.1082065834
kan_efg__fusAA608E__1,4.4866023423,0.2603298422,0.27176167630000003
kan_efg__fusAA608E__2,4.5209962653,0.2227768954,0.1478877247
kan_efg__fusAA608E_cpxAF218Y__1,3.2942178485999998,0.2650009698,0.0989071549
kan_efg__fusAA608E_cpxAF218Y__2,3.7624133718,0.48509761970000004,0.092265601
kan_efg__fusAA608E_cyaAN600Y__1,3.9894984484,0.5629283758,-0.1910441595
kan_efg__fusAA608E_cyaAN600Y__2,3.130692202,0.7281081608000001,-0.2720639669
kan_efg__fusAA608E_rpoDL261Q__1,2.3309391699,0.36403358010000003,-0.10026415400000001
kan_efg__fusAA608E_rpoDL261Q__2,3.4124016911,0.19318318980000002,0.1267075309
kan_efg__fusAA608E_topAS180L__1,2.2159837359,0.5671175634,-0.0752220175
kan_efg__fusAA608E_topAS180L__2,2.1348102752,0.4314848885,-0.1755236102
kan_efg__rpoDL261Q__1,0.5030267154,-0.1039573478,-0.167099086
kan_efg__rpoDL261Q__2,-0.5373963698,0.3120105125,-0.3144100777
kan_efg__wt__1,-0.0287547269,-0.0702854068,-0.0172169932
kan_efg__wt__2,0.0287547269,0.0702854068,0.0172169932
lrp__wt_min_log__1,0.020821157700000002,-0.030001383200000002,-0.093145789
lrp__wt_min_log__2,-0.020821157700000002,0.030001383200000002,0.093145789
lrp__wt_min_trans__1,1.3925786059,0.6844362994000001,0.1545839931
lrp__wt_min_trans__2,0.4612297897,0.2085798669,0.5016686799
lrp__wt_min_stat__1,-8.1113137488,-2.7074960758,0.2930838522
lrp__wt_min_stat__2,-8.1558566949,-2.2073135144,0.4443584974
lrp__wt_liv_log__1,-4.651515648,0.23984084090000002,0.1499765312
lrp__wt_liv_log__2,-4.7764207373000005,0.1635503158,0.0832177955
lrp__wt_liv_trans__1,-4.6177380778,0.17172141970000002,0.1494158533
lrp__wt_liv_trans__2,-4.5119051049,0.1494903623,0.0520250297
lrp__wt_liv_stat__1,-6.658279403,-2.3844169869,-0.5083392594
lrp__wt_liv_stat__2,-8.2635283599,-2.3370652507,-0.1052962085
lrp__wt_rich_log__1,-3.2971866393,-1.8502456161,-1.060972326
lrp__wt_rich_log__2,-3.0878342349,-1.9031192534999999,-1.0260900458
lrp__wt_rich_trans__1,-4.3846015716,-0.5145144508,0.5162780332
lrp__wt_rich_trans__2,-3.1056188898,-0.8630342392,-0.1665471899
lrp__wt_rich_stat__1,-3.1986004797,-1.3111394682,-0.25053451520000003
lrp__wt_rich_stat__2,2.5465244286,-2.1154706037,-0.2176500094
lrp__dellrp_min_log__1,0.0490096851,-10.1521245118,-0.1135008517
lrp__dellrp_min_log__2,0.42564448180000003,-10.1521245118,-0.1418917681
lrp__dellrp_min_trans__1,-0.7466745205,-10.1521245118,0.8887595407000001
lrp__dellrp_min_trans__2,-0.7676423305000001,-10.1521245118,0.9354712413
lrp__dellrp_min_stat__1,-9.1690092997,-10.1521245118,-0.114380222
lrp__dellrp_min_stat__2,-8.1290018218,-10.1521245118,-0.4618928782
lrp__dellrp_liv_log__1,-3.3327739857,-10.1521245118,-0.1224464358
lrp__dellrp_liv_log__2,-3.4709300053,-10.1521245118,0.2983490954
lrp__dellrp_liv_trans__1,-3.2109667276,-10.1521245118,-0.24434000990000002
lrp__dellrp_liv_trans__2,-3.1125745504,-10.1521245118,0.0135024936
lrp__dellrp_liv_stat__1,-7.835055778,-10.1521245118,-0.0888189655
lrp__dellrp_liv_stat__2,-8.3480333886,-9.8672853717,0.0958785737
lrp__dellrp_rich_log__1,-2.9171989050000002,-9.8472322576,-1.0485301634
lrp__dellrp_rich_log__2,-2.8732297966,-10.1521245118,-0.9506783407
lrp__dellrp_rich_trans__1,-2.7461319086,-9.5276696438,0.0092334253
lrp__dellrp_rich_trans__2,-2.6270248645,-10.1521245118,0.24535617110000002
lrp__dellrp_rich_stat__1,11.9951360822,-10.1521245118,0.047163355000000004
lrp__dellrp_rich_stat__2,12.730733642,-10.1521245118,0.5261040576
mazF_circuit__t0__1,0.0628432273,-0.1740887635,0.1562382721
mazF_circuit__t2__1,-0.1843962178,-0.0768579895,0.6331112553
mazF_circuit__t4__1,-0.18835967050000002,-0.29923456860000003,0.6614788326000001
mazF_circuit__t6__1,-0.5755890044,-0.4526764187,0.24987335840000002
mazF_circuit__t8__1,3.7804860831,-1.4944345094,0.0917625044
mazF_circuit__t0__2,-0.0628432273,0.1740887635,-0.1562382721
mazF_circuit__t2__2,-1.0434311822,-0.2692647181,0.0567651034
mazF_circuit__t4__2,-1.5995618472,-0.0776187967,0.7709594122000001
mazF_circuit__t6__2,-2.1247558319,-0.7796522576,-0.0509849852
mazF_circuit__t8__2,4.0608453436,-1.1713922136,0.0225987589
mazF_ribo__emptyvec_mrna_5m__1,-0.240865921,-0.0391011556,-0.0052523366
mazF_ribo__emptyvec_mrna_5m__2,0.240865921,0.0391011556,0.0052523366
mazF_ribo__mazF_mrna_5m__1,6.4265701368,-1.4029457082,0.570603653
mazF_ribo__mazF_mrna_5m__2,6.7359347519,-1.3017004343,0.6901759176000001
mazF_ribo__emptyvec_total_5m__1,-3.7551513271,-0.6950490788,1.5424410397
mazF_ribo__emptyvec_total_5m__2,-1.293021186,-0.5546800431000001,1.5776798909
mazF_ribo__mazF_total_60m__1,14.6138702583,-2.9827201132,2.225918038
mazF_ribo__mazF_total_60m__2,15.3404392228,-2.7841109133,1.9230280871
mercury__ctrl_t00__1,-0.2515206995,-0.052812482300000005,-0.1894888166
mercury__ctrl_t10__1,0.051551424500000005,-0.10589080020000001,-0.0070085912
mercury__ctrl_t30__1,0.434927677,0.13890009520000002,0.1387935465
mercury__ctrl_t60__1,-0.4467591563,0.1291079563,1.1480823992
mercury__hg_t10__1,1.1861225172,0.3004471439,0.553251837
mercury__hg_t30__1,-1.1312063649,-0.09947817140000001,2.2675264486
mercury__hg_t60__1,-1.5062337880999999,-0.3231236548,2.6073396528
mercury__pma_t10__1,5.5920498384,0.7460154073,1.1005582828
mercury__pma_t30__1,7.372394558,0.8000679278,1.4531342244
mercury__pma_t60__1,-0.32538468400000004,0.1238717104,0.3869285342
mercury__ctrl_t00__2,0.0633193588,0.0367324978,0.06269682730000001
mercury__ctrl_t10__2,0.11751319240000001,-0.0929464423,0.0100486958
mercury__ctrl_t30__2,0.5352240673,0.2025045521,0.5188256616
mercury__ctrl_t60__2,1.4128432383,0.1287871819,1.1551031202
mercury__hg_t10__2,0.8008676177,0.1861443562,0.9031231929
mercury__hg_t30__2,-0.8409397200000001,-0.11038986890000001,2.3014184749
mercury__hg_t60__2,-1.872361063,-0.5372491961,0.8161729794
mercury__pma_t10__2,5.7909514289,0.7068202666000001,1.18477867
mercury__pma_t30__2,7.0526248784,0.7367755168,1.4069757974
mercury__pma_t60__2,0.6160740494,0.4609246393,0.4216682631
mercury__ctrl_t00__3,0.1882013407,0.016079984500000002,0.1267919893
mercury__ctrl_t10__3,0.1895919814,-0.0466309701,0.0051995689
mercury__ctrl_t30__3,0.9416277719,0.0735059929,0.8339415168000001
mercury__ctrl_t60__3,1.4078650197,0.1751794513,0.9644064039
mercury__hg_t10__3,1.561084984,0.38214387800000005,-0.8350756355000001
mercury__hg_t30__3,-0.4940115975,-0.1005630088,1.9415273842
mercury__hg_t60__3,-1.503006185,-0.7817182533,1.9147132720000002
mercury__pma_t10__3,5.4221252733,0.7795437621,1.1322130394
mercury__pma_t30__3,6.7652594346,0.9181027254,1.5095176118
mercury__pma_t60__3,1.082257681,0.5039252657000001,0.6635232554
ml_abx__az_lolcde__1,-0.0028960511,0.6630685649,0.48992119580000004
ml_abx__az_lolcde__2,-0.1292125174,0.1550190619,0.3120800843
ml_abx__az_lolcde__3,0.5370938144,0.8466753165,0.1877009152
ml_abx__b01__1,-1.5752150034999999,-0.1310972154,0.0630767935
ml_abx__b01__2,-2.0597036997,-0.0422508243,0.0691725602
ml_abx__b01__3,-2.3241393973,-0.2571997454,-0.1545204794
ml_abx__cro__1,0.2057000384,0.6644495504,0.1929939407
ml_abx__cro__2,-0.3943703481,-0.1784902223,0.0693341213
ml_abx__cro__3,-0.9718779764000001,-0.43597441600000003,-0.4425272645
ml_abx__chl__1,2.2647761855,-1.6307053537,-1.2325982184
ml_abx__chl__2,2.1185937883,-1.9281791681,-0.9705946505
ml_abx__chl__3,2.8472669482,-1.6827254891,-1.0401167738
ml_abx__cip__1,1.3491982728,0.18357903120000002,-0.1261411765
ml_abx__cip__2,0.17557122990000001,-0.4364119913,-0.1977983036
ml_abx__cip__3,0.800020732,-1.012523352,-0.5428522547
ml_abx__clr__1,6.0877123448,-1.1883557967,-0.7008032636
ml_abx__clr__2,4.0001022417,-1.4192909954,-0.9762081964
ml_abx__clr__3,4.8423947938000005,-1.5688989825,-1.2619941227
ml_abx__cst__1,0.4710500691,0.6251402931000001,0.2438998293
ml_abx__cst__2,-0.7194333169,-0.026266690500000002,0.26576712140000003
ml_abx__cst__3,-0.6677371979000001,0.12190011560000001,0.0780191361
ml_abx__ctrl__1,0.600754872,0.47628609850000003,0.1598698194
ml_abx__ctrl__2,0.5541528511,0.5861321151000001,0.10642429290000001
ml_abx__ctrl__3,-0.2290203707,0.1574687807,0.0510856679
ml_abx__ctrl__4,-0.16625101750000001,-0.07925651,0.1552387405
ml_abx__ctrl__5,-0.7463536658000001,-0.6675757188,-0.26248649690000003
ml_abx__ctrl__6,-0.0132826691,-0.47305476560000004,-0.2101320238
ml_abx__dox__1,2.3109717583,-0.853442502,-0.9780117109
ml_abx__dox__2,1.2348863659,-1.2689851106,-1.1075124308
ml_abx__dox__3,1.4759805668000001,-1.5343207963999999,-0.8407783841
ml_abx__glob__1,0.6124955058,0.6773649644,0.4302949447
ml_abx__glob__2,-0.36830495090000004,0.2853147437,0.45006282140000003
ml_abx__glob__3,0.1581166891,-0.006848858,-0.0423093921
ml_abx__lvx__1,1.0823132496,0.46684610800000004,-0.0001481002
ml_abx__lvx__2,0.3336680835,-0.502865764,-0.0816094765
ml_abx__lvx__3,0.46046657080000003,-0.549238314,-0.5324568165
ml_abx__mec__1,-0.1389665803,0.5842824241,0.0603716803
ml_abx__mec__2,-0.9110645724,-0.1173559478,-0.0438065497
ml_abx__mec__3,-0.6181797074000001,-0.397783321,-0.148872566
ml_abx__mem__1,0.6389617689,0.6560686041,0.0852196846
ml_abx__mem__2,0.0947560466,-0.1354508106,0.2616348697
ml_abx__mem__3,0.0443574995,-0.45790280920000004,-0.22487712710000002
ml_abx__nit__1,4.1738630556,0.3681385169,-0.6054230973
ml_abx__nit__2,3.7509465871,0.1250848572,-0.8637874091000001
ml_abx__nit__3,4.400466383,-0.0306615977,-0.9109242801
ml_abx__ntx__1,3.1189053744,0.9781691123,-1.2585341307
ml_abx__ntx__2,3.6432712995000003,0.9546479023000001,-0.8879509193
ml_abx__nor__1,-0.5533070842,0.310777583,-0.0597636964
ml_abx__nor__2,-0.6480846995,-0.3204588525,-0.28464656250000003
ml_abx__nor__3,-0.0349945673,-0.4896707146,-0.5346203111
ml_abx__pb__1,1.2786274627,1.0177489399,0.6518911327
ml_abx__pb__2,-0.0742959507,0.4205739257,0.6072186340000001
ml_abx__pb__3,0.1246257838,0.5868037826,0.3657176294
ml_abx__tmp__1,-0.1896803446,-0.3722908415,-0.02917652
ml_abx__tmp__2,0.8899925202000001,-1.7673126901,-0.23585785620000002
ml_abx__tmp__3,1.8400816229,-1.7616071701,-0.5612001768
mut_abx__del_mutS_000nor__1,0.3829973144,0.039075698900000004,0.060368359
mut_abx__del_mutS_000nor__2,-0.3634799544,-0.2192288872,0.0980568742
mut_abx__del_mutS_000nor__3,-0.01951736,0.18015318830000002,-0.15842523320000002
mut_abx__del_mutS_125nor__1,-0.19641365130000002,0.1312014981,0.4819642736
mut_abx__del_mutS_125nor__2,0.0047350581,-0.1156548797,0.2029865342
mut_abx__del_mutS_125nor__3,0.1241972201,-0.032220444800000005,0.3828531532
mut_abx__del_mutS_250nor__1,1.104533181,0.5185280076000001,0.4431344042
mut_abx__del_mutS_250nor__2,0.2868870504,0.4523538239,0.3142653859
mut_abx__del_mutS_250nor__3,1.1540607894,-0.0040321253,0.353931784
mut_abx__del_mutS_375nor__1,1.0848889764,0.6931853723,0.9571972367
mut_abx__del_mutS_375nor__2,0.4341364934,0.5891256807,0.8032238378000001
mut_abx__del_mutS_375nor__3,0.9956466822000001,0.9303438902000001,0.7668903689000001
mut_abx__del_mutS_500nor__1,0.7647242591000001,1.2619743965999999,0.5037775474
mut_abx__del_mutS_500nor__2,1.1815316206,1.1437364608,0.7364907105
mut_abx__del_mutS_500nor__3,1.0927903778,1.3763683434,0.6726571582
mut_abx__del_mutS_625nor__1,0.8649106598,1.2963640306,0.5152526936
mut_abx__del_mutS_625nor__2,0.2666339444,1.6400744890999999,0.1153497319
mut_abx__del_mutS_625nor__3,0.3292991758,1.6411032995000001,0.7243962992
mut_abx__del_mutS_750nor__1,0.48572592470000003,1.5190756242,0.7593061593
mut_abx__del_mutS_750nor__2,0.5496291291000001,1.404543248,0.5242804382
mut_abx__del_mutS_750nor__3,0.46813169450000003,1.5275820503,0.9815566684
mut_abx__del_mutS_875nor__1,1.1501027015,1.2413273238,-0.0001521814
mut_abx__del_mutS_875nor__2,0.28173440450000004,1.6302931906,0.5757985535
mut_abx__del_mutS_875nor__3,0.5871988617,1.727661893,0.3371318185
nit_yeaG__wt_Nminus__1,-0.6835815502,-0.6661806992,-0.5007759714
nit_yeaG__wt_Nminus__2,0.6835815502,0.6661806992,0.5007759714
nit_yeaG__wt_Nplus__1,0.2677727451,2.3222682369,-1.6563278604
nit_yeaG__wt_Nplus__2,1.2516632245000001,1.867855762,-0.2461351782
nit_yeaG__del_yeaG_Nminus_24h__1,-4.251937044,0.11166448720000001,-3.9178110457
nit_yeaG__del_yeaG_Nminus_24h__2,-3.8592326548,1.5989852335,-0.7681829775
nit_yeaG__del_yeaG_Nminus_24h__3,-3.8628509114,0.11587826550000001,-1.7039632644
nit_yeaG__del_yeaG_Nminus__1,0.7201511851,-0.3140631601,-0.041942860900000004
nit_yeaG__del_yeaG_Nminus__2,1.3118602191,0.94977871,0.3862513167
nit_yeaG__del_yeaG_Nplus__1,0.4567713216,2.2212317256,-1.6309964514000002
nit_yeaG__del_yeaG_Nplus__2,1.9821242948000002,1.8550474097,-0.5621866136
opex__amp__1,-0.9370557907,-0.2045462741,-0.084812413
opex__amp__2,0.5273936539,-0.1597403073,0.0775940907
opex__amp__3,-0.0302778454,0.09515438130000001,-0.042322507700000005
opex__bak_amp__1,-0.6037251718000001,-0.42282419260000004,-0.0140114466
opex__bak_amp__2,1.3969540538,-0.0859838384,-0.4642097563
opex__bak_amp__3,0.6943948677,-0.0124345133,-0.4784035855
opex__bak_kan__1,0.16577873710000002,-0.1612372647,-0.42735156090000004
opex__bak_kan__2,-1.1481518362,-0.6128614893000001,-0.0779423119
opex__bak_kan__3,-0.38125384840000004,-0.1265376337,-0.6195760006000001
opex__bak_nor__1,1.9235825552999999,-0.2275276558,-0.3433876866
opex__bak_nor__2,1.5588711934,-0.2535422329,-0.1475112025
opex__bak_nor__3,0.3860579812,-0.3060919019,-0.6298423437
opex__bak_rif__1,-3.2819508567,-0.4876091756,0.6338068189
opex__bak_rif__2,-3.1312225414,-0.12001562510000001,0.4391318018
opex__bak_rif__3,-3.883082786,-0.36331778200000003,0.7244082714000001
opex__chx_amp__1,1.4283787618,-0.4233508166,-0.4053078899
opex__chx_amp__2,-0.060528485400000005,-0.3463331885,-0.18836252520000002
opex__chx_amp__3,0.44449051970000003,-0.3650706778,-0.1237769883
opex__chx_kan__1,-0.39330262,-0.45302908100000006,-0.0138349886
opex__chx_kan__2,1.1445823196,-0.2371652267,-0.036975938800000004
opex__chx_kan__3,0.8049178901,-0.2741032385,0.0442349812
opex__chx_nor__1,1.0362557477,-0.29802242360000003,-0.19253076600000002
opex__chx_nor__2,1.5097706254999999,-0.2743115225,-0.1601288682
opex__chx_nor__3,-0.42947172110000004,-0.4968501233,-0.1776042005
opex__chx_rif__1,0.8752185155000001,-0.2924724541,-0.1861179916
opex__chx_rif__2,0.5101023414,-0.3580055206,-0.06887362200000001
opex__chx_rif__3,0.1269477078,-0.3164458443,0.1082056015
opex__ctrl__1,-0.36666026890000003,-0.029562572500000002,-0.0224441747
opex__ctrl__2,-0.024422196900000002,0.07618207710000001,0.021606741000000002
opex__ctrl__3,0.3910824658,-0.0466195045,0.0008374337000000001
opex__etoh_amp__1,-3.0616131524,-0.9269300455,-0.22302032330000002
opex__etoh_amp__2,-2.2921015636,-0.9384482605000001,-0.3310885398
opex__etoh_amp__3,-2.5812866235,-0.748264751,-0.1373778639
opex__etoh_kan__1,-1.7771629156,-0.8873012515,-0.3089271984
opex__etoh_kan__2,-2.1633048305,-0.8667595508,-0.3751403875
opex__etoh_kan__3,-2.1880533035,-0.8869341912,-0.35927630110000003
opex__etoh_nor__1,-3.6888648419,-0.8319929239,-0.2831652334
opex__etoh_nor__2,-2.8226180111,-0.9977924032000001,-0.30565209730000004
opex__etoh_nor__3,-3.7144827197,-0.8065437559,-0.1649472242
opex__etoh_rif__1,-4.4102954919,-1.0956527993,-0.28876107500000003
opex__etoh_rif__2,-5.1087178303,-1.2079512529,-0.1683449834
opex__etoh_rif__3,-5.4354890616,-1.1344839024,-0.2314229684
opex__glual_amp__1,0.2638886943,-0.5944886248,-0.3804158465
opex__glual_amp__2,-0.6229062663,-0.6324620085,-0.43254768730000004
opex__glual_amp__3,0.4037642342,-0.5958388398000001,-0.47594558400000003
opex__glual_kan__1,0.5843029586,-0.6987333238,-0.4337757418
opex__glual_kan__2,0.5094473459000001,-0.6162458006,-0.3881447745
opex__glual_kan__3,-0.09947059300000001,-0.6229988394,-0.36133040980000003
opex__glual_nor__1,-0.43290072350000003,-0.7775296096000001,-0.46957636300000005
opex__glual_nor__2,1.269444456,-0.6367348427,-0.5353644925000001
opex__glual_nor__3,-0.20391449250000002,-0.7008676392000001,-0.5186915861
opex__glual_rif__1,-3.9160923703,-0.6743638476,0.2400147644
opex__glual_rif__2,-4.3490619102,-0.7400313701,0.44819666340000003
opex__glual_rif__3,-4.4548598278,-0.565808135,0.4468453249
opex__h2o2_amp__1,-2.1789609888,-0.211401315,0.4415703293
opex__h2o2_amp__2,-1.8362597567,-0.15488951080000002,0.6135876381
opex__h2o2_amp__3,-1.0338644897,-0.1703112363,0.42436464420000003
opex__h2o2_kan__1,-1.8786746884,-0.1249273669,0.5400611031
opex__h2o2_kan__2,-2.3585373884,-0.1354451734,0.4933860419
opex__h2o2_kan__3,-2.8935651476,-0.21863114890000002,0.37908711900000003
opex__h2o2_nor__1,-1.0660608369,-0.30030776540000004,0.36907357900000004
opex__h2o2_nor__2,-1.0396146624,-0.2325921024,0.3505435283
opex__h2o2_nor__3,-2.7352316728,-0.37651142460000003,0.39564916710000003
opex__h2o2_rif__1,-5.4782803202,-1.4555105899,0.5200092958
opex__h2o2_rif__2,-6.5399018522,-1.4382961647,0.4729345917
opex__h2o2_rif__3,-6.0338812919,-1.265720129,0.4579469567
opex__ippoh_amp__1,-1.4421035348,-0.7142990886,-0.0627419932
opex__ippoh_amp__2,-1.5026292586999999,-0.653963814,-0.09502500230000001
opex__ippoh_amp__3,-2.0056347454,-0.6355915708000001,-0.18667030380000002
opex__ippoh_kan__1,-1.2818895213000001,-0.6535478083,-0.1944902533
opex__ippoh_kan__2,-2.1604548471,-0.7999838895,-0.2096595363
opex__ippoh_kan__3,-1.3838094248,-0.7093445216,-0.2387935954
opex__ippoh_nor__1,-1.5914997864,-0.7187732603,-0.1382739704
opex__ippoh_nor__2,-1.3400100978,-0.7775143879,-0.16827474750000002
opex__ippoh_nor__3,-3.2274301421000002,-0.9258115376,-0.2240580181
opex__ippoh_rif__1,-4.5845900084,-1.0512845628,0.0802453139
opex__ippoh_rif__2,-3.5674918663,-1.0196175642,-0.1183887934
opex__ippoh_rif__3,-4.1946051892,-1.0375504523,-0.025469672800000002
opex__kan__1,-0.0414286502,-0.0772316708,0.160108622
opex__kan__2,-0.4153951242,-0.1105726545,0.0913786652
opex__kan__3,-0.1025321497,-0.0504237557,0.08713161330000001
opex__nor__1,1.0492177662,-0.290542362,-0.14171233730000002
opex__nor__2,-0.0263620201,-0.2713399226,0.0068616055
opex__nor__3,0.45954479530000003,-0.1247743763,-0.0195510581
opex__paa_amp__1,0.23141717850000001,-0.27228149020000003,-0.023014222900000002
opex__paa_amp__2,1.0653164273,-0.2417259931,-0.1876572891
opex__paa_amp__3,0.33263807,-0.20242872650000002,-0.0620073046
opex__paa_kan__1,-3.0590431866,-0.4553418254,0.7190900909
opex__paa_kan__2,-2.8585231389,-0.22406817310000002,0.5887061862
opex__paa_kan__3,-3.4053688673,-0.5457879472,0.7095000117
opex__paa_nor__1,1.6289003071,-0.152524719,-0.1574706197
opex__paa_nor__2,1.0342169297,-0.1565124314,-0.21882918680000002
opex__paa_nor__3,1.3806673692,-0.1010947372,-0.34836482760000004
opex__paa_rif__1,-4.1075890302,-0.5777452301,0.7148997064
opex__paa_rif__2,-3.8342631763,-0.4989096873,0.7145323323
opex__paa_rif__3,-4.5113866631,-0.7620831777,0.5635495845
opex__phenol_amp__1,0.5302890960000001,-0.3064980264,-0.1934681023
opex__phenol_amp__2,-0.0172177541,-0.0468346428,-0.0119163311
opex__phenol_amp__3,0.11627744450000001,-0.11271043130000001,-0.09886101530000001
opex__phenol_kan__1,-1.5936783451,-0.4556147712,-0.0130470859
opex__phenol_kan__2,0.18339259160000002,-0.3262186607,-0.2173782472
opex__phenol_kan__3,-0.0196714677,-0.3695731685,-0.043269987100000004
opex__phenol_nor__1,0.6455685959,-0.4328935991,-0.43113473900000004
opex__phenol_nor__2,-0.27331794130000003,-0.24215440130000002,-0.029401130100000002
opex__phenol_nor__3,1.6802338901,-0.3604929584,-0.6996561232
opex__phenol_rif__1,-3.2843222331,-0.5729903047,0.5665371013
opex__phenol_rif__2,-3.8695329635,-0.3479598095,0.43082166600000005
opex__phenol_rif__3,-2.2271470984,-0.3427384097,0.49874303670000003
opex__pvpi_amp__1,-0.5093274202,-0.0693524647,0.1787871282
opex__pvpi_amp__2,-0.7625145035,-0.1360115345,0.2498687265
opex__pvpi_amp__3,-0.8380291129,-0.08623943910000001,0.20769369140000002
opex__pvpi_kan__1,-1.5638925739,-0.17251786360000002,0.2915922435
opex__pvpi_kan__2,-0.44361399830000003,-0.09935140960000001,0.0753791033
opex__pvpi_kan__3,-0.9801950066,-0.1474329348,0.2056216227
opex__pvpi_nor__1,-0.2812772803,-0.2158333244,0.07527393760000001
opex__pvpi_nor__2,0.5436949205,-0.2172143657,0.0978663196
opex__pvpi_nor__3,0.3603420829,-0.2715383188,-0.0866408026
