,-0.14526696658698832,-0.10895022494024123,-0.07263348329349414,-0.03631674164674706,2.7755575615628914e-17,0.036316741646747114,0.0726334832934942,0.10895022494024129,0.14526696658698837,0.18158370823373546,0.21790044988048254,0.25421719152722966,0.2905339331739767,0.32685067482072383,0.36316741646747086,0.3994841581142179,0.43580089976096503,0.4721176414077122,0.5084343830544592,0.5447511247012062
thresh,-0.16342533741036186,0.16342533741036186,14,,,,,,,,,,,,,,,,,
unreg,0,0,1,127,2719,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp,0,0,0,20,685,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHF,0,0,0,8,138,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrp,0,0,1,9,161,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and IHF,0,0,0,3,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and Ile-tRNA,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and Leu-tRNA,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and Lrp,0,0,0,7,93,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Val-tRNA and Leu-tRNA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHF and Lrp,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, IHF, and Lrp",0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Val-tRNA, and Leu-tRNA",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Leu-tRNA, and Lrp",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Val-tRNA, IHF, Ile-tRNA, Leu-tRNA, and Lrp",0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
