,A,GutM,SrlR,Crp,hns
ERX2874140,0.4439492782,-0.1093866,0.1361490632,-0.139956359,-0.0346395345
ERX2874141,-0.4439492782,0.1093866,-0.1361490632,0.139956359,0.0346395345
ERX2874142,-6.2764636286,-0.8849673474,-1.2561470856999999,0.5908025523,-0.5317704004
ERX2874143,-7.5292273757,-1.6029629915,-1.5874353331000002,0.9994652368,-0.4663651392
ERX2874144,-1.7195417651,0.21793821200000002,0.2577187982,0.7827099169,-1.5940724927
ERX2874145,-2.5061887115,-0.8516289090000001,0.0643467039,0.7206732189,-1.6965531313
ERX2874146,0.5894001639,0.4022147898,-0.2581533838,0.5565290979,-0.0464424086
ERX2874147,-0.26772256,0.1594477145,-0.3730111553,0.5652993358,0.1727365962
SRX1300292,-0.3105992098,-0.9207330226,0.2553639675,-0.2183604482,-0.0904913841
SRX1300293,0.3105992098,0.9207330226,-0.2553639675,0.2183604482,0.0904913841
SRX1300299,0.13682296230000002,1.9167675075,0.2856033336,0.0496916416,0.1168897185
SRX1300300,-0.9684536566,1.2795453376,-0.0098701979,0.2503393265,0.3090398253
SRX1300304,3.9838138465,2.3520317263,0.6856282743000001,0.39555321730000004,0.0824642456
SRX1300305,-0.013208313400000001,1.0852780786,-0.039766835,0.11605645020000001,0.0560094301
SRX1300306,0.2027992934,1.8565218938,0.3706373942,0.2931170004,0.13183338490000002
SRX1300310,3.1588617987,-0.9207330226,0.9518833238000001,0.3087574011,0.0510257579
SRX1300311,2.9669278767,1.9207855227000001,0.1778106435,0.0756466625,-0.2423606835
SRX7291195,-2.417015207,-0.6298001752,-0.3085425036,0.2997067975,0.2570271763
SRX7291196,-2.6215731836,-0.8640493031,-0.3361947317,0.2171652813,0.3642638681
SRX7291197,-3.1632685128,-0.9732720445,-0.45115259999999996,0.20048826090000002,0.3064102266
SRX7291198,0.2651555746,-0.1664764384,-0.0211820658,0.0055111309,0.074538774
SRX7291199,-0.2589369642,-0.1440898123,-0.0496560261,0.0383910612,-0.0099106299
SRX7291200,-0.0062186103,0.3105662507,0.0708380918,-0.0439021921,-0.0646281441
SRX7291201,-3.9310339097,-1.2554738177,-0.5270434465,0.2526018277,0.3304941907
SRX7291202,-2.6646722309,-0.5952084346000001,-0.3345753963,0.270288277,0.4013316173
SRX7291203,-3.0080617332,-0.8286705865,-0.2299663995,0.2825423364,0.4047186468
SRX7291204,-0.1881258486,-0.25837649020000003,-0.0111006851,0.1877512114,-0.0314011659
SRX7291205,0.087771389,-0.1090130631,0.09367460200000001,0.1650360705,0.042924114900000004
SRX7291206,0.24752635890000002,-0.0369563094,0.0495971829,0.1449864971,0.0348367673
SRX2436955,0.22005718,-0.026406571400000002,-0.0780119051,0.45212262210000004,-0.3719097631
SRX2436956,2.6177458516,0.6022362211,-0.2685581908,0.0515482653,-0.1004838587
SRX2436957,2.1003936303,0.8090255081000001,-0.2957651821,0.1563578091,-0.1363042532
SRX2436958,3.7572000219,1.2901881835,0.21680636800000003,0.2851965476,-0.2846288023
SRX2436959,0.3551670682,0.2349690267,-0.1583099581,0.1360930215,-0.4296580501
SRX2436960,3.5163534015,0.3845235765,-0.1300303924,0.1526137479,0.045136789600000005
SRX2436961,8.0031044273,1.9001814592000001,0.5412509872,0.7470542054,-0.1059539697
SRX2436962,3.3861460084,0.8333601234,0.27180557250000004,-0.0330759678,0.2258490008
SRX2436963,1.8630428716,0.4516500739,-0.139234076,0.0921125297,-0.47975217700000006
SRX2436964,6.9017519337,1.4949341827,1.2002964555,0.0459686345,0.2753415236
SRX2436965,-4.0300044192,-0.9398107285,-1.5912815633,-1.7381250601,-0.9815861442
SRX2436966,-0.5695240888,-0.12019266190000001,0.1079986767,0.1060124781,-0.3087478254
SRX2436967,9.6669982893,2.5220653255,1.1117698606,0.7565786075,-0.10767101450000001
SRX2436969,0.5266754880000001,-0.202722021,-0.2348390485,-0.0206086192,-0.45504732480000004
SRX2436970,-0.5122878438,-0.22544476030000002,0.1262557082,0.2191212157,-0.1784720246
SRX2436971,8.2495255325,1.6205567154,0.9520676057,0.701250519,-0.1390028699
SRX2437029,3.7384451525999998,1.2328581808,0.3316780024,0.0061447768000000005,0.1736260885
SRX2437030,-0.048838243100000005,-0.17599233990000002,-0.054151961900000004,0.5616911087,-0.27164307
SRX2437031,-2.9735850355,0.0470141213,-0.21433807970000002,0.2075206627,0.2077827392
SRX2437032,-2.2522535159,0.00045989310000000004,-0.1253456093,0.07605606050000001,0.29997996050000003
SRX2437033,1.7981488873,-0.38647003950000003,0.3400766879,-0.0229880917,0.1029299878
SRX2437034,-3.6857505653000002,-0.8245137180000001,-1.4429332665,-1.7211272316000001,-1.3674103504000001
SRX2437035,1.2786298628,0.4207694467,-0.0393054162,0.33539129840000004,-0.36110479560000003
SRX2437036,1.1633656566,0.1853216785,-0.096266237,0.37333806010000004,-0.5273915313
SRX2437037,6.1303605856,1.2948997332,0.9240273761000001,0.1027974094,0.08841543040000001
SRX2437038,-0.9521811214,-0.0274612556,0.1274978544,0.2542201101,-0.13269625570000002
SRX2437039,-2.1753960929,0.042710184000000005,-0.22642755890000002,0.1532453091,0.2522664448
SRX2437040,1.7540429940000002,0.38612720510000004,0.1831177849,0.3624937381,-0.48692241550000004
SRX2437041,0.5481380602,-0.0983363258,-0.2421979712,0.5062765036,-0.4461017364
SRX2437042,1.4269029874,-0.0096874603,0.5363319728,-0.3269025847,0.2538424899
SRX2437043,7.9983039194,1.9127831749,1.1274950568,0.09219357800000001,-0.0103089075
SRX2437044,1.4312973418000001,-0.1779237783,0.2220856698,-0.2945282879,0.2476559297
SRX4705203,-0.3450186065,0.6824614589,-0.11374995780000001,-0.385355987,-0.3995743255
SRX4705204,-0.4505089566,-1.0905595667,-0.2207114907,-0.6930073795,-0.5051173318000001
SRX4705205,2.5955880926,0.6024511074000001,0.0142997993,-0.7755713976,-0.5683179356
SRX4705206,3.1690107727,0.9453591544000001,0.17428813510000002,-0.6576656106000001,-0.6196273183000001
SRX4705207,-2.9626528781,-0.2908294969,-0.8898138428000001,-0.1341736427,0.8182663423000001
SRX4705208,-5.9801107325,-1.8015814837000002,-1.1681002145,-0.5635110724,0.6574174028
SRX4705209,-1.3593152872,0.32802128150000004,-0.7518825637000001,-0.1045202598,0.8539069389
SRX4705210,-4.0619193299,-1.400176314,-0.9417388143000001,-0.5514972085000001,0.4270401478
SRX4705211,-1.6516031334,-0.7292162426000001,-0.5685100902,-0.5907591781,0.3057844903
SRX4705212,-2.242938929,-0.5901554216,-0.7526638716,-0.5379723588,0.3815134859
SRX4705213,0.767505706,0.7345524456,0.1595322459,0.5884298837,-0.0514692571
SRX4705214,0.7863714301,0.6811251661000001,0.3033711222,0.5233414408,-0.08890384350000001
SRX4705215,-0.5211862424,-0.4606539483,-0.16660276200000002,-0.4463507494,0.0282034008
SRX4705216,0.31673791760000003,0.0714439959,0.0572187817,0.4678437997,-0.20737839730000002
SRX4705217,-0.7775584750000001,-0.7640249385,-0.26868369540000003,-0.7475887920000001,0.2889934849
SRX4705218,-0.5718703363000001,-0.26244272080000003,-0.08483569240000001,-0.38567558290000004,0.0305546122
SRX4705219,-4.3116096007,-0.6093034275,-0.3158710893,-0.31419254,-0.44535358700000005
SRX4705220,-4.8236210686,-0.9716007597,-0.6277282364,-0.1236678575,-0.306990557
SRX4705221,-0.49630040500000006,-0.4953805573,-0.291994772,-0.7518707576,-0.7320052409000001
SRX4705222,-4.1303215171,-0.5415161059,-0.4736218454,-0.10341932470000001,-0.49582002880000003
SRX4705223,0.0930253699,0.7000940155,-0.013191458100000001,-0.31786441590000003,-0.5767303165000001
SRX4705224,-1.6245199371,0.0838196828,-0.1406280844,-0.5855978821,-0.1629885837
SRX4705225,0.5657833126,-0.8667750722,-0.5704387968,-0.9927383484000001,-0.48575719840000003
SRX4705226,1.5757774702,-0.7907045824000001,-0.6027845901000001,-1.0770436531,-0.6388222610000001
SRX4705227,2.6158030881,-0.0491551511,-0.23958262290000001,-0.9319843065000001,-0.838650267
SRX4705228,1.2983248943,1.5562518072,0.4674716426,-0.3099510565,-0.8016365618
SRX4705229,0.6514733977,1.1297057845,0.2458885278,-0.5033890871,-0.6139088962
SRX4705230,-1.4732213845,0.41882938140000003,-0.3792857307,-0.43552663960000004,-0.287425074
SRX4705231,0.076591646,-0.2237143771,-0.12065857590000001,-0.9039885132000001,-0.4489432823
SRX4705232,-0.2581690524,-0.5438712773000001,-0.38423113010000004,-0.882397812,-0.5123378751000001
SRX4705233,1.7223452765,0.9981770328,-0.26705064700000003,-0.1968594431,-0.2272886656
SRX4705234,0.668936563,1.2347205658,0.1675196133,-0.0757624216,-0.9453875653
SRX4705235,-2.1506717387,-1.1666352067,-0.5727486002000001,-1.1352115054,-0.1865236397
SRX4705236,-0.3540106162,0.7837555296000001,0.44393487470000004,-0.1630694594,-0.8251469931000001
SRX4705237,-3.6947220165,-1.4331579614,-0.8045503152,-1.1430905682,-0.16361876860000002
SRX4705238,-1.8587839588000001,-0.9990339262000001,-0.6298155922,-1.1479592129,-0.1793039498
SRX2038319,-0.5666699249,0.125498892,-0.28891013400000004,0.0216952277,0.8134453723
SRX2038320,-0.0695959946,0.3007311821,0.0801261701,0.0089552738,0.7646370964
SRX2038321,-1.2267598524,0.08610009090000001,-0.0355956426,-0.029136735400000002,1.0324515241
SRX2038322,-0.7371889514000001,0.06212374700000001,0.049030747300000004,-0.22346250180000002,1.1282927925
SRX2038323,0.5437349986000001,-0.3343041311,0.5668752622000001,-0.5950074874,0.1944001789
SRX2038324,0.13008442180000002,-0.14992370730000001,0.3891674264,-0.2819178846,0.4488880236
SRX2038325,-2.9348321098000003,-0.32491056490000003,0.0759529137,-0.2129587413,0.8192872041
SRX2038326,-2.2482524118000002,-0.9900176077,-0.2355875667,-0.6664505470000001,1.2621479943
SRX2038327,-1.4923942272000001,0.049854806800000005,-0.4207228516,-0.2899666271,1.2170803733
SRX2038328,-0.7701874135,-0.0831777139,-0.3063087178,-0.0956451908,1.1546751501
SRX2038329,3.1921747028,0.0397172256,0.0957996294,-0.534902734,0.53156031
SRX2038330,-0.7768902318,-0.1596247254,-0.11974174800000001,-0.09387450950000001,0.4018958288
SRX2038331,-0.6219868187,0.0039632883,0.0466820715,-0.4795015226,0.4577782038
SRX2038332,-1.1150491109,0.118742969,-0.2169196645,0.3381492062,0.9002764379
SRX2038334,2.1137002573,-0.0167834763,0.1970251695,-0.2479411708,-0.262260078
SRX2038335,1.6889193456,0.1741474032,0.6247506407,0.1803691418,0.3425222732
SRX2038336,0.3392019699,-0.1252953809,0.1018114794,0.5647813138000001,0.7995975116
SRX2038337,-0.608970168,-0.0271193462,-0.0129237519,-0.0535453575,0.43580111590000004
SRX2038338,0.3603798183,-0.0435042426,0.0112005388,0.0598112988,-0.3017448487
SRX2038339,-2.8282214481,0.1883526006,-0.08203443120000001,0.1188856227,0.2518614037
SRX2038340,-0.6723071901000001,-0.5500729501,0.34711596100000003,0.34647646330000004,-0.222408293
SRX2038341,3.2119224982,0.1450941284,0.6645557722000001,-0.08200134910000001,0.1879661558
SRX2038342,-0.15544085600000002,-0.4297506837,0.1067834894,-0.1543697162,-0.4890843193
SRX2038343,1.1404897736,0.0181400621,0.6012047563,0.5010526678,0.3142079397
SRX2038344,0.4559672342,0.4401491266,0.7031198043,0.033069829700000004,0.3077435991
SRX2038345,-0.43976996500000004,-0.39388589900000004,0.0221391082,-0.1021128979,0.1788038197
SRX2038346,-2.9368127315,-0.3482372626,-0.0942058731,-0.5275545316,0.1157789693
SRX2038347,-2.9851912875,-0.4394696011,-0.09054255950000001,-0.8740408744,0.5130444938000001
SRX2038348,-2.764532246,-0.4971285835,-0.041953991,-0.6052099843000001,0.1415777017
SRX2038349,-0.5956721722,-0.242294745,-0.0925202531,-0.520378201,-0.3207439709
SRX2038350,-0.6922192498,-0.23397008030000002,-0.1844125509,-0.1808186141,-0.2838773316
SRX2038351,-0.7208744882,-0.2852751267,0.1130569344,-0.2481074814,-0.213800642
SRX2038352,0.43428686110000003,0.1260367897,1.1411931816,-0.1007067708,0.543715835
SRX2038353,2.6003464632,0.19048868030000002,0.3695016269,-0.2493838519,-0.0083750354
SRX2038354,0.36656979970000003,-0.0269840029,0.7359501092,0.0934857714,-0.0373465344
SRX2038355,0.44627051090000003,-0.0632163086,0.3947263841,0.0258529291,0.1802205077
SRX2038356,2.9216749629,0.21326112400000002,0.8543776811,-0.7092992376,0.2062926307
SRX2038357,0.2062901066,-0.08199464940000001,0.2777095952,-0.08150652650000001,-0.5117005236000001
SRX2038358,-0.4275541881,-0.6011982882,-0.0725666751,-0.38365261440000004,-0.7003631485
SRX2038359,0.2901852917,-0.0819753497,0.37426477810000003,0.30292598800000003,-0.2187207317
SRX2038360,2.4220712026,0.0573290464,0.5883108625,-0.5695966895,-0.054139203600000005
SRX2038361,0.7802847939,0.12926182760000002,0.4916633114,-0.5088220601,-0.0185848993
SRX2038362,1.2689942566,0.3057714307,0.8633205366000001,-0.5568547845,0.49671234680000004
SRX2038363,0.9710777880000001,0.109722948,0.7366472516,-0.1075832786,0.4824981277
SRX2038364,0.2671421604,-0.0141443695,0.5798353965,-0.2548516616,0.3482297729
SRX2038365,-3.0092554041,-0.2312368153,-0.3974376674,-0.5224634022,-0.1461560235
SRX2038366,-2.8579370839,-0.18676302390000002,-0.3293400429,-0.6997337682,-0.2391000802
SRX2038367,-3.1168578127,-0.1278352879,-0.0846129684,-0.164303206,-0.46783544390000004
SRX2038368,1.3851016933,-0.3926325905,-0.21402656690000002,-0.2838038458,-0.3071428348
SRX2038369,-0.7732724629000001,-0.0062089594,0.2637508165,-0.14120318680000002,-0.4365247042
SRX2038370,1.0105121012,0.4861734909,0.6256087021,-0.2275315786,-0.38758173360000003
SRX2038371,0.3085121917,-0.010747508000000001,0.2631926723,-0.1971165942,0.3201668684
SRX2038372,2.4163200646,0.10006140990000001,0.4217855051,-0.7030767083,0.0465265411
SRX2038373,1.6886903160000002,0.1766943625,1.0196147162,-0.3391076354,0.14940950960000002
SRX2038374,1.3620237603,0.1081447375,0.4735180229,-0.8919006833,-0.132560216
SRX2038375,1.3290725986,0.43580014850000004,0.6698499067,-0.8480468999,0.5144624051
ERX530520,0.0628495427,-0.0126140647,-0.1091550631,-0.0552460372,0.0221061546
ERX530521,-1.0679444398,-0.5632499576000001,-0.3267055508,0.2379487723,-0.0756894691
ERX530522,-2.9638258056,-0.7691232261000001,-0.5134252848,0.1666261772,0.11953000150000001
ERX530523,-1.7794976436,-0.6876418936,-0.3438804098,0.3038599931,0.2118616721
ERX530524,-0.0628495427,0.0126140647,0.1091550631,0.0552460372,-0.0221061546
ERX530525,-1.340458832,-0.5020880096,-0.1315017245,0.2803346536,0.0591923524
ERX530526,-1.0636160373,-0.6121936932,-0.3005407228,-0.038816530200000005,0.1263137037
ERX530527,-2.0345739982,-0.7945592121,-0.5096073505000001,0.21736006800000002,0.0809025668
ERX3212443,-1.7614917842,-1.1654484966,-0.3700530449,0.02870798,0.0732094626
ERX3212444,-1.3295422048,-1.2871154366,-0.4503536529,0.0422419746,0.0056132335
ERX3212445,-1.1099236372,-1.2490765468,-0.45244844500000003,-0.0473495293,0.0423629914
ERX3212446,-2.0354305288,-0.3809926234,0.3581703512,-0.1275263066,0.041954287
ERX3212447,-0.9170488046,-0.3619273831,0.0161948914,-0.1188682696,-0.0160248089
ERX3212448,-1.7263497917000001,-0.7844698924,-0.0396955739,-0.0775782685,0.0104782174
ERX3212449,-0.20453083700000002,-0.10119944430000001,-0.1070944525,-0.0172228206,-0.0104948585
ERX3212450,0.17135770960000002,0.2675874301,0.0677711785,-0.0153227698,0.0124467228
ERX3212451,0.0331731274,-0.1663879858,0.039323274000000005,0.032545590400000005,-0.0019518642
ERX3212452,-0.5885149688,-0.083557952,-0.20341982860000002,0.1223491476,-0.3895044203
ERX3212453,-0.4993355682,0.5395210789,-0.11595925380000001,0.1974911759,-0.42263324150000003
ERX3212454,1.0421288295,0.6896224718,0.5987780665,0.2034264775,0.024469464200000002
SRX7478973,-0.0801430502,-0.5633160544,0.2899848134,-0.060392566700000004,-0.0055667291
SRX7478974,0.35653558500000004,0.3469418774,-0.1683577845,0.0044704471,-0.044471987000000004
SRX7478975,-0.2763925347,0.2163741771,-0.1216270289,0.0559221196,0.050038716100000005
SRX7478976,-0.3385794934,0.7978032511,-0.0706801749,-0.0294229657,0.0016250414000000002
SRX7478977,0.041683839300000004,-0.1381991829,-0.16533082670000002,-0.10860318570000001,-0.043639133100000005
SRX7478978,-0.44107431010000003,0.2142639344,-0.0817721155,-0.1133642725,0.1600786533
SRX7478979,-1.0120490856,0.1324793856,0.1224459816,0.029688543100000003,0.09561689300000001
SRX7478980,-0.8240719123,0.4183130766,0.1049099379,0.0276315887,0.1953431049
SRX7478981,-0.8277875369000001,-0.4898505118,0.167446632,-0.0099621376,0.2260962068
SRX7478982,-0.5671478795,0.0071397705,-0.0150136907,0.0895954796,0.18279078980000002
SRX7478983,-0.20357330810000002,0.0897857583,-0.10120935610000001,0.10367688060000001,0.1380813401
SRX7478984,-0.4792745231,0.0590433936,-0.2803195167,0.0034602426000000003,0.0548575638
ERX1521038,-1.1154255464,-0.3860298065,0.0664583032,0.2075117463,-7.6088245253
ERX1521039,3.7925864042,0.878164656,0.2780397705,0.009730694,-2.3407874767
ERX1521040,-0.7477515071,-0.4337969775,0.1371412422,0.2850669433,-8.3235432999
ERX1521041,5.0415530947,1.7679933292,0.6672853693,0.1631970502,-2.9963109286
ERX1521042,0.2716532881,0.15363551820000002,0.2101217034,0.1392690724,1.2914563898
ERX1521043,5.3131375012,1.6847267226,1.0196745463,0.5908241112,-0.1594690833
ERX1521044,0.019518508400000002,0.2384318071,0.06669280600000001,0.1104686965,1.1280401783
ERX1521045,-0.019518508400000002,-0.2384318071,-0.06669280600000001,-0.1104686965,-1.1280401783
SRX621182,-5.087909599,-1.1097671733,-1.3706151449,-1.5681109031,-11.2828757996
SRX621183,-4.6853604698,-0.9624647329,-1.4869333355,-1.7787209304,-11.0958731081
SRX621184,-3.2517017318,-0.6367096792,-0.259042377,-2.3286332422,-11.2828757996
SRX621185,-1.5078540021,-0.7359571895,-0.4018993106,-2.0720734261000002,-11.169180213
SRX621188,-2.7159203801,-0.7220454162000001,-0.6675387356,-2.2153905101,-11.2828757996
SRX621189,-3.4816693025,-1.0803077053,-0.9250855332000001,-2.5455493469,-11.1395489089
SRX621190,-0.3469602205,0.24206123670000002,0.3395047223,0.0910120247,0.004999462200000001
SRX621191,0.3469602205,-0.24206123670000002,-0.3395047223,-0.0910120247,-0.004999462200000001
SRX621192,-0.5453331495,-0.3738473794,-1.2127166704,-2.4304813555,-11.2828757996
SRX621193,-0.06538305380000001,0.1037028604,-0.9780940175,-2.283345836,-11.1649614232
SRX6489436,4.2983065909,-0.8752355541,-1.8582734045,-2.5610024343999997,0.0532748055
SRX6489437,4.06732861,-0.3340951695,-1.5868935895,-1.7192127447,-0.4888458236
SRX6489438,4.7535088903,-0.6265132262,-1.6090333891,-2.5656982779,-0.3363509508
SRX6489439,-2.5587157139,-0.6909325294,-0.3025700867,0.2181867704,-0.46563791250000003
SRX6489440,-4.4981783619,-1.0990333456,-0.9111918476,-0.051637196,-0.2812791618
SRX6489441,7.0568940759,1.789965875,1.2137619343,-0.1665495744,0.7469170743
SRX6489442,-3.0340072912,-0.8448981966,-0.2385922031,0.5013664708,-0.5656674251
SRX6489443,-6.2855739182,-2.0635525738,-1.1643861722,-0.0310669673,-0.39575645670000004
SRX6489444,5.2439176567,0.9737858439,1.0416396125,-0.0959832862,0.4498708985
SRX6489445,-4.904527924,-0.8557833146,-0.4746182956,0.1827632689,-0.48760263470000004
SRX6489446,-5.4980247314,-1.5171384515000002,-0.6017639482,-0.0362566025,-0.482811335
SRX6489447,6.5409628007,1.106420161,1.2465208134,-0.13451388420000002,0.6043716194000001
SRX6489448,-3.0536619777,-1.4550539871,-0.3270876928,-0.3668404044,-0.13186827780000002
SRX6489449,-6.7007346536,-1.4499023086,-1.0965573161,-0.0648374225,-0.4012151661
SRX6489450,2.4936671519,0.1687243403,-0.43758050060000003,0.0483373318,0.213572845
SRX6489451,-2.3647735144,-1.2617647617,-0.1783491349,-0.0097311396,-0.3657522957
SRX6489452,-4.4734461715,-1.2468094851,-1.3098274373,-0.3293122911,-0.2791243397
SRX6489453,5.757172552,1.3722911444,0.8716871243000001,-0.3831059042,0.5526899009
SRX6489454,-1.6258328226,-0.7637642973000001,-0.0503660022,-0.0190652403,-0.1909566644
SRX6489455,-3.995438144,-1.8209882525,-0.5333525126,0.10856884550000001,-0.41196725570000003
SRX6489456,5.435366665,1.3450497146,0.9770545283000001,-0.250826488,0.4086006219
SRX6489457,1.1167953973,-1.1534269121,-0.7237652331000001,-0.8913190701,-0.3798919416
SRX6489458,0.6376718045,-0.0425753649,-1.3642529817,-1.4459433789,-0.5863838816
SRX6489459,0.4108198447,-0.3305570275,-1.0061359523,-1.4845663116,0.2846592558
SRX6489460,-1.3120290955,-1.8278298584,-1.562415541,-1.0651718251,-0.4614595925
SRX6489461,-0.5362537072,-0.5331223322,-0.9476630729000001,-0.7987644547,-1.0059124379
SRX6489462,-0.7910169168000001,-1.0099419651,-1.2380184467,-1.2519211603,-0.1849198789
SRX6489463,-4.3118860736,-1.2931134413,-1.9344002535,-1.3554675684,-0.7783546981
SRX6489464,-4.2773858449,-1.160087565,-1.6275781124000002,-1.3336062681,-1.0572050349
SRX6489465,-2.748120445,-0.3597211075,-0.8158391187,-0.8925679957,-0.1807664728
SRX6489466,0.8534245250000001,-0.9515659443000001,-0.7238527078,-1.1430168893000001,-0.0907122476
SRX6489467,1.3245060214,0.0139413942,-0.6145495043,-1.4493752758,0.3082687048
SRX6489468,0.8102269049,-0.1766526515,-0.7860508540000001,-1.4050641086,0.3379025303
SRX6489469,-0.1996369457,-1.0125957809,-0.9376374977,-1.6123595908000001,0.12136969610000001
SRX6489470,-0.9704305935,-0.5870203853,-0.9881435590000001,-1.226893919,-1.0080812869
SRX6489471,-0.8168397298000001,-0.5281544477,-1.1494718426000001,-1.5448590486,-0.0863613176
SRX6452027,-1.4263038644,-0.4428323209,-1.3519357047,-0.1459188516,1.8073523909
SRX6452029,0.1254145134,0.043282787,-0.034204262400000005,-0.0579075359,-0.0544999308
SRX6452030,-1.4859820367,-0.6911298552,-1.4357273936000001,-0.10275380890000001,1.5425572323
SRX6452031,-1.0718881069,-0.2672742899,-0.4285041792,-0.0890509939,-0.1330063326
SRX6452044,-1.2172312795,-0.4296610971,-0.33531935900000004,-0.4156744168,-0.1406345544
SRX6452045,-1.7381661573,-0.1193533756,-0.3281199473,0.0988768356,-0.0933626263
SRX6452046,-0.9377431629,0.10549556780000001,-0.537026519,-0.2628324997,-0.3614606192
SRX6452047,-0.2324771264,0.2958501235,-1.1128978147,-0.2208033278,1.7228807332
SRX6452048,-0.1254145134,-0.043282787,0.034204262400000005,0.0579075359,0.0544999308
SRX6452059,-0.2880700718,-0.1601349609,-1.20224336,-0.2805843959,1.8168397571
SRX1828491,7.0234067444,3.0507456996,1.9890981958,1.0841805474,-0.028705585500000002
SRX1828492,6.818487949,3.3780459657,1.8343834362,1.1446573046,-0.1202583053
SRX1828493,6.8109988433,2.493222016,1.2420335736,0.9603956705000001,-0.0908639124
SRX1828494,9.5244716429,3.1617716593,2.0879831147,1.5682706127000001,0.3179651663
SRX1828495,0.6254439907,-0.44058800730000003,-0.0951781875,-0.4755092777,-0.0563841818
SRX1828496,-0.7600376647,-0.5534756875,-0.4225034838,-0.1918949817,0.06618733090000001
SRX1828497,-0.30122801800000004,0.0627752003,0.8492837638,0.35721379940000003,-0.1562590073
SRX1828498,-0.6709973078,-0.033732838200000004,0.3127937029,0.3103341766,-0.0885352413
SRX1828499,0.9574228128000001,0.5756470921,0.9494982595,0.8959768911,-0.3414103484
SRX1828500,2.8341874907999998,1.4601400869,1.1137168203,1.151414448,-0.5846245038
SRX1828501,0.5427213731,-0.39908334710000004,0.7781303997,0.5787595543,0.2744970915
SRX1828502,-2.0539798681,0.40495749270000003,0.2850470462,0.170452503,-0.0542978631
SRX1828503,-1.9036764288999999,0.5204114407,0.7266755346,0.2993918273,0.0784576074
SRX1828504,-1.6340038401,0.9947610892000001,0.4258571551,0.3449252499,0.16289816000000001
SRX1828505,0.0425656574,-0.040235254500000005,0.5190186025,0.2963526906,0.017381964700000002
SRX1828506,2.0239824882,0.3656330089,1.0954394062,0.8750640991,-0.0194386389
SRX1828507,-1.2736616294,0.0342465376,-0.1682888422,-0.326898736,0.0726349446
SRX1828508,1.2736616294,-0.0342465376,0.1682888422,0.326898736,-0.0726349446
SRX3796953,0.2681385298,-0.4638284467,-0.0455524046,-0.07878716350000001,-0.0927627345
SRX3796954,-0.2681385298,0.4638284467,0.0455524046,0.07878716350000001,0.0927627345
SRX3796955,-1.3553817758,1.3617044698,-2.3830959422999998,1.2078040582,0.2753272571
SRX3796956,-2.8897844314,1.6014947007,-1.6788550574,1.3633198144,0.4441069399
SRX3796957,5.817153987,0.1317584238,-0.0749910001,-2.4304975054,-0.7668020693
SRX3796958,4.8901616388,1.1868576376,0.6480705572000001,-1.9638896553,-0.5128253665
SRX3796959,-0.4728708332,0.9467449673,0.11749690680000001,0.23973138100000002,0.2229912454
SRX3796960,-0.28395638030000003,0.9416879432,0.0626560458,0.1717381616,0.033590905000000004
SRX3796961,2.4489283501,1.2925162765,1.2103804202,0.08582733690000001,-0.19548375580000002
SRX3796962,3.9559358855,0.028196565200000002,1.3571106021000001,-0.0164337809,0.0433619383
SRX3796963,5.0798068719,0.429999801,-0.8088857515000001,-2.9541291327,-0.3339490493
SRX3796964,3.4450643553,0.3215324719,-0.3214973162,-2.4056994769,-0.1516296021
SRX3796965,-1.3215417031,-0.5049071722,-0.1530184863,-0.18704894200000002,-0.1530548675
SRX3796966,-1.1670573113,0.2027704321,0.029569907700000002,-0.1143135745,-0.1721426553
SRX3796967,1.3756248369000001,1.148532598,-0.2793017015,0.1036684385,0.12252733680000001
SRX3796968,0.5601420514000001,1.510026689,0.07012647770000001,-0.5320317657,-0.19978727570000002
SRX3796969,-0.0810043317,0.0708748895,0.6064438864,-0.33952435410000004,-1.9507388761
SRX3796970,2.1363010888,1.0576021788,0.6303788399,-0.5029284707,-1.8163245993000001
SRX3796971,-1.2160936253,0.769420819,0.3228347053,0.051597773300000004,0.0410985067
SRX3796972,-0.7682303444,0.7180369397,-0.0043091971,0.1695436772,0.057708133200000004
SRX3796973,-1.4467104942,0.548257914,-0.42563912610000004,0.4016716534,0.0681414528
SRX3796974,-1.7825298410000001,0.8334841389000001,0.24168449890000002,0.0540830645,-0.068109165
SRX3796975,1.7733676444,1.2431612748,-0.1551607542,-2.4044391384,-0.9673475542000001
SRX3796976,1.7568911084,0.8321545312,-0.20456788250000002,-2.2572603749,-1.0082690979
SRX3796977,-0.9634076773,0.8473134121,0.33664523020000003,0.15715905260000002,0.0144481257
SRX3796978,-1.1266666578,0.33344466110000004,0.2282716941,0.22238625250000002,0.009223766000000001
SRX3796979,1.6943671316,0.8528892859,1.2467623452,0.029169605100000003,-0.2636079904
SRX3796980,2.6674940759,1.4584673509,1.2571186072,0.3152681445,-0.0306609753
SRX3796981,3.9736301836,1.4427412736,0.0050444683,-2.3922730427,-0.3165101455
SRX3796982,3.8209375094,1.0436504652,0.1330659696,-2.1205585644,-0.1492903382
SRX3796983,-0.8672615791,-0.0571389779,-0.1312003247,-0.14166017990000002,-0.1422466503
SRX3796984,0.19854032570000002,0.2569875835,0.0489293692,-0.1285585019,-0.2323125882
SRX3796985,-0.13253904630000002,0.4756862759,-0.4860163662,-0.41390028040000004,-0.1534561887
