,new_827843_827923
LBexp_1,7.0418
LBexp_2,6.8223
LBexp_3,7.1985
LBtran_1,7.3433
LBtran_2,7.0297
LBtran_3,7.3957
LBstat_1,7.0671
LBstat_2,7.4256
LBstat_3,7.5148
LBGexp_1,7.3103
LBGexp_2,7.2782
LBGexp_3,7.1869
LBGtran_2,8.6741
LBGtran_3,7.5389
LBGstat_1,7.2211
LBGstat_2,7.7178
LBGstat_3,7.7436
S0_1,6.9261
S0_2,7.2815
S0_3,7.2148
S1_1,6.7459
S1_2,6.9485
S1_3,6.7721
S2_1,7.6777
S2_2,7.2642
S2_3,6.848
S3_1,7.5907
S3_2,7.4125
S4_1,9.1234
S4_2,8.5844
S4_3,7.9128
S5_1,8.5265
S5_2,8.6648
S5_3,9.0951
S6_1,8.2233
S6_2,7.4149
S6_3,8.536
S6/t_1,8.918
S6/t_2,7.4245
S6_4,8.3249
S6_5,8.3639
S6_6,8.7879
S7_4,9.7163
S7_5,9.6815
S7_6,10.1225
S8_4,9.6633
S8_5,9.7675
G135_1,8.1948
G135_3,7.5393
G150_1,7.6696
G150_2,7.2655
G150_3,8.0593
G180_1,7.7182
G180_2,6.8535
G180_3,7.0206
C30_1,9.3801
C30_2,9.6729
C90_1,8.8865
C90_2,7.2838
BI_1,6.9791
BI_2,7.516
BC_2,7.6348
BC/t_1,8.3229
BC/t_2,10.0946
BC_1,7.0618
Sw_1,8.2299
Sw_2,8.5893
BT_1,8.1714
BT_2,7.5503
B36_1,10.9803
B36_2,10.8023
B60_1,9.7644
B60_2,11.3491
M9exp_1,8.7889
M9exp_2,8.3066
M9exp_3,6.841
M9tran_1,7.2895
M9tran_2,7.39
M9tran_3,7.2214
M9stat_1,8.4321
M9stat_2,8.7106
M9stat_3,9.1112
M+G_1,9.6542
M+G_2,7.2526
M+G_3,7.4117
Glu_1,8.0957
Glu_2,7.7824
Glu_3,7.3762
Fru_1,7.8221
Fru_2,7.2822
Fru_3,7.4291
Mal_1,7.0535
Mal_2,7.3503
Mal_3,7.4018
G+S_2,7.3647
G+S_3,8.0589
Pyr_1,8.2324
Pyr_2,7.7638
Pyr_3,8.7558
Gly_1,8.8989
Gly_2,8.798
Gly_3,8.4808
Glucon_1,8.8231
Glucon_2,8.2716
