,-0.06984391082829,-0.041906346496974,-0.013968782165658,0.013968782165658,0.041906346496974,0.06984391082829,0.097781475159606,0.125719039490922,0.153656603822238,0.181594168153554,0.20953173248487,0.237469296816186,0.265406861147502,0.293344425478818,0.321281989810134,0.34921955414145,0.377157118472766,0.405094682804082,0.433032247135398,0.460969811466714
thresh,-0.083812692993948,0.083812692993948,2,,,,,,,,,,,,,,,,,
unreg,0,13,2911,2621,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
GltR-II,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0
unreg_genes,[],[],[],[],[],[],[],['yeaD'],[],[],[],['yihS'],[],[],[],[],[],[],[],[]
GltR-II_genes,[],[],[],['glk' 'edd' 'gapA'],[],[],[],[],[],[],[],[],[],[],['oprB-I'],['gtsB'],['gtsC' 'gtsD' 'gtsA'],[],[],[]
