,Value,list
TF,CodY,
reg_genes,235,"['ilvA' 'S118' 'S617' 'bkdR' 'ylxF' 'leuD' 'frlN' 'rocE' 'yneN' 'codY'
 'rocF' 'flhG' 'S585' 'S1119' 'srfAB' 'pksC' 'S92' 'fliK' 'S368' 'mpr'
 'bacG' 'S667' 'thrC' 'S1551' 'rapA' 'S404' 'srfAC' 'flgE' 'S407' 'ybfJ'
 'flgC' 'bacD' 'ackA' 'flgD' 'leuC' 'putB' 'S366' 'srfAA' 'S403' 'guaC'
 'thrD' 'S405' 'S823' 'S1533' 'pksH' 'metN' 'phrC' 'leuB' 'appA/1' 'fliQ'
 'pksR' 'oppF' 'cheA' 'ureB' 'argF' 'buk' 'ilvH' 'gabP' 'S822' 'ilvC'
 'fliJ' 'swrD' 'flhA' 'hutH' 'cheY' 'carA' 'pksM' 'fliP' 'oppD' 'fliM'
 'S1138' 'S1261' 'S1412' 'rocB' 'oppB' 'appA/2' 'argD' 'yuiB' 'comK'
 'frlB' 'BSU_misc_RNA_24' 'pksD' 'phrE' 'bacA' 'trmFO' 'S367' 'frlD'
 'bacF' 'rapC' 'phrA' 'S472' 'bkdAB' 'bacC' 'fliI' 'codV' 'cheB' 'guaB'
 'comS' 'fliF' 'S1245' 'metQ' 'frlO' 'pksE' 'S584' 'S406' 'hutI' 'pksL'
 'fliH' 'ispA' 'bkdB' 'sigD' 'tyrS' 'S471' 'ilvB' 'bkdAA' 'citB' 'oppA'
 'pksI' 'acpK' 'cheC' 'S126' 'hutP' 'ilvD' 'metP' 'bcd' 'S1124' 'thrB'
 'bacB' 'yxbD' 'ywaA' 'kapB' 'bacE' 'ansZ' 'carB' 'S363' 'ptb' 'putP'
 'hutU' 'yuiC' 'cheW' 'S1254' 'rocD' 'hag' 'fliG' 'argB' 'clpQ' 'pksG'
 'S819' 'fliL' 'S227' 'ypmP' 'S668' 'fliZ' 'fliY' 'braB' 'fliR' 'hutG'
 'kinB' 'rocA' 'S465' 'S1517' 'flhF' 'flhB' 'putC' 'yurJ' 'ureA' 'fliE'
 'ybgE' 'S1352' 'rocC' 'ylmA' 'clpY' 'pksF' 'S669' 'S910' 'oppC' 'rapE'
 'pksN' 'swrB' 'cheD' 'S116' 'hutM' 'aprE' 'S1120' 'flgB' 'scoC' 'lpdV'
 'ureC' 'srfAD' 'S616' 'frlM' 'leuA' 'S351' 'ytzK' 'argJ' 'acsA' 'hom'
 'argC' 'nprE' 'pksJ']"
comp_genes,40,['yocS' 'glcD' 'S506' 'S1534' 'ykwB']
both_genes,35,"['nupO' 'yhjB' 'dppC' 'vpr' 'yxbA' 'yhjC' 'appF' 'yxbB' 'S1209' 'dppD'
 'yuiA' 'ykfB' 'S1413' 'dppA' 'S329' 'ykfC' 'nupN' 'amhX' 'yxaM' 'nupQ'
 'appB' 'dppE' 'S1208' 'S107' 'nupP' 'appC' 'asnH' 'ycgA' 'appD' 'bcaP'
 'ykfA' 'dppB' 'yxbC' 'yxnB' 'ykfD']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
