,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-33.176154819733334,2.3169527956368756,3.0,0.0,-35.7599109096,1.0,-32.4854619445,2.0,-31.2830916051,,,,,,,,,,
1,LB__LBtran,-23.977697268399996,0.18483144719517183,3.0,3.0,-23.923852297,4.0,-24.1834722161,5.0,-23.8257672921,,,,,,,,,,
2,LB__LBstat,-6.579336258433334,0.815117505267269,3.0,6.0,-7.4839534176,7.0,-5.9019334899,8.0,-6.3521218678,,,,,,,,,,
3,LB__LBGexp,-33.4921831444,0.23687640180561936,3.0,9.0,-33.7621880158,10.0,-33.3193196892,11.0,-33.3950417282,,,,,,,,,,
4,LB__LBGtran,-27.3509816954,3.8849252455058516,2.0,12.0,-24.6039247099,13.0,-30.0980386809,,,,,,,,,,,,
5,LB__LBGstat,-24.53321796216667,2.148443303288026,3.0,14.0,-26.7607896185,15.0,-22.4737831429,16.0,-24.3650811251,,,,,,,,,,
6,Life Cycle__S0,-14.711016743466667,3.0145435954089623,3.0,17.0,-11.4098736375,18.0,-17.3177858357,19.0,-15.4053907572,,,,,,,,,,
7,Life Cycle__S1,25.9273407917,0.3437223015888148,3.0,20.0,25.6147742573,21.0,26.295453334,22.0,25.8717947838,,,,,,,,,,
8,Life Cycle__S2,23.189541711199997,1.3790438117820938,3.0,23.0,22.045350214,24.0,24.7207418327,25.0,22.8025330869,,,,,,,,,,
9,Life Cycle__S3,22.440045491699998,0.6188491990781164,2.0,26.0,22.8776379569,27.0,22.0024530265,,,,,,,,,,,,
10,Life Cycle__S4,19.952036229166666,0.6586837314163975,3.0,28.0,19.4263529436,29.0,20.6909105079,30.0,19.738845236,,,,,,,,,,
11,Life Cycle__S5,19.0082587994,0.4836079299811537,3.0,31.0,19.4825725253,32.0,18.5158638182,33.0,19.0263400547,,,,,,,,,,
