,b1459
ecoli_00001,0.034412381
ecoli_00002,-0.034412381
ecoli_00003,-0.7194931
ecoli_00004,-0.857189473
ecoli_00005,-0.35433643
ecoli_00006,-0.526491255
ecoli_00007,-0.605287354
ecoli_00008,-0.684417653
ecoli_00009,-0.334480561
ecoli_00010,-0.574241903
ecoli_00011,-0.6038785440000001
ecoli_00012,-0.674247793
ecoli_00014,-0.599332141
ecoli_00015,-0.44704903900000004
ecoli_00016,-0.626840281
ecoli_00017,-0.406421542
ecoli_00018,-0.5311601930000001
ecoli_00019,-1.227088818
ecoli_00020,-1.117665396
ecoli_00021,-1.09432553
ecoli_00022,-1.5032386610000001
ecoli_00023,-1.788444029
ecoli_00024,-0.9189318030000001
ecoli_00025,-1.206312164
ecoli_00026,-0.8859998840000001
ecoli_00027,-0.795043801
ecoli_00028,-0.653949902
ecoli_00029,-0.63686085
ecoli_00030,-0.9494508570000001
ecoli_00031,-0.726431177
ecoli_00032,-0.424164941
ecoli_00033,-0.015531433
ecoli_00034,-1.479690217
ecoli_00035,-0.947043776
ecoli_00036,-0.6514849180000001
ecoli_00037,-0.9740674930000001
ecoli_00038,-0.549946029
ecoli_00039,-0.491298816
ecoli_00040,-0.315847052
ecoli_00041,-0.6778474010000001
ecoli_00042,-1.035631759
ecoli_00043,-0.618163291
ecoli_00044,-0.343440314
ecoli_00045,-1.273085433
ecoli_00046,-1.269455979
ecoli_00047,0.13268991800000002
ecoli_00048,-0.174749869
ecoli_00049,-0.415122036
ecoli_00050,-0.645109382
ecoli_00051,-0.6647364210000001
ecoli_00052,-1.061339851
ecoli_00053,-0.664185054
ecoli_00054,1.298171959
ecoli_00055,0.8529700020000001
ecoli_00056,0.408269702
ecoli_00057,0.718028776
ecoli_00058,-0.01643921
ecoli_00059,0.852909804
ecoli_00060,-0.189518342
ecoli_00061,-0.62948709
ecoli_00062,0.34558394400000003
ecoli_00063,1.445568635
ecoli_00064,-0.624911985
ecoli_00065,-0.7338751950000001
ecoli_00066,-0.684500827
ecoli_00067,-0.936909324
ecoli_00068,0.505776207
ecoli_00070,-0.673016395
ecoli_00071,-0.353426935
ecoli_00072,-0.180829655
ecoli_00073,-1.568820322
ecoli_00074,0.010246655
ecoli_00075,-0.7243864990000001
ecoli_00077,-0.36220759999999996
ecoli_00078,0.444100967
ecoli_00079,-0.413475525
ecoli_00080,0.186363891
ecoli_00081,0.7332214840000001
ecoli_00082,-0.238324011
ecoli_00083,-0.349710525
ecoli_00084,-0.54299774
ecoli_00085,-0.41591358100000003
ecoli_00086,0.5262264830000001
ecoli_00087,0.478505432
ecoli_00088,-0.467831712
ecoli_00089,-0.41426962700000003
ecoli_00090,-0.051053763
ecoli_00091,-0.346230784
ecoli_00092,0.428897686
ecoli_00093,-0.8664874760000001
ecoli_00094,0.188901531
ecoli_00095,-1.024730632
ecoli_00096,0.049496074
ecoli_00097,0.166785759
ecoli_00098,-0.264409728
ecoli_00099,-0.282702538
ecoli_00100,0.0007094520000000001
ecoli_00101,-0.13647146200000002
ecoli_00102,0.233262933
ecoli_00103,0.045994671
ecoli_00104,-0.36182288900000004
ecoli_00105,0.25464042
ecoli_00106,0.29696035400000004
ecoli_00107,0.135022463
ecoli_00108,-0.184532482
ecoli_00109,-1.5757514270000001
ecoli_00110,-0.469700335
ecoli_00111,-0.516562229
ecoli_00112,-0.837841044
ecoli_00113,-0.206240778
ecoli_00114,-0.44045738500000003
ecoli_00115,-0.39976872
ecoli_00116,-1.390278531
ecoli_00117,-1.522024644
ecoli_00118,-0.685694588
ecoli_00119,-1.3992117990000001
ecoli_00120,-1.451345505
ecoli_00121,-1.54714723
ecoli_00122,-1.529586989
ecoli_00123,-1.324454663
ecoli_00124,-1.1715723310000001
ecoli_00125,-1.02573952
ecoli_00126,-0.7404243660000001
ecoli_00127,-1.190777954
ecoli_00128,-0.79632951
ecoli_00129,-0.7347852880000001
ecoli_00130,-0.9645845740000001
ecoli_00131,-1.192557991
ecoli_00132,-1.232065849
ecoli_00133,-0.706433351
ecoli_00134,-1.525946534
ecoli_00135,-0.8683865580000001
ecoli_00136,-1.3718089660000001
ecoli_00137,-0.41445334500000003
ecoli_00138,-1.314826231
ecoli_00139,-1.285931281
ecoli_00140,0.653061982
ecoli_00141,-1.299795308
ecoli_00142,0.327922631
ecoli_00143,0.19310859600000002
ecoli_00144,0.5119906670000001
ecoli_00145,0.150963435
ecoli_00146,0.642509871
ecoli_00147,0.384420026
ecoli_00148,0.07040765900000001
ecoli_00149,0.265807409
ecoli_00150,0.35099921900000003
ecoli_00151,0.771385451
ecoli_00152,0.8805702360000001
ecoli_00153,-0.906217091
ecoli_00154,0.387121574
ecoli_00155,-1.074558256
ecoli_00157,-1.032207199
ecoli_00158,-1.374481329
ecoli_00159,-0.12669364500000002
ecoli_00160,0.15248803
ecoli_00169,-0.33849233100000004
ecoli_00170,-0.40061834900000004
ecoli_00171,-0.8910285480000001
ecoli_00172,0.064540304
ecoli_00173,-0.22592344700000003
ecoli_00174,-0.44657989000000003
ecoli_00175,0.04657585
ecoli_00176,0.31743890900000005
ecoli_00177,-0.84990814
ecoli_00178,-0.575119539
ecoli_00179,0.24205325700000002
ecoli_00180,0.106985521
ecoli_00181,-0.6002585530000001
ecoli_00182,-0.293978448
ecoli_00183,-0.755082021
ecoli_00184,-0.489773555
ecoli_00185,-0.7021872130000001
ecoli_00186,-0.691958894
ecoli_00187,0.130760136
ecoli_00188,0.28554491800000004
ecoli_00189,-0.33923319500000004
ecoli_00190,-0.38551660800000004
ecoli_00191,0.38659556900000003
ecoli_00192,0.40486471
ecoli_00193,-0.00023689500000000001
ecoli_00194,0.13243413
ecoli_00195,0.023341941
ecoli_00196,-0.427468145
ecoli_00197,-0.310339246
ecoli_00198,-0.06461915900000001
ecoli_00199,-0.055081092000000005
ecoli_00200,0.088527504
ecoli_00201,0.038060513000000004
ecoli_00202,0.16537363400000002
ecoli_00203,0.215645886
ecoli_00204,-0.11632413800000001
ecoli_00205,0.7262504120000001
ecoli_00206,0.25521911
ecoli_00207,0.055218558
ecoli_00208,-0.007913638
ecoli_00209,-0.664822294
ecoli_00210,-0.324181007
ecoli_00211,0.322063912
ecoli_00212,0.081070187
ecoli_00213,-0.094967405
ecoli_00214,0.49793149000000003
ecoli_00215,-0.45712329
ecoli_00216,0.213763891
ecoli_00217,-0.5236131980000001
ecoli_00218,-0.18227763500000002
ecoli_00219,-0.594989337
ecoli_00220,-0.639015179
ecoli_00221,-0.476489392
ecoli_00222,0.279660622
ecoli_00223,-0.20098294400000002
ecoli_00224,-0.5581383600000001
ecoli_00225,-0.440214459
ecoli_00226,0.135912069
ecoli_00227,0.329986555
ecoli_00228,0.6519379240000001
ecoli_00229,-0.136294574
ecoli_00230,-0.10861532600000001
ecoli_00231,0.16742061900000002
ecoli_00232,0.09479636500000001
ecoli_00233,-0.31204190600000004
ecoli_00234,-0.567450844
ecoli_00235,-0.7930817950000001
ecoli_00236,0.640537318
ecoli_00237,1.3160655970000001
ecoli_00238,1.087089581
ecoli_00239,1.090131802
ecoli_00240,1.039965941
ecoli_00241,0.7879721780000001
ecoli_00242,1.159524534
ecoli_00243,0.40482153800000004
ecoli_00244,0.38180652600000003
ecoli_00245,0.170227593
ecoli_00246,1.1316044299999999
ecoli_00247,1.383274561
ecoli_00248,-1.458369198
ecoli_00249,0.709364895
ecoli_00250,-0.341346769
ecoli_00251,0.123454535
ecoli_00252,0.36901519800000004
ecoli_00253,1.749661551
ecoli_00254,1.9144568290000001
ecoli_00255,1.043152149
ecoli_00256,0.169103618
ecoli_00257,0.072928017
ecoli_00258,-0.03455292
ecoli_00259,0.25986404900000004
ecoli_00260,0.269082111
ecoli_00261,0.37321728
ecoli_00262,0.532248194
ecoli_00263,-0.79300845
ecoli_00264,-0.44057030100000005
ecoli_00265,-0.567995017
ecoli_00266,-0.22602032600000002
ecoli_00267,-0.084979785
ecoli_00268,-0.04709097
ecoli_00269,-0.345310881
ecoli_00270,-0.16744757
ecoli_00271,0.056285389000000005
ecoli_00272,-0.328389113
ecoli_00273,0.2669882
ecoli_00274,-0.018839029
ecoli_00275,0.237221644
ecoli_00276,0.024159884000000003
ecoli_00277,0.37776407
ecoli_00278,0.173792695
ecoli_00279,0.47147026700000005
ecoli_00280,-0.597860277
ecoli_00281,-1.603582032
ecoli_00282,-1.151352378
ecoli_00283,-0.603755931
ecoli_00284,-0.40291590400000005
ecoli_00285,-0.236385485
ecoli_00286,-0.391590633
ecoli_00287,0.902512454
ecoli_00288,0.42973503900000004
ecoli_00289,-0.027466749000000002
ecoli_00290,-0.5152638970000001
ecoli_00291,-0.320854615
ecoli_00292,0.10910494100000001
