,-0.10833059954166667,-0.09166435345833333,-0.074998107375,-0.05833186129166666,-0.041665615208333326,-0.02499936912499999,-0.008333123041666654,0.008333123041666682,0.024999369125000018,0.041665615208333354,0.05833186129166669,0.07499810737500003,0.09166435345833336,0.1083305995416667,0.12499684562500003,0.14166309170833336,0.1583293377916667,0.17499558387500003,0.19166182995833336,0.2083280760416667
thresh,-0.0999974765,0.0999974765,1,,,,,,,,,,,,,,,,,
unreg,1,3,7,14,57,269,1074,1058,240,70,12,7,5,1,0,0,0,0,2,0
unreg_genes,['LAC_H_01575'],[],[],[],[],[],[],[],[],[],[],[],[],['oppB'],[],[],[],[],['xpT' 'pbuX'],[]
