,-0.0678401646858932,-0.05653347057157766,-0.04522677645726213,-0.03392008234294659,-0.022613388228631057,-0.011306694114315521,1.3877787807814457e-17,0.01130669411431555,0.022613388228631084,0.03392008234294662,0.045226776457262155,0.05653347057157769,0.06784016468589323,0.07914685880020876,0.0904535529145243,0.10176024702883983,0.11306694114315537,0.1243736352574709,0.13568032937178642,0.146987023486102
thresh,-0.03957342940010437,0.03957342940010437,1,,,,,,,,,,,,,,,,,
unreg,2,5,19,58,284,652,598,314,167,77,56,27,15,13,6,1,2,0,0,0
unreg_genes,['SACI_RS03460' 'Saci_0823'],['SACI_RS09280' 'Saci_0007' 'Saci_0653' 'Saci_2240' 'Saci_0251'],"['Saci_0794' 'Saci_1650' 'speH_2' 'adeQ' 'rimI' 'rpl24e' 'Saci_1434'
 'arnS' 'Saci_1562' 'Saci_0301' 'Saci_0384' 'Saci_2067' 'Saci_0759'
 'Saci_1091' 'SACI_RS05455' 'argG' 'SACI_RS03640' 'Saci_1753' 'Saci_0014']",[],[],[],[],[],[],[],"['Saci_1345' 'nusA' 'Saci_2135' 'metE_1' 'sgaA' 'rgy_3' 'sHSP-1' 'purM'
 'lysJ' 'Saci_0292' 'korA' 'mat' 'icd' 'Saci_1540' 'rpl18e' 'cdvB' 'pgk'
 'Saci_1038' 'rps12' 'adhT_4' 'carB' 'hemA' 'hisH' 'rps19' 'atpE' 'purA'
 'Saci_1662' 'gltB_2' 'rpl18' 'Saci_2043' 'atpD' 'pyrC' 'tyrS' 'yjjG'
 'atpA' 'Saci_1804' 'argS' 'Saci_2277' 'Saci_1468' 'rpl13' 'aCPSF1'
 'Saci_1594' 'rpl6' 'rps8' 'Saci_0774' 'slaB' 'cdvC' 'gatE' 'tuf_2' 'purD'
 'apgM' 'rpl2' 'pyrI' 'sdhB' 'tfb2' 'eif6']","['Saci_0612' 'atpB' 'sucC' 'Saci_1156' 'rpl29' 'ahcY' 'Saci_0710' 'hemB'
 'rpoA1' 'Saci_2077' 'menH' 'Saci_1539' 'hisS' 'ruvB_1' 'rpl32e' 'glnA'
 'arnB' 'Saci_1339' 'pyrD' 'gcvT' 'slaA' 'rpl22' 'rpl31e' 'fixA' 'hemL'
 'thsY' 'rps4e']","['hemC' 'rpl11' 'cdvA' 'Saci_0598' 'Saci_0977' 'Saci_1538' 'gltX'
 'Saci_1668' 'rpl10' 'ileS' 'rpl5' 'smc_2' 'moaA_2' 'fusA' 'rpl19e']","['ftsY' 'rpl1' 'fixB_1' 'pheS' 'srp54' 'rpoB' 'Saci_1309' 'rtcB'
 'Saci_2215' 'pheT' 'Saci_1867' 'dnaG' 'Saci_0589']",['thrA' 'dys' 'sav' 'thsB' 'rps3' 'rpoA2'],['clsN'],['rad50' 'mre11'],[],[],[]
