,A,PuuR,RpoS,ArcA
oxyR__wt_h2o2__1,-6.2616574591,-1.37045707,0.523289032,-0.058308609000000004
oxyR__wt_h2o2__2,-3.8003920165,-0.316421659,1.140273702,0.511779267
oxyR__glu_ale4__1,-11.2601989615,-1.781108851,1.471336792,0.48734367500000003
oxyR__glu_ale4__2,-11.1625609329,-2.383465802,0.989478182,0.55045278
oxyR__glu_ale4_h2o2__1,-12.0785976935,-2.612351857,1.105704232,0.42652437200000004
oxyR__glu_ale4_h2o2__2,-11.8301827604,-2.241523439,1.308540662,0.41923975900000005
oxyR__oxyR_ale17__1,-11.7357049537,-2.267162461,0.864667662,-0.47258526700000003
oxyR__oxyR_ale17__2,-11.4792381276,-2.255232247,1.044993532,-0.319391246
oxyR__oxyR_ale17_h2o2__1,-11.5035435162,-2.4623631660000003,0.8066634020000001,-0.407849047
oxyR__oxyR_ale17_h2o2__2,-8.8425225856,-1.603670582,0.7939193720000001,-0.36088363100000004
oxyR__oxyR_ale18__1,-11.3583773473,-2.31825203,-0.18988374400000002,-0.423750187
oxyR__oxyR_ale18__2,-11.1088866473,-2.124312893,-0.012120128,-0.580132675
oxyR__oxyR_ale18_h2o2__1,-12.3821932447,-2.8935367850000002,0.380774492,-0.432093592
oxyR__oxyR_ale18_h2o2__2,-12.3984122242,-2.333373767,0.425706862,-0.32869141
oxyR__oxyR_ale19__1,-11.5974892226,-2.359768581,-0.28424791600000004,-0.75174328
oxyR__oxyR_ale19__2,-12.8991364864,-2.4479484190000003,-0.020286427000000003,-0.8265227650000001
oxyR__oxyR_ale19_h2o2__1,-11.2657468376,-2.358013857,-0.353377109,-1.194452202
oxyR__oxyR_ale19_h2o2__2,-10.8968649917,-2.392940264,-0.353964906,-0.979012392
oxyR__oxyR_ale20__1,-12.4303418186,-2.651763753,0.292686165,-0.669338697
oxyR__oxyR_ale20__2,-11.7775446917,-2.665322556,0.284491559,-0.671754205
oxyR__oxyR_ale20_h2o2__1,-12.2267795911,-2.427044526,0.461398122,-0.809541689
oxyR__oxyR_ale20_h2o2__2,-12.16841855,-2.280002185,0.5234612820000001,-0.808753508
svns_pgi__BmePgi24_15__1,-2.6816451346,-0.137798214,1.136906472,0.15738168700000002
svns_pgi__BmePgi24_15__2,-2.0996659004,-0.037079143,1.106938532,0.158383399
svns_pgi__BmePgi24_26__1,-3.781140966,-0.679497106,0.8895994620000001,0.019257945000000002
svns_pgi__BmePgi24_26__2,-3.5600256304,-0.384835183,1.002864882,0.151773498
svns_pgi__BmePgi24_41__1,-1.2830198098,0.291682948,1.666172602,1.017115486
svns_pgi__BmePgi24_41__2,-4.334527868,-0.746765341,0.761387542,0.043576312000000006
svns_pgi__BmePgi24_52__1,-4.2234577531,-0.81463677,1.073754122,0.044739098000000005
svns_pgi__BmePgi24_52__2,-1.9033731645,-0.286596724,0.9053895820000001,0.057732437000000005
svns_pgi__PaePgi2_34__1,-3.3747782082,-0.18022016100000002,1.278137802,0.7317756190000001
svns_pgi__PaePgi2_34__2,-3.6094875153,-0.461333356,1.205160902,0.699000876
svns_pgi__PaePgi2_63__1,0.9818671314,0.701886581,1.469231752,0.7554666760000001
svns_pgi__PaePgi2_63__2,0.6056013719000001,0.636393791,1.445767052,0.7990900860000001
svns_pgi__PaePgi24_54__1,-1.2174460511,0.097982653,0.914250742,0.852278316
svns_pgi__PaePgi24_54__2,-1.3789203411,0.10550137600000001,0.839892022,0.908308306
svns_pgi__PaePgi24_90__1,-0.6217565644,0.246449358,0.6100121420000001,1.097423036
svns_pgi__PaePgi24_90__2,-1.0461320679,0.31745926500000005,0.7799764520000001,1.1680522660000001
abx_media__m9_ctrl__1,-2.5823658535,-0.40252638500000004,0.780609612,0.38832677600000004
abx_media__m9_ctrl__2,-2.375834813,-0.5986553330000001,0.949769912,0.5281267030000001
abx_media__rpmi_ctrl__1,-11.8406202034,-3.30791892,-2.40001744,1.148398166
abx_media__rpmi_ctrl__2,-11.1901849501,-3.134003281,-1.6442175950000002,0.960487886
abx_media__camhb_ctrl__1,-11.2888949796,-3.607057294,-2.412374072,-0.9133811220000001
abx_media__camhb_ctrl__2,-11.6769004543,-3.881121718,-2.437496206,-0.9972484690000001
abx_media__m9_mero__1,-4.989289536,-0.7567402480000001,0.113079119,0.49373369300000003
abx_media__m9_mero__2,-1.5128551232,-0.316722304,0.5862508120000001,0.239644822
abx_media__rpmi_mero__1,-11.4670576548,-3.289491102,-2.431478613,0.750131416
abx_media__rpmi_mero__2,-11.550376709,-3.2812186,-2.200063945,1.117783896
abx_media__camhb_mero__1,-10.0180779019,-3.805366293,-2.479313904,-1.343260479
abx_media__camhb_mero__2,-9.5638446163,-3.489293489,-2.4048321599999998,-1.375806483
abx_media__m9_trisulf__1,7.1257434217,2.178977619,0.9038694920000001,0.42521249800000005
abx_media__m9_trisulf__2,6.0668158992,1.657906995,1.065425372,0.202579652
abx_media__rpmi_trisulf__1,-8.3534795266,-2.8770420100000003,-0.970301579,-0.996780494
abx_media__rpmi_trisulf__2,-8.2076235604,-2.498197836,-0.922598691,-0.869100763
abx_media__camhb_trisulf__1,-8.2928790914,-2.458028638,-1.479011908,-0.76746688
abx_media__camhb_trisulf__2,-8.1068491822,-2.305288482,-1.453408986,-0.6975454830000001
abx_media__m9_cef__1,5.1447344081,1.418638438,0.855176342,0.322745916
abx_media__m9_cef__2,5.7538023975,1.49778532,0.6537064220000001,0.32773048800000004
abx_media__rpmi_cef__1,-3.7307819577,-1.317956559,-1.312759304,-0.031158746
abx_media__rpmi_cef__2,-3.6900427977,-1.287582116,-1.226735445,-0.000146966
abx_media__camhb_cef__1,-4.5698746942,-1.724660487,-1.396097704,-0.82586124
abx_media__camhb_cef__2,-4.0967749624,-1.251112992,-1.393840567,-0.816201806
abx_media__m9_cipro__1,0.2874580371,0.344676032,0.6878804820000001,0.259412766
abx_media__m9_cipro__2,1.1198933878,0.518759871,0.7698332320000001,0.25472500200000003
abx_media__rpmi_cipro__1,-7.4765144107,-2.327112112,-1.842582587,-0.464657757
abx_media__rpmi_cipro__2,-6.8315243363,-2.225240398,-1.756150681,-0.20812524200000002
abx_media__camhb_cipro__1,-9.9390050182,-3.155321639,-1.8498726840000002,-1.6314585560000001
abx_media__camhb_cipro__2,-9.1052472329,-3.011415979,-1.789965745,-1.578264933
hot_tale__42c_ale3_30c__1,-10.0282725696,-2.018457137,-1.907963797,-0.085024997
hot_tale__42c_ale3_30c__2,-10.1022066173,-2.180401732,-1.944972908,-0.11169243100000001
hot_tale__42c_ale3_37c__1,-12.4111654185,-2.368257755,-1.438491919,-0.12554602
hot_tale__42c_ale3_37c__2,-12.7394429366,-2.377628311,-1.5778546850000001,-0.12163840100000001
hot_tale__42c_ale3_44c__1,-8.0761471599,-0.8322066330000001,-0.44932950800000004,0.147011691
hot_tale__42c_ale3_44c__2,-7.0625269981,-0.585488993,-0.22272809400000002,0.17322447
hot_tale__hot_ale3_mid_30c__1,-7.8586278747,-1.509131754,-1.351382508,0.59222252
hot_tale__hot_ale3_mid_30c__2,-10.8606953731,-1.941942781,-1.53105376,0.504056843
hot_tale__hot_ale3_mid_37c__1,-12.7473193474,-2.165417188,-2.061404382,0.22968818400000002
hot_tale__hot_ale3_mid_37c__2,-14.0203320734,-2.431906734,-1.997902988,0.056962728000000004
hot_tale__hot_ale3_mid_44c__1,-13.8507489369,-2.390338968,-0.378401614,0.39358909999999997
hot_tale__hot_ale3_mid_44c__2,-11.561437654,-1.6686798870000001,-1.5208829650000002,0.6512664920000001
hot_tale__hot_ale3_30c__1,-10.119204974,-2.242187837,-0.88529355,0.508200498
hot_tale__hot_ale3_30c__2,-10.0242924647,-1.9584678430000002,-0.702621626,0.554538969
hot_tale__hot_ale3_37c__1,-12.3996217217,-2.480550158,-1.400893626,0.131412035
hot_tale__hot_ale3_37c__2,-12.8546605158,-2.675197556,-1.261976733,0.113307349
hot_tale__hot_ale3_44c__1,-12.401523648,-2.083343973,-1.372628723,0.732414381
hot_tale__hot_ale3_44c__2,-10.1599570847,-1.4635400600000001,-1.5608087030000002,0.397215451
hot_tale__hot_ale4_30c__1,-11.7270748394,-2.10187501,-1.931304048,0.047990289000000005
hot_tale__hot_ale4_30c__2,-10.8658058639,-2.193530247,-1.859626883,0.024226647
hot_tale__hot_ale4_37c__1,-12.7767780183,-2.421804061,-1.888368872,-0.16735893200000002
hot_tale__hot_ale4_37c__2,-12.6565774254,-2.534605613,-1.830199923,-0.046169952
hot_tale__hot_ale4_44c__1,-10.6157313229,-1.623762906,-1.3972837359999999,0.000397934
hot_tale__hot_ale4_44c__2,-12.0151383107,-1.602645199,-1.338729662,0.061681656
hot_tale__hot_ale8_30c__1,-10.2570943338,-1.8483442280000002,-1.9839582040000001,0.023464927
hot_tale__hot_ale8_30c__2,-9.9405686216,-1.9715698430000002,-1.9168988690000002,0.08428102900000001
hot_tale__hot_ale8_37c__1,-12.3808341293,-2.312014785,-1.9041362620000002,-0.240669923
hot_tale__hot_ale8_37c__2,-11.8871870179,-2.2647593280000002,-1.896623705,-0.24078269100000002
hot_tale__hot_ale8_44c__1,-10.0665040856,-1.5837516900000002,-1.426807011,0.11352845800000001
hot_tale__hot_ale8_44c__2,-10.1070399005,-1.460783357,-1.401286403,0.055647699999999994
hot_tale__hot_ale9_mid_30c__1,-8.7336734414,-1.702685833,-1.486259717,0.423811033
hot_tale__hot_ale9_mid_30c__2,-8.4145809975,-1.681854406,-1.602807011,0.36192860400000004
hot_tale__hot_ale9_30c__1,-10.0502906866,-1.945575851,-1.7950013550000001,0.23718312100000002
hot_tale__hot_ale9_30c__2,-9.8164140905,-1.9369528599999999,-1.947474307,0.35780927900000004
hot_tale__hot_ale9_mid_37c__1,-11.8532074784,-2.348884816,-1.652567464,-0.065463742
hot_tale__hot_ale9_mid_37c__2,-11.8895529012,-2.381306565,-1.6748199380000002,0.0031101880000000003
hot_tale__hot_ale9_37c__1,-11.934685335,-2.163525303,-1.497790775,0.024472946000000002
hot_tale__hot_ale9_37c__2,-12.5316674927,-2.21953313,-1.530303604,0.055705313000000006
hot_tale__hot_ale9_mid_44c__1,-10.2879156391,-1.099160624,-1.164812891,0.153475046
hot_tale__hot_ale9_mid_44c__2,-9.0446372946,-1.080913916,-0.989517818,0.383165937
hot_tale__hot_ale9_44c__1,-8.7419938654,-1.059912053,-0.86014164,0.42902198
hot_tale__hot_ale9_44c__2,-9.2976951987,-1.1798817160000001,-0.837791747,0.47947808100000006
hot_tale__hot_ale10_30c__1,-10.0143018723,-1.974200728,-1.386495954,0.40552786700000004
hot_tale__hot_ale10_30c__2,-10.5381068987,-1.8092958440000002,-1.402138782,0.36391003800000005
hot_tale__hot_ale10_37c__1,-13.5259302476,-2.429562347,-1.471664917,-0.17456958
hot_tale__hot_ale10_37c__2,-13.487161081,-2.587783118,-1.549020217,-0.112775311
hot_tale__hot_ale10_44c__1,-11.3529643642,-1.535593935,-0.9616132070000001,0.547628596
hot_tale__hot_ale10_44c__2,-10.6720849862,-1.47897051,-0.951745735,0.138707938
hot_tale__hot_ale16_30c__1,-11.5182733852,-2.441002123,-1.531300938,0.123741612
hot_tale__hot_ale16_30c__2,-10.7974014093,-2.397414831,-1.634359187,0.148947619
hot_tale__hot_ale16_37c__1,-12.9507968884,-2.377355008,-1.565068318,-0.194823721
hot_tale__hot_ale16_37c__2,-13.3382937219,-2.804143258,-1.614135088,-0.207813609
hot_tale__hot_ale16_44c__1,-11.6860296121,-1.714477477,-1.248922181,0.116287575
hot_tale__hot_ale16_44c__2,-10.9703365429,-1.447813358,-1.155512192,0.30610816900000004
pdhr_ale__pdhR-13_51__1,-12.7779552003,-2.714404413,0.545286652,0.182452148
pdhr_ale__pdhR-13_51__2,-13.5816909385,-2.795326074,0.418927092,0.05675017500000001
pdhr_ale__pdhR-14_46__1,-9.2847978559,-1.8518533750000001,1.5375000920000002,0.9022052260000001
pdhr_ale__pdhR-14_46__2,-8.9440833958,-1.958652548,1.406942552,0.805511006
pdhr_ale__pdhR-15_51__1,-13.0693501595,-3.10863848,0.550614182,-0.13942209900000002
pdhr_ale__pdhR-15_51__2,-13.3296525692,-2.875500395,0.5427596720000001,-0.07192016500000001
pdhr_ale__pdhR-16_49__1,-12.4962378861,-2.926364194,0.892385662,-0.052949313000000005
pdhr_ale__pdhR-16_49__2,-11.6396332262,-2.643263264,1.6646909220000001,0.362159938
tcs__del_atoC_LiAcet__1,-10.3336305744,-2.967921693,0.14008757600000002,-0.189834376
tcs__del_atoC_LiAcet__2,-9.6275757122,-2.833457767,0.317528992,0.008173476
tcs__del_atoC_LiCl__1,-8.9148438325,-2.30737287,0.572097892,0.169654342
tcs__del_atoC_LiCl__2,-9.030726227,-2.467406616,0.664503352,0.06729879400000001
tcs__del_atoC_m9__1,-9.1574004621,-2.615776261,0.45651683200000004,0.15616148500000002
tcs__del_atoC_m9__2,-9.0934386716,-2.3274227610000002,0.48580563200000004,0.239198092
tcs__del_baeR_etoh__1,-14.3614733811,-4.091697141,-0.366068699,0.8641572160000001
tcs__del_baeR_etoh__2,-13.9830973227,-4.042636822,-0.18654836400000002,0.973083856
tcs__del_baeR_lb__1,-10.7575136816,-2.836436188,1.7351000920000001,1.333750346
tcs__del_baeR_lb__2,-10.8043359653,-2.720888609,1.686986762,1.312309306
tcs__del_btsR_01xlb__1,-2.2642158134,-1.1029741,1.4074916320000002,1.8951162460000002
tcs__del_btsR_01xlb__2,-2.0350863672,-1.024812634,1.352980122,1.911921266
tcs__del_btsR_lb__1,-15.0973374911,-2.789419564,-0.6825328420000001,1.350056986
tcs__del_btsR_lb__2,-15.0837366625,-3.085971627,-0.726716694,1.376970496
tcs__del_btsR_pyruvate__1,-1.6162101478,-0.809060917,1.308905382,1.913679546
tcs__del_btsR_pyruvate__2,-1.6990846929,-0.912453128,1.2243911920000001,1.8060344860000002
tcs__del_cpxR_etoh__1,-14.1876285585,-3.8980865280000003,-1.103766331,1.558450116
tcs__del_cpxR_etoh__2,-14.1616192481,-3.784473416,-1.097200214,1.512987446
tcs__del_cpxR_lb__1,-11.6052505411,-2.991612236,1.589736432,1.187646956
tcs__del_cpxR_lb__2,-10.9532726725,-2.662976497,1.709398122,1.183673156
tcs__del_cusR_CuSO4__1,-13.9747901891,-2.827482486,1.261222212,1.134926456
tcs__del_cusR_CuSO4__2,-13.3284476013,-2.815388387,1.344198652,1.171369256
tcs__del_cusR_lb__1,-13.5074592842,-3.333557475,-0.045943153,1.277705766
tcs__del_cusR_lb__2,-13.8470640516,-2.983125134,-0.080519901,1.193604036
tcs__del_kdpE_01-kcl__1,-7.5566127263,-1.3084069980000002,2.143029202,1.209686186
tcs__del_kdpE_01-kcl__2,-7.2134722391,-1.37575618,2.130364142,1.219010516
tcs__del_kdpE_115-kcl__1,-9.7479209377,-1.607505616,1.9626137520000002,0.749578626
tcs__del_kdpE_115-kcl__2,-10.0588703913,-1.8660871700000001,1.923137492,0.8959164460000001
tcs__del_phoB_m9__1,-3.452298381,-1.099713239,1.017683462,0.43540830300000005
tcs__del_phoB_m9__2,-3.5636019823,-1.095669121,0.9924556320000001,0.336615744
tcs__del_phoB_m9p__1,-12.0346844185,-3.508151649,0.381978592,0.9587748460000001
tcs__del_phoB_m9p__2,-12.0304132592,-3.726963027,0.378607332,0.888778866
tcs__del_rcsB_etoh__1,-13.3506742357,-3.444784715,0.602795022,1.239469466
tcs__del_rcsB_etoh__2,-12.8480324938,-3.524156355,0.6368650020000001,1.286611286
tcs__del_rcsB_lb__1,-12.6971535392,-2.529302637,1.367672302,0.593363677
tcs__del_rcsB_lb__2,-13.02710312,-2.7070768,1.439483182,0.6304361510000001
tcs__del_zraR_lb__1,-12.5096997592,-1.8268578,0.325799862,0.805178606
tcs__del_zraR_lb__2,-12.6035284045,-2.113847828,0.39428292200000004,0.7645057460000001
tcs__del_zraR_zncl2__1,-12.8552584549,-1.932908177,1.110020682,1.309449926
tcs__del_zraR_zncl2__2,-12.8326498114,-2.063627602,1.140191742,1.256571656
tcs__wt_01-kcl__1,-9.0806772222,-2.150409423,1.650929632,0.8213794360000001
tcs__wt_01-kcl__2,-9.5338400969,-2.400521469,1.5050050220000002,0.7716407660000001
tcs__wt_01xlb__1,-1.2141839138,-0.740825461,1.405993702,1.765406416
tcs__wt_01xlb__2,-1.7764630014,-0.8742621490000001,1.369863552,1.713364286
tcs__wt_115-kcl__1,-10.3202246252,-1.894453906,1.9654553520000002,0.7587941960000001
tcs__wt_115-kcl__2,-10.1123227674,-1.83880726,1.955990402,0.817858076
tcs__wt_CuSO4__1,-14.661619819,-2.957045773,0.9521508320000001,0.7807056960000001
tcs__wt_CuSO4__2,-13.4281654345,-3.043358771,1.044374912,0.796525916
tcs__wt_etoh__1,-14.6534503463,-3.155075486,1.2274404620000001,1.3944261660000001
tcs__wt_etoh__2,-14.7081591896,-3.101544109,1.175064452,1.321416506
tcs__wt_lb__1,-13.4928052114,-3.152572387,0.8492971020000001,1.515113286
tcs__wt_lb__2,-13.0927520295,-2.893761193,0.8937301820000001,1.607825306
tcs__wt_LiAcet__1,-7.8456533818,-2.8629370620000003,0.47077431200000003,-0.088775881
tcs__wt_LiAcet__2,-8.4518617753,-2.45646014,0.35456234200000003,-0.169818773
tcs__wt_LiCl__1,-8.858176106,-2.4642330980000002,0.548405402,0.22573171900000003
tcs__wt_LiCl__2,-8.7937501139,-2.253849312,0.47028348200000003,0.15109339300000002
tcs__wt_m9p__1,-12.9295653358,-3.443609506,0.09293588900000001,0.9089738660000001
tcs__wt_m9p__2,-13.3963969018,-3.45942371,0.06531996100000001,0.9448164760000001
tcs__wt_pyr__1,0.29056364490000003,-0.39718604300000004,1.6245794120000001,1.9375935260000001
tcs__wt_pyr__2,0.2040239557,-0.35684415,1.586807102,1.987175686
tcs__wt_zncl2__1,-11.8418588662,-1.896268911,0.5992908720000001,0.7711966060000001
tcs__wt_zncl2__2,-11.7788956858,-1.9572954770000002,0.6067851120000001,0.6683309540000001
ros_tale__1_112_0pq__1,-6.5158814484,-0.988909542,0.385690382,0.066647027
ros_tale__1_112_0pq__2,-9.783445109,-2.183602707,0.395483542,-0.139444285
ros_tale__1_112_250pq__1,-12.52846783,-2.607366631,0.821033152,0.7034926290000001
ros_tale__1_112_250pq__2,-12.1425919527,-2.721990093,0.48740582200000004,0.510520804
ros_tale__1_112_750pq__1,-11.5645743531,-2.688360454,0.6522788820000001,0.5737665230000001
ros_tale__1_112_750pq__2,-11.9450535869,-2.826223455,0.698912572,0.650774197
ros_tale__1_112_750pq__3,-11.2578986524,-2.7752609120000002,0.6330313320000001,0.334286132
ros_tale__3_76_0pq__1,-0.40710257240000003,-0.028677438000000003,1.730569362,0.261113048
ros_tale__3_76_0pq__2,-0.7191325052,-0.12265379100000001,1.731126742,0.240423778
ros_tale__3_76_0pq__3,-0.6576828895,0.030195752000000003,1.682178662,0.257043055
ros_tale__3_76_0pq__4,-0.4682071367,0.030880367000000002,1.717740542,0.21156323800000001
ros_tale__3_76_250pq__1,5.3283523156,1.499769581,1.524751262,0.383409127
ros_tale__3_76_250pq__2,0.25981863980000003,-0.035595550000000004,0.856116462,-0.29952612700000003
ros_tale__3_76_750pq__1,-5.2930871309,-1.869538489,0.655051432,-0.94411497
ros_tale__3_76_750pq__2,-5.1957695839,-1.825442567,0.485958512,-1.248649327
ros_tale__7_103_0pq__1,-7.890792088,-2.097440543,0.634709132,0.5494004290000001
ros_tale__7_103_0pq__2,-8.7226825184,-2.209473758,0.524656542,0.7754563160000001
ros_tale__7_103_0pq__3,-7.6684023534,-2.20547301,0.773720472,0.695047587
ros_tale__7_103_0pq__4,-8.4874506268,-2.186545987,0.6472917020000001,0.903529596
ros_tale__7_103_250pq__1,4.474830739,1.612836115,0.605508142,-0.0036125550000000004
ros_tale__7_103_250pq__2,5.919780022,1.967926754,0.990139002,0.16108550400000002
ros_tale__7_103_750pq__1,3.5911333567,1.060907192,0.408591482,0.20020821100000002
ros_tale__7_103_750pq__2,3.5437376996000003,1.18967369,0.5977885820000001,0.221042754
ros_tale__9_77_0pq__1,1.6524185139,0.761578015,1.730857472,0.22423083500000002
ros_tale__9_77_0pq__2,0.9773297121000001,0.8351321920000001,1.7069542819999999,0.43619118300000004
ros_tale__9_77_250pq__1,-0.3044403338,0.347771899,1.784431142,0.257730731
ros_tale__9_77_250pq__2,0.706165805,0.49496959900000004,1.9958476520000001,0.5135476840000001
ros_tale__9_77_750pq__1,-0.153305814,0.143431089,1.542874952,0.12783092100000001
ros_tale__9_77_750pq__2,-0.5615712273,0.10513100900000001,1.534533042,-0.092230409
ros_tale__11_83_0pq__1,1.8603385278000002,1.527521882,0.786947932,-0.14357819900000002
ros_tale__11_83_0pq__2,2.0484943759,1.438557525,0.757394302,-0.18103812400000002
ros_tale__11_83_250pq__1,1.8584224724,1.421358416,0.8782502320000001,-0.276094987
ros_tale__11_83_250pq__2,1.6741538208,1.299095814,0.9175091620000001,-0.28364754400000003
ros_tale__11_83_750pq__1,1.6591848244,1.280737358,1.404979642,-0.385375122
ros_tale__11_83_750pq__2,0.9366450180000001,1.198107921,1.211564372,-0.302820358
ros_tale__13_87_0pq__1,-8.7646690977,-2.242839739,-0.20712402400000002,-0.158081835
ros_tale__13_87_0pq__2,-8.3443026801,-2.213997618,-0.193773294,-0.326010792
ros_tale__13_87_250pq__1,-10.2679155232,-2.343375291,0.08313350200000001,0.12303699200000001
ros_tale__13_87_250pq__2,-10.7606077781,-2.453962002,0.21432803700000003,0.172556438
ros_tale__13_87_750pq__1,-9.740330775,-2.589267039,0.299810982,0.340269241
ros_tale__13_87_750pq__2,-9.0558853146,-2.404861014,0.283518739,0.281019843
ros_tale__14_27_0pq__1,-7.4534587987,-2.154436815,0.116283754,-0.537316428
ros_tale__14_27_0pq__2,-6.5882149855000005,-1.845871862,0.15466231800000002,-0.43609835900000005
ros_tale__14_27_250pq__1,-8.2382660376,-1.9928777530000001,0.752842482,-0.102851355
ros_tale__14_27_250pq__2,-7.998860771,-1.7734704090000002,0.7440650520000001,-0.176020641
ros_tale__14_27_750pq__1,5.4003558733,1.8745778510000002,2.678412222,1.3674984860000001
ros_tale__14_27_750pq__2,2.7149531504,0.7505725,2.670276142,0.936573286
ros_tale__16_28_250pq__1,-11.9052308626,-2.244573969,0.021450516000000003,0.391265266
ros_tale__16_28_250pq__2,-12.1865051783,-2.224820091,0.12467335300000001,0.38658636900000004
ros_tale__16_32_0pq__1,-10.7511724316,-2.428494529,0.8053895320000001,-0.03401531
ros_tale__16_32_0pq__2,-10.2724090571,-2.671694958,0.764711982,-0.068463514
ros_tale__16_32_0pq__3,-8.4532273346,-1.757335885,-0.16620885100000002,0.18575091400000002
ros_tale__16_32_0pq__4,-8.7272159407,-1.863022193,-0.112423224,0.21141973400000003
ros_tale__16_32_250pq__1,-8.620564889,-1.88659932,-0.14096666,0.15879195200000001
ros_tale__16_32_250pq__2,-8.684851115,-2.08362244,-0.07097354800000001,0.156995183
ros_tale__16_32_750pq__1,-3.5406096488000003,-1.14574639,0.31248612200000003,0.215164809
ros_tale__16_32_750pq__2,-5.6745456038,-1.546389868,0.691914182,0.319740371
ros_tale__17_104_0pq__1,-8.2429712749,-2.390846225,0.379909192,0.43983647600000003
ros_tale__17_104_0pq__2,-8.6171737849,-2.375278353,0.492821072,0.392020733
ros_tale__17_104_250pq__1,-8.7608709764,-1.9665871730000002,0.644678072,0.706101113
ros_tale__17_104_250pq__2,-9.6295798075,-2.162042741,0.999514192,0.620042288
ros_tale__17_104_250pq__3,-9.602558985,-2.185935549,0.982890252,0.5387263680000001
ros_tale__17_104_250pq__4,-8.9328276654,-1.933746216,0.8411365120000001,0.9171451260000001
ros_tale__17_104_750pq__1,-9.3329757273,-1.823476872,0.686649932,0.6481270760000001
ros_tale__17_104_750pq__2,-9.6441589708,-2.020027176,0.704788702,0.445417956
ros_tale__18_24_250pq__1,-6.5482606357,-1.519298776,0.597734592,1.259036816
ros_tale__18_24_250pq__2,-9.5798308333,-2.252604597,0.223916776,0.813995346
ros_tale__18_36_0pq__1,-10.1816629967,-2.498702828,0.7582373720000001,0.51610102
ros_tale__18_36_0pq__2,-9.5899568503,-2.630963134,0.7543898320000001,0.602182045
ros_tale__18_36_0pq__3,-8.8344613437,-1.916455407,-0.320550728,0.44791902100000003
ros_tale__18_36_0pq__4,-7.9806010804,-1.7683457310000001,-0.008478832,0.7039331990000001
ros_tale__18_36_250pq__1,-9.483706322,-2.153439764,-0.00845647,0.720855298
ros_tale__18_36_250pq__2,-9.6170253819,-2.172445577,0.0017487370000000002,0.650875576
ros_tale__18_36_750pq__1,5.3573328899,1.351155669,1.0723557320000001,1.546197726
ros_tale__18_36_750pq__2,5.1431866431,1.280895373,1.124229652,1.584077686
ros_tale__19_91_0pq__1,-9.4356455608,-2.12504072,0.702207682,0.19594456000000002
ros_tale__19_91_0pq__2,-9.0892058767,-2.155703651,0.637041792,0.08939118800000001
ros_tale__19_91_250pq__1,-9.9897622281,-2.383441689,0.586811162,0.32206998800000003
ros_tale__19_91_250pq__2,-8.9334608361,-2.2484030760000002,0.7414351720000001,0.045230318000000005
ros_tale__19_91_750pq__1,-8.4864217046,-2.034551134,0.914758582,0.17019406
ros_tale__19_91_750pq__2,-8.6390610313,-1.943965987,0.782750752,-0.05540499
ros_tale__19_91_750pq__3,-7.9836371471,-1.445182432,1.2547179019999999,-0.14625546
ros_tale__19_91_750pq__4,-7.8173895318,-1.263824348,1.389402172,-0.6842217220000001
ros_tale__21_97_0pq__1,3.1074438981,0.909693379,0.982054222,-0.069939922
ros_tale__21_97_0pq__2,2.2161787128,0.995943644,0.812947382,0.521034976
ros_tale__21_97_250pq__1,-0.6006735999999999,0.385475742,0.638640212,0.443479783
ros_tale__21_97_250pq__2,-1.1997482892,0.079653632,0.672125622,0.742704066
ros_tale__21_97_750pq__1,0.0020292546,0.691923395,0.975388922,0.139308513
ros_tale__21_97_750pq__2,-1.2670601498,0.207846929,0.6514548920000001,0.740062926
ros_tale__25_111_0pq__1,-7.5130625104,-1.702610987,0.197083491,-0.25468864
ros_tale__25_111_0pq__2,-10.8245867431,-2.757303712,0.202627316,-0.247761798
ros_tale__25_111_250pq__1,-9.7419234479,-2.181885739,0.075356554,-0.042195750000000004
ros_tale__25_111_250pq__2,-11.6236626584,-2.934251319,-0.13739720700000002,-0.40731054800000005
ros_tale__25_111_750pq__1,-11.5226184926,-2.658912076,0.11647995500000001,-0.41696341600000003
ros_tale__25_111_750pq__2,-11.2958933095,-2.973614569,-0.059910924000000004,-0.277083305
ros_tale__29_119_0pq__1,-9.1651476955,-2.345106854,0.040839611000000005,0.11370136500000001
ros_tale__29_119_0pq__2,-7.5623183953,-1.795818061,0.48676726200000003,0.420637772
ros_tale__29_119_250pq__1,-7.6495090143999995,-1.647631451,0.381830522,0.43312212200000005
ros_tale__29_119_250pq__2,-7.5734930834,-2.025282142,0.23666745400000003,0.46302000600000004
ros_tale__29_119_750pq__1,-7.9449538442000005,-1.604495659,0.732593782,0.511094622
ros_tale__29_119_750pq__2,-7.4822742810000005,-1.727219907,0.5610367820000001,0.425896441
ros_tale__ALE4_0pq__1,-9.5653530501,-1.888474809,-0.21162116,0.19736424400000002
ros_tale__ALE4_0pq__2,-9.1705714114,-1.912276461,-0.19722404600000001,0.210802772
ros_tale__ALE4_250pq__1,1.7463689566,0.8424318470000001,1.8302124320000002,2.048441456
ros_tale__ALE4_250pq__2,1.8992552932,0.843827336,1.818011792,1.990108766
pcoli__atASMT_325G__1,-5.9434994697,-1.067900347,0.628178432,0.04498786
pcoli__atASMT_325G__2,-5.8595359394,-1.223490881,0.574027162,0.103098007
pcoli__bpTDC__1,-2.5590984215,-0.582336753,0.8950668820000001,0.378559301
