,A,AllR
ecoli_00429,0.9972675334000001,-0.151796815
ecoli_00430,0.9694718588000001,-0.107061627
ecoli_00431,1.4622538579,0.6940053220000001
ecoli_00432,1.5705721439,0.823235896
ecoli_00433,0.6598503453,0.7598314810000001
ecoli_00434,0.9000267759,0.662095807
ecoli_00435,1.0146040827,-0.582681816
ecoli_00436,1.1925271842,-0.605263077
ecoli_00437,0.7044934851,-0.218199007
ecoli_00438,1.1162699384,-0.106567198
ecoli_00439,1.366130842,0.6440820270000001
ecoli_00440,1.7406437807000001,0.779626734
ecoli_00441,1.9154940349,-0.56387602
ecoli_00442,2.2470216375,-0.571063913
ecoli_00443,1.8772791026000002,-0.169484285
ecoli_00444,1.4092785895,-0.16660315
ecoli_00445,1.4123148077,0.700506688
ecoli_00446,1.6100073253,0.654143683
ecoli_00447,1.7755551273,0.252280819
ecoli_00448,1.7458901617,0.279534237
ecoli_00449,1.5373040717,0.408222014
ecoli_00450,1.7172395303,0.421233263
ecoli_00451,1.7908593737,0.21183605400000002
ecoli_00452,1.7731900608000002,0.178112401
ecoli_00453,2.3321263744,0.42501180800000005
ecoli_00454,2.5334638267000003,0.21358342500000002
ecoli_00455,-0.1995869496,-0.349268792
ecoli_00456,-0.33913415900000005,-0.522259114
ecoli_00457,0.2320199379,-0.47367447100000004
ecoli_00458,-0.1822939499,-0.506473567
ecoli_00459,-0.32888264510000004,-0.31830810400000004
ecoli_00460,0.0292698544,-0.29204625300000003
ecoli_00461,-1.5988911480999999,-0.642875608
ecoli_00462,-1.6460857575999999,-0.751846055
ecoli_00463,-0.2529562715,-0.379595571
ecoli_00464,0.3200209931,-0.40845724
ecoli_00465,-0.3759574826,2.308841161
ecoli_00466,0.0416858721,2.484578831
ecoli_00467,-0.6669458297,-0.35623460500000004
ecoli_00468,-0.6743990899,-0.374906779
ecoli_00469,-0.5136184872,1.454077478
ecoli_00470,0.012813186,2.278967961
ecoli_00471,-2.0015619405,-0.369977427
ecoli_00472,-1.5928871399,-0.44240826800000005
ecoli_00473,0.0337585196,-0.08761198
ecoli_00474,-0.3290793269,-0.580023784
ecoli_00475,-1.5053630378,-0.549582232
ecoli_00476,-1.3679503817,-0.48772308200000003
ecoli_00477,-1.6822361798,-0.6504237820000001
ecoli_00478,-2.0794927214,-0.5356092880000001
ecoli_00479,0.9387559108,0.28673839700000003
ecoli_00480,0.9459728216000001,0.20621256100000002
ecoli_00481,-0.4198830765,0.253010699
ecoli_00482,-0.1657461076,0.082806636
ecoli_00483,0.4119706401,-0.180653855
ecoli_00484,0.5956957686000001,-0.172161312
ecoli_00485,-0.0757813979,-1.5594197890000001
ecoli_00486,0.3303493658,-1.503082305
ecoli_00487,-1.2209955239,-0.68387336
ecoli_00488,-0.3768206461,-0.6120312370000001
ecoli_00489,-0.170900444,-0.34466915200000003
ecoli_00490,-0.6387777672,-0.42648324200000004
ecoli_00491,-1.445491893,-0.620443666
ecoli_00492,-0.9154963958000001,-0.654093476
ecoli_00493,-0.7978869573,0.18790393200000002
ecoli_00494,-0.7946525886,0.051634439000000004
ecoli_00495,0.6503484771,0.19438221300000003
ecoli_00496,0.6848128723,0.128404909
ecoli_00497,0.2273886927,2.603744721
ecoli_00498,0.1741466441,2.721082091
ecoli_00499,0.1313772065,0.43647882400000004
ecoli_00500,0.2137540795,0.5017111320000001
ecoli_00501,-0.8217616183,-0.4647109
ecoli_00502,-0.49864610810000004,-0.420483088
ecoli_00503,-1.9508615021,-0.241328849
ecoli_00504,-2.2271643896,-0.063146564
ecoli_00505,0.7651428096,-0.6444053790000001
ecoli_00506,0.6469766154000001,-0.814483261
ecoli_00507,-0.4214841106,-0.5322211090000001
ecoli_00508,0.094903212,-0.224774683
ecoli_00509,-0.0595240077,-0.348438018
ecoli_00510,-0.0417965709,-0.36476578200000004
ecoli_00511,0.4931142355,-0.9310577210000001
ecoli_00512,0.8446340478000001,-0.9450356870000001
ecoli_00513,0.7602215081,2.684835081
ecoli_00514,0.973190545,2.779361151
ecoli_00515,-0.38651677630000003,-0.271645515
ecoli_00516,-0.7463886113,-0.185470921
ecoli_00517,0.5504881724,-0.366930558
ecoli_00518,0.1490243835,-0.44220633600000003
ecoli_00519,-0.13949397530000002,-0.341745913
ecoli_00520,-0.47684943350000003,-0.276760202
ecoli_00521,-0.3602219728,-0.25371128200000004
ecoli_00522,0.004535255,-0.007219079000000001
ecoli_00523,-0.23005363510000001,-0.264514554
ecoli_00524,2.4289655287,0.04992455
ecoli_00525,2.6199090601,0.222516877
ecoli_00526,2.5045021146,0.42810106000000003
ecoli_00527,1.9698295972,0.387349257
ecoli_00528,0.8489010994,-0.508406315
ecoli_00529,0.7652303380000001,-1.019100281
ecoli_00530,0.4430863635,-0.783353984
ecoli_00531,1.2014732863,-1.161225701
ecoli_00532,1.9258525059,0.027564093
ecoli_00533,2.2099807971,-0.020480657000000003
ecoli_00534,2.2625891425,0.15898015100000001
ecoli_00535,2.1594450286,0.006310776000000001
ecoli_00536,2.0273475148,-0.46304846
ecoli_00537,2.0180575302,-0.134659165
ecoli_00538,1.8898671732999999,-0.5342851190000001
ecoli_00539,1.5613530957,-0.5808956040000001
ecoli_00540,-0.2764727816,-0.44941490900000003
ecoli_00541,0.28633458910000004,-0.516016013
ecoli_00542,-0.3953961673,-0.5621436470000001
ecoli_00543,-0.4589649038,-0.591621807
ecoli_00544,-0.5587681408,-0.931393702
ecoli_00545,-0.6146516719,-0.731444182
ecoli_00546,0.2448412334,-0.9073942570000001
ecoli_00547,-0.2535261743,-0.9699663850000001
ecoli_00548,-0.3202146443,-1.021657996
ecoli_00549,-0.0609755711,-1.162733319
ecoli_00550,0.1091286186,-0.953569854
ecoli_00551,-0.5210101354000001,-0.980376914
ecoli_00552,0.6518940497,-0.925133316
ecoli_00553,0.7667149906,-0.9429047020000001
ecoli_00554,0.0827253391,-1.276195341
ecoli_00555,-0.2701709074,-1.201007245
ecoli_00556,-0.6452886948000001,-1.24683494
ecoli_00557,-0.4830210796,-1.492378895
ecoli_00558,0.7590222766,-0.243932894
ecoli_00559,1.102301335,-0.13153895000000002
ecoli_00560,0.16692731930000002,-0.24843640100000003
ecoli_00561,-0.0470701072,-0.197747252
ecoli_00562,-1.6215550914999999,-0.293625026
ecoli_00563,-2.3576857764,0.12227017400000001
ecoli_00564,1.3747599249,-0.12187094100000001
ecoli_00565,1.5722729165,0.007979727
ecoli_00566,0.8331794958000001,-0.42982395900000003
ecoli_00567,0.5165047624,-0.51338778
ecoli_00568,1.6881876251999999,-0.28976775800000004
ecoli_00569,1.49944509,-0.302035586
ecoli_00570,1.4900031032,-0.38479778200000003
ecoli_00571,1.5352728713000001,-0.44654782
ecoli_00572,1.4079384584,-0.8585004030000001
ecoli_00573,1.0101370749,-0.534362972
ecoli_00574,-0.0824426639,-0.8588093280000001
ecoli_00575,-0.012467736200000001,-0.9747562740000001
ecoli_00576,0.2217672765,-0.939995647
ecoli_00577,-0.1576870766,-0.7665448290000001
ecoli_00578,0.0919436097,-0.40372970500000005
ecoli_00579,-0.7493142199,-0.659058051
ecoli_00580,0.4451424908,-1.162475561
ecoli_00581,0.2981787208,-1.099859179
ecoli_00582,2.2544466211,0.512825388
ecoli_00583,2.1893910086,0.263261485
ecoli_00584,1.269200252,0.19299545
ecoli_00585,1.071452159,0.149940094
ecoli_00586,1.4010075861,-0.177625851
ecoli_00587,1.5629024598,-0.12792308900000002
ecoli_00588,1.1526001118,-0.240055291
ecoli_00589,0.9307096635000001,-0.168265554
ecoli_00590,0.1948778649,-0.042460605000000005
ecoli_00591,0.3655267028,-0.097796358
ecoli_00592,0.1697419822,-0.106968907
ecoli_00593,0.7057696202,-0.080392088
ecoli_00594,-0.2864705299,0.007836749
ecoli_00595,0.7045227264,0.016024763
ecoli_00596,1.2472245723,-0.021371975
ecoli_00597,0.9515844024000001,-0.104250461
ecoli_00598,0.9802994553000001,1.004861466
ecoli_00599,1.2484491166,1.559653674
ecoli_00600,1.8899320312,-0.652293491
ecoli_00601,2.0506087304,-0.5575510450000001
ecoli_00602,1.1023262005,-0.741004945
ecoli_00603,1.205309146,-0.9157978980000001
ecoli_00604,1.5942045747,-0.23524715000000002
ecoli_00605,1.179843974,-0.810143838
ecoli_00606,0.6740432361,-0.9146906020000001
ecoli_00607,0.3228598149,-0.464492879
ecoli_00608,1.1314107839,-1.1355173060000001
ecoli_00609,0.2073041592,-0.587471533
ecoli_00610,0.265876899,-0.511652513
ecoli_00611,0.2624853831,-0.515765593
ecoli_00612,-0.9449726216000001,-0.8101655120000001
ecoli_00613,-0.3076158459,-0.7862701670000001
ecoli_00614,0.1683877843,-0.7627829500000001
ecoli_00615,0.2301763588,-1.010568213
ecoli_00616,-0.3640201388,-0.758816856
ecoli_00617,-0.2471506916,-0.8964571160000001
ecoli_00618,0.9111100350000001,-0.28088439800000004
ecoli_00619,1.1038711416,-0.25622057800000003
ecoli_00620,0.3955875038,0.729976191
ecoli_00621,0.7258810589,0.759976654
ecoli_00622,1.692762761,-0.06256681
ecoli_00623,1.4065110897,-0.039810922000000006
ecoli_00624,2.5915060696000003,0.076048038
ecoli_00625,2.2175612576,-0.014239821000000001
ecoli_00626,3.0079231492,-0.164959727
ecoli_00627,2.9269195948,-0.030761197
ecoli_00628,1.9489715655,-0.163365497
ecoli_00629,1.4907642908,-0.306756745
ecoli_00630,2.0463213158,0.240112601
ecoli_00631,2.4386581162,0.21767635600000002
ecoli_00632,1.8408359564,-0.0031275350000000003
ecoli_00633,1.8879207124000001,0.026473932000000002
ecoli_00634,2.1789733692,-0.388675635
ecoli_00635,2.7091999193,-0.135646286
ecoli_00636,1.3407178391,0.32911515500000005
ecoli_00637,1.0279773077,-0.20143222400000002
ecoli_00638,1.636402782,0.07034541500000001
ecoli_00639,1.4136432738,-0.054903102
ecoli_00640,1.0864404856,0.074824372
ecoli_00641,0.9861782120000001,0.056442915
ecoli_00642,1.3090615822,-0.10598476600000001
ecoli_00643,1.4645299225000001,-0.36570250400000004
ecoli_00644,1.1756989222,-0.067595506
ecoli_00645,1.2755977468,-0.084176346
ecoli_00646,1.2918255699999999,0.10397172
ecoli_00647,1.8213271707,0.128919426
ecoli_00648,1.4976535803,-0.08180877
ecoli_00649,1.293217523,0.055760576000000006
ecoli_00650,1.8561772346,0.05907065500000001
ecoli_00651,2.0469468626,-0.026882314
ecoli_00652,1.8995034766,0.496365437
ecoli_00653,1.9942865885,0.13489259
ecoli_00654,2.7151207629,0.055054650000000004
ecoli_00655,2.6675199876,0.045086105
ecoli_00656,0.82972415,-0.066213004
ecoli_00657,1.0205679249,-0.049608215000000004
ecoli_00658,2.0452008584,-0.411125037
ecoli_00659,2.1458048238,-0.301816017
ecoli_00660,2.02403794,-0.130211289
ecoli_00661,1.4507983694,-0.0358101
ecoli_00662,1.6604604638,-0.5657420950000001
ecoli_00663,2.0275928984,-0.0014495110000000001
ecoli_00664,1.1993936498,0.144389175
ecoli_00665,1.3429281751,0.033811672
ecoli_00666,1.9064301691,0.091279359
ecoli_00667,1.6192013559,0.004967174
ecoli_00668,2.0433138303,0.151015336
ecoli_00669,2.6066775993,0.475808551
ecoli_00670,1.8480627459,0.19737963900000002
ecoli_00671,1.8483508479,0.18184153800000002
ecoli_00672,3.3192089324,-0.10587046600000001
ecoli_00673,2.7128910260000003,-0.502683165
ecoli_00674,2.1405473381,0.129499278
ecoli_00675,1.8811373485,-0.186678325
ecoli_00676,1.4403711947,-0.305596766
ecoli_00677,1.4484523078,-0.068722473
ecoli_00678,0.9841550808,0.30451372400000004
ecoli_00679,1.721421371,0.35212066000000003
ecoli_00680,2.3572550523,0.078514314
ecoli_00681,1.5593730496,-0.005076005000000001
ecoli_00682,1.7915095424,0.092748882
ecoli_00683,1.6069862761,0.11787542100000001
ecoli_00684,2.2521129777,-0.08756999500000001
ecoli_00685,2.3102159802,-0.082671478
ecoli_00686,0.5356482602,-0.44494544500000005
ecoli_00687,0.6705697472000001,-0.360958263
ecoli_00688,1.4444271435,-0.333057802
ecoli_00689,1.4714716601,-0.247325867
ecoli_00690,1.9670201208,0.683729758
ecoli_00691,2.0102453851,0.7080944450000001
ecoli_00692,2.2775151651,0.719083663
ecoli_00693,2.1210853543,0.456644408
ecoli_00694,0.6759067246,0.26585428
ecoli_00695,0.47362244950000004,0.15245541
ecoli_00696,2.0304727438,0.399141813
ecoli_00697,2.0970113099,0.539683342
ecoli_00698,2.1240689117000002,-0.359365368
ecoli_00699,1.947614978,-0.318242475
ecoli_00700,1.7857894877,-0.10656731800000001
ecoli_00701,2.1805480106,-0.224780833
ecoli_00702,1.7138499070000002,-0.08444615
ecoli_00703,1.4232530281,-0.026647379000000002
ecoli_00704,1.3508707265,0.0024381850000000003
ecoli_00705,1.1595848673,0.011077631000000001
ecoli_00706,1.6562602775,-0.5967928410000001
ecoli_00707,1.7040018305,-0.38706638400000004
ecoli_00708,1.1096210456,0.09667956100000001
ecoli_00709,1.0672622202,-0.547564802
ecoli_00710,2.7345539594,0.140199494
ecoli_00711,2.8948564788,0.222802665
ecoli_00712,1.5314950759000001,0.09809395700000001
ecoli_00713,1.5499833859,0.142829444
ecoli_00714,1.7049845481,0.448881872
ecoli_00715,1.2797251909,0.449920301
ecoli_00716,0.21632892450000002,0.19280919600000002
ecoli_00717,1.4140329517,0.034186172
ecoli_00718,1.4139912682,-0.13569746500000002
ecoli_00719,1.5549022048999999,-0.060889946
ecoli_00720,1.222970073,-0.141896018
ecoli_00721,1.0696386208,-0.16730101800000002
ecoli_00722,1.2759966921,0.6019214740000001
ecoli_00723,1.2568872171,0.653820645
ecoli_00724,2.7839147213,0.019068447000000002
ecoli_00725,5.1127361223,0.097350264
ecoli_00727,3.0202247313,0.308789701
ecoli_00728,4.1311097203,-0.15900625300000001
ecoli_00729,4.6159202711,-0.15021785
ecoli_00730,3.8671974304,0.036303885
ecoli_00731,4.4761353223,-0.053612176000000004
ecoli_00732,4.6554066164,-0.020149741000000002
ecoli_00733,5.4646480104,-0.012858623000000001
ecoli_00734,6.2608158812,0.07003118200000001
ecoli_00735,6.5493023917,0.16345600700000001
ecoli_00736,8.1966704375,0.11455727
ecoli_00737,1.6328947051,0.196259762
ecoli_00738,2.615834377,0.060442883
ecoli_00739,7.6074776845,0.063661877
ecoli_00740,7.7137913489,0.064971007
ecoli_00741,-0.4953041778,0.351925857
ecoli_00742,-0.7470574159000001,0.376549316
ecoli_00743,0.8430025763000001,0.49485678400000005
ecoli_00744,0.8417925442,0.528070141
ecoli_00745,1.1977948624,0.263774302
ecoli_00746,0.9356164789,0.3097101
ecoli_00747,1.3535530021,0.26533206
ecoli_00748,1.0068249535,0.281507108
ecoli_00749,0.3633667418,-0.101205318
ecoli_00750,-0.9551876608000001,-0.34748581300000003
ecoli_00751,-2.0998024226,0.283773379
ecoli_00752,-2.1958339123,0.298444582
ecoli_00753,1.3724361727,-0.27892606200000003
ecoli_00754,1.4324381871,-0.182317054
ecoli_00755,-1.4306690372,-0.69588953
ecoli_00756,-1.3424303515,-0.4037806
ecoli_00757,1.5621939722,-0.17971809200000002
ecoli_00758,2.0016817082,-0.062097718
ecoli_00759,0.0966566207,0.2243875
ecoli_00760,-0.4575786107,0.39756387800000004
ecoli_00761,0.9283621112,0.01953596
ecoli_00762,0.6311008523,-0.106183389
ecoli_00763,0.9433095108,-0.10005005900000001
ecoli_00764,1.2405503281,-0.012884325
ecoli_00765,0.1808804278,0.08292737900000001
ecoli_00766,0.5048248102,-0.012701899999999999
ecoli_00767,0.6606872095,0.138813938
ecoli_00768,3.1792474377,0.27995679900000003
ecoli_00769,0.3674754777,0.06426870500000001
ecoli_00770,-0.16100510680000002,-0.016084551000000002
ecoli_00771,0.9447604382,0.13562736
ecoli_00772,1.1902818551,0.134749854
ecoli_00773,0.5142969979,0.280672494
ecoli_00774,0.8091898671000001,0.42276310100000003
ecoli_00775,1.0712894797999999,0.055755814
ecoli_00776,0.2737716588,0.119100802
ecoli_00777,1.633941391,-0.24390244800000002
ecoli_00778,1.8774256382,-0.218688969
ecoli_00779,0.1993255555,-0.330669535
ecoli_00780,0.27880186430000004,-0.241229346
ecoli_00781,0.5499233141000001,-0.10499576000000001
ecoli_00782,0.3067203858,-0.060891876000000004
ecoli_00783,-0.4333444721,0.010367394
ecoli_00784,0.2588448446,-0.021430651000000002
ecoli_00785,1.7542896494,-0.112250002
ecoli_00786,1.4358711758,-0.13678325700000002
ecoli_00787,0.36669782630000003,0.21101597300000002
ecoli_00788,0.1972999204,0.17635208400000002
ecoli_00789,1.0981683889,-0.15049025800000002
ecoli_00790,0.7535422145,-0.056372448000000006
ecoli_00791,0.6658650423,0.110149278
ecoli_00792,0.3080411701,0.49995979999999995
ecoli_00793,1.0068734935,-0.105458777
ecoli_00794,1.0691135297,-0.072376517
ecoli_00795,0.809722095,0.17923539
ecoli_00796,0.3832739965,0.259756044
ecoli_00797,1.076653414,0.041431146
ecoli_00798,2.084562579,0.41213419500000004
ecoli_00799,0.8114681186,-0.065411146
ecoli_00800,-0.0726537907,0.042655651
ecoli_00818,0.0038236948,0.516528435
ecoli_00819,0.6320958952,0.35159280800000003
ecoli_00820,1.2489178504,-0.323272661
ecoli_00821,1.223086498,-0.110296773
ecoli_00822,0.2919599167,0.173827889
ecoli_00823,0.4610097533,0.21288741100000003
ecoli_00824,0.28207686390000003,0.14191357400000001
ecoli_00825,0.1742802859,0.14571994300000002
ecoli_00826,1.1115571126,0.410421582
ecoli_00827,1.6865367337000001,0.37327432600000005
ecoli_00828,0.4435733189,0.193232118
ecoli_00829,0.17734289320000002,0.21674096
ecoli_00830,0.2295374439,0.49535481700000006
ecoli_00831,0.35350391140000004,0.5085481980000001
ecoli_00832,1.7081572511,0.6581881260000001
ecoli_00833,1.9221229644000002,1.546313906
ecoli_00834,0.6183500815,0.24468487500000002
ecoli_00835,0.9972773748,0.346442691
ecoli_00836,1.5144526504,0.217103073
ecoli_00837,1.3225139714,0.22775657500000002
ecoli_00838,0.9005203232000001,0.31899677600000004
ecoli_00839,0.8615096178,0.367455674
ecoli_00840,0.8295201415000001,0.40725123300000005
ecoli_00841,1.1539440145,0.397715588
ecoli_00842,1.1761693025,0.284855584
ecoli_00843,1.1477582034,0.285812241
ecoli_00844,0.8111612632,0.14736014
ecoli_00845,1.1124824277,0.21356079
