,-0.11547308709030002,-0.07698205806020002,-0.038491029030100016,-1.3877787807814457e-17,0.03849102903009999,0.07698205806019998,0.11547308709029999,0.1539641161204,0.1924551451505,0.23094617418059998,0.26943720321069997,0.3079282322408,0.3464192612709,0.384910290301,0.42340131933110003,0.46189234836119997,0.5003833773913,0.5388744064214,0.5773654354515,0.6158564644816
thresh,-0.05773654354515,0.05773654354515,2,,,,,,,,,,,,,,,,,
unreg,2,1,95,3636,123,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
soxS,0,0,1,10,17,12,5,3,2,0,0,0,0,1,0,0,0,0,0,0
unreg_genes,['rspA' 'oxyR'],['rspB'],[],[],[],['lipA' 'ygfZ' 'cpsG' 'yjjW' 'aegA' 'yhcN' 'yaiA' 'treF' 'mdtG' 'mltC'],['yobH' 'frvX' 'yggX' 'yeiI' 'yjjI'],[],[],[],[],[],[],[],[],[],[],[],[],[]
soxS_genes,[],[],['rob'],['ygiB' 'ygiC' 'fur' 'ycgZ' 'waaZ' 'ptsG' 'waaY' 'ypeC' 'tolC' 'pgi'],"['aroF' 'tyrA' 'acrA' 'acrB' 'zinT' 'acrZ' 'ymgC' 'pqiB' 'yjcB' 'ompN'
 'marR' 'pqiA' 'yrbL' 'nfsB' 'marA' 'ybjN' 'acnA']","['ariR' 'lpxC' 'ribA' 'rimK' 'fldB' 'ymgA' 'zwf' 'nepI' 'mdlA' 'fldA'
 'nfsA' 'mdlB']",['inaA' 'ybjC' 'ybaO' 'poxB' 'nfo'],['sodA' 'pfo' 'fpr'],['fumC' 'nhoA'],[],[],[],[],['soxS'],[],[],[],[],[],[]
