,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,2.8572561382000004,1.0547523294601426,3.0,0.0,1.7340702871,1.0,3.0109978232,2.0,3.8267003043,,,,,,,,,,
1,LB__LBtran,5.592185965066666,0.42018766928227214,3.0,3.0,6.0706479808,4.0,5.2832179366,5.0,5.4226919778,,,,,,,,,,
2,LB__LBstat,35.880053955566666,1.7223173104196194,3.0,6.0,34.0160730111,7.0,36.211579444,8.0,37.4125094116,,,,,,,,,,
3,LB__LBGexp,-2.1027562005666667,0.447816999308716,3.0,9.0,-1.939635901,10.0,-2.6092679838,11.0,-1.7593647169,,,,,,,,,,
4,LB__LBGtran,-1.8650509464,0.9880285235387746,2.0,12.0,-1.1664092774,13.0,-2.5636926154,,,,,,,,,,,,
5,LB__LBGstat,-0.8181518089333334,1.8316453371398174,3.0,14.0,-2.9176525339,15.0,0.45295159840000004,16.0,0.010245508700000001,,,,,,,,,,
6,Life Cycle__S0,27.6765719328,1.0205665398738106,3.0,17.0,26.5068568875,18.0,28.3854500058,19.0,28.1374089051,,,,,,,,,,
7,Life Cycle__S1,13.808390969899998,0.5321526128056353,3.0,20.0,13.2900596208,21.0,13.781749257,22.0,14.3533640319,,,,,,,,,,
8,Life Cycle__S2,5.441307957733334,0.9529584314786868,3.0,23.0,4.4672963986,24.0,6.3717163581000005,25.0,5.4849111165,,,,,,,,,,
9,Life Cycle__S3,5.4155778318,2.167339558430409,2.0,26.0,3.8830373329,27.0,6.9481183307,,,,,,,,,,,,
10,Life Cycle__S4,7.5262621847333335,1.082128938320113,3.0,28.0,6.3063321617,29.0,7.9020667954,30.0,8.3703875971,,,,,,,,,,
11,Life Cycle__S5,4.2015874923,0.44835159011795417,3.0,31.0,4.3896061259,32.0,3.68983915,33.0,4.525317201,,,,,,,,,,
