locus,gene_weight,gene_name,gene_product,COG,operon,regulator,AhrC,PutR,SigA,SigL,RocR,CodY,Spo0A,link
BSU_37780,0.18043002300000002,rocA,3-hydroxy-1-pyrroline-5-carboxylate dehydrogenase,No COG category,rocA->rocC,"SigL,AhrC,CodY,RocR,AbrB",True,False,False,True,True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37780
BSU_03210,0.17009759900000002,putC,1-pyrroline-5-carboxylate dehydrogenase,Energy production and conversion,putB->putP,"Spo0A,SigA,CodY,PutR",False,True,True,False,False,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03210
BSU_03200,0.161365049,putB,"proline dehydrogenase (L-proline, NAD)",Amino acid transport and metabolism,putB->putP,"Spo0A,SigA,CodY,PutR",False,True,True,False,False,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03200
BSU_40340,0.15866253500000002,rocD,ornithine transaminase,Amino acid transport and metabolism,rocD->rocF,"SigL,Spo0A,AhrC,CodY,RocR",True,False,False,True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40340
BSU_40330,0.155067682,rocE,amino acid permease,No COG category,rocD->rocF,"SigL,Spo0A,AhrC,CodY,RocR",True,False,False,True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40330
BSU_40320,0.152135725,rocF,arginase,Amino acid transport and metabolism,rocD->rocF,"SigL,Spo0A,AhrC,CodY,RocR",True,False,False,True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40320
BSU_37770,0.147333708,rocB,unknown,No COG category,rocA->rocC,"SigL,AhrC,CodY,RocR,AbrB",True,False,False,True,True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37770
BSU_37790,0.126835947,rocG,glutamate dehydrogenase,No COG category,rocG,"SigL,AhrC,RocR,CcpA,AbrB",True,False,False,True,True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37790
BSU_37760,0.121536023,rocC,amino acid permease,No COG category,rocA->rocC,"SigL,AhrC,CodY,RocR,AbrB",True,False,False,True,True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37760
