,SP5448_06070
SRX1726505,0.151942087
SRX1726506,-0.1905285041
SRX1726507,0.0385864172
SRX1726508,0.4837779287
SRX1726509,0.42270187140000004
SRX1726510,0.8689362264
SRX1726511,0.0162350001
SRX1726512,0.1043022313
SRX1726513,0.5391502128
SRX1081650,0.40729307330000003
SRX1081651,0.1216055696
SRX1081652,-0.4719080237
SRX1081653,0.1425102418
SRX1081654,0.0376225743
SRX1081655,-0.339176609
SRX1081656,-0.0519345903
SRX1081657,-0.4041558628
SRX1081658,-0.5936895673
SRX1081659,0.42320249930000003
SRX1081660,-0.0197345025
SRX1081661,-0.1657100433
SRX1081662,-0.0922246548
SRX1081663,-0.0653161896
SRX1081664,0.2706504057
SRX1081665,0.39525923150000003
SRX1081666,0.18805901390000002
SRX1081668,0.4691123633
SRX1081669,-0.0113237344
SRX1081670,-0.071762221
SRX1081671,-0.16837897400000001
SRX1081672,-0.1412344049
SRX1081673,0.9398998623
SRX1081674,0.748832495
SRX1081675,0.9082777873000001
SRX1081676,0.7181215875
SRX1081677,1.1651843568
SRX1081678,0.3558003974
SRX1081679,0.5296493919
SRX1081680,-0.1751280335
SRX1081681,0.8620990567
SRX1081682,0.7275564889
SRX1081683,0.5018999833
SRX1081684,0.8712989051000001
SRX1081685,0.6768575104
SRX1081686,1.2819744210000001
SRX1081687,0.5264768274
SRX1081688,-0.5015959779
SRX1081689,0.5326971511
SRX1081690,0.3547550258
SRX1081691,0.5030279033
SRX1081692,0.5599294998000001
SRX1962715,-0.10552043350000001
SRX1962716,0.0904539939
SRX1962717,0.0150664396
SRX1962718,0.8825917294000001
SRX1962719,0.9667174768000001
SRX1962720,1.0229680726
SRX1962721,1.1374601169
SRX4892146,-0.0797323737
SRX4892147,-0.0360870862
SRX4892148,0.0787470851
SRX4892149,0.0370723749
SRX4892150,0.3027397479
SRX4892151,0.33451338010000004
SRX4892152,0.3415790199
SRX4892153,0.3814929367
SRX4892154,0.2334204333
SRX4892155,0.1473782093
SRX4892156,0.2263770598
SRX4892157,0.2678644162
SRX4892158,0.0859328882
SRX4892159,0.0215010606
SRX4892160,-0.1125108776
SRX4892161,-0.1077545661
SRX7620814,-0.3611793029
SRX7620815,-0.2629828569
SRX7620816,-0.2159493735
SRX7620817,0.5074009104
SRX7620818,0.491868295
SRX7620819,0.631948119
SRX7620856,0.5300277673
SRX7620857,1.2337907639
SRX7620858,0.11947823930000001
SRX7620859,1.1519007051
SRX7620860,0.653814391
SRX7620861,0.8300144148
SRX7620862,0.6513473670000001
SRX7620863,0.9331905661000001
SRX7620864,0.1034845332
SRX7620865,1.0374665485
SRX7620866,0.0852796332
SRX7620867,0.9098396687
SRX2161502,0.057068499
SRX2161503,-0.1378807199
SRX2161504,0.0808122208
SRX2161505,-0.497005012
SRX2161506,-0.46179042730000003
SRX2161507,-0.3964518366
SRX2161508,-0.272516048
SRX2161509,-0.2801351411
SRX2161510,-0.1547335081
SRX2161511,-0.2694331091
SRX2161512,-0.3433664685
SRX2161513,-0.4121863518
SRX2161514,0.8002823697
SRX2161515,0.7662581197
SRX2161516,0.6702462027
SRX2161517,0.2651740761
SRX2161518,0.1132676204
SRX2161519,0.3143790125
SRX2161520,0.1519780959
SRX2161521,0.1371671747
SRX2161522,0.17147844610000001
SRX2161523,0.5577527130000001
SRX2161524,0.5221138561
SRX2161525,0.3248772561
