,-0.044002964830897426,-6.938893903907228e-18,0.04400296483089741,0.08800592966179484,0.13200889449269226,0.17601185932358965,0.2200148241544871,0.26401778898538447,0.3080207538162819,0.35202371864717935,0.39602668347807674,0.4400296483089742,0.4840326131398716,0.528035577970769,0.5720385428016664,0.6160415076325639,0.6600444724634613,0.7040474372943587,0.7480504021252562,0.7920533669561536
thresh,-0.06600444724634613,0.06600444724634613,3,,,,,,,,,,,,,,,,,
unreg,23,4111,37,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTP,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
PurR,1,24,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unreg_genes,[],[],[],['upp' 'caiF'],['ridA'],['uraA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
UTP_genes,[],['pyrE'],[],['pyrL'],[],[],[],[],[],[],[],[],[],['pyrI' 'pyrB'],[],[],[],[],[],[]
PurR_genes,['purA'],"['gcvT' 'purE' 'hflD' 'gcvP' 'gcvH' 'purM' 'glnB' 'purF' 'cvpA' 'purB'
 'speB' 'ubiX' 'purH' 'purL' 'speA' 'prs' 'glyA' 'purK' 'purN' 'guaB'
 'purC' 'purR' 'purD' 'guaA']",['purT' 'pyrC' 'pyrD'],['codA'],['carA' 'codB' 'carB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
