,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,-9.25185853854297e-18,0.2144051895406121,3.0,0.0,-0.0698436899,6.0,-0.17077448350000002,12.0,0.2406181734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,0.06876618253333334,0.5556132966917913,3.0,1.0,0.6166347009,7.0,-0.4942808581,13.0,0.0839447048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,0.9291877086000001,0.20226016156530133,3.0,2.0,0.8378765637000001,8.0,0.7886823854,14.0,1.1610041767000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,0.5525078289,0.22131965157528166,3.0,3.0,0.7990349789000001,9.0,0.3709290637,15.0,0.4875594441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.6508940795333333,0.3773041106479695,3.0,4.0,-0.2894138533,10.0,-0.6210221644,16.0,-1.0422462209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.3576362154333333,2.3118521894306263,3.0,5.0,2.2854241392,11.0,-1.3546135972,17.0,-2.0037191883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,1.9534405874,0.5095686333192457,2.0,18.0,2.3137600235,71.0,1.5931211513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-2.4277516632666667,0.6402796399183708,3.0,19.0,-1.9324207710999999,70.0,-2.2000819668,205.0,-3.1507522519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,2.5723723041124997,2.930940824091265,8.0,20.0,0.5449587260000001,32.0,6.580868797,55.0,6.7824214023,67.0,0.34163233530000003,126.0,1.5777186373,147.0,4.5636572255,203.0,0.0127956026,210.0,0.1749257069,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,0.9624768714333333,0.4749456865537656,3.0,21.0,0.9387680166000001,34.0,1.4488329562,61.0,0.49982964150000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,2.2580758968500003,2.0542183865908323,8.0,22.0,1.6404381085000002,104.0,3.4050308996,111.0,2.0960373357,133.0,1.5088971392000001,165.0,6.866498709,238.0,0.6907132053,265.0,1.0390221712,270.0,0.8179696063,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,-2.484851265357143,1.4106870132002531,7.0,23.0,-4.0643068268,56.0,-2.9691793420000003,82.0,-2.8155268159,118.0,-2.2619928273,134.0,-3.3989865689,137.0,-2.2564098214,227.0,0.3724433448,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,2.986812094975,0.4363442362927531,4.0,24.0,2.7481646975,101.0,2.8864108206,139.0,3.6289244547,149.0,2.6837484071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,-0.07751323495,0.3987025287754588,4.0,25.0,-0.0396331558,123.0,-0.4922673852,155.0,-0.229970744,191.0,0.4518183452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,2.910560831033333,0.633043876314848,3.0,26.0,2.2076330902,59.0,3.4357025432,159.0,3.0883468597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,-2.2000847974599997,0.23143267685757624,5.0,27.0,-1.9305869371000002,76.0,-2.2825687891,146.0,-2.548328197,162.0,-2.1359121111,262.0,-2.103027953,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,0.1306738455,0.9601140885220136,4.0,28.0,1.3077458231,94.0,0.4922983447,186.0,-0.8194961922,231.0,-0.4578525936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,1.2770278175666667,0.5379759357745459,3.0,29.0,1.8402885622,49.0,0.7685249973,260.0,1.2222698932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,-1.37196323704,2.213080926110914,5.0,30.0,-1.4423802967000001,77.0,-1.3017711015,172.0,-0.1811326443,259.0,-4.9214304891000005,280.0,0.9868983464000001,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,1.826921506925,0.39242114587262156,4.0,31.0,1.4513688734,40.0,1.5370769479000002,138.0,2.0714251308,192.0,2.2478150756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,abx_mega__phos_h2o,3.265482465842857,3.5490319967327966,7.0,33.0,-0.8801844308000001,39.0,1.034709576,58.0,8.125286023,122.0,1.9539236102,170.0,0.5027817082,244.0,4.5098958783,261.0,7.611964896,,,,,,,,,,,,,,,,,,,,,,
21,abx_mega__polmyx_h2o,0.9428147449571428,0.26381453685288253,7.0,35.0,0.8327137145,79.0,0.9975495245,92.0,1.1933563249,208.0,1.1585128467,251.0,0.4956332365,263.0,0.7458602856000001,299.0,1.176077282,,,,,,,,,,,,,,,,,,,,,,
22,abx_mega__h2o-8b,0.11003553770000002,0.5119921221237039,3.0,36.0,0.4941701712,234.0,0.30715502780000004,275.0,-0.47121858590000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,abx_mega__h2o-6,6.3687875947,1.8184891322860062,3.0,37.0,6.8678189181,214.0,4.3528833778,307.0,7.8856604882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,abx_mega__thio_dmso,-0.1129729559,0.8614700693869307,4.0,38.0,-0.48768188830000003,102.0,1.1771695225,248.0,-0.6061040917,269.0,-0.5352753661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,abx_mega__lzd_dmso,-0.34810570345,2.307769958926886,4.0,41.0,-2.254052188,178.0,0.7575511159,249.0,-2.2719731096,309.0,2.3760513679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,abx_mega__naoh-9,0.42596504875,0.4567226969709961,2.0,42.0,0.7489167649,294.0,0.10301333260000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,abx_mega__dox_dmso,2.61441686145,2.604230725094963,8.0,43.0,-0.1722165199,142.0,5.4456245683,166.0,1.7415614631,177.0,7.4547347019,221.0,0.3098464903,256.0,1.2313905122,282.0,2.7884040001,305.0,2.1159896756,,,,,,,,,,,,,,,,,,,,
28,abx_mega__phos_ethanol,1.4141504955,1.4309178185254394,2.0,44.0,0.4023388027,154.0,2.4259621882999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,abx_mega__teix_dmso,2.4635196161055557,1.8138052722187865,18.0,45.0,3.5040289546,54.0,1.468497677,106.0,3.1347942542,108.0,1.2856726277,135.0,1.6291544163,143.0,2.0113116333,150.0,1.3571588462,183.0,1.3360653069000001,204.0,1.4806781465,226.0,0.9305266304,253.0,7.5434952441,255.0,2.6250155492,257.0,3.0297675078,264.0,6.3172614205,268.0,0.7448890124,284.0,2.6380563911,300.0,1.7031112887000002,306.0,1.603868183
30,abx_mega__dmso-10,1.2435745220666667,0.146352802455357,3.0,46.0,1.3617481086,57.0,1.2891079724,66.0,1.0798674852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,abx_mega__van_dmso,-1.8139032351399997,0.6768138848704764,5.0,47.0,-2.339647783,72.0,-0.84768128,112.0,-1.3930622406,156.0,-2.437272199,212.0,-2.0518526731,,,,,,,,,,,,,,,,,,,,,,,,,,
32,abx_mega__ramo_h2o,0.6235058347666667,0.3765560726646925,3.0,48.0,0.6681593646,184.0,0.2266139586,266.0,0.9757441811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,abx_mega__h2o-7,-0.14365355213333333,0.5345865053896097,3.0,50.0,0.3795765023,245.0,-0.1216218548,258.0,-0.6889153039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,abx_mega__cro_h2o,2.4456497709000002,0.32077239344183717,4.0,51.0,2.3461821758,119.0,2.8795804978,120.0,2.4435882896,278.0,2.1132481204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,abx_mega__tric_ethanol,-0.32737860815,0.3746468737090368,2.0,52.0,-0.0624632632,182.0,-0.5922939531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,abx_mega__nor_naoh,3.75033405792,3.6552489401613086,5.0,53.0,6.8656906377,90.0,8.2133696245,100.0,2.9843702012,216.0,0.4623483782,293.0,0.22589144800000002,,,,,,,,,,,,,,,,,,,,,,,,,,
37,abx_mega__rfp_ethanol,0.37832941885,0.28624557144022295,2.0,60.0,0.1759232342,78.0,0.5807356035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,abx_mega__amyc-d_dmso,1.3447486969,1.9571403432205297,8.0,62.0,1.3993684044,91.0,-0.3946386451,103.0,1.3564624865,105.0,-1.0985051137,117.0,1.9398357746000001,141.0,3.9810206643,174.0,4.0365656494,201.0,-0.46211964520000004,,,,,,,,,,,,,,,,,,,,
39,abx_mega__sxt_dmso,0.19669220520000003,0.2883933835529523,4.0,63.0,0.1108351055,181.0,0.5337071480000001,207.0,0.2913649428,239.0,-0.1491383755,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,abx_mega__dmso-1,0.46264569565,0.1628601112504659,2.0,64.0,0.5778051847,180.0,0.3474862066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,abx_mega__pen_h2o,0.93051906272,0.9143870355341759,5.0,65.0,1.7586127046,69.0,1.1843408326,211.0,0.5040277952000001,233.0,-0.44542123520000004,308.0,1.6510352164,,,,,,,,,,,,,,,,,,,,,,,,,,
42,abx_mega__cip_naoh,5.45568038568,4.458598059580134,5.0,68.0,1.1750430189,81.0,5.4007193811,128.0,0.8498153914000001,217.0,9.9442129757,240.0,9.9086111613,,,,,,,,,,,,,,,,,,,,,,,,,,
43,abx_mega__h2o-1b,0.33481078540000003,0.4373575168958987,2.0,73.0,0.6440692514,95.0,0.025552319400000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,abx_mega__ery_h2o,-0.48945611650000004,1.2508988122631144,4.0,74.0,-0.6483980568000001,124.0,-2.1303038654,131.0,0.8329184184,196.0,-0.0120409622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,abx_mega__bacit_h2o,0.74933915908,0.6435640307160481,5.0,75.0,0.7583372638,87.0,1.5619254718,89.0,1.1229189851,127.0,-0.11521720690000001,194.0,0.4187312816,,,,,,,,,,,,,,,,,,,,,,,,,,
46,abx_mega__tric_h2o,-1.129314511,0.7435787431110594,2.0,80.0,-1.6551040825999999,243.0,-0.6035249394000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,abx_mega__bacit_dmso,1.6496614824666667,0.8836395343827864,3.0,83.0,2.2955907510999998,85.0,2.0107292755,304.0,0.6426644208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,abx_mega__gen_h2o,-2.2823845708499997,0.0826546975718806,2.0,84.0,-2.340830268,121.0,-2.2239388737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,abx_mega__chl_dmso,-3.7998701737333334,0.06700782684871615,3.0,86.0,-3.772007943,148.0,-3.8763138553000003,202.0,-3.7512887229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,abx_mega__lvx_dmso,2.2653755972000003,0.10160248312064538,2.0,88.0,2.337219402,168.0,2.1935317924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,abx_mega__naoh-6,5.14179985766,1.5704360732350418,5.0,93.0,5.9198475209,144.0,3.5398043237,153.0,5.6995441866,200.0,3.4934950096,252.0,7.0563082475,,,,,,,,,,,,,,,,,,,,,,,,,,
52,abx_mega__rfp_h2o,0.7491292038999999,0.19436229105444233,3.0,96.0,0.8618537398,237.0,0.8608341381,285.0,0.5246997338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,abx_mega__tet_h2o,-0.06573061792499996,0.7553572392964122,4.0,97.0,-0.496051383,169.0,-0.8927854654,179.0,0.40171004920000003,215.0,0.7242043275000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,abx_mega__flavo_dmso,1.9258589653249998,0.5777702681776611,4.0,98.0,2.3844882083,132.0,2.4554365599,223.0,1.5375521918000001,297.0,1.3259589013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,abx_mega__zeocin_h2o,1.3536197467400002,0.7464562387932344,5.0,99.0,1.8834407347000002,173.0,1.8272391064,193.0,1.7319067067,213.0,0.1032581536,292.0,1.2222540323,,,,,,,,,,,,,,,,,,,,,,,,,,
56,abx_mega__valin_dmso,2.7549535865000006,0.2682643813822337,3.0,107.0,2.9019142204,140.0,2.445321396,276.0,2.9176251431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,abx_mega__ethanol-10,2.3420067663666666,0.26969658140818953,3.0,109.0,2.1136656963,115.0,2.2727883355,286.0,2.6395662673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
