,A,PurR
abx_mega__tet_h2o__3,0.40171004920000003,0.8842952365000001
abx_mega__dmso-1__2,0.3474862066,0.25556191510000004
abx_mega__sxt_dmso__2,0.5337071480000001,-0.0012861263
abx_mega__tric_ethanol__2,-0.5922939531,-1.6350894675
abx_mega__teix_dmso__8,1.3360653069000001,0.836158363
abx_mega__ramo_h2o__2,0.2266139586,0.2351057527
abx_mega__inh_h2o__3,1.0806034646,0.1339322538
abx_mega__cst_h2o__3,-0.8194961922,0.6070589085
abx_mega__dmso-9__1,2.2568095394,-0.38275786910000004
abx_mega__ethanol-8__3,2.7767988480000003,-1.2444217901
abx_mega__monac_dmso__2,-1.0884785832,-0.8019334014
abx_mega__dmso-9__2,2.1873017456,-0.38829486420000003
abx_mega__metro_dmso__4,0.4518183452,0.061320185900000004
abx_mega__ctx_h2o__4,2.2478150756,0.1406918846
abx_mega__zeocin_h2o__3,1.7319067067,-0.5739543297
abx_mega__bacit_h2o__5,0.4187312816,-0.2790127723
abx_mega__reta_dmso__1,1.145716741,0.8469736120000001
abx_mega__ery_h2o__4,-0.0120409622,0.8558896315000001
abx_mega__ceru_ethanol__2,-0.7662871782,-1.0652491348
abx_mega__fidax_dmso__2,1.2664934264,-0.11141475960000001
abx_mega__novo_dmso__1,-4.1769422986,-2.6549890718
abx_mega__naoh-6__4,3.4934950096,0.0327864552
abx_mega__amyc-d_dmso__8,-0.46211964520000004,0.1280442182
abx_mega__chl_dmso__3,-3.7512887229,0.1789046484
abx_mega__nal_naoh__7,0.0127956026,-0.32379276020000003
abx_mega__teix_dmso__9,1.4806781465,0.4283931307
abx_mega__ery_dmso__3,-3.1507522519,0.9323082170000001
abx_mega__tmp_dmso__3,5.1702444681,-0.1574362339
abx_mega__sxt_dmso__3,0.2913649428,-0.5556569622
abx_mega__polmyx_h2o__4,1.1585128467,-0.2025668556
abx_mega__mem_dmso__3,2.2481810239,-0.271109853
abx_mega__nal_naoh__8,0.1749257069,-1.063161385
abx_mega__pen_h2o__3,0.5040277952000001,-0.38521837950000004
abx_mega__van_dmso__5,-2.0518526731,-0.6935492129
abx_mega__zeocin_h2o__4,0.1032581536,-1.0853224245
abx_mega__h2o-6__2,4.3528833778,-0.1889635509
abx_mega__tet_h2o__4,0.7242043275000001,0.8789539506
abx_mega__nor_naoh__4,0.4623483782,-0.34451164710000004
abx_mega__cip_naoh__4,9.9442129757,-0.2984759208
abx_mega__tmp_dmso__4,3.9140791258,0.095550627
abx_mega__reta_dmso__2,-0.9023591454000001,0.318997686
abx_mega__mem_dmso__4,1.8327901207,-0.0157581647
abx_mega__dox_dmso__5,0.3098464903,0.8035920824
abx_mega__tmp_dmso__5,4.3390719886,-0.12137403740000001
abx_mega__flavo_dmso__3,1.5375521918000001,0.0838909853
abx_mega__tmp_dmso__6,5.5716942766,-0.07210018480000001
abx_mega__ceru_ethanol__3,-0.15666731990000002,-1.9079821417
abx_mega__teix_dmso__10,0.9305266304,0.33420722540000003
abx_mega__novo_h2o__7,0.3724433448,-2.7339566856
abx_mega__fidax_dmso__3,1.8890031566,-0.3335957148
abx_mega__h2o-1a__2,0.46844906550000004,-0.1082827408
abx_mega__dcs_h2o__2,1.2495190249,0.0342406639
abx_mega__cst_h2o__4,-0.4578525936,0.470483872
abx_mega__van_h2o__2,1.8115979527000001,0.3065245103
abx_mega__pen_h2o__4,-0.44542123520000004,0.12489953640000001
abx_mega__h2o-8b__2,0.30715502780000004,-0.17187376240000002
abx_mega__reta_dmso__3,-0.7345009554,0.053770318500000004
abx_mega__dmso-7__2,2.9428516153,-0.756781225
abx_mega__rfp_h2o__2,0.8608341381,-0.42456485990000004
abx_mega__rif_dmso__6,0.6907132053,-0.24303305960000002
abx_mega__sxt_dmso__4,-0.1491383755,-0.639347085
abx_mega__cip_naoh__5,9.9086111613,-0.6051318147
abx_mega__dmso-9__3,1.7446012967,-0.44432348580000003
abx_mega__mem_dmso__5,0.9480787763,-0.1807480186
abx_mega__tric_h2o__2,-0.6035249394000001,-0.7267285137
abx_mega__phos_h2o__6,4.5098958783,-0.4097062873
abx_mega__h2o-7__2,-0.1216218548,-0.2640735898
abx_mega__h2o-10__3,2.5048897985,0.4374212221
abx_mega__h2o-8a__2,0.8365558298,-0.17567812670000002
abx_mega__thio_dmso__3,-0.6061040917,0.8297577576
abx_mega__lzd_dmso__3,-2.2719731096,0.7168589902
abx_mega__monac_dmso__3,-1.7387073736,-1.0623545254
abx_mega__polmyx_h2o__5,0.4956332365,0.8470684786
abx_mega__naoh-6__5,7.0563082475,-0.0467898718
abx_mega__teix_dmso__11,7.5434952441,-0.0963699461
abx_mega__van_h2o__3,0.8193703523,0.5870298126
abx_mega__teix_dmso__12,2.6250155492,-0.0239962396
abx_mega__dox_dmso__6,1.2313905122,-0.8256036919
abx_mega__teix_dmso__13,3.0297675078,-0.7678904064000001
abx_mega__h2o-7__3,-0.6889153039,-0.27172487160000003
abx_mega__str_h2o__4,-4.9214304891000005,1.0515029105
abx_mega__tec_h2o__3,1.2222698932,-0.017388075700000002
abx_mega__phos_h2o__7,7.611964896,-0.051324342200000005
abx_mega__chl_h2o__5,-2.103027953,1.1602936152
abx_mega__polmyx_h2o__6,0.7458602856000001,0.1799497801
abx_mega__teix_dmso__14,6.3172614205,-0.1416986401
abx_mega__rif_dmso__7,1.0390221712,-0.43049935500000003
abx_mega__ramo_h2o__3,0.9757441811,-0.2480099584
abx_mega__fidax_dmso__4,0.5672100813000001,-0.3755489154
abx_mega__teix_dmso__15,0.7448890124,0.4476613507
abx_mega__thio_dmso__4,-0.5352753661,0.7216632067000001
abx_mega__rif_dmso__8,0.8179696063,-0.2705193461
abx_mega__reta_dmso__4,-0.7517671105,0.4152077091
abx_mega__inh_h2o__4,0.7382710883,-1.4302574578
abx_mega__novo_dmso__2,-2.8433179245,-2.7898085718
abx_mega__dcs_h2o__3,0.2270743381,0.11633180180000001
abx_mega__h2o-8b__3,-0.47121858590000004,-0.2759295234
abx_mega__valin_dmso__3,2.9176251431,-0.1329149175
abx_mega__h2o-2__1,2.2804842199,-0.4854145454
abx_mega__cro_h2o__4,2.1132481204,-0.47262497010000004
abx_mega__dcs_h2o__4,0.9309846073,0.6489119685
abx_mega__str_h2o__5,0.9868983464000001,-0.0475518761
abx_mega__h2o-8a__3,0.8048249014000001,-0.0650643206
abx_mega__dox_dmso__7,2.7884040001,-0.6763178061
abx_mega__doxo_dmso__2,3.5475533541,-0.6602625358
abx_mega__teix_dmso__16,2.6380563911,-0.2195242212
abx_mega__rfp_h2o__3,0.5246997338,-0.2537953606
abx_mega__ethanol-10__3,2.6395662673,-0.39292378580000004
abx_mega__naoh-2__2,1.8069006999,-0.1402391979
abx_mega__van_h2o__4,0.8435824946,0.24642654760000002
abx_mega__sacet_h2o__2,-2.1336105419,-1.236663334
abx_mega__monac_dmso__4,-1.5518159168999999,-1.0063203864
abx_mega__h2o-2__2,0.4039884388,-1.2065652401
abx_mega__zeocin_h2o__5,1.2222540323,0.1933245651
abx_mega__nor_naoh__5,0.22589144800000002,-0.22418349110000002
abx_mega__naoh-9__2,0.10301333260000001,0.09873022470000001
abx_mega__dmso-7__3,2.2593343489,-0.8524324851
abx_mega__van_h2o__5,1.2862299225,0.1478529515
abx_mega__flavo_dmso__4,1.3259589013,-0.0042260982
abx_mega__novo_dmso__3,-4.2888122718,-2.7756698102
abx_mega__polmyx_h2o__7,1.176077282,0.0203474631
abx_mega__teix_dmso__17,1.7031112887000002,0.1259777283
abx_mega__doxo_dmso__3,2.7650279390000003,-0.1977778275
abx_mega__mem_dmso__6,2.1869104362,0.029477070100000002
abx_mega__h2o-1a__3,-0.599337945,0.1323896628
abx_mega__bacit_dmso__3,0.6426644208,-0.27786554350000003
abx_mega__dox_dmso__8,2.1159896756,-0.0529577293
abx_mega__teix_dmso__18,1.603868183,-0.6244575197000001
abx_mega__h2o-6__3,7.8856604882,-0.3253056829
abx_mega__pen_h2o__5,1.6510352164,-0.0654011577
abx_mega__lzd_dmso__4,2.3760513679,0.6919524906
abx_mega__daro__1,2.5231068502,1.4959107025
abx_mega__solv__1,3.0193264347,1.720217671
abx_mega__daro__2,2.3601513243,1.3223998643
abx_mega__daro__3,1.7713668604000001,1.0637106795
abx_mega__solv__2,3.3743226241,1.7928551274000002
abx_mega__solv__3,2.4973727004,1.153354896
abx_mega__dmso-4__1,2.7438324687,-0.7217978530000001
abx_mega__kirr_dmso__1,-1.1588505593,1.8220273243
abx_mega__kirr_dmso__2,-1.2516546927,1.8585012015
abx_mega__kirr_dmso__3,-0.7956435095000001,1.9049257014
abx_mega__dmso-4__2,3.0995960958,-0.7539363193
abx_mega__dmso-4__3,2.8626276475,-0.5554845389
ackA_pta__dnaA46_del_ackA__1,-0.3966265996,-0.5151723255
ackA_pta__dnaA46_del_ackA__2,-1.7759918411000002,-0.5720529137
ackA_pta__dnaA46_del_ackA__3,-0.1689261756,-0.3343888467
ackA_pta__dnaA46_del_pta__1,-3.4883506026,-1.6011450756999999
ackA_pta__dnaA46_del_pta__2,-2.1004977481,-0.24570825940000002
ackA_pta__dnaA46_del_pta__3,-1.7539071891,-0.23630862500000002
ackA_pta__dnaA46__1,-0.5051103734,-0.0329444601
ackA_pta__dnaA46__2,-0.9454785703,0.17371282130000001
ackA_pta__dnaA46__3,-0.2727066875,-0.2557112601
ackA_pta__del_ackA__1,0.5089631897,-0.6823195286
ackA_pta__del_ackA__2,-2.684270753,-1.2592177725
ackA_pta__del_ackA__3,1.4938029945,-0.5315442669
ackA_pta__del_pta__1,0.1631844762,-0.18146874200000002
ackA_pta__del_pta__2,-1.3330485696,-0.29409470530000004
ackA_pta__del_pta__3,-0.1723477762,-0.37129329790000004
ackA_pta__wt__1,0.3138544606,-0.030634506500000002
ackA_pta__wt__2,-0.3675630207,-0.026627643700000002
ackA_pta__wt__3,0.053708560100000004,0.0572621503
anticancer__5fu__1,2.3271730127,0.5552325717000001
anticancer__5fu__2,2.6517838066,0.5303016521
anticancer__cap__1,-0.11528992340000001,-0.0706035353
anticancer__cap__2,0.38756810270000003,-0.0990109962
anticancer__cap__3,0.75229103,0.0495507269
anticancer__wt__1,0.052352517800000005,0.2323939209
anticancer__wt__2,-0.2054320861,0.013080729900000001
anticancer__wt__3,0.1530795683,-0.2454746508
anticancer__5fu__3,2.6773486931,0.6004505995
bio_pln__aero_pln__1,0.0162215026,0.1296002176
bio_pln__aero_pln__2,-0.0162215026,-0.1296002176
bio_pln__anaero_pln__1,1.9175105517,0.3258621654
bio_pln__anaero_pln__2,2.8798922444,0.4714655848
biocide__bzcl_12h__1,-1.2642710412,0.3718523687
biocide__bzcl_12h__2,-9.8786689239,0.2994017472
biocide__bzcl_12h__3,-1.8542380919,0.317145455
biocide__etoh_12h__1,-5.1339609687,0.2426596154
biocide__etoh_12h__2,-4.1001137564,0.3036304707
biocide__etoh_12h__3,-4.2516212585,0.24393635530000002
biocide__gluald_12h__1,-4.592410325,0.2093257681
biocide__gluald_12h__2,-5.9049332368,0.1732157209
biocide__gluald_12h__3,-4.8573402574,0.23514201040000002
biocide__h2o2_12h__1,-3.6078402956,0.0348813216
biocide__h2o2_12h__2,-3.4011480924,0.3528559564
biocide__h2o2_12h__3,-6.3983643867,0.3023268408
biocide__2ppoh_12h__1,-4.7568433759,0.4093107334
biocide__2ppoh_12h__2,-4.1717671772,0.4482264569
biocide__2ppoh_12h__3,-4.1209256611,0.4099201082
biocide__paa_12h__1,-2.9565152901,0.0013632576
biocide__paa_12h__2,-3.1419217010000002,0.0844349033
biocide__paa_12h__3,-4.6039058186,-0.2642626176
biocide__phe_12h__1,-4.7123263458,0.3488411469
biocide__phe_12h__2,-5.7142581957,0.39531072700000003
biocide__phe_12h__3,-4.8519549878,0.3984277135
biocide__pvp-i_12h__1,-6.405958972,0.1013026828
biocide__pvp-i_12h__2,-1.7467295266,0.2534078493
biocide__pvp-i_12h__3,-5.6296846018,-0.0202333394
biocide__bleach_12h__1,-5.7752229692,0.3547080361
biocide__bleach_12h__2,-5.3265738937,0.2451548033
biocide__bleach_12h__3,-6.0236094543,0.3826457842
biocide__chx_12h__1,-12.1858841505,0.5927365616
biocide__chx_12h__2,-9.902248802,0.6008588211
biocide__chx_12h__3,-9.3128062234,0.5744301676
biocide__bzcl_30m__1,-3.8785562565,0.30850154690000003
biocide__bzcl_30m__2,-5.6462996993,0.2843205515
biocide__bzcl_30m__3,-3.5287156236,0.3851020714
biocide__phe_30m__1,-1.1386261005,0.2529936233
biocide__phe_30m__2,-3.8880606763000003,0.0181504886
biocide__phe_30m__3,-1.8006381852,0.2713991832
biocide__pvp-i_30m__1,-5.4929384449,0.28682724390000003
biocide__pvp-i_30m__2,-5.7853975662,0.3712097004
biocide__pvp-i_30m__3,-5.7202090404,0.38130502200000005
biocide__ctrl_12h__1,-3.7726097135,0.28598718900000003
biocide__ctrl_12h__2,-3.662643162,0.1483623168
biocide__ctrl_12h__3,-4.3833072935,0.17521827140000001
biocide__ctrl_30m__1,-0.3247591454,-0.0496757847
biocide__ctrl_30m__2,0.5354468841,-0.0406602238
biocide__ctrl_30m__3,-0.21068773870000002,0.09033600850000001
clpP__wt__1,-0.0878630841,0.0395750018
clpP__wt_DPTA__1,-2.1619737173,-2.9278254384
clpP__wt__2,1.5091110105999999,-0.09806352800000001
clpP__wt_DPTA__2,-2.6601336922,-2.6536867247
clpP__wt__3,-1.4212479266,0.0584885262
clpP__wt_DPTA__3,-2.7366925943,-3.6024935431
clpP__delclpP__1,0.877369056,-0.0376058621
clpP__delclpP_DPTA__1,-1.2152754708,-3.7055191962
clpP__delclpP__2,1.1160063236,-0.0540765386
clpP__delclpP_DPTA__2,-0.4339083711,-2.5558488704
clpP__delclpP__3,-0.9234169235,-0.0603932365
clpP__delclpP_DPTA__3,-0.4337358908,-2.8723472229
colombos2__delydcR__1,0.3179511753,-0.5369829458
colombos2__delydcR__2,1.9819466896,-0.07213236690000001
colombos2__delydcR__3,1.5763762033000002,-0.0033087561
colombos2__delyjiR__1,-3.2349625814,0.0642602646
colombos2__delyjiR__2,3.5892308721,0.152196026
colombos2__delyjiR__3,2.5957835022999998,0.35087327
colombos2__wt__1,-3.0904437335,-0.1014980146
colombos2__wt__2,0.4686708067,-0.1517723443
colombos2__wt__3,2.6217729268000003,0.2532703589
crp_k100__ar1_ar2__1,2.4958583062,2.5620045605
crp_k100__ar1_ar2__2,2.8404678905000003,2.2400232758
crp_k100__ar1_ar2__3,3.1116026444,1.7545043347
crp_k100__wt__1,-0.26193705500000003,-0.5214106463
crp_k100__wt__2,-0.1205451511,0.5718155577
crp_k100__wt__3,0.3824822061,-0.0504049114
crp_k100__K100Q__1,-0.0987180117,-0.2615755528
crp_k100__K100Q__2,1.1674849840000001,0.3453681276
crp_k100__K100R__1,-1.4652818356,-0.2084521189
crp_k100__K100R__2,-0.7378975847,-0.3943354945
crp_k100__K100R__3,0.0437572667,-0.1770561564
csrA__wt_t00__1,-1.1218121604,-0.2551220509
csrA__wt_t02_30__1,1.8112981418,-0.8296572629000001
csrA__wt_t05__1,5.0279366371,-3.0448777741
csrA__wt_t10__1,6.8123494048,-4.3524303464
csrA__wt_t15__1,6.3388242326,-3.500224332
csrA__delcsrA_t00__1,-1.905837781,-0.4001164538
csrA__delcsrA_t02_30__1,0.9504407585,-1.6730420739
csrA__delcsrA_t05__1,3.2718747323,-2.9828074096
csrA__delcsrA_t10__1,4.5841218655,-3.9109177223
csrA__delcsrA_t15__1,3.2254575029,-3.722036305
csrA__wt_t00__2,1.1218121604,0.2551220509
csrA__wt_t02_30__2,3.4080044872,-0.7309790292
csrA__wt_t05__2,6.7078242388,-2.7661833012
csrA__wt_t10__2,9.0827399512,-4.2187307945
csrA__wt_t15__2,7.3113669555,-3.972699558
csrA__delcsrA_t00__2,-1.8951595639,-0.11653227270000001
csrA__delcsrA_t02_30__2,1.2365633541,-1.5844467782
csrA__delcsrA_t05__2,3.7167378532,-2.9237674107
csrA__delcsrA_t10__2,4.8938123854,-3.8551633672000003
csrA__delcsrA_t15__2,3.4173554392,-2.8724014461
cstr_pfr__str_0005m__1,-0.8556179613,0.058884523700000004
cstr_pfr__str_0010m__1,0.269121149,0.054696419600000004
cstr_pfr__str_0025m__1,0.8026041481,0.029292267900000002
cstr_pfr__str_0045m__1,0.6319846939,0.0562661885
cstr_pfr__str_0075m__1,0.5530379228,0.08397976600000001
cstr_pfr__str_0120m__1,0.3721413116,0.08045659940000001
cstr_pfr__str_0210m__1,-0.8779904715,0.11930410250000001
cstr_pfr__str_0330m__1,-1.1985838766999999,0.11115704500000001
cstr_pfr__str_1500m__1,-1.3600250686,0.008274386
cstr_pfr__str_1560m__1,-0.9729838884,0.1097647107
cstr_pfr__str_1680m__1,-1.0266529535,0.0255924134
cstr_pfr__str_ref1__1,-0.0937523213,0.0033692084
