,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X
0,algU_regulon__empty_vector,0.0,0.1371211101242596,3.0,0.0,-0.1129252983,2.0,0.1525777187,4.0,-0.0396524204,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,0.7321811934666668,0.29101253026351304,3.0,1.0,0.5492040564,3.0,0.5795840839,5.0,1.0677554401,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-0.10846523085000001,0.6451838867164612,4.0,6.0,0.39767176860000003,20.0,-0.47297584870000003,40.0,-0.8310893890000001,63.0,0.47253254570000003,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-0.475719256525,0.2011024453345431,4.0,7.0,-0.6107369119,33.0,-0.1957341307,81.0,-0.46394933050000003,82.0,-0.6324566530000001,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-1.1143541158749999,0.3408122419925027,4.0,8.0,-1.5399313734,51.0,-1.0536698531,65.0,-0.7115818118,76.0,-1.1522334252,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-1.4100904141666668,0.4794296068590993,3.0,9.0,-1.4710258108,22.0,-1.8561391437,49.0,-0.903106288,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,0.08292706235,0.022026862794137094,2.0,10.0,0.0673517183,26.0,0.0985024064,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-2.0063495037666668,0.15964655391342347,3.0,11.0,-2.1052630034,54.0,-2.0916113936,83.0,-1.8221741143,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-0.9193679159749999,0.21962213871373396,4.0,12.0,-1.2008549649,48.0,-0.7618318262,64.0,-0.7290040549,78.0,-0.9857808179,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,0.276434891675,0.16114565089113417,4.0,13.0,0.038217321400000004,38.0,0.3222784258,67.0,0.3560291839,72.0,0.3892146356,,,,,,,,,,,,,,,,,,,,
