,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,M9__M9exp,14.052666666666667,0.27301650743743217,3.0,0.0,14.3628,1.0,13.8486,2.0,13.9466,,,,,,,,,,
1,M9__M9tran,12.983200000000002,0.4841890436596023,3.0,3.0,12.8846,4.0,12.5559,5.0,13.5091,,,,,,,,,,
2,M9__M9stat,11.889633333333334,0.33320927858229515,3.0,6.0,12.2566,7.0,11.606,8.0,11.8063,,,,,,,,,,
3,Carbon Transition__MG-0.1,14.302666666666667,0.6751743947554092,3.0,9.0,14.2416,10.0,13.6601,11.0,15.0063,,,,,,,,,,
4,Carbon Transition__MG-0.2,14.6288,0.04525483399593908,2.0,12.0,14.5968,13.0,14.6608,,,,,,,,,,,,
5,Carbon Transition__MG+5,15.114099999999999,0.37726882988129257,3.0,14.0,15.505999999999998,15.0,15.0829,16.0,14.7534,,,,,,,,,,
6,Carbon Transition__MG+10,15.202,0.7438802793460791,3.0,17.0,15.7674,18.0,15.4793,19.0,14.3593,,,,,,,,,,
7,Carbon Transition__MG+15,14.6757,0.44307946239924023,3.0,20.0,14.1646,21.0,14.9112,22.0,14.9513,,,,,,,,,,
8,Carbon Transition__MG+25,14.141533333333333,0.07369357728685264,3.0,23.0,14.1103,24.0,14.0886,25.0,14.2257,,,,,,,,,,
9,Carbon Transition__MG+45,13.918599999999998,0.33856184073223605,3.0,26.0,14.0132,27.0,13.5428,28.0,14.1998,,,,,,,,,,
10,Carbon Transition__MG+60,13.8721,0.02743574311003816,2.0,29.0,13.8527,30.0,13.8915,,,,,,,,,,,,
11,Carbon Transition__MG+90,13.9664,0.6574678851472521,2.0,31.0,13.5015,32.0,14.4313,,,,,,,,,,,,
12,Carbon Transition__MG+120,13.385399999999999,0.4509944123822378,3.0,33.0,12.8674,34.0,13.6908,35.0,13.598,,,,,,,,,,
13,Carbon Transition__MG+150,13.9956,0.9195216582549862,2.0,36.0,13.3454,37.0,14.6458,,,,,,,,,,,,
14,Carbon Transition__GM-0.1,14.349400000000001,0.22031339042373266,3.0,38.0,14.1412,39.0,14.5801,40.0,14.3269,,,,,,,,,,
