locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b3242,0.6798338075,aaeX,DUF1656 domain-containing protein AaeX,Function unknown,,Crp,https://ecocyc.org/gene?orgid=ECOLI&id=G7687
b3241,0.1062044338,aaeA,aromatic carboxylic acid efflux pump membrane fusion protein,Defense mechanisms,aaeXAB,"YbaQ,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=G7686
