,-0.059322661779042773,0.0,0.059322661779042773,0.11864532355808555,0.17796798533712832,0.2372906471161711,0.29661330889521387,0.35593597067425664,0.4152586324532994,0.4745812942323422,0.533903956011385,0.5932266177904277,0.6525492795694705,0.7118719413485133,0.771194603127556,0.8305172649065988,0.8898399266856416,0.9491625884646844,1.0084852502437271,1.06780791202277
thresh,-0.08898399266856416,0.08898399266856416,1,,,,,,,,,,,,,,,,,
unreg,42,4128,39,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
unreg_genes,[],[],[],['aaeA'],[],[],[],[],[],[],[],[],['aaeX'],[],[],[],[],[],[],[]
