,-0.10581017862366063,-0.0846481428989285,-0.06348610717419637,-0.042324071449464234,-0.021162035724732103,2.7755575615628914e-17,0.02116203572473216,0.04232407144946429,0.06348610717419642,0.08464814289892855,0.10581017862366068,0.12697221434839281,0.14813425007312495,0.16929628579785708,0.1904583215225892,0.21162035724732134,0.23278239297205347,0.2539444286967856,0.27510646442151776,0.29626850014624984
thresh,-0.1163911964860267,0.1163911964860267,2,,,,,,,,,,,,,,,,,
unreg,0,0,3,38,742,4046,701,30,7,0,0,0,0,1,0,0,0,0,0,0
AHL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['PA2327'],[],[],[],[],[],[]
AHL_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['PA2328'],[],['PA2330' 'PA2329'],[],['PA2331'],[],[]
