,A,CdaR
nac_ntrc__bw_delnac_csn__2,3.1613065060180303,1.642475065499999
nac_ntrc__bw_delnac_cytd__1,1.7365548469807577,0.4726776384999996
nac_ntrc__bw_delnac_cytd__2,1.952110498085612,0.34449383249999954
nac_ntrc__bw_delnac_gln__1,1.7170744556865771,0.6622135934999998
nac_ntrc__bw_delnac_gln__2,1.5352705744927075,0.3310898824999997
nac_ntrc__bw_delnac_nh4__1,1.8682403085647368,0.3962433994999994
nac_ntrc__bw_delnac_nh4__2,1.464875951639353,0.20403837450000006
misc__wt_no_te__1,1.6855899015429123,0.06471343149999997
misc__wt_no_te__2,1.757636034690519,0.06891359349999959
misc__bw_delcbl__1,1.6326996928121194,0.4139868274999996
misc__bw_delcbl__2,1.2252586732706434,0.4105292284999997
misc__bw_delfabr__1,1.2424096325692842,0.3499983824999995
misc__bw_delfabr__2,1.454661030316253,0.8351474944999997
misc__bw_delfadr__1,1.1944925946628533,0.44996607549999945
misc__bw_delfadr__2,0.9730987145234604,0.4557872095
misc__nitr_031__1,1.7862349610648172,0.4806702024999998
omics__wt_glu__1,0.2603492080631675,-0.7072289105000003
omics__wt_glu__2,0.2814637224174622,-0.008085209500000357
omics__wt_gly__1,0.6016808389842049,-0.3701679665000004
omics__wt_gly__2,0.3301251670667817,0.2586369654999996
omics__wt_thr__1,3.984672951077079,1.2064237744999995
omics__wt_thr__2,2.931327433885333,0.9221722774999992
omics__bw_ac__1,2.396938248490902,2.4279436845
omics__bw_ac__2,1.7583818455050193,2.3277107395
omics__bw_fum__1,2.617882333048877,2.1694974325
omics__bw_fum__2,2.5484557182015304,2.3201058825
omics__bw_glc__1,0.8809515125424177,0.7314179954999998
omics__bw_glc__2,0.6563910778396828,1.1572275314999998
omics__bw_pyr__1,0.9611378965348696,1.8902006574999997
omics__bw_pyr__2,0.7700278990926043,1.7483172355
ompr__wt_nacl__1,1.830462031435694,-0.4508328675000004
ompr__wt_nacl__2,2.1069268217567965,-0.5084373215000002
ompr__bw_delompr_nacl__1,2.3944830436147617,-0.07857733750000051
ompr__bw_delompr_nacl__2,1.840788117650081,-0.16120351150000056
minspan__wt_ade__1,-0.4663129720911588,-0.9505085195000004
minspan__wt_glc__2,0.6498702900764991,-0.5143999915000004
minspan__wt_glc__3,-0.1469740664851724,0.10520571549999946
minspan__wt_glc__4,0.4651441986610309,0.06428985449999969
minspan__wt_glc_anaero__1,0.3068091021744521,0.01917154649999997
minspan__wt_glc_anaero__2,1.4665086870206006,-1.3145408615000005
minspan__wt_trp__1,1.697192296156747,0.6743504084999996
minspan__bw_delcra_glc__2,1.5241008929270037,0.4291818134999996
minspan__bw_delcra_trp__1,2.073768701289321,0.4313096964999996
minspan__bw_delmntr__1,1.593570989915328,0.7554789274999996
minspan__bw_delnac_ade__1,1.1084103590462548,0.3442589464999997
minspan__bw_delnac_glc__1,1.23106484847664,0.08054259949999976
cra_crp__wt_ac__1,2.236524042027901,1.4794684784999994
cra_crp__wt_ac__2,1.9692565460650624,1.1329266694999998
cra_crp__wt_fru__1,2.6087829973328525,1.0008081954999994
cra_crp__wt_fru__2,2.3511098544953994,0.6585821084999997
cra_crp__delcra_ac__1,2.883973911720928,2.2480076085
cra_crp__delcra_ac__2,2.868944226291207,2.2843980515
cra_crp__delcra_fru__1,1.7329367605752115,0.5995011454999997
cra_crp__delcra_fru__2,1.362514964071147,0.3073333924999995
cra_crp__delcra_glc__1,1.498966588509481,0.2653467304999997
cra_crp__delcra_glc__2,1.7682926907927707,0.4687879334999998
rpoB__wt_031__1,5.239785284444412,2.1366240495
rpoB__wt_044__1,0.6840241807928423,0.7573881695
rpoB__wt_lb__1,7.985247704986996,1.8286742085
rpoB__wt_lb__2,7.60370197429952,1.8282650434999999
rpoB__rpoBE546V_031__1,2.100971299338145,1.4829178474999996
rpoB__rpoBE546V_044__1,1.4453736690316006,1.3185920884999995
rpoB__rpoBE546V_lb__1,6.188881643176261,1.7404599344999996
rpoB__rpoBE546V_lb__2,6.383775060889636,1.6387281634999995
rpoB__rpoBE546V_glc__1,-0.3227141650187692,-0.020113181500000188
rpoB__rpoBE672K_glc__1,-0.5493825726273542,0.12007279049999965
rpoB__rpoBE672K_glc__2,-0.0627944475831995,0.19472052149999985
rpoB__rpoBE672K_lb__1,5.084740425715183,0.4949661824999998
rpoB__rpoBE672K_lb__2,4.79270450210505,0.4619940234999995
crp__wt_fru__1,6.2653986876528736,2.4195194524999994
crp__wt_glyc__1,2.66125735712392,2.3005153525
crp__wt_glyc__2,3.165917265930039,2.4950168085
crp__delar1_glyc__1,2.002465099558929,0.0596131824999997
crp__delar1_glyc__2,2.6891295764713568,0.5060605544999994
crp__delar1ar2_glyc__1,1.1385315922059147,0.3352469874999997
crp__delar1ar2_glyc__2,1.8592370530572275,0.4453479544999999
crp__delar1ar2_glyc__3,1.5463864985689952,0.1969166424999997
crp__delar2_glyc__1,5.725763849859075,2.8167403914999984
crp__delar2_glyc__2,5.294721098472279,2.5970158395
crp__delar2_glyc__3,5.00962168508422,2.7088991975
crp__delcrp_fru__1,1.7950113806803674,0.4831053734999995
crp__delcrp_fru__2,1.9305674966164448,0.6183084604999998
crp__delcrp_fru__3,2.0780784642142702,0.2915216104999998
crp__delcrp_glc__1,1.9173205776323752,0.5191508134999996
crp__delcrp_glc__2,1.5997385728851952,0.4391910994999999
crp__delcrp_glc__3,1.6373901545031728,0.5327989545
crp__delcrp_glyc__1,1.7900608415250334,0.05429689549999983
crp__delcrp_glyc__2,2.0857008778606345,0.26229388849999946
crp__delcrp_glyc__3,1.5980357505878413,0.21433896049999968
glu__glu_ale3__1,2.958011211493839,-0.4401446845000003
glu__glu_ale4__1,1.4146069666134855,0.1497059424999998
glu__glu_ale5__1,0.1825816554986885,0.2283729364999996
glu__glu_ale6__1,0.6974902833280116,-0.4858997485000001
glu__glu_ale8__1,1.1325119464218247,-0.2883740975000002
glu__glu_ale9__1,1.8765076337688609,-0.16694540150000048
glu__glu_ale10__1,1.3099298918763256,-0.4162182825000005
42c__wt_42c__1,1.381363853687498,0.6649797654999996
42c__42c_ale1__1,2.67380391109147,1.3047468234999997
42c__42c_ale2__1,2.17568859401318,-0.09445230750000057
42c__42c_ale3__1,0.5135933031819981,0.4294409874999996
42c__42c_ale4__1,2.139156698693033,-0.3453419315000001
42c__42c_ale5__1,0.1734996209003755,-0.0758694495000003
42c__42c_ale6__1,2.2195408253830635,0.5900246024999998
42c__42c_ale8__1,2.633627546444107,-0.32118728450000056
42c__42c_ale9__1,0.8147107327565877,0.23172692849999965
42c__42c_ale10__1,2.2088062966525,0.7541531804999995
ssw__wt_ac__1,1.7821375687935477,1.6933658184999991
ssw__wt_glc__1,-1.468865662841755,-0.6094230485000001
ssw__wt_glyc__1,12.344447205761409,3.6887376264999996
ssw__wt_xyl__1,1.8094501997490755,1.4093316534999998
ssw__glc_ale1__1,4.273786751051259,1.2571686384999996
ssw__glc_ale2__1,2.552095772472144,0.7291306524999999
ssw__glc_ale3__1,2.029438083326144,0.7630854804999996
ssw__glyc_ale1__1,3.239105007606118,1.1336721244999994
ssw__glyc_ale2__1,1.6378132141033312,0.8463568534999997
ssw__xyl_ale1__1,5.546933677342501,1.5785382974999995
ssw__xyl_ale2__1,13.50868276034314,3.7581605364999993
ssw__xyl_ale3__1,2.765563501425919,1.3291710054999997
ssw__glc_ac_ac2__1,2.2932946939632406,0.7759283814999995
ssw__glc_ac_glc1__1,0.1703398922948721,0.41098103949999976
ssw__glc_glyc_glc__1,1.825017576141716,0.32553417549999963
ssw__glc_glyc_glyc__1,10.54959739151051,2.8977836194999997
ssw__glc_xyl_glc__1,1.40249894715703,0.21230925749999985
ssw__glc_xyl_xyl__1,8.712100411830558,1.7014896585
ica__wt_glc__1,0.8711601498634489,0.6174198264999999
ica__wt_glc__2,0.5597449106941412,0.5610730165
ica__wt_glc__3,0.8830991946515612,0.7645236164999996
ica__wt_glc__4,0.5007102563450267,0.4195036114999997
ica__arg_sbt__1,4.842721919594733,2.1243081285
ica__arg_sbt__2,4.188933740007052,1.7679789195
ica__cytd_rib__1,17.442310076219588,3.0076204214999995
ica__cytd_rib__2,16.535220364763287,2.9925581144999995
ica__gth__1,2.567504425220915,0.7553202724999997
ica__gth__2,2.5973518186592464,1.0343114024999998
ica__leu_glcr__1,25.95999813355502,4.982514581499999
ica__leu_glcr__2,25.87344616817712,5.0199142445
ica__met_glc__1,-0.260598794151785,0.5371032494999994
ica__met_glc__2,0.5443395669753602,0.6667892234999995
ica__no3_anaero__1,0.5822597932079269,0.1904449524999996
ica__no3_anaero__2,0.6723559498765946,0.22349247149999973
ica__phe_acgam__1,0.3937235032141692,0.04170303549999943
ica__phe_acgam__2,0.5811891380427491,0.2515766904999994
ica__thm_gal__1,3.0545244332692567,1.9809884165
ica__thm_gal__2,3.1448502585740856,2.1146405275
ica__tyr_glcn__1,0.857259810130091,-0.12465344450000028
ica__tyr_glcn__2,0.7454624657938943,0.2896730064999997
ica__ura_pyr__1,0.5491302920819985,1.1409433774999995
ica__ura_pyr__2,0.5492249586967997,1.5368330664999998
ica__wt_glc__5,1.1338753302166709,0.5839053474999996
ica__wt_glc__6,0.5435800837712862,0.5236292404999996
ica__bw_delpurR_cytd__1,0.3987153276783136,0.5414323414999997
ica__bw_delpurR_cytd__2,0.8182567332321383,0.8158066334999998
ica__ade_glc__1,0.8635848765034598,0.5845058494999997
ica__ade_glc__2,0.7103199826891776,0.5194770484999998
ytf__wt_glc__1,1.1771652943982909,0.2564954694999999
ytf__wt_glc__2,2.0642325807140285,0.38496564549999945
ytf__delyafC__1,2.360548990644381,1.1651001944999997
ytf__delyafC__2,2.6994260191694788,1.2641202084999996
ytf__delyeiE__1,0.5351165372046488,0.8098149364999996
ytf__delyeiE__2,0.974897621507094,0.3764442194999997
ytf__delyiaJ__1,2.261905940498974,0.7346865074999998
ytf__delyiaJ__2,1.721333935090266,0.6149174934999997
ytf__delyieP__1,1.4221573912601286,0.9112584395
ytf__delyieP__2,1.7530825803876715,0.5965124454999997
ytf__wt_ph5__1,0.8647459670653267,0.4461670324999996
ytf__wt_ph5__2,0.8289747080482419,0.5317511174999998
ytf__wt_ph8__1,0.7683763404424426,0.4248707244999999
ytf__wt_ph8__2,0.093440901117398,0.6541271224999998
ytf__delybaO__1,2.403017726830168,1.3254032934999995
ytf__delybaO__2,1.634820381152983,1.3721985484999992
ytf__delybaQ__1,0.7452635354775068,0.12323370849999947
ytf__delybaQ__2,0.905971360017274,0.43856610349999947
ytf__delybiH__1,2.126279065532389,-0.061432429500000385
ytf__delybiH__2,2.1754930048073304,0.9484888964999998
ytf__delydcI_ph5__1,0.3271532431439988,0.4862497594999997
ytf__delydcI_ph5__2,0.6549013771353074,-0.04718236050000035
ytf__delydcI_ph8__1,0.7264506478479624,0.11958885149999965
ytf__delydcI_ph8__2,0.8956366079424462,0.4796359044999998
ytf__delyddM__1,1.3826616126120026,0.3089938494999997
ytf__delyddM__2,1.72120682827026,0.38218428749999933
ytf__delyheO__1,2.223880908877207,1.1012522924999997
ytf__delyheO__2,1.97577724627668,1.1648777714999996
fps__bw_glc__1,0.2172218488191765,0.5712188224999997
fps__bw_glc__2,0.3492635876931264,0.20563507749999976
fps__fps_thrA_ale1__1,0.7561958875764363,0.02026762049999986
fps__fps_thrA_ale1__2,-0.0502080468134096,0.1548815444999998
fps__fps_thrA_ale2__1,0.2790841402657089,0.42544224549999976
fps__fps_thrA_ale2__2,0.4700548494439432,0.13960703049999967
fps__fps_serB_ale1__1,0.6356267022247954,0.4761049084999995
fps__fps_serB_ale1__2,0.4722221815952335,0.2552673784999997
fps__fps_serB_ale4__1,0.5618261964839963,0.6168600404999998
fps__fps_serB_ale4__2,0.7402657127150394,0.5645263124999995
fps__fps_ptsI_ale1__1,1.9080513056709916,1.7934850024999998
fps__fps_ptsI_ale1__2,1.768885792683452,1.7697384514999994
fps__fps_ptsI_ale3__1,1.3741110973977713,1.6689003474999993
fps__fps_ptsI_ale3__2,1.490288471535783,1.628472402499999
pal__lyx_ale2_f6__1,3.746553688453024,2.7572856855000003
pal__lyx_ale2__1,2.680657259490409,2.1669040245
pal__lyx_ale2__2,3.7296757700062746,2.3731782755
pal__lyx_ale4__1,1.8802612320691352,2.0480409424999992
pal__lyx_ale4__2,2.4850255266518246,1.7903002984999998
pal__5drib_ale10_f18__1,5.505343941941391,2.8934282035
pal__5drib_ale10_f18__2,5.6064091662329805,3.0776858955
pal__5drib_ale10__1,3.6454008266692113,2.9085277395000015
pal__arab_ale14_f9__1,5.52491811275327,1.8001602754999997
pal__arab_ale14_f9__2,4.370786637619231,1.5365699565000002
pal__arab_ale14__1,13.138423735513578,1.796235976499999
pal__arab_ale14__2,13.580424471026628,2.2398181955000003
pal__arab_ale16__1,13.676233667668532,3.0454107405000004
pal__arab_ale16__2,14.978209883426508,3.1981701934999998
pal__tartr_ale26_f10__1,27.915653533966488,6.020021860499999
pal__tartr_ale26_f10__2,26.838209430822108,5.6979404615
pal__tartr_ale26__1,29.27622207952207,6.1705032785
pal__tartr_ale26__2,29.52873238714176,6.203879581499999
pal__tartr_ale28_f10__1,27.450617208448566,5.7393256925
pal__tartr_ale28_f10__2,27.780170129841267,6.1769552355
pal__tartr_ale28__1,32.025486775008105,6.7360060005
pal__tartr_ale28__2,30.39960199783227,6.919617350499999
efeU__delmenFentC_citr__1,1.6127198227896602,0.4375708424999996
efeU__delmenFentC_citr__2,1.159078061331006,0.10763394049999953
efeU__delmenFentC__1,0.9425304789298308,0.4298406664999997
efeU__delmenFentC__2,0.4960619665908642,0.3078679314999997
efeU__menFentC_ale39__1,2.6811046791582527,0.9490236284999995
efeU__menFentC_ale39__2,2.493346432441161,0.6715194934999995
efeU__menFentC_ale29__1,2.512327884567572,-0.26464268050000017
efeU__menFentC_ale29__2,2.789626057932176,0.08116525749999948
efeU__menFentC_ale30__1,2.331890610282189,0.7444464654999998
efeU__menFentC_ale30__2,2.0415565108315303,0.25039888249999986
efeU__menFentCubiC_ale36__1,0.5610119867291371,0.3643514874999996
efeU__menFentCubiC_ale36__2,0.7823524359392696,0.4425541694999997
efeU__menFentCubiC_ale37__1,0.5887242045955853,0.4016797224999995
efeU__menFentCubiC_ale37__2,0.2938535280989287,0.5213064404999996
efeU__menFentCubiC_ale38__1,0.6786634958212268,0.5589466614999998
efeU__menFentCubiC_ale38__2,1.289963963749019,0.5624672674999998
misc2__salc_glc__1,1.2327679251936754,0.4689065204999996
misc2__salc_glc__2,1.1244757138352306,0.4759023524999994
misc2__dbcn_glc__1,-0.4283265984419728,0.4604084134999997
misc2__dbcn_glc__2,0.3661432348814281,0.4277143174999996
misc2__tyr_glc__1,1.691971501534718,0.3527189524999996
misc2__tyr_glc__2,1.6907697198833902,0.4817939894999999
misc2__arg_cytd__1,0.5958603494361667,0.3848492214999997
misc2__arg_cytd__2,0.1892467823839746,0.06555288549999982
misc2__delyheO_pyr__1,1.251831583909804,1.5551246635
misc2__delyheO_pyr__2,0.6264392931238848,1.6794013464999995
misc2__dellon_glc__1,2.21586301874395,0.7894128634999995
misc2__dellon_glc__2,1.593958964491977,0.6118696815
nquinone__delubiC__1,0.5435942654239686,0.1092044445
nquinone__delubiC__2,0.7005837002067291,0.0929396834999996
nquinone__ubiC_ale1__1,0.6207917298375104,0.4418699804999995
nquinone__ubiC_ale1__2,0.7415807235290472,0.23186675849999985
nquinone__ubiC_ale2__1,1.2987925093190769,0.22042975549999969
nquinone__ubiC_ale2__2,1.201503630194647,0.1877656554999998
nquinone__ubiC_ale3__1,1.0658078446828076,-0.08303361350000005
nquinone__ubiC_ale3__2,0.8032716304256017,-0.4695278765000004
nquinone__ubiC_ale4__1,0.8819572601336872,-0.1956268655000004
nquinone__ubiC_ale4__2,1.1798025323498873,0.25444017249999984
nquinone__delpdhR__1,0.945237821630028,0.5546561334999995
nquinone__delpdhR__2,0.5948543949960865,0.3492226734999995
quinone__glu_ale4__1,2.030656365384208,0.2069142064999996
quinone__glu_ale4__2,2.698239519536856,0.4906886915
quinone__delmenF__1,0.8071444186728433,0.6060371154999995
quinone__delmenF__2,1.288415557526082,0.23727598049999976
quinone__menF_ale5__1,1.8409891746414084,0.6443476914999997
quinone__menF_ale5__2,1.9277613632683368,0.3280897045
quinone__menF_ale6__1,2.0971391029570814,0.5462275804999996
quinone__menF_ale6__2,1.885648287215504,0.2782635284999997
quinone__menF_ale7__1,2.9731534215207667,1.1190346374999995
quinone__menF_ale7__2,2.860150506586351,1.2056126435
quinone__menF_ale8__1,3.3778710890333694,0.7132910454999997
quinone__menF_ale8__2,2.7752658267433405,0.27578598649999986
quinone__delmenFubiC__1,1.1115069246430287,0.11795553849999953
quinone__delmenFubiC__2,0.8513746688076058,0.4604288744999998
quinone__menFubiC_ale1__1,2.7892255651790827,0.5612963264999999
quinone__menFubiC_ale1__2,1.7041759035146895,0.5822834444999998
quinone__menFubiC_ale2__1,2.001932037763568,0.5662375884999995
quinone__menFubiC_ale2__2,2.0109939926909526,0.40422876249999984
quinone__menFubiC_ale3__1,1.149987355224814,0.08451865249999946
quinone__menFubiC_ale3__2,1.2400590102248936,0.5408020594999998
quinone__menFubiC_ale4__1,1.8811181268970127,0.5442592534999995
quinone__menFubiC_ale4__2,2.1901585090982345,0.7261743974999995
oxyR__wt_glc__1,1.1869220247519534,1.0302422274999996
oxyR__wt_glc__2,1.2149486495239654,0.9543914604999996
oxyR__wt_h2o2__1,1.1871093459838544,0.7653369434999995
oxyR__wt_h2o2__2,1.7261183059974163,0.9500815404999998
oxyR__glu_ale4__1,2.515668671105104,0.8851008534999996
oxyR__glu_ale4__2,2.14428711713954,1.0723728874999998
oxyR__glu_ale4_h2o2__1,2.0429855835114754,0.9123114784999996
oxyR__glu_ale4_h2o2__2,1.9654491673357477,0.8262557445000001
oxyR__oxyR_ale17__1,1.9317299260866756,0.8736340545000001
oxyR__oxyR_ale17__2,1.9346349793672104,0.8710202454999996
oxyR__oxyR_ale17_h2o2__1,1.9764812889959196,0.8615837284999994
oxyR__oxyR_ale17_h2o2__2,1.6086457534726404,0.7002143024999996
oxyR__oxyR_ale18__1,1.20968978588277,0.8846697354999997
oxyR__oxyR_ale18__2,1.071009592080967,0.8810467845000001
oxyR__oxyR_ale18_h2o2__1,1.7817044045095043,0.6890138474999996
oxyR__oxyR_ale18_h2o2__2,2.236523750755142,0.7013082294999999
oxyR__oxyR_ale19__1,0.8315522162597634,0.7563481234999996
oxyR__oxyR_ale19__2,0.9711681567895012,1.0203987644999994
oxyR__oxyR_ale19_h2o2__1,0.756141268984177,0.8168306634999998
oxyR__oxyR_ale19_h2o2__2,1.1256840693304668,0.8847907644999999
oxyR__oxyR_ale20__1,2.563593164118643,0.6949953864999996
oxyR__oxyR_ale20__2,2.3273637769696727,0.7642135704999995
oxyR__oxyR_ale20_h2o2__1,1.4423730609590026,0.8689388724999998
oxyR__oxyR_ale20_h2o2__2,1.457287486117168,0.7126349154999998
svns_pgi__BmePgi24_15__1,0.872822395646697,1.2234094764999996
svns_pgi__BmePgi24_15__2,0.8268609243653742,1.1079348314999995
svns_pgi__BmePgi24_26__1,1.0419806967251135,1.1198259774999997
svns_pgi__BmePgi24_26__2,1.00503624962345,1.2228700734999998
svns_pgi__BmePgi24_41__1,2.659232494047262,0.9584808384999994
svns_pgi__BmePgi24_41__2,1.7123848282116334,0.9386753324999996
svns_pgi__BmePgi24_52__1,1.3103712970662318,1.1583261244999998
svns_pgi__BmePgi24_52__2,1.1399463987690923,1.1536239644999997
svns_pgi__PaePgi2_34__1,1.756372584587387,0.9877476164999996
svns_pgi__PaePgi2_34__2,1.3381528238022262,1.0094906414999998
svns_pgi__PaePgi2_63__1,2.0515720090015632,0.7193270644999998
svns_pgi__PaePgi2_63__2,1.9645241012251804,0.7941281684999995
svns_pgi__PaePgi24_54__1,0.8838109747783256,1.1829945594999995
svns_pgi__PaePgi24_54__2,1.1372791489097265,1.2567242954999998
svns_pgi__PaePgi24_90__1,1.5024079811755195,0.7125151365000001
svns_pgi__PaePgi24_90__2,1.3959297262667585,0.8464576324999995
abx_media__m9_ctrl__1,-0.2601912270822195,0.3632167995
abx_media__m9_ctrl__2,0.1995843377574668,1.0561460194999994
abx_media__rpmi_ctrl__1,-0.7045509777848832,1.6561793504999995
abx_media__rpmi_ctrl__2,-0.2214906350927622,1.5610221094999996
abx_media__camhb_ctrl__1,-0.9065847927712424,-0.6172280115000004
abx_media__camhb_ctrl__2,-0.8474739255173854,0.29751825649999963
abx_media__m9_mero__1,-0.6509941344160456,0.7062699795
abx_media__m9_mero__2,-0.0827771932154876,0.6140505874999995
abx_media__rpmi_mero__1,-1.246335736996823,1.0118732054999997
abx_media__rpmi_mero__2,-0.226353254580751,1.4863483864999996
abx_media__camhb_mero__1,0.3879304654425488,-0.2928264695000005
abx_media__camhb_mero__2,-0.3493354545021247,-0.1377768525000005
abx_media__m9_trisulf__1,-0.7705737765845854,0.1303807214999999
abx_media__m9_trisulf__2,-0.6190750441751954,0.17329382049999964
abx_media__rpmi_trisulf__1,-0.4044673837066657,-0.17480252650000014
abx_media__rpmi_trisulf__2,0.0987329679700639,0.027747080499999743
abx_media__camhb_trisulf__1,-0.920392534660438,0.2719625144999997
abx_media__camhb_trisulf__2,-0.9119182258264356,-0.07225087050000045
abx_media__m9_cef__1,-0.0814205708692546,0.35684443649999986
abx_media__m9_cef__2,0.074929858994244,0.9488821144999996
abx_media__rpmi_cef__1,-0.228630233983155,1.0469926534999998
abx_media__rpmi_cef__2,-0.383069935310433,1.0541468604999995
abx_media__camhb_cef__1,-0.3135763615124976,0.5075355534999995
abx_media__camhb_cef__2,-0.7645625697841099,0.6139017684999994
abx_media__m9_cipro__1,0.3418509382764276,0.2888156574999998
abx_media__m9_cipro__2,0.7892607454633012,0.2617245564999999
abx_media__rpmi_cipro__1,-1.069967065058508,0.16181522549999985
abx_media__rpmi_cipro__2,-0.7733158917208853,0.03736061149999959
abx_media__camhb_cipro__1,-0.5816303974586262,-0.9164062735000004
abx_media__camhb_cipro__2,-1.125200553826437,-0.7070295795000003
hot_tale__42c_ale3_30c__1,-0.2437362251144531,0.34699875849999984
hot_tale__42c_ale3_30c__2,0.3250181172336375,0.3604491234999996
hot_tale__42c_ale3_37c__1,0.7317780937037971,0.4717572065
hot_tale__42c_ale3_37c__2,-0.3276038883462693,0.4222641904999995
hot_tale__42c_ale3_44c__1,2.1468813274768244,1.3830892685
hot_tale__42c_ale3_44c__2,2.6468274919733,1.466684097499999
hot_tale__hot_ale3_mid_30c__1,0.4824813397807452,0.4976514374999996
hot_tale__hot_ale3_mid_30c__2,0.2546405543268791,0.7546505094999998
hot_tale__hot_ale3_mid_37c__1,-0.1863029203482715,0.4986020944999998
hot_tale__hot_ale3_mid_37c__2,-0.0555481826468843,0.4029704244999994
hot_tale__hot_ale3_mid_44c__1,2.6130941623206563,1.0477424214999995
hot_tale__hot_ale3_mid_44c__2,1.845479635379764,1.2468147134999996
hot_tale__hot_ale3_30c__1,0.2989958894280844,1.0576468724999994
hot_tale__hot_ale3_30c__2,0.3600814185823461,0.7788044904999998
hot_tale__hot_ale3_37c__1,0.7884037380127318,0.8530652774999998
hot_tale__hot_ale3_37c__2,1.1621385693764097,0.5401148604999997
hot_tale__hot_ale3_44c__1,1.9346246995419183,1.0254343834999995
hot_tale__hot_ale3_44c__2,1.5523948632251665,0.6870017784999995
hot_tale__hot_ale4_30c__1,-0.8533066473896508,0.14892274249999948
hot_tale__hot_ale4_30c__2,0.2930467901440065,0.5134930274999996
hot_tale__hot_ale4_37c__1,-0.0611638982165901,0.3658395914999999
hot_tale__hot_ale4_37c__2,0.481252248458024,0.5235609344999999
hot_tale__hot_ale4_44c__1,1.5977100352027809,0.9452027934999996
hot_tale__hot_ale4_44c__2,1.112650810672419,0.7979310234999994
hot_tale__hot_ale8_30c__1,0.1321677419615523,0.8474506314999997
hot_tale__hot_ale8_30c__2,-0.2731026983606811,0.3908524284999997
hot_tale__hot_ale8_37c__1,0.5154321449444947,0.7184552724999995
hot_tale__hot_ale8_37c__2,1.188029801741211,0.6566899304999998
hot_tale__hot_ale8_44c__1,1.6128101634044882,0.9600651465
hot_tale__hot_ale8_44c__2,1.7345274413992473,0.9640696614999996
hot_tale__hot_ale9_mid_30c__1,-0.1176978444140757,0.2985860834999996
hot_tale__hot_ale9_mid_30c__2,-0.3413228171734961,0.1438573584999996
hot_tale__hot_ale9_30c__1,0.0114947631174617,0.6762149594999998
hot_tale__hot_ale9_30c__2,-0.166549893348519,0.7829582495
hot_tale__hot_ale9_mid_37c__1,0.1510945066022872,0.2504782894999997
hot_tale__hot_ale9_mid_37c__2,-0.3249175705856479,0.3160802784999994
hot_tale__hot_ale9_37c__1,0.3491458801452057,0.31659422749999955
hot_tale__hot_ale9_37c__2,0.3127808943248387,0.07459768649999976
hot_tale__hot_ale9_mid_44c__1,1.0051222383560805,1.0894633794999995
hot_tale__hot_ale9_mid_44c__2,1.3305520240451971,1.0277333844999998
hot_tale__hot_ale9_44c__1,1.0648013636420104,0.8827769974999997
hot_tale__hot_ale9_44c__2,1.145035146312235,0.6729003674999996
hot_tale__hot_ale10_30c__1,0.2318097104961242,0.7933428254999995
hot_tale__hot_ale10_30c__2,0.0238290404154042,0.5225325724999998
hot_tale__hot_ale10_37c__1,0.2350185661278171,0.6234876814999994
hot_tale__hot_ale10_37c__2,0.3986280704997879,0.5732647644999997
hot_tale__hot_ale10_44c__1,2.229450272331285,1.5409970145000011
