locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PN96_RS10505,0.192242574466341,PN96_RS10505,3-keto-5-aminohexanoate cleavage protein,Function unknown,Op2490,,
PN96_RS10510,0.1740112483232894,PN96_RS10510,aspartate aminotransferase family protein,Amino acid transport and metabolism,Op2490,,
