,-0.13942446604687556,-0.12083453724062548,-0.10224460843437541,-0.08365467962812534,-0.06506475082187527,-0.046474822015625195,-0.027884893209375122,-0.00929496440312505,0.009294964403125022,0.027884893209375095,0.04647482201562517,0.06506475082187524,0.08365467962812531,0.10224460843437538,0.12083453724062546,0.1394244660468755,0.1580143948531256,0.1766043236593757,0.19519425246562574,0.2137841812718758
thresh,-0.1487194304500006,0.1487194304500006,1,,,,,,,,,,,,,,,,,
unreg,0,1,1,3,7,36,249,1876,2078,226,29,7,0,0,0,0,0,1,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PN96_RS10510'],['PN96_RS10505'],[]
