,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,0.0,0.49846309938868044,2.0,0.0,-0.35246663774899994,1.0,0.35246663774899994,,,,,,,,
1,fur__wt_dpd,-5.036104337465,0.49042233980996497,2.0,2.0,-5.38288529959,3.0,-4.689323375340001,,,,,,,,
2,fur__wt_fe,-3.0403741170650003,0.8631783834554634,2.0,4.0,-2.43001482875,5.0,-3.6507334053800005,,,,,,,,
3,fur__delfur_dpd,-3.3866418515299994,0.21043557379029545,2.0,6.0,-3.5354422727599997,7.0,-3.2378414302999996,,,,,,,,
4,fur__delfur_fe2,-9.06651658981,0.14237376643604907,2.0,8.0,-9.16719004552,9.0,-8.9658431341,,,,,,,,
5,acid__wt_ph5,-5.523455151255,0.1860597222023968,2.0,10.0,-5.65501924253,11.0,-5.39189105998,,,,,,,,
6,acid__delgadx_ph5,-5.665168496145,0.23813849842089982,2.0,12.0,-5.83355784324,13.0,-5.49677914905,,,,,,,,
7,acid__delgadw_ph5,-5.818205554655,0.19337416369498237,2.0,14.0,-5.9549417371099995,15.0,-5.6814693722000005,,,,,,,,
8,acid__delgade_ph5,-5.42543815631,0.28892053165885595,2.0,16.0,-5.62973582347,17.0,-5.221140489150001,,,,,,,,
9,oxidative__wt_pq,-1.9473368413199998,0.5904443463113304,2.0,18.0,-1.5298296401299998,19.0,-2.3648440425099997,,,,,,,,
10,oxidative__deloxyr_pq,-0.8068480146699999,0.22584349087421554,2.0,20.0,-0.647152550786,21.0,-0.9665434785539999,,,,,,,,
11,oxidative__delsoxr_pq,-5.4297847610400005,0.19585320564683492,2.0,22.0,-5.5682738908700005,23.0,-5.29129563121,,,,,,,,
12,oxidative__delsoxs_pq,-2.77886559109,0.6727522968479351,2.0,24.0,-3.2545733022500003,25.0,-2.30315787993,,,,,,,,
13,nac_ntrc__wt_csn,-3.718211521365,0.46447464168548735,2.0,26.0,-3.38977835254,27.0,-4.04664469019,,,,,,,,
14,nac_ntrc__wt_cytd,-1.167467386737,0.3185580826774362,2.0,28.0,-0.942212806274,29.0,-1.3927219672,,,,,,,,
15,nac_ntrc__wt_gln,-10.563826309225,0.9392773595813957,2.0,30.0,-11.227995699600001,31.0,-9.89965691885,,,,,,,,
16,nac_ntrc__bw_delnac_csn,-4.629028198875,0.5390574891890917,2.0,32.0,-4.247856992819999,33.0,-5.010199404930001,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,-8.514217518479999,0.2972692940198887,2.0,34.0,-8.72441865212,35.0,-8.304016384839999,,,,,,,,
18,nac_ntrc__bw_delnac_gln,-10.050112791659998,0.6599189912405812,2.0,36.0,-9.583479597919998,37.0,-10.5167459854,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,-8.88460227726,0.0868758470918876,2.0,38.0,-8.82317177666,39.0,-8.94603277786,,,,,,,,
20,misc__wt_no_te,-4.834109567295,2.0713009488146943,2.0,40.0,-6.29874051408,41.0,-3.36947862051,,,,,,,,
21,misc__bw_delcbl,-3.118885922575,0.40735172126571556,2.0,42.0,-2.83084475814,43.0,-3.4069270870099997,,,,,,,,
22,misc__bw_delfabr,-4.091782888165,0.24234277727820494,2.0,44.0,-4.26314510935,45.0,-3.92042066698,,,,,,,,
23,misc__bw_delfadr,-4.57790952785,0.20098957778557355,2.0,46.0,-4.72003062125,47.0,-4.43578843445,,,,,,,,
24,misc__nitr_031,-6.95002685048,,1.0,48.0,-6.95002685048,,,,,,,,,,
25,omics__wt_glu,-4.162143107425,0.13432292287682365,2.0,49.0,-4.06716245779,50.0,-4.25712375706,,,,,,,,
26,omics__wt_gly,-3.471073380285,0.2394503479387943,2.0,51.0,-3.3017564155000003,52.0,-3.6403903450699997,,,,,,,,
27,omics__wt_thr,-6.9231486998800005,0.7764803622709846,2.0,53.0,-6.37409417026,54.0,-7.472203229500001,,,,,,,,
28,omics__bw_ac,-4.599624257355,0.30044198610075773,2.0,55.0,-4.812068823080001,56.0,-4.38717969163,,,,,,,,
29,omics__bw_fum,-5.892624072745001,0.48436647862473575,2.0,57.0,-6.23512289436,58.0,-5.550125251130001,,,,,,,,
30,omics__bw_glc,-4.94170763839,0.4056106047925656,2.0,59.0,-5.2285176475599995,60.0,-4.65489762922,,,,,,,,
31,omics__bw_pyr,-9.381797800615,0.08775174896622923,2.0,61.0,-9.31974794386,62.0,-9.44384765737,,,,,,,,
32,ompr__wt_nacl,-0.4880155822205,0.25391908349855297,2.0,63.0,-0.667563488035,64.0,-0.308467676406,,,,,,,,
33,ompr__bw_delompr_nacl,0.04966857241975001,0.10792202676687018,2.0,65.0,0.125980969386,66.0,-0.0266438245465,,,,,,,,
34,minspan__wt_ade,0.9239642698630001,,1.0,67.0,0.9239642698630001,,,,,,,,,,
35,minspan__wt_glc,-3.986293039065,0.7209108918627966,4.0,68.0,-3.2291742071,69.0,-4.77638548099,70.0,-4.39472912123,71.0,-3.54488334694,,,,
36,minspan__wt_glc_anaero,-12.247322366350001,0.9493208420708196,2.0,72.0,-11.5760511614,73.0,-12.9185935713,,,,,,,,
37,minspan__wt_trp,-13.355938952999999,,1.0,74.0,-13.355938952999999,,,,,,,,,,
38,minspan__bw_delcra_glc,-12.024828405400001,0.47889093077536776,2.0,75.0,-11.6862013808,76.0,-12.36345543,,,,,,,,
39,minspan__bw_delcra_trp,-11.9019663895,,1.0,77.0,-11.9019663895,,,,,,,,,,
40,minspan__bw_delmntr,-13.5099258519,,1.0,78.0,-13.5099258519,,,,,,,,,,
41,minspan__bw_delnac_ade,-3.90280769606,,1.0,79.0,-3.90280769606,,,,,,,,,,
42,minspan__bw_delnac_glc,-1.9324573997499999,,1.0,80.0,-1.9324573997499999,,,,,,,,,,
43,cra_crp__wt_ac,-2.7335195101900003,0.21672904740475057,2.0,81.0,-2.5802689310900004,82.0,-2.88677008929,,,,,,,,
44,cra_crp__wt_fru,-1.2035062650395,0.4940301258380096,2.0,83.0,-0.854174212949,84.0,-1.55283831713,,,,,,,,
45,cra_crp__delcra_ac,-3.0763767518550003,0.43674338530141577,2.0,85.0,-2.76755254247,86.0,-3.3852009612400003,,,,,,,,
46,cra_crp__delcra_fru,-7.47148116204,0.25702435398091833,2.0,87.0,-7.289737498410001,88.0,-7.653224825669999,,,,,,,,
47,cra_crp__delcra_glc,-3.472854274465,0.6571454559596581,2.0,89.0,-3.00818226633,90.0,-3.9375262826,,,,,,,,
48,rpoB__wt_031,0.573464042889,,1.0,91.0,0.573464042889,,,,,,,,,,
49,rpoB__wt_044,-2.9088035999,,1.0,92.0,-2.9088035999,,,,,,,,,,
50,rpoB__wt_lb,-7.923137149060001,0.23322241737417795,2.0,93.0,-7.758223996210001,94.0,-8.088050301910002,,,,,,,,
51,rpoB__rpoBE546V_031,-3.45262731312,,1.0,95.0,-3.45262731312,,,,,,,,,,
52,rpoB__rpoBE546V_044,-3.68677798635,,1.0,96.0,-3.68677798635,,,,,,,,,,
53,rpoB__rpoBE546V_lb,-6.70682967756,0.13316535439243354,2.0,97.0,-6.80099180267,98.0,-6.6126675524500005,,,,,,,,
