,-0.07236051428571429,-0.04824034285714286,-0.024120171428571438,-1.3877787807814457e-17,0.02412017142857141,0.048240342857142834,0.07236051428571426,0.09648068571428568,0.1206008571428571,0.14472102857142854,0.16884119999999997,0.1929613714285714,0.21708154285714282,0.24120171428571424,0.26532188571428567,0.2894420571428571,0.3135622285714285,0.33768239999999994,0.36180257142857136,0.3859227428571428
thresh,-0.0844206,0.0844206,2,,,,,,,,,,,,,,,,,
unreg,0,15,520,4547,456,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HypR,0,0,0,0,1,0,1,1,0,0,3,1,2,1,0,1,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
HypR_genes,[],[],[],[],['PA1269'],[],['PA1267'],['PA1268'],[],[],['PA1253' 'PA1258' 'PA1259'],['PA1257'],['PA1256' 'PA1260'],['PA1255'],[],['PA1254'],[],[],[],[]
