,A,GlnG
R2,,0.001975979295467667
xmin,,-3.3058189655000003
xmid,,
xmax,,2.9783976780000008
ystart,,3.6418637437893713
yend,,0.8528692222286127
ALE:GalactoseA5:1.0,16.736237310573483,0.0185526872499997
ALE:GalactoseA5:2.0,16.337058257518375,-0.3119262207500002
ALE:GalactoseA6:1.0,15.608489838983594,-0.2561211467500008
ALE:GalactoseA6:2.0,16.39675682048373,-0.0586264017500006
ALE:GalactoseA8:1.0,16.873831765829685,-0.1824006997500005
ALE:GalactoseA8:2.0,17.478837636988214,-0.0830043827500004
ALE:IL_Control:1.0,-0.6124254309409257,-0.2188603357500005
ALE:IL_Control:2.0,-2.285228319413316,0.3013823722499991
ALE:IL_Control:3.0,2.0206472312088275,-0.1520536897500006
ALE:IL_Control:4.0,0.8770065198576151,0.0695316532499994
ALE:IL_TEOH_OAc:1.0,-3.75270956541653,-0.4039046407500004
ALE:IL_TEOH_OAc:2.0,-2.4110638827162227,0.2944052182499996
ALE:IL_TEA_HS:1.0,3.340204858634772,0.3054690252499998
ALE:IL_TEA_HS:2.0,-3.785867871194984,0.2585209422499996
ALE:IL_Mixed:1.0,-2.2461667064142463,0.5769815292499993
ALE:IL_Mixed:2.0,-2.404724868949786,0.3951855482499997
ALE:IL_PP5350:1.0,-1.82402954549346,-0.8910309017500007
ALE:IL_PP5350:2.0,-1.3542579304090077,-0.5787931497500005
ALE:IL_T8:1.0,-1.9181955139874045,-0.3132077707500009
ALE:IL_T8:2.0,-0.7275112172708182,-0.1451724317500007
ALE:IL_T9:1.0,9.53501380449419,-0.3740449087500002
ALE:IL_T9:2.0,8.435330646413147,0.0271496492499991
ALE:IL_Control2:1.0,-1.5624112415220026,-0.1838746357500005
ALE:IL_Control2:2.0,-2.120524431933691,-0.2678601287500006
ALE:IL_Glc+Ace:1.0,-3.625334541502095,-0.1886343517500002
ALE:IL_Glc+Ace:2.0,-3.845868618529398,0.0137530302499992
ALE:XyloseA1:1.0,11.30318452088988,0.2335395952499999
ALE:XyloseA1:2.0,10.069576749098808,0.2888332962499991
ALE:XyloseA2:1.0,16.32035940524365,0.0649747962499995
ALE:XyloseA2:2.0,17.948017615702266,0.3643016652499993
ALE:XyloseA3:1.0,19.293740845013257,0.0779582202499993
ALE:XyloseA3:2.0,18.57753053565885,0.1729684592499998
ALE:XyloseA4:1.0,13.20872441106481,0.2728608152499996
ALE:XyloseA4:2.0,14.387913243228736,0.1930727912499996
Aromatic:Coumarate:1.0,3.862052590522035,0.7548287493333334
Aromatic:Coumarate:2.0,6.288375593486532,0.5790582553333334
Aromatic:Coumarate:3.0,4.226909631442451,0.7170350513333337
Aromatic:Coumarate+ferulate:1.0,-1.7960142490781137,0.4765200773333333
Aromatic:Coumarate+ferulate:2.0,-1.767784361327363,0.5686628033333334
Aromatic:Coumarate+ferulate:3.0,-2.53850925013644,0.3579106293333334
Aromatic:Ferulate:1.0,10.216364320374849,0.5607947723333333
Aromatic:Ferulate:2.0,9.538629116601523,0.6055540933333332
Aromatic:Ferulate:3.0,8.335008581746003,0.630975116333333
Aromatic:Glucose:1.0,-0.6435865146409823,0.0973565333333335
Aromatic:Glucose:2.0,-0.2551626419994038,0.0429176753333333
Aromatic:Glucose:3.0,0.898749156178129,-0.1402742086666668
Bioreactor1:24h:1.0,-1.4133856344330056,-0.7478587965000001
Bioreactor1:24h:2.0,1.4133856341190238,0.7478587964999996
Bioreactor2:S_0min:1.0,-0.8005643374552308,-0.1558683916666665
Bioreactor2:S_15min:1.0,-0.2841121140843149,-0.1038455586666664
Bioreactor2:P1_15min:1.0,0.1754538681856477,-0.2505649796666662
Bioreactor2:P3_15min:1.0,0.7055315162196881,-0.0221152146666665
Bioreactor2:P5_15min:1.0,2.0841805129068294,0.0654033063333336
Bioreactor2:S_1h:1.0,0.3035112271826167,-0.1355042336666665
Bioreactor2:S_3h:1.0,-0.6816924762970367,-0.3049650056666664
Bioreactor2:S_9h:1.0,-0.5362701683401981,0.4041610363333339
Bioreactor2:S_25h:1.0,-1.5969124717921637,0.0840180763333338
Bioreactor2:P1_25h:1.0,-1.0354375578292256,0.1689993473333335
Bioreactor2:P3_25h:1.0,-0.2461609312833913,0.0019506233333337
Bioreactor2:P5_25h:1.0,1.1926722327971229,0.0512434393333336
Bioreactor2:S_0min:2.0,1.1932163125495625,0.1620100443333334
Bioreactor2:S_15min:2.0,0.1859875075426798,-0.1632118086666665
Bioreactor2:P1_15min:2.0,-0.0558339761155242,-0.0788909366666663
Bioreactor2:P3_15min:2.0,0.3253990342528082,-0.0157740666666663
Bioreactor2:P5_15min:2.0,2.0359093846471312,0.0155825753333336
Bioreactor2:S_1h:2.0,0.7364846084576665,0.1898658243333337
Bioreactor2:S_3h:2.0,-0.7050291041552993,0.0501435963333336
Bioreactor2:S_9h:2.0,-1.4486538850394668,-0.0930865366666662
Bioreactor2:S_25h:2.0,-0.7996970671879745,0.0613998983333337
Bioreactor2:P1_25h:2.0,-1.038668232211604,0.0667815023333338
Bioreactor2:P3_25h:2.0,-0.2363212530239749,0.2718528143333336
Bioreactor2:P5_25h:2.0,1.0264296377826292,0.2602149253333334
Bioreactor2:S_0min:3.0,-0.3926519752084958,-0.0061416526666664
Bioreactor2:S_15min:3.0,0.0938806481845893,-0.3898657496666664
Bioreactor2:P1_15min:3.0,-0.4138627380245413,-0.0626870136666664
Bioreactor2:P3_15min:3.0,1.850423101672607,-0.2038886976666662
Bioreactor2:P5_15min:3.0,2.1029686281993105,-0.2875577246666663
Bioreactor2:S_1h:3.0,0.2478479856426326,-0.0290276256666661
Bioreactor2:S_3h:3.0,-0.553928703767477,-0.0356737946666663
Bioreactor2:S_9h:3.0,-1.2457071447484116,-0.0183890596666662
Bioreactor2:S_25h:3.0,-1.3518099682507927,0.1322092263333338
Bioreactor2:P1_25h:3.0,-0.8309000676317825,0.1604031173333338
Bioreactor2:P3_25h:3.0,-0.7889179162512829,0.1770944883333336
Bioreactor2:P5_25h:3.0,1.2862592705006242,0.1276918873333334
Carbon:Citrate:1.0,-2.264780916090352,-0.5545262065000003
Carbon:Citrate:2.0,-2.759881275355242,0.2157105095
Carbon:Citrate:3.0,-2.5141467642095496,-0.8284252515000001
Carbon:Ferulate:1.0,2.2889431863863745,-0.8314992225000002
Carbon:Ferulate:2.0,3.4733704155179983,-0.7739067964999999
Carbon:Ferulate:3.0,3.372180516100196,-0.9837561765
Carbon:Glucose:1.0,-0.7771709488194997,-0.4082413585000002
Carbon:Glucose:2.0,0.777170948729069,0.4082413584999997
Carbon:Serine:1.0,16.074897330231305,-1.0489528745000003
Carbon:Serine:2.0,15.38055637766205,-1.3824758085000002
Carbon:Serine:3.0,14.878932434147806,-1.5097680705000005
Carbon2:Glucose:1.0,0.6381306135679172,0.1097076973333335
Carbon2:Glucose:2.0,-0.2078884125164258,-0.0556865066666665
Carbon2:Glucose:3.0,-0.4302422016189724,-0.0540211906666661
Carbon2:Coumarate:1.0,2.70263694012389,-1.1559637616666665
Carbon2:Coumarate:2.0,3.992962221428196,-0.9047345416666666
Carbon2:Coumarate:3.0,2.408913847518381,-0.8278179066666667
Crc:Control:1.0,0.3874841130546038,-0.0994211384999994
Crc:Control:2.0,-0.3874841131736199,0.0994211385000003
Crc:Del_crc:1.0,-5.511211519783816,-0.219679705499999
Crc:Del_crc:2.0,-6.776120624852986,-0.0026174264999996
Crc:Del_crcZ_crcY:1.0,11.73661121679558,-0.226347851499999
Crc:Del_crcZ_crcY:2.0,12.180419032108135,0.0074464035000003
FinR:Control:1.0,-0.1755511119341907,0.0426575559999995
FinR:Control:2.0,0.2110216733833986,-0.0294926890000004
FinR:Control:3.0,-0.0354705634079992,-0.0131648670000004
FinR:Del_finR:1.0,-3.573141896531645,0.1880743279999994
FinR:Del_finR:2.0,-2.32354906259901,-0.3959622460000005
FinR:Del_finR:3.0,-2.689975117806093,0.5221515809999997
FleQ:Del_fleQ:1.0,-0.9817605061849736,0.2957058160000003
FleQ:Del_fleQ:2.0,-0.913915102233074,0.488998129
FleQ:Del_fleQ:3.0,-0.6536974687198064,-0.1675100289999997
FleQ:OE_wspR:1.0,0.8837877217162454,0.5087458450000004
FleQ:OE_wspR:2.0,0.810536206860085,0.0767252250000001
FleQ:Control:1.0,-0.0390718074369823,-0.0131639849999998
FleQ:OE_wspR:3.0,0.7324489662441741,0.4687621230000003
FleQ:Control:2.0,-0.1703605405283421,0.0426572310000001
FleQ:Control:3.0,0.209432348195213,-0.0294932459999999
Fuel:Butanol:1.0,-3.563396723711408,-2.7615338595
Fuel:Butanol:2.0,-2.743513969088572,-2.5492052325000003
Fuel:Control:1.0,0.0311224335950094,-0.1221210265000003
Fuel:Control:2.0,-0.0311224338392302,0.1221210264999994
Fuel:Isopentanol:1.0,-4.334259320414184,-3.3058189655000003
Fuel:Isopentanol:2.0,-3.5362534782806483,-3.0256776725000005
Glycolaldehyde:Glycolaldehyde:1.0,3.851058277913213,0.2607126449999999
Glycolaldehyde:Control:1.0,0.4049543642376733,-0.0719762989999996
Glycolaldehyde:Glycolaldehyde:2.0,3.6832104413613966,0.2418321790000002
Glycolaldehyde:Control:2.0,-0.4049543645446574,0.0719762990000001
HNS_protein:Control_ex:1.0,0.2085011448143836,-0.0618737904999999
HNS_protein:Del_turB_ex:1.0,-0.0544880641615732,-0.9518337084999996
HNS_protein:Del_turB_ex:2.0,-2.3901150733466388,0.0542106345000004
HNS_protein:WT_pCAR1_ex:1.0,0.8904608211232709,0.3266867625000005
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,3.36031086532997,0.6311047004999999
HNS_protein:WT_pCAR1_Del_turA_st:1.0,14.098509284780803,0.6837720205000002
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,2.8820771496788207,0.7136491715000002
HNS_protein:WT_pCAR1_Del_turA_st:2.0,12.731689777643066,0.8626421085000002
HNS_protein:WT_pCAR1_ex:2.0,0.2491696736433357,-0.0551966794999998
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,2.276226769577744,0.0975045215000003
HNS_protein:WT_pCAR1_Del_turB_st:1.0,10.302818555530926,0.7812414985
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,3.059848964861107,0.5177453764999997
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,3.5105720986405355,0.5874630774999998
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,3.7610972075945583,0.9646470525000002
HNS_protein:WT_pCAR1_Del_turB_st:2.0,11.954801922250006,1.3085045825000003
HNS_protein:Control_ex:2.0,-0.2085011445748801,0.0618737904999999
HNS_protein:WT_Del_turA_ex:1.0,2.319760116109972,-0.4151124555000001
HNS_protein:WT_Del_turA_ex:2.0,10.567068423730198,-0.7723233655000001
Mobile_gene:2737_exp:1.0,-0.4610314532291824,0.0285757559999995
Mobile_gene:2737_exp:2.0,-0.165336046647918,0.0588044239999998
Mobile_gene:2737_exp:3.0,0.3488812777016261,-0.130987503
Mobile_gene:2737_exp:4.0,0.2774862213042016,0.0436073229999998
Mobile_gene:2737_reg:1.0,-1.6840271429169669,-0.8202327480000005
Mobile_gene:2737_reg:2.0,-1.2187758575229677,-0.5059991410000002
Mobile_gene:2737_reg:3.0,-1.8044285350031,-0.7383557610000002
Mobile_gene:2737_reg:4.0,-1.131702091709149,-0.7002402830000003
Mobile_gene:3227_exp:1.0,0.004176288528208,-0.0017081540000001
Mobile_gene:3227_exp:2.0,-0.834918569534857,-0.0412431160000004
Mobile_gene:3227_exp:3.0,-0.711605407625957,-0.3416359950000007
Mobile_gene:3227_exp:4.0,-0.7392663236072853,-0.0389076700000003
Mobile_gene:3227_reg:1.0,-1.1712444468460257,-0.5700775140000003
Mobile_gene:3227_reg:2.0,1.593412201614555,-0.4727294400000001
Mobile_gene:3227_reg:3.0,1.3940046344050754,-0.3528016580000006
Mobile_gene:3227_reg:4.0,0.2358177481729734,-0.3398220380000003
Mobile_gene:mfsR_exp:1.0,2.2283313173625103,-1.2100000550000003
Mobile_gene:mfsR_exp:2.0,2.993019532436995,-1.5374004220000002
Mobile_gene2:Condition1:1.0,0.7781353753448363,0.26648181925
Mobile_gene2:Condition1:2.0,-2.5925581414072965,0.0178989652499996
Mobile_gene2:Condition2:1.0,1.1093774012034805,-0.4996135187500004
Mobile_gene2:Condition2:2.0,-0.5517687493594496,0.2266780912499992
Mobile_gene2:Condition2:3.0,1.093295563175399,0.0647140312499994
Mobile_gene2:Condition2:4.0,-1.650904214903968,0.2082213962499999
Muconate:CJ522_fructose:1.0,1.8199573148909136,1.530444617
Muconate:CJ522_fructose:2.0,2.946679882052336,1.3567485430000006
Muconate:CJ522_fructose:3.0,2.075712585318134,1.5773527030000003
Muconate:CJ522_fructose_glucose:1.0,-2.034075710287231,1.5763360570000002
Muconate:CJ522_fructose_glucose:2.0,-0.6746107753148614,1.20715424
Muconate:CJ522_fructose_glucose:3.0,1.6480562040500133,1.063157206
Muconate:CJ522_fructose_glucose_gluconate:1.0,-0.2937060468900444,0.918145672
Muconate:CJ522_fructose_glucose_gluconate:2.0,0.1116977969759647,1.1414053880000004
Muconate:CJ522_fructose_glucose_gluconate:3.0,0.7385171121436122,0.917564396
Muconate:CJ522_glucose_gluconate:1.0,0.8399343930937494,-0.7933711379999995
Muconate:CJ522_glucose_gluconate:2.0,2.357980110249437,-0.3848609249999994
Muconate:CJ522_glucose_gluconate:3.0,1.239078849675259,0.0411792170000002
Muconate:CJ522_gluconate:1.0,0.1790852742053093,-0.2044712299999997
Muconate:CJ522_gluconate:2.0,0.8444612466256717,-0.5994032409999996
Muconate:CJ522_gluconate:3.0,2.459115283003869,-0.3763866259999995
Muconate:CJ522_glucose:1.0,3.947196908451571,0.7474114840000001
Muconate:CJ522_glucose:2.0,3.05229481264924,0.9245325970000002
Muconate:CJ522_glucose:3.0,4.049221421525047,0.5843680510000007
Muconate:GB032_fructose:1.0,3.749579901480724,1.4802567530000004
Muconate:GB032_fructose:2.0,2.5048901034977584,1.6161001350000004
Muconate:GB032_fructose:3.0,3.4328750272515767,1.6879649410000002
Muconate:GB032_fructose_glucose:1.0,-2.5332994669717066,2.945976052
Muconate:GB032_fructose_glucose:2.0,-1.7290490212582117,1.4405592450000009
Muconate:GB032_fructose_glucose:3.0,-1.2988695905239032,1.0796778650000003
Muconate:GB032_fructose_glucose_gluconate:1.0,-1.6505346111551975,1.1937982980000004
Muconate:GB032_fructose_glucose_gluconate:2.0,-0.1704481893057274,1.4833110190000007
Muconate:GB032_fructose_glucose_gluconate:3.0,-1.6916647484987146,1.0118299400000006
Muconate:GB032_glucose_gluconate:1.0,-0.6380587604868807,0.0672113150000002
Muconate:GB032_glucose_gluconate:2.0,-0.0723216129671076,0.8942702700000003
Muconate:GB032_glucose_gluconate:3.0,0.963865351815707,0.2171042770000002
Muconate:GB032_gluconate:1.0,0.5885901232531099,-0.1160919589999998
Muconate:GB032_gluconate:2.0,1.9561383827216416,-0.4549757079999996
Muconate:GB032_gluconate:3.0,2.8945923573412387,0.1642595860000004
Muconate:GB032_glucose:1.0,4.54034587847462,0.9537086810000006
Muconate:GB032_glucose:2.0,5.013530795188561,0.4098218380000005
Muconate:GB032_glucose:3.0,5.289195686256738,0.4223380770000005
Muconate:GB045_fructose:1.0,6.3496550347234,2.9348986810000004
