,-0.13063936662890768,-0.10886613885742308,-0.08709291108593847,-0.06531968331445387,-0.043546455542969265,-0.02177322777148466,-5.551115123125783e-17,0.02177322777148455,0.043546455542969154,0.06531968331445376,0.08709291108593836,0.10886613885742297,0.13063936662890757,0.15241259440039218,0.17418582217187678,0.19595904994336139,0.217732277714846,0.2395055054863306,0.2612787332578152,0.2830519610292998
thresh,-0.14152598051464998,0.14152598051464998,1,,,,,,,,,,,,,,,,,
unreg,0,0,2,5,42,620,2617,583,42,7,1,0,0,0,0,1,1,1,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['csgG'],['csgD'],['csgF'],['csgE'],[]
